Phoebe|5|" ...sprang to his sleigh, to his team gave a whistle;and away they all flew like the down of a thistle; but I heard him exclaim, ere he drove out of sight, ""Merry Christmas to all, and to all a goodnight!"""
Joey|3|  Wow, that was great! You really wrote that?
Phoebe|5|  Uh-huh.
Chandler|4|  Say goodbye elves, I'm off to Tulsa.
Monica|2| I can't believe you're not gonna be here for Christmas.
Ross|6| You're really not coming back?
Chandler|4| Yeah, we have all this paperwork that needs to be filed by the end of the year. If I don't get it done, I'll be fired.
Monica|2| It's so unfair, you don't even like your job!
Chandler|4| So, who does?
Phoebe|5| Oh, I like my job.
Joey|3| I *love* my job.
Rachel|1| Yeah, I can't *wait* to go back to work.
Ross|6| I can't get *enough* dinosaurs!
Chandler|4| I'm sorry, I won't be here.
Monica|2| It's just... It's hard enough not seeing you during the week, but for Christmas... alright, if this is what you have to do, I understand.
Chandler|4| Thanks.  I'll see you New Year's Day.
Monica|2|  You're not gonna be here New Year's Eve??
Chandler|4| Did I not mention that?
Monica|2| No!
Chandler|4|  AND TO ALL A GOOD NIGHT! 
Chandler|4|" All right everybody, I know that it's Christmas Eve and you'd rather be with your families, but there's *no* call  for writing ""Screw you, Mr. Bing!"" on the back of my chair!  -- By the way, you can all call me Chandler."
Wendy|0| Hey!
Others|0| Hey.
Chandler|4| Hey. Where've you been?
Wendy|0| I was, uh, checking out that insurance company's Christmas party on three, oh, it was really beautiful, they have all these decorations and this huge tree and I just, uh... to hell with them, we have to work. -- So I stole ther ham. 
Chandler|4|  You hear that? You may not be with your families, but at least it's gonna smell like ham in here.
Claudia|0| My kid's in a play right now.
Chandler|4| Y'know what, I know what will cheer you guys up!  I had a little talk with the boys in New York, told 'em about all the hard work you've been doing and that a little Christmas bonus may be in order.
Ken|0|"  ""A donation has been made in your name to the New York City Ballet""."
Chandler|4| Well, that's like money in your pocket! - Alright look, you want me to say it? This sucks. Being here sucks! This work sucks!
Wendy|0| *Now* it feels like Christmas.
Chandler|4| I'm sorry. Hey, at least you guys get to go home and be with your families tonight. I have to go back to an empty hotel room and lay down on a very questionable bedspread. And then tomorrow morning, you get to have Christmas morning in your own houses, wich, by the way, none of you have invited me to.
Ken|0| You can come to my house!
Chandler|4| Haha, no thanks!
Wendy|0| That was a nice pep-talk.
Chandler|4| Oh, thanks! I'm... actually thinking about becoming a motivational speaker.
Wendy|0| So, if you were home right now, what would you be doing?
Chandler|4| Typical Christmas-y stuff, you know? Our holidays are pretty traditional...
Phoebe|5| So here is a, a very special holiday song that I wrote for some very important people to me. 
Rachel|1| Okay, Pheebs, you look in the kitchen, I will look in the back closet.
Chandler|4| I can save you time ladies, I'm right here.
Phoebe|5| Yeah, Chandler why don't you take a walk? This doesn't concern you.
Rachel|1| We are looking for our Christmas presents from Monica.
Chandler|4| What? That's terrible!
Phoebe|5| No-no, we do it every year!
Chandler|4| Oh well, that, that makes it not terrible.
Phoebe|5| No, yeah, we never find them! She's always best at us, that wily... minx.
Rachel|1| Don't worry, we're just gonna search here for an hour, and then we're gonna go over to Joey's and search, OK?
Chandler|4| No not okay, you can't look for Monica's presents!
Phoebe|5| Oh no, we have to!
Chandler|4| No, you don't have to, and you can't because I, I live here too.
Phoebe|5| Well then, you should look with us.
Chandler|4| Why?
Rachel|1| Chandler, aren't you worried about what to get Monica for Christmas?
Chandler|4| No, I have a great idea for a present for her.
Phoebe|5| Oh, that's it?  A great idea! Oh yeah.
Rachel|1| Chandler, that's not enough. I mean what if she gets you a great present, two medium presents, and a bunch of little presents? And you've just gotten her one great present? I mean that's just gonna make her feel bad. Why would you do that to her Chandler? Why? Why?
Chandler|4| If I help, we can find 'em faster!
Rachel|1| That's right!
Phoebe|5| Ooh ooh, we have a live one!
Rachel|1| Oh, it's a Macy's bag!
Rachel|1| Oh.
Phoebe|5| Ooh, who's it for?
Rachel|1|"  ""Dear losers, do you really think I'd hide presents under the couch? P.S.: Chandler, I knew they'd break you."""
Joey|3| Rach, these are for you.
Rachel|1| Wiper blades. I don't even have a car.
Joey|3| No, but with this new car smell, you'll think you do.
Chandler|4| OK, Pheebs, your turn.
Phoebe|5| Ahh, toilet seat covers! Is that what you were doing while I was getting gas?
Joey|3| Uh-huh.
Phoebe|5| You guuuyys.
Joey|3| And for Ross, Mr. Sweet-tooth.
Ross|6| You got me a cola drink?
Chandler|4| And, a lemon lime.
Ross|6| Well this, this is too much, I feel like I should get you another sweater.
Chandler|4| And last but not least.
Joey|3| They're ribbed for *your* pleasure.
Ross|6| Ooh, hey Ben, what if the Holiday Armadillo told you all about the Festival of Lights?
Ross|6| Yeah!
Monica|2| Come on Ben.
Ross|6| Years and years ago there were these people called the Maccabees...
Chandler|4|  Ho, ho, ho! Merry Christmas!
Chandler|4| Hey! 
Ross|6| What are you doing here, Santa?
Chandler|4| Well, I'm here to see my old buddy Ben. What are you doing here, weird...turtle-man?
Ross|6| I'm the Holiday Armadillo, your part-Jewish friend. You sent me here to give Ben some presents. Remember?
Chandler|4| What?
Monica|2| Okay Ben, why don't you come open some more presents, and Santa, the Armadillo and I have a little talk in the kitchen? There's a sentence I'd never thought I'd say.
Ross|6|  What are you doing?
Chandler|4| You called everyone and said you were having trouble finding a Santa costume, so I borrowed one from a guy at work!
Ross|6| Thank you, but, but you, you gotta leave.
Chandler|4| Why?
Ross|6| Because, I'm finally getting him excited about Hanukkah, and, and you're-you're wrecking it.
