Joey|3|  Hey! I'm all packed and ready to go!
Ross|6| Oh, that's right!  Daddy and uncle Joey are going on a trip today. We're going to a conference in Barbados, right?
Joey|3| Mmh-mmh.
Ross|6|  Can you say Barbados?
Joey|3| Barbados!
Ross|6| Ok, I gotta say. I mean, it means so much to me that you guys are coming all the way over there to hear me do my speech! UH! And I've a surprise, uh... I had to pull some strings but I was able to get everyone passes to the entire conference! That's right!  This babies will get you into all the paleontology lectures and seminars.
Rachel|1| Do you have anything that would... get us out of them?
Chandler|4|" Yeah Ross, I mean... we're excited to hear the speech but the rest of the time we're gonna wanna do, you know, ""island's stuff""."
Phoebe|5| I think David would probably wanna hear a few lectures.
Ross|6| Oh, right, because he's a scientist!
Phoebe|5| No, no, because, you know, he's been in Minsk for 8 years and if he gets too much direct sunlight, he'll die.
Ross|6| Ok, we gotta go, yeah? So, we'll see you guys tomorrow.
Joey|3| All right, let's do it! 5 hour flight with Charlie, have a couple of drinks, get under that blanket and do what comes naturally.
Ross|6| It's a blanket Joe, not a cloak of invisibility!
Charlie|0| Wow! This place is beautiful!
Ross|6|  Look at all these paleontologists!!
Joey|3| I know, there are gonna be some pasty folks by the pool tomorrow! 
Woman|0| Oh my God, I can't believe you're here!
Joey|3|  I think I've been recognized, this happens all the time!
Woman|0| Doctor Geller, I'm such a huge fan!
Joey|3| That... never happens...
Woman|0| I've been following your career for years, I-I can't wait for your keynote speech.
Ross|6| Wow! This is very flattering, uh...
Woman|0| I would love your autograph. 
Ross|6|" Uh, uh... Sure! Uhm... ""Dear..."" "
Woman|0| Sarah.
Ross|6|" ""... Sarah. I dig you"", Uh? ""Doctor Ross Geller""."
Sarah|0| Thank you so much!
Ross|6| Yeah, oh and Sarah... I'd like to introduce you to my colleague, uh, Professor Wheeler, a-and this is Joey Tribbiani.
Sarah|0|  Are you a paleontologist?
Joey|3|" No, God, no! No! No no, I'm an actor. You'd probably recognize me from a little show called ""The Days of Our Lives""."
Ross|6|" Dude, it's just ""Days of Our Lives""... there's no the."
Joey|3|  Ok, Ross! It's... It's fun, yeah! No, I-I play Doctor Drake Ramoray.
Sarah|0| I'm sorry, I don't own a TV.
Joey|3| You don't own a TV? What's all your furniture pointed at??
Monica|2| David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air.
David|0| Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.
Monica|2|  See?
Chandler|4|" Yeah, that's the same as ""it has something to do with wind""."
Monica|2| Alright, I'm gonna go pick up a few things for the trip.
