|joey|rachel|monica|phoebe|chandler|ross|other
because|0.11259154519510604|0.1382797947243896|0.14525195465560206|0.17699521434030796|0.18654796858504863|0.12057921851374988|0.11975430398579578
do|0.1415666624830513|0.14869973139235312|0.1554475163378357|0.13511555983329632|0.14298326934866182|0.14097633180306893|0.13521092880173288
not|0.13197846243900926|0.1445045239652219|0.14867750494601387|0.14013297747397366|0.15432796548508565|0.14659868776458507|0.1337798779261104
want|0.15683827835201652|0.14330543828233028|0.1587129831282149|0.1286994749392612|0.12395744645381075|0.14896894374503447|0.13951743509933193
her|0.15933342190444041|0.12740357854986292|0.11908366100883769|0.14026979259743616|0.16596803270934785|0.17915804336590335|0.1087834698641717
go|0.13601853516196188|0.13631276757880303|0.16773765530739554|0.131554367437853|0.14811572418591892|0.14233112778834403|0.13792982253972344
through|0.15306691755541993|0.12003266620685928|0.13096943460589086|0.163222409425622|0.12936127072415657|0.13957133793694287|0.1637759635451084
what|0.13879538596428395|0.17542273520199753|0.15088170599918244|0.1217688604202326|0.13265699105052856|0.1663911228504223|0.11408319851335266
went|0.1668518788197879|0.14579605753996994|0.09883684521204275|0.1334414685081964|0.15981285135347878|0.11341413211230925|0.18184676645421502
carl|0.4796020881216568|0.0|0.0|0.08790067789762264|0.0825663197550384|0.21865830378486312|0.13127261044081912
oh|0.11298075783080398|0.21931470069778625|0.12615512842873697|0.19777799500367038|0.10275548413060263|0.11289170539686702|0.12812422851153288
okay|0.11467576804958644|0.16014264169568712|0.14917153929506646|0.18892730434016303|0.15121152910352678|0.160677801511719|0.07519341600425111
everybody|0.11486822366541312|0.14862845583613396|0.22454408451539234|0.1111590910255763|0.1803501904685355|0.09217167555950137|0.12827827892944743
relax|0.19284428352556443|0.10484117344113596|0.13551261983085167|0.12474417000167508|0.1523260964143015|0.1034362467275678|0.18629541005890354
this|0.13997863812473382|0.1483301515822464|0.14995724699481106|0.14502056048524042|0.13408303231715346|0.14036928853716252|0.14226108195865247
even|0.14136573362232013|0.16969825132477728|0.1711692867609128|0.14116089377622254|0.10909663807498074|0.14075486324104053|0.126754333199746
date|0.13637399975124656|0.21111564309050074|0.09256372078631618|0.12747144632070637|0.09508422330066862|0.18341654301197008|0.1539744237385914
it|0.14934927344848403|0.1364546624060078|0.15591530260726388|0.13786980290342912|0.13987891084770335|0.1432670546079268|0.13726499317918503
two|0.140480763437143|0.11934303588733323|0.14331571699297818|0.11859262057702291|0.14071033901606397|0.14879708033223235|0.18876044375722623
people|0.11142789096483965|0.13054255129443437|0.15850673434267423|0.16567966370851656|0.14914081135402502|0.1674311764283538|0.11727117190715636
dinner|0.09852758553899504|0.12293219431710808|0.21935165195881576|0.13001740563676797|0.12721577429164063|0.14823702475390885|0.1537183635027638
having|0.11362413796419432|0.14235146713437416|0.12339563846818874|0.16382210753374357|0.1408396572985108|0.17497926383019058|0.14098772777079777
s|0.17241068458811426|0.12859413966833302|0.17409824703197238|0.10311300033933876|0.16246723018796205|0.15996767007461227|0.09934902810966728
x|0.15308612348632625|0.12918179339506689|0.19516456233611615|0.10978971515724772|0.1684407577092268|0.14869247120863358|0.09564457670738254
sounds|0.1896122010884785|0.14279046940809423|0.12965242524721537|0.14672986771348775|0.1958571325555622|0.10885950171859834|0.08649840226856362
like|0.17901021664514452|0.125665352445611|0.11862589137681823|0.1796410600241655|0.131353966876017|0.13022503696700113|0.1354784756652425
me|0.15269440078218185|0.1548990563144693|0.13601670689682088|0.12493561322153594|0.14739630444467924|0.12912079424069203|0.1549371240996207
alright|0.18838455862647452|0.11862319689018617|0.15512514785636733|0.1229306219757303|0.12830047736827416|0.13024705297620903|0.15638894430675848
back|0.15225370508350158|0.15009651836843785|0.1302736214323941|0.14104611731502245|0.13629912739672972|0.14303678903620134|0.14699412136771295
in|0.13718376863839565|0.12600855937632413|0.14257356054582945|0.1369530255885047|0.15149702085928152|0.1446877030562982|0.16109636193536625
high|0.09957128662397126|0.10928027071156929|0.26357726752759564|0.15055640172090878|0.12213520044157121|0.09646682010665343|0.1584127528677302
school|0.0964091157135309|0.10966517972529359|0.24161573278301182|0.1386392109585592|0.10724471391310078|0.14200673654647514|0.16441931036002855
standing|0.22288346090421418|0.06866423928994649|0.053789132123672714|0.10893256606327399|0.2046437250869116|0.15806957242742506|0.18301730410455605
middle|0.15854894381977436|0.14653365359784884|0.10331034497580018|0.156916376990722|0.13101663849896975|0.1734840309388451|0.1301900111780397
of|0.14051267554897254|0.12893926620309537|0.12977227866932314|0.1406506225971092|0.15775242406804232|0.14162992256504672|0.16074281034841076
cafeteria|0.0|0.20083158169323415|0.0|0.0|0.22445593633127905|0.3962806663237587|0.17843181565172808
realise|0.06255907708951206|0.14454543043276272|0.033969530584573415|0.2407802089299495|0.16154869496447594|0.2281735133608399|0.12842354463788647
am|0.11911781839581065|0.18622824604385807|0.12936176693829526|0.11017875791497453|0.14258956711791218|0.18271759213560418|0.12980625145354516
totally|0.15014330384830585|0.13215715899752895|0.12811495420174338|0.22800642269961144|0.1477031581167466|0.14342480212522282|0.0704502000108411
naked|0.20050537718054487|0.1405803861552768|0.11262855008775681|0.15966500187036906|0.17854230903700033|0.15130531117749046|0.05677306449156165
then|0.13626350520924554|0.15186528903234991|0.1340542428166332|0.17628811752247672|0.15068677398105854|0.11986417160447485|0.13097789983376126
look|0.19778361008167772|0.1340496704663573|0.11508645649456242|0.12190556822533455|0.1619248193036686|0.15496350313571422|0.1142863722926852
down|0.1987218582168783|0.12559249977081746|0.13964282027086555|0.13979395542477202|0.1313103914496146|0.15455377796167594|0.11038469690537621
phone|0.10017705660571521|0.1807618818805249|0.11397270643139172|0.1521280784944132|0.1970979358020992|0.09134466182728361|0.16451767895857228
instead|0.10605084891630437|0.07841121099626717|0.1151710582503568|0.18659351309239955|0.17526986178817272|0.2514214938366348|0.08708201311986459
that|0.1341228989638025|0.1622572395939558|0.14760393851121056|0.141229531451154|0.15520431703284693|0.13325820406365824|0.12632387038337192
right|0.19509222925069078|0.14675564394745752|0.1381481234567475|0.12787838508134794|0.1411538132507309|0.13779180142856595|0.11318000358445943
never|0.15430806985901793|0.15093332476908222|0.13545914662103029|0.15413323739577256|0.1368099643942395|0.1289778054783452|0.13937845148251235
had|0.1382848442133928|0.13724538380971085|0.1390844986668767|0.1373793479634083|0.14365088156741437|0.16048145028872848|0.14387359349046844
dream|0.18362885603401918|0.1357703509459885|0.07976826170031337|0.18173804319102263|0.1896767243395842|0.1841825659182088|0.04523519787086328
no|0.1523078682001087|0.135891186669184|0.10622092255920369|0.15782223342769794|0.14791443561224835|0.16467314787671977|0.13517020565483762
all|0.1746292294255167|0.14343316507426468|0.14960702045195487|0.1436330348791492|0.14406837632073716|0.12118352619800328|0.12344564765037423
sudden|0.034429537358248136|0.19092221414691632|0.1495616977379991|0.07572226431317432|0.32007135517344865|0.031393959389695025|0.19789897188051842
starts|0.13914064492447722|0.18370881547486015|0.10793323260453867|0.1530088043595614|0.22585087079568605|0.10874821259505908|0.08160941924581748
ring|0.16463075213175418|0.07607728258300457|0.029798123788916494|0.1357796344743531|0.3259347489821834|0.14386079692953008|0.12391866111025815
turns|0.17426682622734088|0.12884831211248382|0.0946267521647732|0.11498160901174681|0.1980069887769016|0.17479230607975882|0.11447720562699512
my|0.12530327581659842|0.15660915759993643|0.1485241851603046|0.1615495503612433|0.12050395570177093|0.13618166034726364|0.15132821501288266
mother|0.08834916811237312|0.15514225172039078|0.08635235419533449|0.29146481072529556|0.10951076754022335|0.0805596127235998|0.18862103498278293
which|0.11472762393392909|0.1403381091923418|0.08794872178465712|0.2189291058498759|0.14290454816608844|0.1538416721349735|0.14131021893813414
very|0.08785339713577654|0.17990401337064343|0.08979637995444585|0.14207316529137842|0.17259699491721245|0.12408817002901308|0.20368787930153034
weird|0.1270337687195241|0.16721572859812664|0.1714029559904832|0.11429610121243768|0.12724136903634148|0.17901537141749144|0.11379470502559545
she|0.14350795921478035|0.13654393234422216|0.13161546380962286|0.14469571569380096|0.15896454095121842|0.19400244045402765|0.09066994753232757
calls|0.051079106878754804|0.16522865372654122|0.055471831237786866|0.16851049688999173|0.1846649409832184|0.18630228926144526|0.18874268102226174
hi|0.051972195062698|0.2451126056893208|0.12118370072900651|0.13531639920243171|0.08368374830245214|0.14495739881230393|0.21777395220178675
says|0.14674436510004246|0.09434689353146858|0.12471977271277238|0.12628986882697207|0.15816775540736608|0.19780051580505265|0.1519308286163258
hello|0.11000969432656636|0.12940180474175683|0.11947035825604815|0.13472145698565524|0.13171085524486287|0.17554315994414096|0.19914267050096965
wanna|0.1515035835275509|0.10931558559407713|0.1832951539641142|0.1417595081756976|0.13727490955944358|0.1502638958083324|0.1265873633707841
kill|0.14462437724768268|0.12475337495828753|0.11517869035645853|0.25446256116952926|0.22906102042079413|0.052749263271595785|0.07917071257565202
myself|0.19181550578466042|0.16208382245880892|0.095228042626367|0.12656026374032864|0.10189697333915806|0.16490905841900713|0.15750633363166994
sweetie|0.017341682732732146|0.09616488394588858|0.4331599357227182|0.03814025933196481|0.026869253936905063|0.18184609611939342|0.2064778882103979
feel|0.14434833521786203|0.14802939466025491|0.13314038759724328|0.16960784321124098|0.11233749130655019|0.1496517903677991|0.14288475763904956
someone|0.10977906825145131|0.12936111496028932|0.15498586830273062|0.17504509756777908|0.07937627103765507|0.1801801527100151|0.1712724271700795
reached|0.11489233476919189|0.0|0.24954579648230887|0.0|0.23735269261504258|0.2095250513766872|0.18868412475676943
throat|0.15105877279263644|0.0|0.08202479705871273|0.08305740650249753|0.5461187766842496|0.13774024696190396|0.0
grabbed|0.1344447325473184|0.248512256121218|0.0|0.0|0.13887270783608482|0.3677730923158433|0.11039721117953546
small|0.10918020596580502|0.08649104503791558|0.10163103015123919|0.10291046228979879|0.17721956517028892|0.12799802950445804|0.29456966188049444
intestine|0.0|0.0|0.0|0.0|0.0|1.0|0.0
pulled|0.0|0.10491524052769052|0.0616401615260862|0.3744968938420264|0.11725670011420058|0.15526398191447124|0.18642702207552503
mouth|0.13401409536374495|0.17340137610387044|0.0873234604412515|0.14737129118572614|0.11074230999606552|0.17107770671462436|0.176069760194717
tied|0.0|0.0|0.0|0.0|0.0|1.0|0.0
around|0.1409543857777524|0.13027246124157824|0.1530762454137882|0.1671604441204656|0.1455967583366585|0.11088581656939711|0.15205388854036012
neck|0.0|0.1561523210379009|0.045871573295917206|0.13934715037774328|0.2617814026063012|0.1540597980337112|0.2427877546484264
cookie|0.22315911885197734|0.0687491618912494|0.20195871555196954|0.16360093762685332|0.11525446377150354|0.1356557741255996|0.09162182818084748
carol|0.034017692607444694|0.11527902848397432|0.07388632334148924|0.06234706467643319|0.10541422480204794|0.5066342929881278|0.10242137310048276
moved|0.11688535347170262|0.12345994138119379|0.1632051173265059|0.12853532619140348|0.22422215334005485|0.1065798242351838|0.13711228405395556
stuff|0.19851705643718287|0.1376046516634192|0.14660066749950132|0.1331649932686533|0.12918482125514197|0.15386210077809928|0.1010657090980021
today|0.1447071841073485|0.17051959883657497|0.12572142288630206|0.12730412876566602|0.10836803820191247|0.14514353055029885|0.1782360966518972
let|0.14402535588740356|0.133110704495778|0.1610116469842914|0.13392458168546495|0.1586138705788895|0.11104852494443662|0.15826531542373598
get|0.16310474798809|0.1420730790681548|0.15401035686577458|0.1365051450591953|0.15617636267061816|0.12931104586700984|0.11881926248115722
coffee|0.12846724509787025|0.14571609335562458|0.08244081767253522|0.12842871445560503|0.14476183652399527|0.15441256359296074|0.21577272930140892
ooh|0.1649711510657606|0.11482245962589505|0.0729904655538984|0.42105928100407275|0.061009026603292354|0.07985577824617032|0.08529183790091052
stop|0.10279691541908362|0.17058016214990748|0.15984430373048633|0.16699488645317478|0.15686060133015284|0.12781845456256574|0.11510467635462913
cleansing|0.0|0.0|0.0|0.48766263792966835|0.0|0.26957568670895216|0.2427616753613796
aura|0.0|0.0|0.0|0.376169788035762|0.0|0.623830211964238|0.0
leave|0.0863185904699655|0.17550966841247737|0.15467406245157866|0.15662125285403386|0.1560326559030016|0.12199750342761892|0.1488462664813241
alone|0.13224055833681025|0.23085809684103856|0.11169903286993314|0.13734204193532182|0.13659593852459104|0.16077492512309724|0.09048940636920792
fine|0.11002346315919949|0.1600052382533892|0.13178526969158572|0.1476783733683811|0.10194814910410836|0.20507187565544835|0.14348763076788773
really|0.12329189580754484|0.16182911880764225|0.1648607089176695|0.16207820895363867|0.11822630794880618|0.1256044945903539|0.14410926497434462
everyone|0.10267926795867445|0.07380950950240676|0.1734592634971371|0.2446455244478124|0.058922799270900855|0.2340656465200801|0.11241798880298828
hope|0.06952766001075568|0.14279701343714807|0.16779318103713195|0.12742914593046123|0.1436351463126608|0.12679511270373056|0.22202274056811164
will|0.12360914855556906|0.13596864368084918|0.15647530960997164|0.1442685022640673|0.14647979695433153|0.15558238825472911|0.1376162106804821
happy|0.11445162695437339|0.13290076125033118|0.10835912481975471|0.2097650499224537|0.12428374538214336|0.13914756550664065|0.17109212616430305
hell|0.18888595911441197|0.1415445758341381|0.11642505572254595|0.14595995107944248|0.12128271207361889|0.13499287746822836|0.15090886870761422
left|0.12614013903787863|0.15032797720793548|0.13698799631773734|0.16061451651503345|0.12343698965443191|0.10896502295457565|0.19352735831240758
knew|0.14478386211454838|0.16983796368277007|0.15723505080535627|0.14696721366232413|0.09778423509667543|0.18279495915162047|0.10059671548670525
was|0.12900676626830873|0.1624804609977441|0.13405757008648878|0.1240622294334293|0.15546491403305862|0.15015444975097514|0.14477360942999534
lesbian|0.15996656683486915|0.12672329580518193|0.07445290487122105|0.10052025577508261|0.09442006340212979|0.31256284293676956|0.13135407037474572
why|0.11898920938043604|0.14518453565937423|0.15595770417631089|0.14631869115758026|0.15378655552340845|0.15606635867802676|0.12369694542486333
keep|0.15902390724543272|0.15897038808150488|0.19032213802801312|0.14275414943571202|0.10056820690048102|0.11245139352890968|0.13590981677994665
fixating|0.0|0.0|0.0|0.0|0.0|1.0|0.0
on|0.15792315990470748|0.14620309522527514|0.14413350156856197|0.1256037307028091|0.1315519385793747|0.15500106904990432|0.13958350496936742
did|0.13877291515974985|0.14860835765737251|0.1543169243047079|0.1283887510356513|0.15922280352132845|0.14548036238815207|0.12520988593303792
know|0.14414726632531932|0.16045580164565312|0.12017031760750817|0.17646386492041946|0.12962605883288034|0.1420691369498632|0.12706755371835646
how|0.1663001851760755|0.1366685012400894|0.1549480875619997|0.13663697144261486|0.12492896640451781|0.15637653995368175|0.12414074822102092
should|0.13517901626015108|0.13112987801074177|0.126178819134121|0.15602350925664774|0.15578684857635897|0.1599331418282647|0.1357687869337149
sometimes|0.176855983482106|0.15323750033380235|0.16805715947323246|0.12155202111826893|0.1484281380682241|0.14110510162548642|0.09076409589887983
wish|0.1534152355542059|0.1488784419739227|0.11662609632776304|0.19401206629267298|0.10300420632095941|0.13289449821537155|0.15116945531510445
say|0.16618252788780896|0.11635510828684299|0.14128012709846607|0.1310602296397875|0.17772443571002908|0.1385203724940875|0.12887719888297786
loud|0.22361604056596013|0.12916861284985168|0.09106750310196082|0.12295193478939273|0.2598535103657197|0.12743768568840408|0.04590471263871071
ross|0.190601006997887|0.2779973240692484|0.12290173716579543|0.11396903480056521|0.10397646048863683|0.047250822233919736|0.1433036142439474
feeling|0.142415245507026|0.17212187835890724|0.11897133601936376|0.14456287813792387|0.07921077871229468|0.18979363195884266|0.15292425130564194
lot|0.17628311966591811|0.11244042638112237|0.12133723683296442|0.13924671693065166|0.166701246680829|0.12904528458087514|0.15494596892763934
pain|0.20455413494215244|0.02700749148539906|0.2221454748501503|0.19280748194210076|0.15092227373316844|0.1065823077359923|0.09598083531103692
now|0.14858575810943048|0.12901755766842699|0.14241369462301273|0.14536949532605675|0.14692518856935644|0.14657481453255433|0.1411134911711623
angry|0.11192012795637335|0.10343850211470595|0.1215450862295657|0.16410028832498985|0.0770708326818351|0.23812220117610536|0.18380296151642458
hurting|0.2885060607659879|0.26664225034017863|0.3133171367282862|0.0|0.0|0.13153455216554746|0.0
can|0.15269866250247452|0.11818877098601112|0.14253201015194594|0.16236713741121842|0.15425174057446725|0.13041346387476238|0.1395482144991204
answer|0.174991700182452|0.07547415450599447|0.10135504870723654|0.20526201303568326|0.1205034008782475|0.1595630598197826|0.1628506228706037
strip|0.33865585511886304|0.0391239438176894|0.09194493399930376|0.046551213979591936|0.3060833837971696|0.038599662449926256|0.13904100683745604
joint|0.36590274112090304|0.0|0.0|0.0|0.0|0.3336418864941791|0.3004553723849178
single|0.17214355970971196|0.1237429128466893|0.1246317601122188|0.10516729019714127|0.23708420871023836|0.17440670415868179|0.06282356426531854
hormones|0.11259163608411611|0.31217736433588067|0.1222743430199275|0.24762730728275995|0.0|0.2053293492773158|0.0
married|0.06941354926543712|0.175827269535034|0.1731017206352271|0.13570133935228362|0.15402158667399632|0.15471746034451253|0.13721707419350918
again|0.14849672720081486|0.1387852812452217|0.16126721655882026|0.1577930011046655|0.12064186093851414|0.14148966853941988|0.13152624441254346
million|0.08592723327019579|0.1588308459367489|0.062211228477538634|0.18898321524575443|0.17751454199806835|0.20893657239202887|0.11759636267966501
dollars|0.16110433686120101|0.09634407697036985|0.08233367585512645|0.16674034754268793|0.14683266508027856|0.12097656557160141|0.22566833211873466
rachel|0.12707626431305521|0.08109371038840979|0.18948254331328912|0.1497235349442944|0.06250550334126162|0.20875392821522812|0.18136451548446167
god|0.06162698697393502|0.2620009050971722|0.20278824260875752|0.18704341647445183|0.07957086152331548|0.09665276598779046|0.11031682133457744
monica|0.1252794451641691|0.1907612119715483|0.07360259631597904|0.178418337005656|0.20153324781129414|0.12078822689679282|0.10961693483456045
your|0.12205712766305268|0.12909180822438554|0.14368698421502393|0.14901876052697507|0.13137169063412563|0.12590133791954738|0.19887229081688984
building|0.1314217167601728|0.13664498064060215|0.14272378157286708|0.0903253312469802|0.1018125961267878|0.19473114010911158|0.20234045354347838
were|0.10315479840814881|0.1471349378009887|0.14642762212680366|0.15184379330154527|0.14095098256413333|0.15775394272635868|0.1527339230720215
big|0.18053206371905733|0.14973792445157924|0.14411067232092717|0.10350485695596516|0.18329028122907168|0.13366170460925011|0.10516249671414933
hammer|0.13457552621926308|0.24875401963166205|0.14614881377803188|0.0|0.13900780923460476|0.0|0.3315138311364381
said|0.16792046803968302|0.1747380482220296|0.11887259617516299|0.14499003087483442|0.16317239978006604|0.11795547723310841|0.11235097967511556
might|0.17108367900161955|0.10277700606645368|0.10683305152918161|0.16932204292507919|0.12812081705644732|0.12869967035331223|0.19316373306790638
here|0.14722211560277698|0.1329372689220166|0.1318575236346472|0.11583920463820958|0.1446421658934242|0.1353991169622909|0.1921026043466345
de|0.45943489827452927|0.0|0.07127794149441073|0.07217525886866752|0.06779521665457199|0.05984678790091209|0.2694698968069084
caff|0.0|0.0|1.0|0.0|0.0|0.0|0.0
another|0.13375692100103842|0.10988483629417198|0.15332979920634057|0.12665952808978637|0.14967576327384216|0.15584271266362912|0.17085043947119136
lincoln|0.2504300237117029|0.0|0.5439332385033746|0.0|0.0|0.0|0.20563673778492247
survivor|0.0|0.0|1.0|0.0|0.0|0.0|0.0
chandler|0.18539017083144177|0.11894044161412434|0.2707250617208009|0.12766492783093591|0.0734378050218457|0.11816718274768463|0.1056744102331667
phoebe|0.09203143210165299|0.2070062614966406|0.29020463093449506|0.11339749105847623|0.07101055213747852|0.09706088032504641|0.12928875194621017
joey|0.08262648896490278|0.22166071199315932|0.1675531197648837|0.12945807376983068|0.14652633853834662|0.11467908188057016|0.13749618508830683
remember|0.15713458349793533|0.177777239730993|0.13828365539340132|0.12214903811422424|0.13432539760938877|0.1457507177037399|0.12457936795031752
brother|0.14543271330663737|0.09775375153758976|0.2440886306705103|0.14538909428261448|0.06828299129510151|0.16877664999107428|0.13027616891647226
sure|0.17536251119768892|0.12940715675576872|0.10186508325291938|0.13454016767465654|0.13620463670179547|0.16857798529512266|0.15404245912204845
us|0.1166087541577681|0.12883998443294495|0.16948400762831867|0.14462160699391968|0.1693535220820536|0.1415036642040447|0.12958846050095044
or|0.1695035705022413|0.10936509390912501|0.1215626709192408|0.18639800520762184|0.1497592812618243|0.13122917548598703|0.13218220271395967
we|0.11208144946353046|0.13752756214045117|0.17115616323752214|0.11273618180848867|0.17682035991627532|0.14754394484625957|0.14213433858747265
waiting|0.09034174687953202|0.16699078434376574|0.2207497447866195|0.08692785164343926|0.08165253062974234|0.10297063765404776|0.25036670406285344
for|0.14634109489218425|0.1299420344052125|0.14080564545065644|0.13987106457921997|0.146640181017083|0.14141988574885464|0.15498009390678924
four|0.11004971259565467|0.08974396954726449|0.23199741147876668|0.07830600827912414|0.22066174253553897|0.14166616525503248|0.1275749903086185
wet|0.1403287938131409|0.08646285227772933|0.25399475584287096|0.05143845871497489|0.09663370821584587|0.2559126141216783|0.11522881701375963
bridesmaids|0.0|0.0|0.7256603862347988|0.0|0.0|0.0|0.2743396137652012
well|0.12673309696451182|0.17776033388303403|0.11091515786115641|0.14592292896803274|0.15554842144467632|0.1302874612398271|0.15283259963876156
started|0.101243021167437|0.18714107373446398|0.11840743894561104|0.18841125151501098|0.14479959974141032|0.10651920299449746|0.15347841190156922
about|0.15746256860042712|0.13531082102204384|0.15444196541786037|0.13248806951498404|0.13350578672911675|0.14497003376467552|0.14182075495089236
half|0.15563218722508187|0.17808506500512536|0.14487112725661522|0.06519773715320575|0.11482712666120388|0.12839515395507398|0.2129916027436939
hour|0.16670282996769742|0.13594377798179336|0.17038966217920767|0.1078341850796633|0.11141915194100574|0.09835617737292361|0.209354215477709
before|0.15338851079544122|0.1376551829372107|0.12795251242932013|0.13200789614452632|0.15844040477830032|0.1499996912704035|0.14055580164479786
wedding|0.05971478725259658|0.116871735632611|0.2746595299593988|0.1467840864068147|0.1632745870377416|0.10889972679363846|0.12979554691719888
room|0.14406995611688536|0.1251628093053535|0.17210572499306498|0.0887204754244507|0.2113172160297561|0.10246674294650616|0.15615707518398317
where|0.13167587602530956|0.1090203217658315|0.15640602921841504|0.16139169044630605|0.15301424052164614|0.14883218233088263|0.13965965969160912
keeping|0.11976441977082852|0.18448055194862328|0.26012795006727496|0.0|0.0824725965377076|0.25481178210880306|0.09834269956676266
presents|0.07913758078052673|0.21942092900689217|0.23634404912603246|0.17405045983089973|0.08174399938443595|0.14432038231425023|0.06498259955696283
looking|0.1047376658822677|0.154163516323872|0.10953216781682139|0.14503754955593914|0.14825657516932095|0.13441187174761318|0.2038606535041656
at|0.1391656143611272|0.14035458086207475|0.16492320832989008|0.13404636131562053|0.14794612646046523|0.12133820747791021|0.15222590119291216
gravy|0.14555718372280801|0.4035793381738607|0.1580748768784263|0.1600648801035845|0.0|0.13272372112132055|0.0
boat|0.3065280130969207|0.18886563188646946|0.07397532203236441|0.09363324588290785|0.10554119996582273|0.07763947223278993|0.15381711490272493
gorgeous|0.05720478920632735|0.10573929492997947|0.12424862558301332|0.31453197607542205|0.05908884511692661|0.10432233291739385|0.2348641361709375
lamauge|0.0|1.0|0.0|0.0|0.0|0.0|0.0
when|0.15612243101108053|0.14633288301773953|0.13435936232761|0.12147393852687995|0.16887117721382852|0.14101445852558764|0.13182574937727393
sweet|0.07514591171684003|0.21369581737828627|0.20715964283883528|0.22248076003574577|0.07165002791192553|0.05797884986889272|0.15188899024947447
n|0.06780969858608796|0.2820189898279905|0.0|0.18642074194551791|0.10506454527942675|0.24732425550633952|0.11136176885463729
lo|0.0|0.41617741048848417|0.0|0.0|0.31008897957695003|0.27373360993456586|0.0
realised|0.0|0.37866009128798483|0.177977339216516|0.0|0.08464057756728365|0.22415150847393814|0.13457048345427722
