Chandler|4| Wait. Before we go in, I just want you to know I love you. I had a great time on our honeymoon, and I can’t wait to go in there and spend the rest of our life together.
Monica|2| You’re really sticking with the shell necklace huh? 
Phoebe|5| Hi!
Joey|3| Hey! You’re back! 
Monica|2| Hi sweetie!
Phoebe|5| Come on in! 
Phoebe|5| So how was the honeymoon?
Monica|2| Oh, so much fun. But the best part is, we met this incredible couple on the way back.
Phoebe|5| That was the best part?  Good honeymooning tiger.
Monica|2| No, they were really cool. They were on their honeymoon too!
Chandler|4| They’re terrific, and they live right here in the city.
Monica|2| Yeah, can we go call them? Is it too soon to call? I wanna call.
Chandler|4| I’m sorry, we’re just kinda excited because we finally have a couple to hang out with.
Monica|2| I know.
Joey|3| A couple? Like two people? Like  one , two people?
Monica|2| This is different! Greg and Jenny are in a relationship.
Phoebe|5| Oh, Greg and Jenny yuck!  Hi Greg, I’m Chandler this is Monica. Hi Monica, this is Jenny. Hi Jenny. Hi Greg.
Chandler|4| Listen, they are really great. If you just got a chance…
Joey|3| Y’know what? Why don’t you just give us our souvenirs and get the hell out of here?
Chandler|4| We really…didn’t get a chance to…
Phoebe|5| You have got to be kidding me!
Monica|2| We didn’t get anything for anyone.
Joey|3| Hm-mm! Yeah nice necklace!
Monica|2| That you can have.
Rachel|1| Hi!
All|0| Hey!
Ross|6| Hello!
Rachel|1| Welcome home.
Ross|6| So, how was the honeymoon?
Monica|2| It was great! It was great! How about you?! I mean you’re having a baby!
Rachel|1| Oh! Look! I have a sonogram picture! 
Monica|2| Oh great! 
Chandler|4| Ross! It’s got your wavy black lines!
Monica|2| All right, so now that Ross knows can you tell us y’know how it happened? I mean, when did it happen? How many times did it happen?
Phoebe|5| Monica! That’s not right! Start with where.
Rachel|1| Well it happened about six weeks ago, and uh I had just got home from work and Ross was already there ‘cause I guess he had been hanging out with Joey.
Joey|3| You’re welcome buddy.
Ross|6|  Yeah, thanks. 
Rachel|1| And so I had a lot of work to do so Ross, nice guy that he is, offered to help me out. And then we had a little wine, we got to talking, and the next thing you know out of nowhere Ross comes on to me.
Ross|6|  Umm that’s…that’s a little misleading.
Rachel|1| What is?
Ross|6| The lie you just told.
Rachel|1| That-that you came on to me?
Ross|6| There’s the one!
Rachel|1| But you did! I mean, let’s be honest.
Ross|6| Yes let’s. Y’know what? Uh, it’s-it’s not important. What is important is that, is that we’re having a baby. And it’s not—Doesn’t matter who came on to who.
Joey|3| Whom.  That’s right.
Rachel|1| You know you kissed me first.
Ross|6| What? What?! You were begging me to kiss you! You-you-you were sending me signals all over the place!
Rachel|1| I was sending you signals?
Ross|6| Yeah!
Rachel|1| Oh please. Okay, anyone in this room think that I would send Ross begging symbols, please show of hands. 
Ross|6| Y’know what?! It doesn’t matter! It doesn’t matter what you believe! What matters is what happened!
Rachel|1| Okay. So these signals Ross, explain this to me, ‘cause maybe I need to be more careful. I mean, am I sending you these signals right now?
Ross|6| Y’know what? Y’know what? Rachel, just-just drop it.
Rachel|1| No please, show me how I begged you!
Ross|6| I can show you, I have it on videotape!  It’s an expression.
Phoebe|5| I can’t believe he taped the two of them having sex!
Joey|3| Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.
Chandler|4| Y’know who has a great video camera?
Phoebe|5|  Greg and Jenny?
Monica|2| Do you still wanna call ‘em? I wanna call ‘em.
Chandler|4| Let’s call ‘em.
Joey|3| Yeah! Ask them if they brought their friends any souvenirs!
Monica|2|  Hello?  Eighth street deli?
Joey|3| Hey, hang up! You get food poisoning just talkin’ to that place.
Monica|2|  Uh sorry, wrong number. 
Chandler|4| Here you go. 
Monica|2|  Hello?   It’s the deli again!
Joey|3| All right! I’ll have a sandwich!
Monica|2|  I don’t think this number’s right!
Chandler|4| What?
Phoebe|5| You got fake numbered.
Monica|2| What?! People don’t do that!
Joey|3| Oh I think we do.
Monica|2| They gave us a fake number? Why? Why would they do that?
Chandler|4| I don’t know! You were a delight to talk to. You asked all those insightful, great questions.
Monica|2| And you’ve never been funnier. Joke, joke, joke, you were a hoot!
Joey|3| Y’know what? Don’t worry about it, you still got me and Phoebe.
Phoebe|5| Excuse me, I don’t want Greg and Jenny’s rejects.
Ross|6|  Rachel won’t talk to me! She won’t even open the door!
Phoebe|5| Hmm, I wonder why. Pervert!
Ross|6| Okay, listen I am not a pervert!
Phoebe|5| That’s like the pervert motto! Yeah! Yeah! They have you raise your right hand, put your left hand down your pants, and repeat that!
Ross|6| Filming Rachel is not something I planned. Okay look, here’s what happened, and Joey you-you can back me up on this. All right, about-about a month and a half ago I came to you with a problem? Umm, a personal thing. 
Joey|3| Personal thing? What personal thing? I don’t know.
Ross|6| About…about sex?  That I hadn’t had sex in months?
Joey|3|  Yeah I knew what you were talkin’ about.
Ross|6| Hey!
Joey|3| Hey.
