Chandler|4| Hey! Babe! Aren’t you excited we’re going on our honeymoon?
Monica|2| Yeah I am!
Chandler|4| Bermuda, Bahama, come on pretty mama…
Monica|2| That’s right. Get it out of your system while we’re alone.
Joey|3|  Hey!
Phoebe|5| Yeah! Have a great honeymoon!
Chandler|4| I’d better go pack.
Monica|2| Oh no, I already packed. The only thing I couldn’t find though was your Speedo.
Chandler|4| A Speedo? Uh, I don’t have a Speedo. I’m gonna go pack my regular long bathing suit. 
Rachel|1|  Oh good you’re still here!
Monica|2| Hey!
Rachel|1| I want to tell you to have a good honeymoon! 
Monica|2| Thank you.
Rachel|1| And I also wanted you guys to know that I am telling the father today.  What? What? What?
Joey|3| We know its Ross!
Rachel|1| How?! How do you know?
Phoebe|5| It was his sweater, but—Oh my God!
Rachel|1| Oh, I so wanted Ross to know first, but I’m so relieved you guys know.
Monica|2| This is so great! And I’m gonna be your baby’s aunt!
Rachel|1| I know! 
Phoebe|5| Me too! 
Joey|3| I’m gonna be an uncle! Come here! 
Rachel|1|  You’re all gonna be aunts and uncles.
Monica|2| Yeah, but I’m the only one related by blood.
Rachel|1| Okay. Great! So now that you guys all know you can help me. Give me some advice on how I’m gonna tell Ross!
Monica|2| Well, what were you gonna say?
Rachel|1| Well I was gonna tell him that I’m-I’m gonna have the baby and he can be as involved as he wants.
Joey|3| Well that, that sounds good.
Rachel|1| Yeah but how do I start? I mean, what’s-what’s the first thing that I say?  Okay great! Thanks. 
Monica|2| Hey! Good luck!
Phoebe|5| Yeah, bye.
Joey|3| Bye.
Chandler|4|  Hey, what was that all about?
Monica|2| Well I guess there is no harm in telling you now, Rachel and Ross are gonna have a baby.
Chandler|4|  What?! I didn’t even know that—Why didn’t you tell me?!  Why am I talking like this?!
Monica|2| I didn’t think you could keep it a secret.
Chandler|4|  What?!  I am an excellent secret keeper. I have kept all of our secrets.
Joey|3| What secrets?
Chandler|4| Oh no-no Joey, I am not going to tell you because I am an excellent secret keeper.
Joey|3|  You’ll tell me later?
Chandler|4| You already know.
