char_name|char_id|unprocessed_line|processed_line
Originally written by Michael Curtis|0|Eric Aasen|eric aasen
Greg Malins Trascribed by Mindy Mattingly Phillips  With Minor Adjustments by|0|Eric Aasen|eric aasen
CHANDLER|0|Hey|hey
MONICA|0|So how was Joan|so how was joan
CHANDLER|0|I broke up with her|i broke up with her
CHANDLER|0|They were huge|they were huge
CHANDLER|0|When she sneezed, bats flew out of them|when she sneezed bats flew out of them
RACHEL|0|Come on, they were not that huge|come on they were not that huge
CHANDLER|0|I'm tellin' you, she leaned back, I could see her brain|i am tellin you she leaned back i could see her brain
MONICA|0|How many perfectly fine women are you gonna reject over the most superficial insignificant things|how many perfectly fine women are you gonna reject over the most superficial insignificant things
JOEY|0|Hold it hold it|hold it hold it
JOEY|0|I gotta side with Chandler on this one|i gotta side with chandler on this one
JOEY|0|When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple|when i first moved to the city i went out a couple of times with this girl really hot great kisser but she had the biggest adams apple
JOEY|0|It made me nuts|it made me nuts
CHANDLER|0|You or me|you or me
ROSS|0|I got it|i got it
ROSS|0|Uh, Joey, women don't have Adam's apples|uh joey women do not have adams apples
JOEY|0|You guys are messin' with me, right|you guys are messin with me right
ALL|0|Yeah|yeah
JOEY|0|That was a good one|that was a good one
JOEY|0|"For a second there, I was like, ""whoa"|for a second there i was like whoa
JOEY|0|""""|
PHOEBE|0|You name one woman that you broke up with for a real reason|you name one woman that you broke up with for a real reason
CHANDLER|0|Maureen Rosilla|maureen rosilla
ROSS|0|Not hating Yanni is not a real reason|not hating yanni is not a real reason
MONICA|0|Hello, Mr|hello mr
MONICA|0|Heckles|heckles
MR. HECKLES|0|You're doing it again|you are doing it again
MONICA|0|We're not doing anything|we are not doing anything
MR. HECKLES|0|You're stomping|you are stomping
MR. HECKLES|0|It's disturbing my birds|it is disturbing my birds
RACHEL|0|You don't have birds|you do not have birds
MR. HECKLES|0|I could have birds|i could have birds
MONICA|0|Ok, Mr|ok mr
MONICA|0|Heckles, we'll try to keep it down|heckles we will try to keep it down
MR. HECKLES|0|Thank you|thank you
MR. HECKLES|0|I'm going to rejoin my dinner party|i am going to rejoin my dinner party
RACHEL|0|All right, bye-bye|all right bye bye
CHANDLER|0|Ok, Janice|ok janice
CHANDLER|0|Janice|janice
CHANDLER|0|You gotta give me Janice|you gotta give me janice
CHANDLER|0|That wasn't about being picky|that was not about being picky
ROSS|0|We'll give you Janice|we will give you janice
PHOEBE|0|I miss Janice though|i miss janice though
PHOEBE|0|"""Hello, Chandler Bing"|hello chandler bing
PHOEBE|0|""""|
RACHEL|0|"""Oh, my, god"|oh my god
RACHEL|0|""""|
