NOTE|0|For this episode, I'm using italics to signify portions contained in the prom video|for this episode i am using italics to signify portions contained in the prom video
NOTE|0|JOEY: Hey|joey hey
NOTE|0|CHANDLER: Hey|chandler hey
NOTE|0|Hold on a second|hold on a second
NOTE|0|Huh|huh
NOTE|0|JOEY: Nice, nice|joey nice nice
NOTE|0|Hey I got somethin' for you|hey i got somethin for you
NOTE|0|CHANDLER: Wow, I don't know what to say|chandler wow i do not know what to say
NOTE|0|Wow, I, I don't know what to say|wow i i do not know what to say
NOTE|0|JOEY: Heh, what d'ya say|joey heh what dya say
NOTE|0|CHANDLER: I don't know|chandler i do not know
NOTE|0|It's a bracelet|it is a bracelet
NOTE|0|JOEY: Isn't it|joey is not it
NOTE|0|And it's engraved too, check it out|and it is engraved too check it out
NOTE|0|CHANDLER:  To my best bud|chandler to my best bud
NOTE|0|Thanks best bud|thanks best bud
NOTE|0|JOEY: Put it on|joey put it on
NOTE|0|CHANDLER: Oh, now|chandler oh now
NOTE|0|No, no, I think something this nice should be saved for a special occasion|no no i think something this nice should be saved for a special occasion
NOTE|0|JOEY: Oh, no no, that's the beauty part, it goes with everything|joey oh no no that is the beauty part it goes with everything
NOTE|0|You put this on, you're good to go|you put this on you are good to go
NOTE|0|Ohhh man, you are so wearin' that bracelet|ohhh man you are so wearin that bracelet
NOTE|0|CHANDLER: I so am|chandler i so am
NOTE|0|JOEY: You have any idea what this'll do for your sex life|joey you have any idea what thisll do for your sex life
NOTE|0|CHANDLER: Well, it'll probably slow it down at first but, once I get used to the extra weight, I'll be back on track|chandler well it will probably slow it down at first but once i get used to the extra weight i will be back on track
NOTE|0|OPENING TITLES     INTERVIEWER: Well, this all looks good|opening titles interviewer well this all looks good
NOTE|0|MONICA: Great|monica great
NOTE|0|INTERVIEWER: And if I want to call for a reference on your last job|interviewer and if i want to call for a reference on your last job
NOTE|0|MONICA: Oh, that's there on the bottom, see the manager, Chandler Bing|monica oh that is there on the bottom see the manager chandler bing
NOTE|0|INTERVIEWER: Alright, lets see if you're as good in person as you are on paper|interviewer alright lets see if you are as good in person as you are on paper
NOTE|0|Make me a salad|make me a salad
NOTE|0|MONICA: A salad|monica a salad
NOTE|0|Really I, I could do something a little more complicated if you like|really i i could do something a little more complicated if you like
NOTE|0|INTERVIEWER: No, just a salad will be fine|interviewer no just a salad will be fine
NOTE|0|MONICA: You got it|monica you got it
NOTE|0|INTERVIEWER: Now, I want you to tell me what you're doing while you're doing it|interviewer now i want you to tell me what you are doing while you are doing it
NOTE|0|MONICA: Alright, well I'm tearing the lettuce|monica alright well i am tearing the lettuce
NOTE|0|INTERVIEWER: Uh-huh|interviewer uh huh
NOTE|0|Is it dirty|is it dirty
NOTE|0|MONICA: Oh-oh, no no don't worry, I'm gonna wash it|monica oh oh no no do not worry i am gonna wash it
NOTE|0|INTERVIEWER: Don't, I like it dirty|interviewer do not i like it dirty
NOTE|0|MONICA: That's your call|monica that is your call
NOTE|0|INTERVIEWER: So, uh, what are you going to do next|interviewer so uh what are you going to do next
NOTE|0|MONICA: Well, I thought that I would cut up the tomatos|monica well i thought that i would cut up the tomatos
NOTE|0|INTERVIEWER: Are they, uh, firm|interviewer are they uh firm
NOTE|0|MONICA: They'r alright|monica theyr alright
NOTE|0|INTERVIEWER: You sure they haven't gone bad|interviewer you sure they have not gone bad
NOTE|0|You're sure they're not very, very bad|you are sure they are not very very bad
NOTE|0|MONICA: No really, they're OK|monica no really they are ok
NOTE|0|INTERVIEWER: You gonna slice them up real nice|interviewer you gonna slice them up real nice
NOTE|0|MONICA: Actually, I was gonna do them jullienne|monica actually i was gonna do them jullienne
NOTE|0|INTERVIEWER: Aaaahhhhhhh|interviewer aaaahhhhhhh
NOTE|0|MONICA: I'm outa here|monica i am outa here
NOTE|0|ROSS: Y-ello|ross y ello
NOTE|0|No, Rachel's not here right now, can I take a message|no rachels not here right now can i take a message
NOTE|0|Alright, and how do we spell Casey, is it like at the bat or and the Sunshine Band|alright and how do we spell casey is it like at the bat or and the sunshine band
NOTE|0|OK, bye-bye|ok bye bye
NOTE|0|Hey, who's this uh, this Casey|hey who is this uh this casey
NOTE|0|PHOEBE: Oh, some guy she met at the movies|phoebe oh some guy she met at the movies
NOTE|0|ROSS: Oh really|ross oh really
NOTE|0|What uh, what does he want with her|what uh what does he want with her
NOTE|0|CHANDLER: Well, I'm guessing he wants to do a little dance|chandler well i am guessing he wants to do a little dance
NOTE|0|ya know, make a little love|ya know make a little love
NOTE|0|well pretty much get down tonight|well pretty much get down tonight
NOTE|0|ROSS:  I don't know, I don't get, I don't get it, I mean, wh, wh, two months ago Rachel and I were like, this close|ross i do not know i do not get i do not get it i mean wh wh two months ago rachel and i were like this close
NOTE|0|Right now, what, I'm takin messages from guys she, she meets at the movies|right now what i am takin messages from guys she she meets at the movies
NOTE|0|I mean this, this Casey should be takin' down my messages, ya know, or, or, Rachel and I should be together and, and we should get some kind of me, message service|i mean this this casey should be takin down my messages ya know or or rachel and i should be together and and we should get some kind of me message service
NOTE|0|PHOEBE: Hang in there, it's gonna happen|phoebe hang in there it is gonna happen
NOTE|0|ROSS: Wha, OK, now how do you know that|ross wha ok now how do you know that
NOTE|0|PHOEBE: Because she's your lobster|phoebe because she is your lobster
NOTE|0|CHANDLER: Oh, she's goin' somewhere|chandler oh she is goin somewhere
NOTE|0|PHOEBE: C'mon you guys|phoebe cmon you guys
NOTE|0|It's a known fact that lobsters fall in love and mate for life|it is a known fact that lobsters fall in love and mate for life
NOTE|0|You know what, you can actually see old lobster couples walkin' around their tank, ya know, holding claws like|you know what you can actually see old lobster couples walkin around their tank ya know holding claws like
NOTE|0|CHANDLER: Hey, you feelin' better|chandler hey you feelin better
NOTE|0|MONICA: Yeah, I think that fifth shower actually got the interview off me|monica yeah i think that fifth shower actually got the interview off me
NOTE|0|PHOEBE: So, do you have any other possibilities|phoebe so do you have any other possibilities
NOTE|0|MONICA: Oh yeah, well there's the possibility that I won't make rent|monica oh yeah well there is the possibility that i will not make rent
NOTE|0|ROSS: Monica, if you want, I can lend you some money|ross monica if you want i can lend you some money
NOTE|0|MONICA: No no no, if I couldn't pay you back right away then I'd feel guilty and tense every time I saw you|monica no no no if i could not pay you back right away then i would feel guilty and tense every time i saw you
NOTE|0|ROSS: Oh OK|ross oh ok
NOTE|0|Well then why don't you, uhh, why don't you borrow it from mom and dad|well then why do not you uhh why do not you borrow it from mom and dad
NOTE|0|You feel guilty and tense around them already|you feel guilty and tense around them already
NOTE|0|You might as well make some money off of them|you might as well make some money off of them
NOTE|0|CHANDLER: Ya know, the man's got a point|chandler ya know the mans got a point
NOTE|0|PHOEBE: What is that sparkly thing|phoebe what is that sparkly thing
NOTE|0|CHANDLER: That thing, it's a uhh|chandler that thing it is a uhh
NOTE|0|yeah it's, it's a little flashy|yeah it is it is a little flashy
NOTE|0|ROSS: No no, no no, it's not flashy, not for a Goodfella|ross no no no no it is not flashy not for a goodfella
NOTE|0|MONICA: Man, man that is sharp|monica man man that is sharp
NOTE|0|It must have cost you quite a few debloons|it must have cost you quite a few debloons
NOTE|0|MONICA: Hi|monica hi
NOTE|0|MR|mr
NOTE|0|GELLER: Hi|geller hi
NOTE|0|MRS|mrs
NOTE|0|GELLER: Hi darling|geller hi darling
NOTE|0|MONICA: So, what's this|monica so what is this
NOTE|0|MR|mr
NOTE|0|GELLER: Some of your old stuff|geller some of your old stuff
NOTE|0|MRS|mrs
NOTE|0|GELLER: Well sweetie, we have a surprise for you|geller well sweetie we have a surprise for you
NOTE|0|We're turning your room into a gym|we are turning your room into a gym
NOTE|0|MONICA: Wow, that is a surprise|monica wow that is a surprise
NOTE|0|Just one little question, uh, why not Ross's room|just one little question uh why not rosss room
NOTE|0|MR|mr
NOTE|0|GELLER: Gosh, we talked about that but your brother has so many science trophies and plaques and merit badges, well we didn't want to disturb them|geller gosh we talked about that but your brother has so many science trophies and plaques and merit badges well we did not want to disturb them
NOTE|0|MONICA: Oh, God forbid|monica oh god forbid
NOTE|0|MRS|mrs
NOTE|0|GELLER: Oh, hi Rachel|geller oh hi rachel
NOTE|0|RACHEL: Hi|rachel hi
NOTE|0|MRS|mrs
NOTE|0|GELLER: Oh, we were so sorry to hear about your parents splitting up, dear|geller oh we were so sorry to hear about your parents splitting up dear
NOTE|0|RACHEL: Oh, well, you know, they're just separated so, you know, never know, we'll see|rachel oh well you know they are just separated so you know never know we will see
NOTE|0|MR|mr
NOTE|0|GELLER: Well, I can't say any of us were surprised|geller well i cannot say any of us were surprised
NOTE|0|Your parents have been unhappy ever since we've known them|your parents have been unhappy ever since we have known them
NOTE|0|Especially after that incident in Hawaii|especially after that incident in hawaii
NOTE|0|RACHEL: What, what incident|rachel what what incident
NOTE|0|MR|mr
NOTE|0|GELLER: Uhh, naa, no no no, I, I must be thinking of someone else, uh, maybe me|geller uhh naa no no no i i must be thinking of someone else uh maybe me
NOTE|0|Don't you have some folding to do|do not you have some folding to do
NOTE|0|Go fold dear|go fold dear
NOTE|0|Fold|fold
NOTE|0|You fold|you fold
NOTE|0|PHOEBE: Do you want a refill|phoebe do you want a refill
NOTE|0|CHANDLER: No, I'm alright, thanks|chandler no i am alright thanks
NOTE|0|PHOEBE: OK|phoebe ok
NOTE|0|Ooh, OK, you gotta give me a second, I wanna get this just right|ooh ok you gotta give me a second i wanna get this just right
NOTE|0|Dude, 11 o'clock, totally hot babe checkin' you out|dude of the clock totally hot babe checkin you out
NOTE|0|That was really good, I think I'm ready for my penis now|that was really good i think i am ready for my penis now
NOTE|0|CHANDLER:  I know what you're thinking, Dave Thomas, founder of Wendy's|chandler i know what you are thinking dave thomas founder of wendys
NOTE|0|GAIL: I'm Gail|gail i am gail
NOTE|0|CHANDLER: Chandler|chandler chandler
NOTE|0|GAIL: I, I really have to be somewhere but it was nice meeting you|gail i i really have to be somewhere but it was nice meeting you
NOTE|0|CHANDLER: What|chandler what
NOTE|0|Oh this is excellent|oh this is excellent
NOTE|0|You know he coulda gotten me a VCR, he coulda gotten me a set of golf clubs, but no, he has to get me the woman repeller, the eyesore from the Liberace house of crap|you know he coulda gotten me a vcr he coulda gotten me a set of golf clubs but no he has to get me the woman repeller the eyesore from the liberace house of crap
NOTE|0|PHOEBE: It's not that bad|phoebe it is not that bad
NOTE|0|CHANDLER: Oh, yeah, easy for you to say, you don't have to walk around sporting some reject from the Mr|chandler oh yeah easy for you to say you do not have to walk around sporting some reject from the mr
NOTE|0|T collection|t collection
NOTE|0|PHOEBE: Chandler, Chandler|phoebe chandler chandler
NOTE|0|CHANDLER: I pity the fool who puts on my jewelry, I do, I do|chandler i pity the fool who puts on my jewelry i do i do
NOTE|0|I pity the fool that|i pity the fool that
NOTE|0|Hi|hi
NOTE|0|Hey man, we were just doin' some uhh, impressions over here|hey man we were just doin some uhh impressions over here
NOTE|0|Do your Marcel Marceau|do your marcel marceau
NOTE|0|That's actually good|that is actually good
NOTE|0|ROSS: Would you look at that guy, I mean how long has he been talking to her|ross would you look at that guy i mean how long has he been talking to her
NOTE|0|It's like, back off buddy she's a waitress not a geisha|it is like back off buddy she is a waitress not a geisha
NOTE|0|PHOEBE: I think she's OK|phoebe i think she is ok
NOTE|0|ROSS:  Look at that, look at that, see how she's pushing him away and he won't budge|ross look at that look at that see how she is pushing him away and he will not budge
NOTE|0|Alright, I'm gonna do something|alright i am gonna do something
NOTE|0|Excuse me, are you Rachel|excuse me are you rachel
NOTE|0|RACHEL: What|rachel what
NOTE|0|ROSS: I'm Ross Geller|ross i am ross geller
NOTE|0|Wha, I'm, God in your add you said you were pretty but wow|wha i am god in your add you said you were pretty but wow
NOTE|0|RACHEL: What are you, what are you doin'|rachel what are you what are you doin
NOTE|0|ROSS: Oh, oh my God, is this the wrong day|ross oh oh my god is this the wrong day
NOTE|0|I don't believe it, uh, well, hey, I guess if it works out we'll, we'll have something to tell the grandkids|i do not believe it uh well hey i guess if it works out we will we will have something to tell the grandkids
NOTE|0|MAN: Sure will|man sure will
NOTE|0|I've uh, gotta go|i have uh gotta go
NOTE|0|Take care|take care
NOTE|0|ROSS: OK, see ya later, nice meeting you|ross ok see ya later nice meeting you
NOTE|0|You're welcome|you are welcome
NOTE|0|RACHEL: What|rachel what
NOTE|0|ROSS: I was saving you|ross i was saving you
NOTE|0|RACHEL: Saving, saving, saving me from the pleasant conversation with the interesting man, saving me|rachel saving saving saving me from the pleasant conversation with the interesting man saving me
