char_name|char_id|unprocessed_line|processed_line
Written by|0|Adam Chase & Ira Ungerleider Transcribed by: Mindy Mattingly Phillips With Minor Adjustments by: Eric Aasen|adam chase ira ungerleider transcribed by mindy mattingly phillips with minor adjustments by eric aasen
Monica|2|Ok, these were unbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but I couldn't resist|ok these were unbelievably expensive and i know he is gonna grow out of them in like minutes but i could not resist
Phoebe|5|Oh, look at these|oh look at these
Phoebe|5|Hey, Ben|hey ben
Phoebe|5|Just do it|just do it
Phoebe|5|Oh my God, oh, ok, was that too much pressure for him|oh my god oh ok was that too much pressure for him
Susan|0|Oh, is he hungry already|oh is he hungry already
Carol|0|I guess so|i guess so
Chandler|4|You know, it's|you know it is
Chandler|4|something funny about sneakers|something funny about sneakers
Chandler|4|I'll be right back|i will be right back
Joey|3|I gotta get one, too|i gotta get one too
Ross|6|What are you guys doing|what are you guys doing
Chandler|4|We're just hanging out by the spoons|we are just hanging out by the spoons
Chandler|4|Ladle|ladle
Ross|6|Look, would you guys grow up|look would you guys grow up
Ross|6|That is the most natural beautiful thing in the world|that is the most natural beautiful thing in the world
Joey|3|Yeah, we know, but there's a baby suckin' on it|yeah we know but there is a baby suckin on it
Ross|6|This is my son having lunch, ok|this is my son having lunch ok
Ross|6|It's gonna happen a lot, so you'd better get used to it|it is gonna happen a lot so you would better get used to it
Ross|6|Now if you have any problem with it, if you're uncomfortable, just ask questions|now if you have any problem with it if you are uncomfortable just ask questions
Ross|6|Carol's fine with it, now come on|carols fine with it now come on
Ross|6|Carol|carol
Chandler|4|Carol|carol
Chandler|4|I was just wondering if Joey could ask you a question about breast-feeding|i was just wondering if joey could ask you a question about breast feeding
Carol|0|Sure|sure
Joey|3|Uh, does it hurt|uh does it hurt
Carol|0|It did at first, but not anymore|it did at first but not anymore
Joey|3|Chandler|chandler
Chandler|4|So, uh, how often can you do it|so uh how often can you do it
Carol|0|As much as he needs|as much as he needs
Joey|3|Ok, I got one, I got one|ok i got one i got one
Joey|3|Uh, if he blows into one, does the other one get bigger|uh if he blows into one does the other one get bigger
Julie|0|Rachel, do you have any muffins left|rachel do you have any muffins left
Rachel|1|Yeah, I forget which ones|yeah i forget which ones
Julie|0|Oh, you're busy, that's ok, I'll get it|oh you are busy that is ok i will get it
Julie|0|Anybody else want one|anybody else want one
Julie|0|Oh, you're losin' your apron here, let me get it|oh you are losin your apron here let me get it
Julie|0|There you go|there you go
Rachel|1|Thank you|thank you
