CHAN|0|Does anyone have one from a different paper|does anyone have one from a different paper
CHAN|0|Ross, read yours|ross read yours
MNCA|0|Wait, wait, wait, wait, wait one minute|wait wait wait wait wait one minute
MNCA|0|Wait a minute|wait a minute
MNCA|0|I believe this will change your mind|i believe this will change your mind
MNCA|0|In a mediocre play, Joseph Tribbiana was able to achieve brilliant new levels of|in a mediocre play joseph tribbiana was able to achieve brilliant new levels of
MNCA|0|continued on page 153|continued on page
MNCA|0|sucking|sucking
PHOE|0|Half full of looooovvvvve|half full of looooovvvvve
PHOE|0|Cabin of loooooovvvvve|cabin of loooooovvvvve
RACH|0|We went through a lot of wine tonight, you guys|we went through a lot of wine tonight you guys
JOEY|0|Monica, have you ever been with him when he wasn't drinking|monica have you ever been with him when he was not drinking
RACH|0|Noooo, no, I'm not mad at him|noooo no i am not mad at him
RACH|0|I'm|i am
RACH|0|I'm not really anything at him anymore|i am not really anything at him anymore
PHOE|0|That is funny|that is funny
MNCA|0|Not that bad|not that bad
MNCA|0|Did you hear the hammer story|did you hear the hammer story
ROSS|0|Oh, oh, you're|oh oh you are
ROSS|0|uh|uh
ROSS|0|you're, oh you're the date|you are oh you are the date
ROSS|0|She's dating|she is dating
ROSS|0|She's dating|she is dating
CHAN|0|Yes, yes, but did you see who she was dating|yes yes but did you see who she was dating
CHAN|0|Y'know, maybe this isn't such a big deal|yknow maybe this is not such a big deal
CHAN|0|Y'know, I mean, the way that I see it is you get a great job and you get to have sex|yknow i mean the way that i see it is you get a great job and you get to have sex
CHAN|0|Y'know, I mean, throw in a tree and a fat guy and you've got Christmas|yknow i mean throw in a tree and a fat guy and you have got christmas
RACH|0|No, Phoebs|no phoebs
RACH|0|I'm dating Russ|i am dating russ
ROSS|0|Hey, you're a doctor of gums|hey you are a doctor of gums
ROSS|0|That's the smallest body part you can major in|that is the smallest body part you can major in
ROSS|0|It's like day one, floss|it is like day one floss
ROSS|0|Day two, here's your diploma|day two here is your diploma
