char_name|char_id|unprocessed_line|processed_line
Phoebe|5|Ok, so this is pretty much what's happened so far|ok so this is pretty much what is happened so far
Phoebe|5|Ross was in love with Rachel since, you know, forever, but every time he tried to tell her, something kind of got in the way, like cats, and Italian guys|ross was in love with rachel since you know forever but every time he tried to tell her something kind of got in the way like cats and italian guys
Phoebe|5|"Finally Chandler was like ""forget about her"" but when Ross was in China on his dig, Chandler let it slip that Ross was in love with Rachel"|finally chandler was like forget about her but when ross was in china on his dig chandler let it slip that ross was in love with rachel
Phoebe|5|"She was like, ""Oh my god"|she was like oh my god
Phoebe|5|""" So she went to the airport to meet him when he came back, but what she didn't know was, that Ross was getting off the plane with another woman"|so she went to the airport to meet him when he came back but what she did not know was that ross was getting off the plane with another woman
Phoebe|5|Uh-Oh|uh oh
Phoebe|5|So, that's pretty much everything you need to know|so that is pretty much everything you need to know
Phoebe|5|But, enough about us|but enough about us
Phoebe|5|So, how've you been|so howve you been
Rachel|1|Oh my god|oh my god
Rachel|1|Oh my god|oh my god
Rachel|1|Excuse me|excuse me
Rachel|1|Move|move
Rachel|1|Move|move
Rachel|1|Emergency|emergency
Rachel|1|Excuse me|excuse me
Ross|6|Rach|rach
Rachel|1|Oh, there you are|oh there you are
Rachel|1|Hi|hi
Rachel|1|Oh, so, so, how was China, you|oh so so how was china you
Ross|6|It was, it was great|it was it was great
Ross|6|Oh, what happened|oh what happened
Rachel|1|What|what
Ross|6|You're bleeding|you are bleeding
Rachel|1|I am|i am
Rachel|1|Oh, look at that, yes I am|oh look at that yes i am
Rachel|1|Enough about me, enough about me, Mr|enough about me enough about me mr
Rachel|1|Back from the Orient|back from the orient
Rachel|1|Come on|come on
Rachel|1|I wanna hear everything|i wanna hear everything
Rachel|1|Everything|everything
Ross|6|Well, where do I start|well where do i start
Ross|6|This is Julie|this is julie
Ross|6|Julie, this is Rachel|julie this is rachel
Rachel|1|These are, these aren't for you|these are these are not for you
Rachel|1|These are for you|these are for you
Rachel|1|Welcome to our country|welcome to our country
Julie|0|Thank you|thank you
Julie|0|I'm from New York|i am from new york
Rachel|1|Ok, well, not a problem|ok well not a problem
Rachel|1|We'll just use them to stop the bleeding|we will just use them to stop the bleeding
Rachel|1|Ok|ok
Rachel|1|Baggage claim|baggage claim
Rachel|1|Ok|ok
Chandler|4|No way|no way
Monica|2|I'm telling you, she went to the airport, and she's gonna go for it with Ross|i am telling you she went to the airport and she is gonna go for it with ross
Phoebe|5|Oh my god|oh my god
Phoebe|5|This is huge|this is huge
Phoebe|5|This is bigger than huge|this is bigger than huge
Phoebe|5|This is like, all right, what's bigger than huge|this is like all right what is bigger than huge
Joey|3|Um, this|um this
Phoebe|5|Yes|yes
Monica|2|Guys, you got your hair cut|guys you got your hair cut
Chandler|4|Yes, yes, we did, thanks to Vidal Buffay|yes yes we did thanks to vidal buffay
Phoebe|5|'Cause, you know,  if you don't look good, we don't look good|because you know if you do not look good we do not look good
Phoebe|5|I love that voice|i love that voice
Rachel|1|Airport, airport|airport airport
Rachel|1|Ross, not alone, Julie, arm around her|ross not alone julie arm around her
Rachel|1|Cramp, cramp|cramp cramp
Chandler|4|Ok, I think she's trying to tell us something|ok i think she is trying to tell us something
Chandler|4|Quick, get the verbs|quick get the verbs
Rachel|1|You, you, you said he liked me|you you you said he liked me
Rachel|1|You, you slowpokes|you you slowpokes
Ross|6|That's all right, Rach, we got the bags|that is all right rach we got the bags
Ross|6|Hi, hello|hi hello
Ross|6|Julie, this is my sister Monica|julie this is my sister monica
Ross|6|This is Chandler|this is chandler
Ross|6|Phoebe|phoebe
Ross|6|Joey, what up|joey what up
Joey|3|What up|what up
Ross|6|Everyone, this is Julie|everyone this is julie
Rachel|1|Julie|julie
Julie|0|Hi, but I'm not here, you haven't met me|hi but i am not here you have not met me
Julie|0|I'll make a much better first impression tomorrow when I don't have 20 hours of cab and plane on me|i will make a much better first impression tomorrow when i do not have hours of cab and plane on me
Ross|6|And bus|and bus
Julie|0|Oh my god|oh my god
Ross|6|The screaming guy|the screaming guy
Julie|0|And the spitting|and the spitting
Ross|6|You gotta hear this story|you gotta hear this story
Julie|0|We're on this bus, that's easily 200 years old|we are on this bus that is easily years old
Ross|6|200 at least|at least
Julie|0|and this guy|and this guy
Rachel|1|And the chicken pooped in her lap|and the chicken pooped in her lap
Rachel|1|Oh, I'm so sorry|oh i am so sorry
Rachel|1|I just gave away the ending, didn't I|i just gave away the ending did not i
Rachel|1|Oh|oh
Rachel|1|It's just, I just heard this story in the cab, and it is all I can think about|it is just i just heard this story in the cab and it is all i can think about
Monica|2|This is amazing|this is amazing
Monica|2|I mean, how, how did this happen|i mean how how did this happen
Julie|0|Well, Ross and I were in grad school together|well ross and i were in grad school together
Ross|6|But we haven't seen each other since then|but we have not seen each other since then
Ross|6|Well I land in China, guess who's in charge of the dig|well i land in china guess who is in charge of the dig
Rachel|1|Julie|julie
Rachel|1|Julie, isn't that great|julie is not that great
Rachel|1|I mean, isn't that just kick-you-in-the-crotch, spit-on-your-neck fantastic|i mean is not that just kick you in the crotch spit on your neck fantastic
Monica|2|It's an expression|it is an expression
Ross|6|Well, we just wanted to say a quick hi, and then we're gonna go see the baby|well we just wanted to say a quick hi and then we are gonna go see the baby
Julie|0|And then we've gotta get some sleep|and then we have gotta get some sleep
Ross|6|Yeah, it's really 6:00 tomorrow night our time|yeah it is really tomorrow night our time
