Joey|  Okay, so we went to the beach, because Phoebe found out about this lady who knew her mom and dad, and I don’t really know what happened with that.
Phoebe Sr.|  I’m your mother.
Phoebe| Ehh?
Joey|  Oh, and then Monica joked that she wouldn’t go out with a guy like Chandler...
Chandler|   Hi there. 
Joey|  ...and he couldn’t let it go, and... I don’t really know what happened with that either. 
Joey|  Oh-oh! And then Ross’s new girlfriend, Bonnie, shows up and Rachel convinced her to save her head. And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either... 
Joey| Y'know what, hold on, let me go get Chandler. 
Ross|  Hi!
Rachel| Hi!
Bonnie| Hi!
Bonnie| Rachel was just helping me out. My head got all sunburned.
Ross| Awww.
Bonnie|  Thanks a million.
Rachel| Oh, you’re welcome a million.
Bonnie|   Okay, I’ll see you in our room.
Ross| Yeah. 
Rachel|  Oh my God.
Ross| I know.
Ross|  Okay, I gotta go.
Rachel| Whoa! What?! Why?!
Ross| Well, I-I gotta go break up with Bonnie.
Rachel| Here?! Now?!
Ross| Well, yeah. I can’t-I can’t stay here all night, and if I go in there she’s-she’s gonna wanna... do stuff.
Rachel| Well, can’t you tell her that you are not in the mood?
Ross| No, she likes that. Yeah. Faking sleep doesn’t work either, I can’t tell you how many mornings I woke up with her...
Rachel|  Whoa-ho.
Ross| Whoa-oh, okay! Yeah, why am I telling you that?
Rachel| I don’t know.
Ross| Yeah, yeah.  It wasn’t every morning.
Rachel| Oh, making it worse!
Ross| Okay.
Phoebe Sr.| So I guess you’d like to know how it all happened. 
Phoebe| I-I mean I, well I think I can figure it out. I guess y'know I was born, and everyone started lying their asses off!
Phoebe Sr.| Noo! No! It wasn’t like that I... Remember how I told you how Lily, Frank, and I we were, we were close. Well, we were, we were very close.
Phoebe| How close?
Phoebe Sr.| Well, the-the three of us we were, kind of umm, a couple.
Phoebe| I don’t even know how that would work!
Phoebe Sr.| Well, we were...
Phoebe|  I’m not asking!
Phoebe Sr.| Well, any how, some how I got pregnant, and, and I was scared. I was stupid and sellfish, and I was 18 years old. I mean, you remember what it’s like to be eighteen years old?
Phoebe| Yeah. Let’s see, my had Mom killed herself, and my Dad had run off, and I was living in a Gremlin with a guy named Cindy who talked to his hand.
Phoebe Sr.| Well, I’m so sorry. I thought I was leaving you with the best parents in the world, I didn’t even hear about your Mom and Dad til a couple of years ago, and by then you were already grown up. I don’t know, you’re here, and I would, I would really, I would like to get to know you.
Phoebe| Yeah, well, everybody does! I’m a really cool person. And y'know you had 29 years to find that out, but you didn’t even try! Y'know what, you walked out on me, and I’m just, I’m gonna do the same thing to you.
Phoebe Sr.| Wait!
Phoebe| I don’t ever want to see you again! 
Phoebe|  Umm, where’s my purse?
Monica|  Shoot! We’re out of soda.
Chandler|  Oh, I’ll go out and get you some.
Monica| Really?!
Chandler| Nope! Because I’m not your boyfriend.  Hey Pheebs, how did it go?
Phoebe| Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.
Chandler| I found a dried up seashores.
Monica| Sweety, what are you talking about?
Phoebe| Oh, my new Mom, who-who’s a big, fat abandoner! 
Joey| Whoa, wait, Pheebs, wait a second! Don’t you wanna stay here and talk about it?
Phoebe| No. I’m just, I wanna, I need to be alone.
Phoebe|  Monica!
Monica| Oh.
Ross| It’s over.
Rachel| Oh, was it awful?
Ross| Well, it was loong. I didn’t even realise how late it was, until I noticed the 5 o’clock shadow on her head.  Anyway, she didn’t want to stay. I called a cab; she just left.
Rachel| I wrote you a letter.
Ross| Ohh! Thank you! I like mail. 
