The Singing Man|  Morning’s here! Sunshine is here! The sky is clear, the morning’s here! The morning’s here!
Rachel| HEY!! Do you have to do that? It’s Saturday!
The Singing Man| Oh come on! Morning’s here!  Morning’s here! The morning is here! Sunshine is here!
Rachel| I hate this apartment! I hate the color of these walls! I hate the fact that this place still smells like bird! I hate that singing guy!
Joey| Are you kidding? I love that guy!  Morning’s here! Morning is here—
Rachel| Stop it! I will kill you. I hate the fact that my room is so small.
Monica| Hey, I have all the space I need. Just do what I did.
Rachel| Monica, you don’t even have a bed, you sleep in a ball on the floor!
Monica| Y’know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!
Rachel| I’m sorry. I’m so sorry.
Monica| Okay.
Joey| See, this is a great apartment.
Monica| Shut up! This place is a hole!
Emily| Oh, blimey, I still can’t believe you’ve got an earring!
Ross| Huh? I know, I know. Who am I? David Bowe? 
Emily| He does that?!
Ross| Uh, I don’t know, whatever.
Emily| I think it makes you look really dangerous.
Ross| Oh, I know. Y’know what, I never would’ve gotten this if it weren’t for you. No really, when I’m with you I’m-I’m like this whole other guy, I love that guy! I mean, I love you too, a lot, but that guy! I-I love that guy!
Emily| I love both of you!
Ross| Yeah?
Emily| I wish I didn’t have to go.
Ross| Then don’t. Stay here. Just don’t go so soon to London, just one more day.
Emily| Ohh, Ross, please!
Ross| One more day, seriously/
Emily| Don’t do this to me, again. You’d know I’d stay here in a minute, but I’d really miss so much work, they’ll fire me.
Ross| So, then you can stay as long as you want.
Emily| I wish I could.
Ross| Oh no. Don’t, don’t, don’t start packing. Come on! 
Emily| I don’t think you understand packing. Look, I just don’t want to leave it to the last minute. Last time I left in such a rush, I left my knickers here.
Ross| Yeah, I know, I uh, I tried them on.
Emily| You didn’t!
Ross| No. No, I didn’t. I didn’t want to be that guy.
Phoebe|  Hello!
Chandler| Ho! Ho! Ho!
Phoebe| Excuse me.
Chandler| Your pants!
Phoebe| Oh, yeah! You like ‘em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!
Joey| Uhh, Pheebs, those are uh, those are Santa pants.
Phoebe| What?
Chandler| Santa pants.  Santa Claus’s pants.
Phoebe| Nuh-uh! They’re maternity pants. They even came with a list of baby names.  See, these names are good, and these names are bad.  Ohh.
Rachel|  Hey!
Monica|  Hey!
Rachel| So—Hey, Pheebs! So, how are the elves?
Phoebe| I don’t know! How are the-the-the-the, y’know—You’re clothes aren’t funny.
