Chandler| Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!
Joey|  Joey. Joey. Joey. Joey! Joey!!
Chandler| Oh. Oh, did-did-did I wake you?
Chandler| Gunther, can I get another cup of coffee, please?  So uh, what do you do when you’re not working here?
Gunther| You don’t need to fill these silences.
Chandler| Oh, okay, thanks. 
Monica| Chandler, that’s like your fourth cup of coffee!
Chandler| Well, I am drinking lots of cups of coffee because I’m exhausted! Because Joey started snoring!
Monica| He’s in a different room! He’s really that loud?
Joey|  Oh, you should here me.
Chandler| It’s not something to be proud of, okay? You have to go to a sleep clinic!
Joey|" Look, I told ya, I’m not going to any clinic! I don’t have a problem, you’re the one with the problem! You should go to a ""Quit being a baby and leave me alone"" clinic!"
Chandler| They don’t have those.
Joey| Yeah, they do! Quit being a baby and leave me alone! There, you’ve just had your first class!
Monica| Y’know I used to go out with this guy that was a really light sleeper, and whenever I started to snore, he would just roll me over…
Joey| Ohhh, yeah!
Monica| He would just roll me over and I would stop snoring.
Chandler| Next time you snore, I’m rolling ya over!
Joey| I gotta do what I gotta do, you gotta do what you gotta do, you just do it.
Ross|  Hey guys!
Chandler| Hey, all right!
Phoebe| Hey!
Phoebe| Oh, the Olympics.
Monica| Have you guys picked a date yet?
Ross| Oh no, not yet.
Phoebe| I still cannot believe you’re engaged!  Just ‘cause its happening so fast; not ‘cause you’re such a loser. 
Ross| Oh. Thanks. Uh, has anyone seen Rach?
Monica| Ugh, she’s upstairs not doing the dishes! And I tell ya something! I’m not doing them this time! I don’t care if those dishes sit in the sink until they’re all covered with—I’ll do them when I get home!
Ross| Yeah—oh! Hey listen umm, Emily found this wedding dress in London…
Phoebe| Already?!
Ross| Yeah, but it didn’t fit. Well, luckily there’s a store here that has one left in her size, but I’m the groom, I’m not supposed to see the dress… 
Monica| I’ll pick it up for you!
Ross| Thank you.
Monica| Okay.
Chandler| Oh, she’s got you running errands, y’know, picking up wedding dresses…  Wah-pah!
Ross| What’s wah-pah?
Chandler| Y’know, whipped! Wah-pah!
Joey| That’s not whipped! Whipped is wh-tcssh!
Chandler| That’s what I did. Wah-pah!
Joey| You can’t do anything!
Rachel| Hey, Mon, I was just doing the dishes! 
Ross| Hey!
Rachel| Oh! It’s you.  Hi.
Ross| Hey, do uh, do you have a minute?
Rachel| Yeah, yeah, I was just about to take a break anyways, so…
Ross| So listen uh, I know you and I haven’t really had a chance to talk since uh, Emily and I decided to get married, and uh, I was just wondering how you were.
Rachel| Oh.
Ross| I know if you were getting married I’d feel, kinda….. y’know.
Rachel| Yeah. Yeah. Definitely, well it definitely took me by surprise, but I’m okay.
Ross| Yeah?
Rachel| Yeah.
Ross| All right, I just wanted to check.
Rachel| Oh, that’s sweet.
Ross| You’re great. And I-I know someday this will happen for you too. You just hang in there.
Rachel|  Uhh, hang in there?
Ross| Oh, no, I didn’t mean, uh…
Rachel| I mean maybe you didn’t hear about a serious relationship called me and Joshua?
Ross| Oh, I thought you guys had just been on like four dates, I didn’t realise that had become anything, yet.
Rachel| Oh, no-no-no, no-no-no, it has become, it has—yeah. Oh no, those were four great dates. 
Ross| Oh. Yeah?
Rachel| Yeah. Oh, yeah. And I mean, the connection, I mean y’know, emotionally, mentally, physically…
Ross| Wow, that’s-that’s-that’s incredible.
Rachel| I know isn’t it? It’s like I’m right there with Joshua.
Ross| Uh-huh.
Rachel| You are right there with Emily. And it’s y’know, it’s kinda like…. it’s a tie! Well, I gotta get, I gotta get back to the dishes.
Ross| I gotta get to work.
Rachel| Oh yeah? Fine.
Ross| Hey, y’know, y’know what would make me really happy?
Rachel| Oh yeah, no, what’s that?
Ross| If like the four of us could all y’know, hang out together. Uh, in fact Emily’s coming into town this weekend, why don’t you say we all have dinner? Say, Sunday night?
Rachel| That would be great!
Ross| Yeah, all right, it’s a date. 
Rachel|  Hang in there. You hang in there.  
Ross|  Did you say something?
Rachel| No, just singing. 
Monica| Oh my God! Ohh! Look at this one! It’s so beautiful!
Phoebe| Yeah, but y’know, about have of these are gonna end up getting divorced.
The Saleslady| May I help you ladies?
Monica| Oh, yes, umm, I’m here to pick up a dress that you have on hold.
The Saleslady| Yes, what’s the name, please?
Monica| Emily Waltham.
The Saleslady| Yes! I have it right here.  Would you like to try it on Ms. Waltham?
Monica|  Okay.
Phoebe| You’re the most beautiful bride I’ve ever seen.
Monica| I am, aren’t I?
The Saleslady| Ms. Waltham?
Monica| Yes?
The Saleslady| We’re closing.
Monica| All right. 
The Saleslady| And could I get my ring back?
Chandler| All right buddy, time to roll over.   No-no!  No, no-n-n-n-no!! You are going to a clinic! You’re going to a clinic, and a pyjama store!
Monica| Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does. 
Monica| Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!
Phoebe| No-no, let me in!
Monica| Phoebe?
Phoebe| Yeah!
Monica| Can you just hold on for one minute?
Phoebe| No, you have to let me in right now!!
Monica| Are you alone?
Phoebe| Yes!
Monica| All right.
Joey| This sucks! I didn’t know I had to stay up all night before I went to this stupid sleep clinic! I’m so tired!
Chandler| It’s 6:00.
Joey| Yeah, well…
Rachel|  Hi!
Chandler| Hey, I hear that you and Joshua are going out to dinner with Ross and Emily, and I think that’s, I think that’s really cool.
Joey| Yeah, Rach, I think you’re handling that really well.
Rachel| Handling it? What do you mean, handling it? There’s nothing to handle. Now, maybe I would have a problem with this if it wasn’t for me and Joshua. Y’know, they’re not gonna get married anyway!
Chandler| What?
Rachel| Come on! They rushed into this thing so fast it’s ridiculous! I mean, they’re gonna be engaged for like what? A year? And somewhere along the way, one of them is gonna realise what they’ve done and they’re call the whole thing off. I’m telling ya, you’re gonna be dancing at my wedding before you’re dancing at there’s.
Chandler| Yeah, well, I don’t dance at weddings.
Rachel| Why not?
Chandler| Because weddings are a great place to meet women, and when I dance, I look like this… 
Ross| Hey man.
Chandler| Hey!
Ross| So, what are you guys doing four weeks from today?
Chandler| Nothing.
Rachel| Nothing.
Joey| I am…  free!
Ross| Great! Because Emily and I are getting married in a month!
Ross| Yep!
Rachel| In a month?
Ross| Yeah!
Rachel| You mean, you mean 30 days?
Ross| Yeah.
Rachel| From now? 
Ross| Yeah.
Rachel| Well, that’s great.
Ross| Yeah! Yeah, Emily always wanted to get married in this beautiful place that her parents got married, but it’s going to be torn down, so… I mean, I-I know it’s crazy, but everything up ‘til now has been so crazy, and I don’t know, this just feels right. Y’know?
Joey|  Hey! That’s the day after I stop menstruating!  This isn’t mine.
Joshua|  Hey, Rachel.
Rachel| Hi!
Joshua| What’s up? You’re voice sounded all squeaky on the phone.
Rachel| Ohh, nothing, I just wanted to see you. See you and hug you.  See you.
Joshua| Great!
Rachel| Yeah!  Sit!
