char|line
other|i ’ m ready
ross|sure
other|uh huh
chandler|okay let straighten helmet
other|thanks daddy
ross|one daddy two mommy
ross|right it ’ s
chandler|okay
chandler|okay
ross|yes
ross|yes
ross|yes
phoebe|first big kid ’ s bike exciting
monica|oh yeah remember mine
monica|ohh sixth birthday dad took park got bent
ross|yeah
phoebe|never bike
phoebe|well didn ’ t lot money
phoebe|girl across street best bike
phoebe|pink rainbow colored tassel hanging handle grip bell big white wicker basket plastic daisy stuck
chandler|sound like first bike
chandler|dad gave old one
ross|ohh
monica|girl ever let ride
phoebe|gave box came
phoebe|picture bike front
phoebe|would sit step dad would drag around backyard
ross|unfair
phoebe|really got drag around
chandler|hey
chandler|guy
joey|hey
monica|making holiday candy neighbor
chandler|i ’ m sorry
monica|i ’ m gon na hang basket door neighbor walk take piece
chandler|don ’ t know neighbor
joey|there ’ s uh let ’ s see guy mustache smoke lot lady kid i ’ ve seen red haired guy like called rusty
monica|see
monica|exactly i ’ m making candy
monica|learn name get know neighbor
chandler|wouldn ’ t easier moved
rachel|gooood morning
chandler|eh somebody ’ s good mood
rachel|well shouldn ’ t
rachel|great friend
rachel|wonderful job
monica|make assistant
rachel|come it ’ s big deal
rachel|stayed night coming plan u dating problem
monica|oh yeah what ’ s plan
rachel|going let problem
monica|wow
monica|took night come plan
rachel|well y ’ know stuff
monica|two
rachel|oh monica come y ’ know don ’ t sleep guy first date
monica|matt guire mark lynn ben wire
rachel|anymore
monica|okay
rachel|hi
rachel|tag conference call today correct
other|yes 4 00
rachel|okay thank
rachel|that ’ ll
rachel|wait
rachel|wait
rachel|see
rachel|mail guy idea something going u
other|i ’ d better get back desk
rachel|okay hard worker
rachel|i ’ ll remember put evaluation
rachel|well you ’ ve two month bos required hand performance evaluation
rachel|y ’ know one thing yet evaluate
other|serious
rachel|i ’ ve always wanted
rachel|help clean
monica|basket totally empty
monica|god neighbor ate candy
chandler|well either uh
monica|joey
joey|yeah
monica|eat neighbor candy
joey|uh well yeah plan time got couple piece left
phoebe|yeah they ’ ve coming day
phoebe|love
monica|love candy
monica|oh man
monica|i ’ ve got ta go make
joey|hey mon might wan na make lasagna something might ’ ve happened huge chunk
monica|ross
monica|neighbor ate candy
ross|mine stole newspaper
ross|it ’ s like crime wave
