char|line
monica|wedding caterer sent list twelve appetizer narrow six
joey|food
joey|uh huh gim me
chandler|monica tell great band called swing king we ’ re trying get play wedding
phoebe|since swing music
chandler|oh since forever
chandler|used go town listening band
monica|chandler
chandler|gap commercial
chandler|book
chandler|call
chandler|want call
monica|i ’ ll
monica|stick job
phoebe|job
chandler|staying way
joey|impossible monica don ’ t pick 15
monica|twelve
joey|oh yeah added three
monica|peanut butter finger
joey|oh yeah
ross|well hello
ross|she ’ s cute
ross|uh go try talk
chandler|sure
chandler|that ’ s one great thing engaged
chandler|i ’ m nervous talking pretty girl anymore
other|could guy help
ross|uh yeah
ross|let let get
other|it ’ s really heavy
ross|got
ross|hi i ’ m uh i ’ m ross friend chandler
other|kristen
ross|kristen hi
ross|uh new area ‘ cause i ’ d love show around sometime
other|uh actually moved four block
ross|ah
other|block like whole world
ross|y ’ know actually interesting history
ross|uh street first street city underground sewer system
ross|sewage waste would flow right street
ross|yeah sometimes ankle deep
chandler|smooth
other|excuse
ross|umm say you ’ re gon na starving moving
ross|say take dinner tonight
other|oh i ’ d like
ross|yeah
other|yeah
ross|great
ross|uh let take
ross|oh
ross|oh god
phoebe|crazy totally go
rachel|oh god
rachel|look beautiful
phoebe|thank rachel look monica
monica|yeah one
monica|can ’ t believe found
other|wow look beautiful
other|knew i ’ d cry
monica|well i ’ m monica geller ball like baby
other|i ’ m megan bailey
monica|found dress yet
other|oh dress amazing way could afford one
monica|can ’ t afford either
monica|i ’ m i ’ m figure one want i ’ m gon na get kleinman ’ s discount place brooklyn day tomorrow huge sale
other|oh thanks tip
monica|yeah
monica|getting married
other|oh i ’ m like try
rachel|thing
other|i ’ m kidding
other|i ’ m getting married july 25th
rachel|i ’ m kidding
rachel|i ’ m getting married december
other|getting married
monica|oh may 15th
other|oooh it ’ s getting close
monica|yeah
other|uh who ’ s photographer
monica|jeffery
other|met
other|show photo nude wedding
monica|best man
monica|wow
other|know
other|almost called wedding
other|oh who ’ s band
monica|oh fiancee want swing king
other|oh you ’ re lucky
other|fiancee want heavy metal band carcass
phoebe|ooh spelled ‘ c ’ ‘ k ’
phoebe|oh god
phoebe|doesn ’ t matter they ’ re great
rachel|oh y ’ know
rachel|y ’ know
rachel|know want go kleinman ’ s get half
rachel|place overpriced
other|store
rachel|come another color
joey|hi
joey|uh movin ’ movin ’
other|i ’ m moving
joey|oh uh give hand
other|oh okay
other|y ’ know
other|careful
other|guy helping leave hurt back
joey|boyfriend
joey|i ’ m joey
other|kristen
joey|oh wow beautiful name
other|kristen
joey|got
other|uh live around
joey|yeah
joey|yeah
joey|right
joey|hey listen let give little tip
joey|take nap stoop wake shoe gone
other|i ’ ll remember
joey|okay
joey|yeah
joey|listen would uh would like dinner tonight
other|oh plan tonight
joey|oh
other|tomorrow
joey|sound great
joey|okay alright well go
other|look strong don ’ t take grab one box
joey|okay
joey|yeah
joey|yeah i ’ ll grab one
other|taking long
other|mean whatever
rachel|brooklyn
monica|right listen
monica|usually one dress size open door fan
monica|you ’ re looking
monica|memorize
monica|locate dress blow
monica|right
monica|three short blast
monica|hear come running
rachel|okay
phoebe|got
monica|right
other|come
other|hurry
rachel|oh they ’ re pushing
rachel|they ’ re pushing
monica|hey
monica|don ’ t baby
rachel|well
other|let ’ s go
phoebe|hey
phoebe|rachel
phoebe|come
monica|don ’ t crowd
monica|dress
monica|oh god it ’ s perfect
monica|i ’ m sorry one ’ s taken
monica|whoa
monica|megan
other|monica
monica|came
other|yeah
monica|dress
monica|yes
monica|saw wearing
other|you ’ ll see buying
monica|freak
monica|wouldn ’ t even known place wasn ’ t
other|look don ’ t want fight
monica|maybe
monica|i ’ m pretty feisty
phoebe|i ’ m coming
phoebe|i ’ m coming
other|hey
phoebe|okay
phoebe|hey
phoebe|find dress
phoebe|find dress
rachel|got ta get phoebe
rachel|bargain shopper crazy
phoebe|got ta get monica
rachel|got ta hold hand
phoebe|oh god
phoebe|excuse
phoebe|excuse
monica|go
monica|go
monica|go
rachel|hey
chandler|ross date night
chandler|tell magical ride start flush every toilet
ross|laugh want uh actually left message saying she ’ d like go
chandler|huh
ross|yeah fact i ’ m gon na go call right
ross|i ’ ll make sure tell friend chandler say
joey|hey chandler
chandler|hey
joey|listen sorry didn ’ t stop last night date
chandler|uh joe it ’ s one o ’ clock morning don ’ t come
chandler|that ’ s okay
joey|well check really hot girl moved right across street
chandler|really
chandler|right across street
joey|yeah
chandler|when ’ d meet
joey|two day ago
chandler|excellent
chandler|y ’ know ross met somebody
joey|oh yeah
ross|hey
chandler|hi
chandler|how ’ d go
ross|oh great
ross|we ’ re going saturday
ross|found she ’ s also seeing guy
chandler|really
chandler|joe
chandler|would ross ’ s situation
joey|well sorta
joey|mean yeah i ’ m dating girl who ’ s also seeing another guy
joey|don ’ t know i ’ m worried
ross|well shouldn ’ t
ross|believe wouldn ’ t want guy who ’ s
ross|mean doofus going lose
chandler|nice
chandler|wish didn ’ t go believe
chandler|unfortunately
chandler|oh uh way what ’ s name girl you ’ re dating
other|kristen lang
chandler|bye
ross|well obviously one u keep dating
joey|obviously
joey|decide
ross|well let ’ s let ’ s look objectively think date
joey|uh huh
joey|uh huh
joey|i ’ m one date
ross|that ’ s interesting check
ross|date
joey|yeah yeah like go another direction
ross|okay okay
ross|go
joey|yeah well order food
ross|joey
ross|look don ’ t don ’ t let decide
ross|okay
ross|hey hey we ’ ll go one time
ross|we ’ ll see like best
joey|sound fair
ross|maybe i ’ ll take new french restaurant street
joey|ah yeah wait second
joey|look we ’ re gon na set spending limit date
joey|don ’ t money take fancy place like
ross|well sorry that ’ s date
joey|right well guess i ’ ll date
ross|let ’ s decide spending limit
joey|yeah
joey|uh slice six dollar
ross|thinking like hundred
joey|okay
joey|borrow 94 dollar
monica|oh
phoebe|know
phoebe|hand tissue
rachel|you ’ re diet coke
monica|hello
monica|hey listen missy
monica|wh
monica|girl megan
monica|booked swing king day wedding said couldn ’ t back unless gave dress
phoebe|mean carcass available
monica|gon na
monica|dress
monica|dress
monica|wh chandler want band
phoebe|well figure way talk
rachel|you ’ re toilet paper
joey|hey
ross|hey
ross|what ’ s
joey|wanted come y ’ know wish good luck date
ross|oh thanks
joey|yeah
joey|time meeting
ross|8 00 reservation gramercy bistro
joey|wow that ’ s like 20 minute
joey|you ’ d better get dressed
ross|dressed
joey|oh
joey|well good
joey|give facial
ross|oily zone
joey|okay dude
joey|hey uh sent kristen flower
ross|that ’ s right
joey|spent hundred dollar
joey|that ’ s limit
joey|you ’ re screwed
ross|uh actually sent flower actual date
ross|technically technically didn ’ t break rule
ross|thanks stopping though
joey|oh oh
joey|that ’ s way it ’ s gon na huh
joey|yeah break rule y ’ know
ross|oh yeah
ross|gon na
joey|don ’ t know
ross|surprised
joey|y ’ know ross
joey|i ’ m gon na let get away
ross|don ’ t think much choice
joey|well we ’ ll see
ross|bye bye
joey|yeah bye bye
joey|hey
joey|light layer
ross|yes
ross|yes
chandler|joey got meat sauce banister
phoebe|yeah swing music
monica|phoebe he ’ s got ta room work
chandler|guy talking
monica|well umm talking y ’ know swing king wondering whether y ’ know right way go
rachel|yeah went wedding swing music uh two month later couple got divorced
