char|line
joey|hey much give eat whole jar olive
monica|won ’ t give anything you ’ ll owe 2
monica|95
joey|done
phoebe|hey
phoebe|need atlas
phoebe|need atlas
monica|report due
phoebe|date diplomat met giving free massage outside un don ’ t know country
monica|okay let ’ s start free message outside un
phoebe|oh
phoebe|that ’ s new thing
phoebe|figure body peace make peace
monica|wow
monica|might get first nobel prize rubbing
monica|country guy
phoebe|ick neck tree ani
phoebe|there ’ s ‘ g ’
monica|where ’ s
phoebe|atlas
monica|don ’ t atlas
phoebe|oh
monica|oh wait globe
phoebe|oh
monica|hold
joey|pheebs what ’ s guy like
phoebe|umm well he ’ s dashing yknow umm sophisticated doesn ’ t speak english according translator totally get
monica|‘ kay go
monica|it ’ s globe pencil sharpener
chandler|hey anybody need anything copied
chandler|i ’ m going xerox place
monica|oh thanks
chandler|okay listen give anything make two
monica|well don ’ t anything copy going
joey|yeah going gawk hot girl belly button ring
chandler|yeah
chandler|wan na come
joey|yeah
chandler|come chloe
chandler|finish customer first
chandler|come chloe
chandler|come chloe
other|help
chandler|uh oh
joey|uh yknow we ’ re second thought copying need
joey|we ’ ll need little time think
other|chloe switch there ’ s guy got crush
chandler|okay hurt u
other|hi guy
other|haven ’ t seen since morning
chandler|well ah
chandler|yknow
other|hey guy tomorrow night
joey|u
other|maybe
other|scare ya
other|relax
other|it ’ s issac ’ s
other|j
other|ing philly
other|come
joey|we ’ ll
other|great
other|i ’ ll ah see ya
chandler|right rock
other|he ’ s say ‘ walking make strange city feel like home
other|’
phoebe|although city home
phoebe|that ’ s dumb said don ’ t tell said
phoebe|umm make something
phoebe|nice thank
other|eye pretty
phoebe|thank much
phoebe|oh
phoebe|thank
other|would like kiss
phoebe|okay yknow don ’ t
phoebe|don ’ t
phoebe|well moment ’ s
phoebe|oh
other|oy
phoebe|see right
monica|wow
monica|it ’ s small
phoebe|yeah
phoebe|sergei said took german six week get way across
monica|fun huh
phoebe|yeah
phoebe|except yknow you ’ re date you ’ re getting along really great guy ’ s translator keep getting way
ross|hey
other|hey
ross|ah rach room
monica|oh she ’ s still work told tell call
ross|oh
ross|gon na cancel
ross|doesn ’ t know it ’ s anniversary
monica|right ah ross extent knowledge subject
monica|call rachel
ross|what ’ s bottom
monica|oh that ’ s doodle ladybug top hat
monica|she ’ s fancy
rachel|hello
ross|hey honey
rachel|oh hi
ross|hey what ’ s going
rachel|well disaster shipping i ’ ve got get order
rachel|honey i ’ m sorry look like i ’ m gon na night
ross|well umm oh come
rachel|honey please i ’ ve got i ’ ve much deal
phoebe|anyway i ’ m going sergei tonight um could come translator ’ s date
phoebe|it ’ s time alone time two could split
phoebe|yknow he ’ s really he ’ s kinda cute
monica|yeah well kinda cute like really kinda cute kinda cute like friend spackel back larry
phoebe|hey don ’ t call
phoebe|name spackel back harry
chandler|hey yknow maybe get going
chandler|mean time chloe say
joey|uh 10 30
chandler|time
joey|4 30
chandler|yeah right we ’ ll hang
joey|yeah
joey|hey remember brought thing three u
chandler|yes
chandler|vividly
joey|kidding right
chandler|yeah think
chandler|yeah think
joey|god would weird situation presented tonight huh
chandler|yeah
chandler|yeah mean would
joey|dude don ’ t know
chandler|kidding
joey|yeah
chandler|yknow case maybe come set ground rule
joey|yeah sure
joey|okay
joey|probably want first thing never open eye
joey|yknow don ’ t want something look see something don ’ t want seeing
chandler|yeah
chandler|good call nice one
chandler|hold
chandler|hold
chandler|eye closed hand
joey|ah
joey|okay
joey|eye open time
joey|oh hey decide
joey|yknow would yknow
chandler|right
chandler|right
chandler|well ah yknow could flip
joey|yeah guess what ’ s like head what ’ s tail
chandler|well don ’ t know don ’ t want
rachel|i ’ m looking purchase order right clearly state ordered rivera bikini variety size colour
rachel|matter i ’ m wearing
rachel|please speak supervisor
rachel|thank
rachel|we ’ re holding
ross|hi
rachel|oh
rachel|god
ross|well said couldn ’ t go
other|brought picnic oh boyfriend
other|that ’ s monday start wearing make
rachel|ross honey nice got crisis
ross|yeah got cous cous
rachel|honey honey i ’ m sorry know it ’ s anniversary told phone don ’ t time stop
ross|okay don ’ t stop i ’ m invisible i ’ m
rachel|don ’ t hmm
rachel|oh approved order
rachel|well mark robbinson office
rachel|get mark phone
other|love mark
other|know mark
ross|yeah
rachel|well let check got right see 038 number store 038 atlanta
ross|pepper
rachel|none
ross|okay sorry whew
rachel|i ’ m sorry saying store number wrong i ’ m sorry that ’ s
rachel|oh god
ross|okay that ’ s fire
ross|oh yeah
ross|oh yeah
rachel|excuse i ’ m sorry i ’ m gon na call back i ’ ve got schemp office
ross|i ’ m sorry
