char|line
ross|reorganized fridge
ross|see bottom shelf meat dairy
ross|middle shelf fruit vegetable
ross|top shelf expired product
ross|bored
ross|mind
ross|i ’ ve already bank post office dry cleaner
joey|dude described seven day worth stuff
joey|you ’ ve got spread little know
joey|haven ’ t ever unemployed
ross|hey unemployed
ross|i ’ m sabbatical
joey|hey don ’ t get religious ok
joey|guy position need little better relaxing
joey|know
joey|think comfortable chair
joey|huh
joey|come sit
joey|ready
joey|ahh
joey|ohh yeah
joey|huh
ross|sit
joey|ohh
joey|we ’ re going sit
joey|shhh
chandler|hello chandler bing
joey|hello mr
joey|bing
joey|love
chandler|alright whoever stop calling
chandler|it ’ s six month
chandler|it ’ s funny
joey|love
chandler|leave alone
chandler|love god leave alone
joey|that ’ s wednesday
joey|ohh
phoebe|hey guy guess
chandler|british coming
phoebe|ohh way
phoebe|since it ’ s christmastime
phoebe|i ’ m going one people collection donation
phoebe|yeah already bell later
phoebe|get bucket
chandler|ohh
phoebe|yeah yeah i ’ m going spreading joy people
phoebe|mean last year spread little joy really enough
phoebe|year i ’ m going whole city
monica|know knew girl high school
monica|popular
joey|pheebs bell ringing
phoebe|ohh gave great spot
phoebe|right macys
phoebe|yeah hardly ever give good spot rookie i ’ m one sing merry christmas 25 language
phoebe|lied
rachel|oh god
rachel|ok guy there ’ s danny
rachel|watch
rachel|watch
rachel|see
rachel|still pretending he ’ s interested
rachel|ohh he ’ s coming
rachel|pretend like don ’ t know
rachel|we ’ ve forgotten
other|hey guy
monica|danny
monica|know rachel
monica|she ’ s nice
monica|she ’ s bad look right
rachel|thanks mon
other|well course
monica|want go date
rachel|monica
other|absolutely
other|friday okay
monica|friday ’ s perfect
monica|can ’ t wait
other|date able talk directly
other|see ya friday
rachel|okay
rachel|hell
rachel|know
rachel|don ’ t answer
rachel|date danny
joey|could get part
joey|play 29 year old italian actor queen
other|well telia shire suddenly became available
joey|she ’ s woman
other|say
other|nailed
joey|okay anything else
other|well you ’ re going say
other|gay p0rn
phoebe|happy holiday
phoebe|feliz navidad
phoebe|allo merry christmas
phoebe|ohh thank sir
phoebe|here joy
monica|phoebe
phoebe|hey
monica|wanted see going
phoebe|well going okay
monica|well good let help
phoebe|oh thanks
monica|yeah
phoebe|wow
phoebe|new swede jacket
phoebe|look really expensive
monica|yeah
monica|guess
phoebe|get nail done
monica|yes phoebe
monica|okay
phoebe|okay
phoebe|thanks
phoebe|happy holiday here joy
phoebe|thank
phoebe|happy holiday
phoebe|wait can not take money
other|making change
other|need change bus
phoebe|can not leave dollar
phoebe|money poor
other|poor
other|got ta take bus
phoebe|okay season greeting everything still
other|bite blondie
phoebe|oh going give something else besides joy
joey|part perfect
joey|can not believe get
ross|sorry man
ross|hey yknow
ross|make something happen
ross|yknow like like write play
ross|write movie
ross|huh
ross|mean good hunting guy
joey|come ross realistic yknow
joey|write something chance could get guy star
joey|wait second could star
joey|can not write
joey|yknow mean actor discipline take yknow
joey|can not
ross|help
ross|yeah make schedule make sure stick
ross|plus give something
joey|really
ross|yeah
joey|thanks
ross|right start slow
ross|thing tonight come name main character
joey|done
ross|can not joey
ross|joseph
joey|oh
monica|hey
rachel|saw danny getting subway girl arm around
monica|oh honey sorry
rachel|well fault
rachel|meddled relationship
monica|relationship
rachel|thing everything going according plan
monica|oh god stop plan
monica|saw girl
monica|care
monica|mean anything
monica|look going go date danny going charming gon na forget stupid subway girl
rachel|kinda stupid
rachel|right
rachel|right gon na go date
rachel|gon na go date
rachel|new plan
monica|come hurry
joey|hey spell suspicious
joey|think character going suspicious stuff
chandler|yes
chandler|chandler bing 7
chandler|chandler bing 0
joey|driving crazy
chandler|okay stop
joey|don ’ t stop
joey|move bowl away
joey|ross could make shot
joey|well suck
joey|least suck man game
chandler|wan na play
joey|chandler can not playing game ross gon na home soon
joey|write five whole page gon na stick schedule
chandler|well play next 30 minute write get home
joey|right
joey|uh listen say crank notch
chandler|intrigued
joey|right need little lighter fluid
chandler|okay careful okay wan na get security deposit back
joey|yeah think said good bye invented hammer dart
chandler|even remember part wall spackle
joey|uh yeah right
phoebe|thank happy holiday
phoebe|trash
phoebe|young lady can not hey
phoebe|stop young lady donated trash
phoebe|hey
phoebe|charity fire
phoebe|help
phoebe|oh good
phoebe|thank need
phoebe|whoa
phoebe|nine clock morning
ross|right
ross|room
ross|man enters look suspicious
ross|joey supposed five page done
ross|including exciting incident
ross|official rulebook fireball
joey|yeah uh game playing
chandler|oh yeah great
chandler|see take tennis ball bowl lighter fluid op
chandler|op
ross|helping career
ross|huh
ross|thought wanted actor creator crazy lawsuit game
joey|right right get back work
ross|shame
ross|know better joey need work
ross|come
joey|hey
ross|ah ah ah ah ah
ross|back five page done
ross|ahh
other|really nice time tonight
rachel|really glad monica asked u
other|love ask uh sister visiting think asleep couch
rachel|sister
rachel|sister asleep couch
rachel|ohhh
rachel|saw subway asleep couch
other|oh thought heard
other|oh hey great
other|rachel sister krista
other|krista rachel
rachel|hi
other|nice meet
other|wish told company fix
other|like would help
other|bad
other|dead
other|gon na get
rachel|uh nice meeting
phoebe|nobody
phoebe|nobody respect bucket
phoebe|would believe people put
phoebe|look
phoebe|okay look like garbage
phoebe|look like ashtray
phoebe|look like urinal
monica|eww
ross|pheebs gon na go back
phoebe|well yeah
phoebe|gon na take anymore crap
phoebe|okay
phoebe|mr
phoebe|nice bucket
monica|yeah good
monica|yknow tough lived street
phoebe|yeah gon na go back street phoebe
phoebe|yeah
phoebe|oh yknow
phoebe|can not go totally back street phoebe really would friend guy
phoebe|sorry
rachel|hey
monica|hey
rachel|hey umm ask guy something
other|sure
rachel|uh brother know uh guy wrestle
ross|oh oh yeah
monica|time
monica|fact undefeated
ross|uh weighted 200 pound
monica|still quick cat
rachel|well met dannys sister yesterday uh actually girl subway
monica|oh kidding
rachel|yeah yknow wrestley
rachel|guess normal
monica|wrestle
ross|yeah since got strong
monica|strong
ross|yeah
monica|wan na go right
monica|take right buddy
monica|wan na go
ross|oh fine
monica|ready
monica|wrestle
rachel|okay yknow uh actually great
rachel|help lot
rachel|thanks
chandler|guy come
chandler|let u go
chandler|puck drop 20 minute
chandler|come joe
ross|joeys going
joey|finish five page
chandler|well can not tomorrow
ross|tomorrow redoing yesterday page
joey|yesterday page reflect best work
chandler|cut little slack
chandler|okay
chandler|maybe relaxes little bit get work done
ross|think relaxing enough thanks fireball
joey|dude think fireball relaxing obviously never played
chandler|reason joey bored
chandler|okay fault unemployed
ross|unemployed
ross|sabbatical
joey|come look guy fight
ross|reason joeys friend
ross|good friend thing
chandler|oh good friend mean acting like total jerk
ross|amazing friend mine
joey|hey hey guy hey
joey|settle friendly game fireball
joey|huh
joey|go unhook smoke detector
ross|settle right
ross|one going game
ross|ha ha ha
chandler|paid ticket
ross|said would never
chandler|oh yeah
other|finally get top mountain airhead forgets camera
joey|oh yknow thing happened one time
chandler|happen
joey|remember jogging park saw really pretty bird wanted take picture camera
chandler|oh yeah
chandler|first chasing churo guy jogging
other|oh good got try
other|oh damn
other|got pant
other|get
other|better take pant upstairs stain gon na set
other|yep
other|gon na wear date tonight
rachel|oh great
chandler|okay bye
chandler|oh god
monica|unbelievable
rachel|okay see
rachel|told
joey|yeah wow sorry rach
chandler|believe brother sister
joey|brother sister
phoebe|oh whoa whoa whoa
phoebe|wait minute open hand let take look
phoebe|quarter
phoebe|dime
phoebe|lint
phoebe|interested
phoebe|canadian coin
phoebe|get outta
phoebe|whoa whoa whoa
phoebe|drink near bucket
phoebe|set make contribution
phoebe|leave hurt bunny look
phoebe|hi bob
phoebe|thought told get outta
other|uh phoebe getting complaint uh gon na move le high profile spot
other|umm ginger gon na take corner
phoebe|chick can not handle corner
other|look either leave remove
phoebe|fine
phoebe|right give one pointer
phoebe|look bitch
other|oh hey rach
other|thought said seven
rachel|yeah uh yknow uh let u skip
rachel|umm sister seem umm special bond
other|oh great
other|special bond
other|woman problem fact close sister
rachel|well okay look
rachel|know listen know going let u
other|brother
rachel|two sister
rachel|one masculine energy
other|close
rachel|nice people
other|okay listen really like
other|okay
other|think go somewhere
other|close family gon na let stand way u
rachel|well uh know
rachel|see put way yknow sort
other|danny
other|hurry
other|bath getting cold
rachel|yeah okay see later
chandler|oh hey
chandler|kid playing street wan na go give project ruin day
ross|hey ball maybe stick razor blade teach new game gon na need stitch ball
joey|hey guy
joey|library morning already finished five page today
ross|yay
chandler|great
chandler|go ranger game
chandler|last night
joey|dude ross tore ticket
ross|guess many distraction easier focus
ross|huh
chandler|yeah also somebody breathing neck live long day
joey|yeah well fine important thing finished
joey|uh think really good yknow really help could hear
joey|would guy read
chandler|right
ross|right
joey|okay
joey|typical new york city apartment
