char|line
other|eric b aasen
other|welcome everybody welcome amazing discovery
phoebe|oh oh
joey|guy please watch right
other|folk ever happened
other|go refrigerator get nice glass milk darn carton are flingin flangin hard open
joey|oh said mike
joey|aw
joey|got better way
other|kevin
joey|please turn
rachel|noo way kevin
other|revolutionary new product guarantee will never open milk carton
other|meet milk master 2000
ross|intrigued
chandler|flingin flangin right
other|keep mind never used product gon na see easy
other|go ahead
other|work with milk carton
joey|wow is easy
joey|milk everyday
chandler|well official good movie
other|well let u go bad one make
monica|perhaps would like turn like bunny bump back
joey|hey
phoebe|hey
chandler|hey man
joey|maybe tell
joey|agent would like know not show audition know today
joey|first good thing get week
joey|could give the message
chandler|well tell ya enjoy guilt ah
phoebe|yes
phoebe|uh huh
phoebe|okay
phoebe|well crazy know
phoebe|mean chandler closet counting 10 7 found place hide yet
phoebe|meant tell wrote hand
phoebe|see
joey|yep audition
monica|see keep notepad everywhere
phoebe|yep invite play
other|great tragedy
other|go get another appointment
joey|well estelle tried know
joey|casting director told her missed chance
phoebe|unfair
phoebe|call tell totally my fault
joey|pheebs can not
joey|casting director talk to friend talk agent
phoebe|sad little life must lead
phoebe|okay ooh
phoebe|know know ooh
phoebe|hi katelynn phoebe buffays office
phoebe|um um ann phoebe know
joey|hang hang
phoebe|annie
phoebe|hi
phoebe|listen got problem joey tribbiani apparently missed audition
phoebe|speak office
phoebe|estelle know going to
phoebe|right husband leaf burn apartment world stop
chandler|anybody else scared
phoebe|right well look um joey loses audition estelle
phoebe|care
phoebe|annie doll time see
phoebe|need pen
chandler|get woman pad
chandler|get woman pad
chandler|pad
chandler|pad
monica|oh want pad
other|hey
ross|boy
ross|here boy
ross|here barbi ah boy a barbi
other|picked toy store love
other|carry everywhere like security blanket but ski boot kicky beret
ross|yeah cute
other|got doll
other|unless afraid gon na grow show business
other|anything fact being raised two woman
ross|know fine
ross|okay barbi thing so
ross|give daddy barbi
ross|ben give give barbi
ross|okay how bout want play monster truck
ross|okay oh oh dino soilder
rachel|ross pathetic
rachel|can not son play with doll
monica|got ta go work
monica|anybody seen left boob
joey|love movie
monica|joey
joey|sorry felt nice
chandler|joe
chandler|joe
chandler|answer the phone
joey|hey got one good arm know
joey|doing stuff
joey|go get sweater
chandler|okay janice get going to see tonight
chandler|oh is great gon na see tonight
rachel|big deal
rachel|wan na see janice
chandler|okay last night dinner meal came put half chicken piccata plate took tomato
ross|bad
ross|hate chicken piccata
chandler|noo
ross|want share tomato tomato very important
chandler|like sudden couple
chandler|and alarm started going head run life
chandler|get building
rachel|men unbelievable
monica|people
monica|mean minute start to feel something run away
chandler|know want go tonight afraid going say something stupid
monica|oh mean like guy thing act mean distant get u break
joey|hey know
chandler|look
chandler|wan na get past wan na be afraid commitment thing
chandler|wan na go the tunnel side
ross|fear commitment
chandler|thought
joey|well never tunnel i understand allowed go than one girl car right
joey|seems pretty much like anything else know face fear
joey|fear of height go top building
joey|afraid of bug
joey|get bug
joey|right
joey|case fear of commitment say go committed guy ever
rachel|amazingly make sense
chandler|think
joey|oh yeah
joey|go man jump high dive stare the barrel gun pee wind
chandler|yeah joe assure staring barrel a gun pretty much peeing every way
phoebe|oh audition morning
phoebe|use phone
rachel|sure pheebs know emergency pretend agent
joey|come baby come
phoebe|hi phoebe buffay returning page
phoebe|okay well um car have patch
rachel|nice touch
phoebe|okay go ahead
phoebe|um hi annie
phoebe|fantastic
phoebe|got
phoebe|oh okay um work scale
phoebe|ask
phoebe|well know except
phoebe|great oh are sweetheart
phoebe|would love lunch how lunch next
phoebe|op went through tunnel
rachel|unbelievable
joey|thank much
phoebe|really fun mean never talked car phone
joey|amazing could huge favor see one audition really really want and estelle could get
phoebe|oh know
phoebe|mean fun one time
joey|come please one well actually is two
phoebe|two
joey|yeah
joey|well well really three
joey|please
joey|good at
joey|love
phoebe|okay three right
joey|nooo four
other|come wanted eat tonight
chandler|wanted uh give
other|ohhh puppy
other|contact paper
other|never really know say someone sleeping give you contact paper
chandler|well wait
chandler|see contact paper is go brand new drawer
chandler|see drawer actually go dresser
other|oh
chandler|yes
chandler|yes
chandler|girlfriend and girlfriend get
other|well got ta buy vowel
other|oh gawd
other|would have thought someday chandler bing would buy drawer
chandler|well
chandler|happened ah and
chandler|take trip
chandler|yep couple couple
chandler|wan na meet parent
chandler|take trip parent
other|think need tripping me right
other|okay
chandler|actually
chandler|mean amazing
chandler|entire life feared place like big deal
chandler|could probably say let u move in together
chandler|okay
other|probably want u move together
chandler|scare
other|yeah well scare
other|mean even divorced yet chandler
other|know invited pasta sudden talking moving together
other|even hungry
other|know getting little late um
chandler|oh go
chandler|scared ya
chandler|said too much
chandler|hopeless awkward desperate love
chandler|hey janice
chandler|um yeah just wan na apologize advance chased the street
rachel|honey help
chandler|finally catch say relationship going fast slow
other|uff
monica|never good
chandler|got needy clingy
rachel|okay wait minute wait minute wait minute
rachel|maybe is bad
rachel|leave
chandler|said call
other|ohh
chandler|oh god
monica|welcome side tunnel
chandler|ice cream taste like crap way
rachel|yeah well lo cal non dairy soy milk junk
rachel|we sort save real stuff really terminal case
monica|know start get screwed time you got ta switch low fat
rachel|yeah
chandler|think terminal
monica|well terminal just need damage control
chandler|okay okay
chandler|call
other|nooo
rachel|critical time right
rachel|feel yourself reaching phone go shoe shopping get butt bubble bath
rachel|want back to start acting aloof
monica|know ready
rachel|right
rachel|accidentally run purpose
rachel|act aloof
chandler|gon na lose
rachel|oooh honey total loser
chandler|said gon na lose
rachel|oh
ross|guess
ross|toughest guy toy land ben
ross|real american hero
ross|g
ross|joe
ross|drop barbi drop barbi
rachel|g
rachel|joe
rachel|really think gon na fall
joey|g
joey|joe
joey|cool
joey|play
ross|look ben toy protects u
ross|oil interest overseas
other|go joe
phoebe|helloo
phoebe|oh
joey|pheebs
phoebe|sorry
joey|phoebe wait
joey|wait
joey|phoebe
joey|phoebe
phoebe|oh joey
phoebe|oh okay see recognize wearing in
phoebe|pant
joey|look listen tv movie went
joey|hear anything
joey|think got shot
phoebe|yes
phoebe|called get
phoebe|okay mean not get sorry sorry
joey|okay thing happen
phoebe|happen know a terrible terrible business
phoebe|oh god wan na the person make face look like
joey|okay
joey|see
phoebe|oh sad creepy oh
phoebe|know sorry quit okay quit
joey|can not quit
joey|best agent ever
joey|look pheebs rejection part actor can not take it personally
phoebe|personal really well said never met an italian actor worse italian accent
joey|actually said
phoebe|yeah
phoebe|ooh god face
phoebe|see can not this job
joey|see job agent always lie
joey|know estelle say stuff like went another way use
joey|canna work new accent
phoebe|yeah okay help okay
phoebe|yeah
ross|never get joe
other|thank
other|chandler
chandler|hello janice
chandler|oh bit shopping
chandler|howve
other|british
chandler|anymore
other|shopping
other|live neighborhood
other|waiting
chandler|yeah huh
chandler|uh know picking some thing party
other|barley
other|kind party serf barley
chandler|well sorry friend sophisticated a
other|party
chandler|chelsea
other|party
chandler|woman
other|woman
chandler|chelsea
other|okay know one two thing happening
other|either seeing somebody behind back would make you biggest jerk planet
other|else pretending seeing somebody make pathetic could start cry right cereal aisle
other|so like two guy want
chandler|guy
phoebe|okay got good rejection lot stuff to work
joey|okay shoot
phoebe|okay um oh zoo commercial
joey|get
phoebe|said believable human
phoebe|work
joey|okay else
phoebe|um broadway play people said pretty but dumb
joey|oh
phoebe|oh wait sorry pretty dumb
joey|look okay really look um really appreciate pheebs think gon na go back to estelle
phoebe|oh
joey|yeah well get wrong better agent she least want blow pretty dumb brain
phoebe|yeah understand
joey|thanks
phoebe|yeah
phoebe|sorry
joey|wait minute
joey|wait minute make stuff get agent
phoebe|oh caught
phoebe|busted
joey|ah i suspected ah
chandler|know threw bag barley at ran store
monica|god
monica|chandler said aloof doof
chandler|actually ruined
chandler|time good ice cream right
rachel|yeah
monica|know everythings gon na okay
chandler|hello
chandler|hi janice
chandler|hold a second
chandler|okay
chandler|okay
rachel|shhh
rachel|know totally unprecedented
monica|ever man would never call
rachel|yeah
chandler|hello
monica|oh wait know got got pretend like you woke okay throw
monica|sleepy
rachel|yes grumpy
chandler|stop naming dwarf
chandler|hello janice
chandler|hi glad called know acting a really weird lately
chandler|crazy about got
chandler|stupid scared
chandler|stupid couple time
chandler|sorry
chandler|really
chandler|really
rachel|soo lucky janice guy sleeping with somebody else
chandler|love
monica|aw soo unfair
other|g
other|joe
other|g
other|joe
ross|hey know tell guy doll he chose
other|whatd dip sugar
ross|look g
ross|joes barbis
ross|guy can not deal bad
monica|weenie
monica|barbi big deal
monica|used dress like woman
monica|well used dress mom clothes time
ross|talking
monica|big hat pearl little pick handbag
ross|okay totally making
monica|remember
monica|made u call
monica|bea
ross|oh god
other|literally never happy
monica|little song
other|oh please god let song
ross|song
ross|song
monica|bea
ross|okay
monica|drink tea
ross|okay enough
ross|dance around
monica|ha
other|bea
other|drink tea
other|dance around
other|ohhh
other|ross
