char|line
ross|hey
other|hey
ross|i ’ m sorry i ’ m late miss anything
phoebe|joey stuffing 15 oreo mouth
ross|15
ross|personal best
ross|oh date
ross|yeah met girl train going museum upstate
chandler|oh yeah
chandler|meet
phoebe|oh museum
phoebe|answer
ross|okay back train sat near door she ’ d pas wanted switch car
ross|totally mercy
chandler|late burring woman
ross|i ’ m getting back ‘ cause life poughkeepsie
ross|seems really great she ’ s like totally great life two half hour away
chandler|great she ’ s poughkeepsie
chandler|joke would ’ ve killed albany
joey|done
joey|heh who ’ s stupid
chandler|hey look
chandler|they ’ re lighting big christmas tree tonight
phoebe|umm paper ’ s two week old
chandler|right keep leaving old newspaper trash
chandler|really wanted take kathy can ’ t believe missed
rachel|hey y ’ know least somebody miss stuff
rachel|hate alone time year
rachel|next thing know it ’ ll valentine ’ s day birthday bang
rachel|know they ’ re lighting damn tree
rachel|ohh want somebody
rachel|y ’ know want man
rachel|mean doesn ’ t even big relationship y ’ know like fling would great
chandler|really
chandler|didn ’ t think girl ever wanted fling
rachel|well believe it ’ s long time since i ’ ve flung
joey|well know i ’ m giving christmas
chandler|y ’ know
chandler|there ’ s nice guy office want set
rachel|yeah
rachel|wait minute it ’ s long time i ’ ve single
rachel|come never offered
chandler|well girlfriend i ’ m i ’ m happy
chandler|longer feel need go way stop others happy
rachel|okay
rachel|accountant
rachel|oh one like legal
rachel|don ’ t like guy boring job
chandler|oh ross like
chandler|lion tamer
phoebe|what ’ s wrong mon
monica|ohh everybody restaurant still hate
phoebe|oh
monica|thought making headway everyone smiling day get work find wrote chef ’ s hat
phoebe|hey maybe meant write ‘ quiet bitch
phoebe|’
rachel|hey honey
rachel|what ’ s matter
rachel|fine trying nice
rachel|whoa
monica|mean picked much since kindergarten bring someone junior high see saw
joey|ohhh
monica|mean they ’ re trying everything make quit job would
monica|something i ’ ve waiting whole life
rachel|well wait minute you ’ re bos
rachel|don ’ t yell
rachel|fire
monica|would love can ’ t
monica|mean can ’ t know i ’ m good confrontation
chandler|hey know
chandler|remember reading director think orson well beginning movie would hire somebody could fire front everybody
chandler|would know who ’ s bos
joey|hey mon
joey|i ’ m anything don ’ t fire
monica|that ’ s good idea
monica|wait know waiter
joey|good enough get fired
monica|right you ’ re hired
joey|hey
