char|line
other|well learned one thing today c
other|h
other|e
other|e
other|e
other|cheerleader high explosive don ’ t mix
other|say mac
other|well couldn ’ t done without buddy
other|you ’ re genius
other|oh yeah
other|well come can ’ t get vcr stop blinking 12 00
joey|guy think
monica|hello
monica|hold please
monica|joey it ’ s mom
chandler|it ’ s mommy
chandler|it ’ s mommy
ross|ohhhh
rachel|that ’ s nice
joey|mom think
rachel|well umm okay
ross|wasn ’ t best
chandler|one worse thing ever
chandler|tv
monica|wh gon na tell
ross|well lighting okay
rachel|ohh don ’ t
rachel|got lighting last time lighting mine
monica|costume
ross|oh great
ross|mean i ’ m stuck watching sittin ’ right
ross|whoa
rachel|gon na pheebs
phoebe|don ’ t know
phoebe|don ’ t know
phoebe|can ’ t lie
phoebe|oh
phoebe|i ’ m gon na press breast
chandler|say nothing
phoebe|uh huh yeah that ’ s right
joey|wow
joey|well folk really liked
joey|guy think
joey|wasn ’ t good
monica|phoebe think favorite animal say much
phoebe|mean behind back
rachel|oh
rachel|hi guy oh god
rachel|you ’ ll never gon na believe happened today
rachel|sitting office
joey|guy
joey|guy
joey|you ’ re gon na believe agent told
rachel|joey
rachel|kinda middle story
joey|ooh sorry
joey|sorry
joey|finish go
rachel|okay anyway i ’ m sittin ’ office guess walk
joey|i ’ m gon na two tv show
other|oh that ’ s great
rachel|joey
joey|oh weren ’ t finished
rachel|yeah
rachel|guess walk office end story
rachel|ralph lauren
rachel|ralph lauren walked office
joey|uh rach you ’ re gon na start another story least let finish mine
rachel|it ’ s story
joey|wow it ’ s really long
rachel|anyway ralph came tell he ’ s happy work want new merchandising manager polo retail
monica|still get discount wedding dress
rachel|yeah
monica|i ’ m happy
joey|well really day life
joey|well since ask
joey|want back day life
phoebe|oh god
rachel|got get big pay raise
phoebe|oh hey
joey|i ’ ll playing drake ramoray ’ s twin brother stryker
monica|oooh
rachel|get hire assistant
other|ahhh
joey|well got head rush standing fast right
rachel|job four year
other|that ’ s right
rachel|okay well impressive hilda um one last question
rachel|uh
rachel|okay
rachel|i ’ ve never interviewed anyone
rachel|i ’ ve actually never anyone work
rachel|although kid maid isn ’ t thing
other|dear
other|it ’ s
rachel|yeah know
rachel|right well thank much coming nice meet
other|thank
other|good meeting
rachel|right
rachel|i ’ m total pro
other|hello
rachel|wow
rachel|h umm
rachel|hi
rachel|yes uh i ’ m sorry model actually hall
other|actually i ’ m assistant job
rachel|really
rachel|okay well right well seat
rachel|umm what ’ s what ’ s name
other|tag jones
rachel|uh huh go
other|that ’ s
other|that ’ s whole name
rachel|that ’ s whole name okay course
rachel|okay well let ’ s let ’ s look see
other|know haven ’ t worked office really don ’ t lot experience uh
rachel|oh come talking
rachel|you ’ ve got three year painting house
rachel|two whole summer
rachel|g
rachel|friday ’ s come
other|it ’ s lame know
other|i ’ m goal oriented person eager learn
rachel|okay hold second
rachel|i ’ m sorry it ’ s human resource everybody
rachel|could stand please
chandler|hey
phoebe|anyway go
phoebe|okay bye
monica|hey sweetie
chandler|hi sweetie
chandler|whispering
monica|can ’ t tell
monica|it ’ s secret
chandler|secret
chandler|married people aren ’ t supposed secret one another
chandler|much love respect one another
monica|awww
monica|still
chandler|i ’ m serious tell everything
chandler|secret
monica|really
monica|okay don ’ t tell happened ross junior year disneyland
chandler|oh can ’ t
monica|tell i ’ ll tell phoebe said
chandler|okay
monica|okay
chandler|ross going disneyland stop restaurant taco
chandler|say restaurant mean guy hibachi trunk car
chandler|ross 10 taco
chandler|anyway we ’ re space mountain ross start feel little iffy
monica|oh god
monica|threw
chandler|visited little town south throw
chandler|phoebe ’ s secret
monica|oh nancy thompson phoebe ’ s old massage place getting fired
chandler|that ’ s
chandler|gave disneyland story
monica|that ’ s right
monica|lose sucker
monica|please still marry
rachel|chandler assistant right
chandler|call
chandler|told sick right
chandler|always tell sick
rachel|don ’ t know decide hire
rachel|mean i ’ ve got narrowed two people
rachel|one great reference lot experience there ’ s guy
rachel|love
rachel|he ’ s pretty wan na cry
rachel|don ’ t know
rachel|tell
phoebe|come know
phoebe|hire first one
phoebe|don ’ t hire assistant they ’ re cute hire they ’ re qualified
rachel|uh huh
rachel|hear you ’ re saying make lot sense say one thing
rachel|look pretty
phoebe|let ’ s see
phoebe|oh god
phoebe|oh
phoebe|can ’ t can ’ t hire it ’ s professional
phoebe|umm yes
phoebe|thanks
rachel|okay you ’ re right
rachel|i ’ ll hire hilda tomorrow
rachel|dumb old perfect job hilda
chandler|let see guy
chandler|w h wow
chandler|don ’ t show monica
chandler|don ’ t tell w h wow
other|hey hey hey joey
joey|hey terry
other|good see
joey|it ’ s huh
joey|wow it ’ s funny hall look smaller used
other|it ’ s different building
joey|stryker ramoray huh
joey|want start
other|don ’ t start right
joey|okay
other|audition scene
joey|audition
joey|thought gon na offer part
other|would think
joey|well dr
joey|drake ramoray stryker ’ s twin brother
joey|mean look right
other|everybody audition
joey|y ’ know terry don ’ t really need
