char|line
other|great
other|great
other|give sec change film
monica|okay
ross|okay know i ’ m supposed know
ross|i ’ m excited
joey|what ’ s going
ross|monica ’ s pregnant
joey|oh god
joey|guy get married
monica|guy
monica|i ’ m pregnant
joey|ah
joey|slow swimmer
ross|mean
ross|you ’ re pregnant
monica|didn ’ t tell anybody
ross|i ’ ll right back
other|don ’ t get shot monica bloody soldier
monica|oh
monica|joey change party
joey|can ’ t
joey|don ’ t clothes
monica|find
monica|please
monica|anything doesn ’ t say died tragically france
other|well don ’ t see bride groom bridemaids
phoebe|okay
phoebe|hey mon tell guy weren ’ t pregnant
monica|i ’ m
phoebe|found test trash you ’ re pregnant it ’ s
chandler|talking
monica|talking
phoebe|yes child
phoebe|didn ’ t want say anything it ’ s day didn ’ t want steal thunder
monica|wait minute
monica|told people pregnant
monica|look like conversation want remember
chandler|who ’ s father
monica|yeah
phoebe|can ’ t say
phoebe|can ’ t say he ’ s famous
rachel|oh god
monica|phoebe come tell u
phoebe|okay okay
phoebe|it ’ s james brolin
phoebe|james brolin father baby
chandler|barbara streisand ’ s husband james brolin
phoebe|well never said
other|don ’ t monica step away we ’ ll get chandler bridemaids
phoebe|bridemaids
chandler|y ’ know groom right
chandler|told kinda big deal
phoebe|oh god
rachel|oh thank
rachel|can ’ t deal quite yet
phoebe|instead told monica pregnant
rachel|said didn ’ t disagree
phoebe|sneaky
rachel|oh yeah
other|smile lady
rachel|oh
rachel|oh way
phoebe|uh hmm
rachel|james brolin
phoebe|oh know
phoebe|could think two name ed begley jr
phoebe|remembered he ’ s gay
rachel|ed begley jr
rachel|gay
phoebe|really
other|thank much
other|lady gentleman give great pleasure introduce first time mr
other|mr
other|chandler bing
chandler|go i ’ ve got present ya
monica|honey i ’ m going put hand pocket
chandler|i ’ ve taking dancing lesson
chandler|yeah last six week
chandler|wanted moment never forget
monica|oh sweet
chandler|would care join first dance husband wife
monica|yes
monica|what ’ s matter
chandler|don ’ t know it ’ s new shoe they ’ re slippery
monica|well going able
chandler|well
monica|well good news don ’ t think anyone ’ s looking u
phoebe|ready talk
phoebe|okay we ’ ll talk something else
rachel|thank
phoebe|who ’ s father
rachel|ugh
rachel|look honey y ’ know
rachel|haven ’ t told yet don ’ t think tell anybody else
phoebe|yeah
phoebe|that ’ s fine
phoebe|that ’ s fair
phoebe|tag
rachel|phoebe
phoebe|okay i ’ m sorry
phoebe|i ’ ll stop
rachel|okay
phoebe|ross
phoebe|it ’ s ross isn ’ t oh god it ’ s joey
rachel|honey stop
rachel|going tell tell
phoebe|ah hah
phoebe|least know it ’ s
monica|oh sweet lord
joey|i ’ m sorry
joey|okay
joey|went gift shop it ’ s either bathrobe
joey|look what ’ s important way i ’ m dressed special day
monica|honey i ’ m even going pretend listening
monica|hey
monica|hey
ross|hi
ross|i ’ m uh i ’ m ross
ross|don ’ t don ’ t believe we ’ ve met
ross|i ’ m monica ’ s older brother
other|oh hi i ’ m i ’ m mona restaurant
ross|oh
ross|hello uh mona restaurant
ross|mona wow beautiful name
other|think
other|i ’ ve always kinda hated
ross|aw come mona lisa
other|uh huh
ross|mona umm clickclocken
ross|famous botanist
ross|huh
ross|oh she ’ s uh well she ’ s dead
ross|supposedly quite hottie plant world
other|really
other|well see
other|never knew
ross|linda clickclocken
ross|uh table
ross|oh uh
other|oh good
other|there ’ ll someone like name
ross|yes
ross|oh guess molly gilbert you ’ ve bumped table one
ross|it ’ s right i ’ m gon na take place table six martin clickclocken
joey|that ’ s better bend arm little
joey|go
joey|okay look straight ahead
joey|time want really put as
other|chandler darling
other|look date finally arrived
other|i ’ d like meet dennis phillips
other|congratulation
chandler|thank
other|dennis dear old friend fantastic lover
chandler|bravo dennis thanks pleasing mother
other|oh i ’ m sorry missed ceremony stuck audition
other|oh yes dennis directing new broadway show
joey|don ’ t believe we ’ ve met joey tribbiani
other|dennis phillips
joey|wow i ’ ve admired work year
joey|you ’ ve done really amazing stuff
other|oh thank
other|well you ’ ll excuse i ’ m gon na go get drink
other|back moment
joey|wow dennis phillips
joey|that ’ s great
joey|guy meet
other|well it ’ s funny story
chandler|funny ha ha funny
other|thank thank much
other|everyone please take seat dinner served
ross|hey
ross|uh thought thought table six
other|nine
ross|oh see uh showed held way uh misleading
ross|well i ’ m hello
joey|chandler
joey|see mom give resume dennis phillips
joey|‘ cause get broadway show would ’ ve done film television theater
joey|think left would radio that ’ s ugly people
chandler|size shoe wear
joey|uh eleven eleven half
chandler|great shoe giving little problem dance floor borrow boot costume
joey|uh don ’ t even really know left
joey|sorry
chandler|aren ’ t eleven half
joey|okay fine
joey|i ’ m seven
joey|right surprisingly small foot
joey|rest good i ’ ll show ya
monica|believe phoebe got pregnant
rachel|oh y ’ know honey
rachel|let ’ s talk right
monica|huge
rachel|sure come big wedding
monica|course nothing
rachel|yeah
monica|day age dumb get pregnant
rachel|hey
rachel|y ’ know sometimes everything right everyone wear everything they ’ re supposed wear one little guy get
rachel|don ’ t know
rachel|maybe tool
monica|well talked uh she ’ s definitely going baby
monica|y ’ know said gon na raise
rachel|well maybe that ’ s maybe that ’ s really brave
monica|maybe
monica|hope realizes hard it ’ s gon na
rachel|maybe hasn ’ t really thought well
monica|well there ’ s lot think
monica|mean going handle financially
monica|going juggle work
monica|realize she ’ s going date next eighteen year
rachel|don ’ t know
monica|okay
rachel|uh hmm
rachel|i ’ m thinking phoebe poor knocked phoebe
other|champagne
rachel|oh yes
rachel|thank much
rachel|oh that ’ s that ’ s actually french drink
phoebe|well got phone lover james brolin
monica|oh really
phoebe|yes apparently married singer said would leave
phoebe|said james james brolin sure
phoebe|james brolin said
monica|rachel ’ s really one who ’ s pregnant
phoebe|bother
monica|feel
rachel|don ’ t know
rachel|don ’ t know feel
rachel|happening fast
rachel|make decision don ’ t want make
rachel|somebody take away
phoebe|calm
phoebe|maybe you ’ re pregnant
phoebe|got pregnant triplet took test like three time make sure
monica|yes
monica|maybe it ’ s false positive
monica|sure peed stick right
rachel|many way
phoebe|i ’ m i ’ m saying don ’ t freak you ’ re hundred percent sure
rachel|right i ’ ll i ’ ll take get home
monica|got ta take
monica|come present
rachel|okay
rachel|thank
monica|okay
phoebe|i ’ ll run get one
rachel|oh guy great
monica|oh wait minute
monica|who ’ s father
phoebe|oh won ’ t tell u
monica|oh come it ’ s wedding
monica|present
rachel|wh hey gave peeing stick
phoebe|see
phoebe|register
ross|chair
ross|okay
ross|i ’ m
ross|look don ’ t y ’ know eh eh hi
other|hi
ross|umm would like dance
other|sure
ross|yeah
other|yeah
ross|oh great
other|dr
other|geller
ross|wasn ’ t farting
ross|uh little game table
ross|yes
other|dr
other|geller dance
ross|oh umm well uh maybe maybe later
ross|right i ’ m dance lady
other|okay
other|ohhhh
ross|uh unless
ross|unless uh lady wouldn ’ t mind letting go first
other|i ’ d happy
other|sweet
ross|yes
ross|fact umm hey don ’ t try special way
ross|dance foot
other|sure
ross|yeah
ross|hop
ross|pretty lady looking
other|uh huh
ross|keep dancing
chandler|world never know
joey|hey
joey|talk dennis yet
chandler|yes told talented
chandler|told day life
joey|don ’ t tell broadway guy
joey|think i ’ m soap actor
chandler|you ’ re soap actor
chandler|soap actor freakishly tiny foot
joey|hey
other|thank
ross|thank miranda
other|melinda
ross|right
other|cute
ross|oh oh watching
other|go next
ross|course
ross|hop
other|okay get hop
ross|gon na score
ross|like bow
joey|i ’ d like propose toast
joey|monica chandler greatest couple world
joey|best friend
joey|first found getting married little angry
joey|like god
joey|take away
joey|thought back memory together happy memory
joey|sad memory
joey|i ’ m sorry
joey|scared memory whoa
joey|eh
joey|realized i ’ ll always friend friend speak many dialect training stage combat willing partial nudity
joey|oh
joey|happy couple
other|thank
ross|nice ashley
other|turn
other|i ’ m next
ross|oh
other|uh that ’ s okay
other|dance first
ross|oh sure
ross|okay
ross|okay
ross|what ’ s uh what ’ s name
other|gert
ross|that ’ s that ’ s pretty
ross|whoa
ross|whoa
ross|whoa
ross|gert
other|dancing foot
other|like girl
ross|okay
ross|hop gert
other|aren ’ t moving foot
ross|i ’ m trying
other|faster
other|you ’ re going fast enough
ross|maybe stand foot
joey|uh happen catch toast
other|oh god benefit
joey|well i ’ d like think something everyone
joey|look know you ’ re casting new show
other|look umm joey don ’ t think you ’ re quite right project
joey|oh see that ’ s you ’ re wrong
joey|whatever
joey|didn ’ t see try
other|it ’ s chinese cast
other|chinese
joey|well i ’ m proud
other|oh god
other|please
other|please
other|don ’ t don ’ t don ’ t
monica|hey ready get back dance floor
chandler|turn sand
monica|ohh come love song
monica|come you ’ ll fine
chandler|won ’ t
chandler|know took lesson
chandler|see first time didn ’ t want embarrassed seen dance floor clumsy idiot
monica|oh sweetie never embarrass
monica|okay easily embarrass
monica|come doesn ’ t matter
monica|right
monica|married
monica|want dance wedding night husband
monica|come
monica|try move foot
monica|go
other|chandler i ’ m gon na arrested
other|stole move
rachel|much longer
phoebe|30 second
rachel|30 second okay
monica|miss
monica|rachel want know it ’ s positive we ’ re gon na
rachel|oh know
rachel|know
phoebe|it ’ s time
monica|go ahead rach
rachel|oh wait
rachel|y ’ know
rachel|can ’ t can ’ t look
rachel|can ’ t
rachel|somebody else tell somebody tell
phoebe|okay
rachel|okay
phoebe|umm it ’ s negative
phoebe|it ’ s negative
rachel|oh
rachel|oh
rachel|well go
rachel|whew
rachel|that ’ s great really great great news
rachel|y ’ know ‘ cause whole ready kinda financial aspect
rachel|whew
rachel|wow way supposed
rachel|god
monica|well well great
rachel|thanks
rachel|god stupid
rachel|could upset something never
rachel|it ’ s negative
phoebe|it ’ s positive
phoebe|it ’ s it ’ s negative it ’ s positive
rachel|sure
phoebe|well yeah lied
rachel|oh
monica|oh god
phoebe|know really feel
rachel|oh oh that ’ s risky little game
monica|really gon na
rachel|yeah
rachel|i ’ m gon na baby
rachel|i ’ m gon na baby
rachel|i ’ m gon na baby
rachel|ah it ’ s still time
ross|didn ’ t see fast song coming
joey|shh
joey|shh
joey|don ’ t try talk we ’ ll get room we ’ ll soak foot you ’ ll okay
ross|oh thank
other|sweet
joey|yeah
other|mean
other|genuinely nice guy
joey|tell feel like i ’ m holding fort
other|it ’ s joey right
joey|yeah
ross|wait minute
ross|i ’ m nice one
ross|i ’ m one danced kid night
ross|small foot
