char|line
other|eric aasen
monica|hon
phoebe|can ’ t find anything want eat
phoebe|everything eat make nauseous
phoebe|i ’ m telling pregnant piece cake ooh
phoebe|cake
monica|aww honey i ’ m sorry
phoebe|god
phoebe|ooh
phoebe|smell
phoebe|it ’ s coming bathroom
phoebe|ooh
chandler|wow
chandler|pregnancy give weird craving
joey|yeah
phoebe|it ’ s
phoebe|it ’ s phoebe
phoebe|listen there ’ s something want eat smell good
joey|shampoo
joey|it ’ s guava
joey|oh
joey|wait wait
joey|bologna sandwich
phoebe|yes
phoebe|yes
phoebe|yes
phoebe|can ’ t believe
phoebe|baby want bologna
phoebe|maybe want eat meat
phoebe|can ’ t eat meat
joey|oh wait wait
joey|maybe it ’ s pickle
chandler|writing
rachel|well joshua ’ s coming tomorrow since don ’ t gut ask i ’ m going sell coat put note pocket
chandler|oh yeah
chandler|joshua give call sometime guy like never go style throw away
chandler|hi guy
joey|hey guy
ross|oh went see collection victorian doorknob cupert hewitt museum
chandler|without
other|uncle dragged u
other|actually turned really interesting
ross|yeah
other|ornate beautiful mean look
monica|don ’ t know museum work england you ’ re supposed take stuff
other|uh got gift shop
other|really lax security
other|it ’ s joke
ross|bye
other|right i ’ ve got i ’ ll see ya
other|buh bye
joey|wow
joey|guy seem good time
ross|oh yeah she ’ s she ’ s amazing
ross|she ’ s much fun
ross|y ’ know
ross|i ’ m i ’ m fun
ross|even signed helicopter class
ross|she ’ s leaving two day don ’ t
monica|oh two day must bummed
ross|yeah she ’ s got go back london
ross|know
ross|i ’ ve prepared start
ross|knew two week together that ’ s
ross|y ’ know
joey|hey that ’ s relationship like
chandler|yes ross ’ s case know two week that ’ s
ross|pheebs
ross|hello
ross|hello
phoebe|yes
phoebe|know
phoebe|know
phoebe|yeah
phoebe|baby totally craving meat
phoebe|afternoon tried tricking made soy burger make think getting meat y ’ know
phoebe|got nauseous
chandler|maybe that ’ s soy burger suck
phoebe|pregnant tough tummy
joey|hey least got cool pregnant lady glow
phoebe|that ’ s sweat
phoebe|throw morning you ’ ll glow
other|okay
rachel|oh here ’ s trench coat wanted
other|oh great
other|wow
other|yeah it ’ s comfortable
rachel|yeah
other|man could really flash somebody thing
rachel|oh don ’ t want put hand pocket store
rachel|well that ’ s lot
other|y ’ know ruin everybody
rachel|know
other|y ’ know wore cashmere sweater date last night
rachel|oh
other|yeah first date since uh since divorce
rachel|well congratulation love
other|she ’ s nice y ’ know made realize i ’ m i ’ m ready dating y ’ know
rachel|huh
rachel|well uh that ’ s uh that ’ s interesting
other|hey whoa hey hey
rachel|oh it ’ s anti theft device
other|uh what ’ s what ’ s
rachel|need need ‘ cause obviously thief could tear
rachel|oops sorry
rachel|listen party tonight
rachel|actually one five minute everybody cancel plan
chandler|talking
joey|yeah what ’ going
rachel|surprise bon voyage party emily
rachel|it ’ s actually joshua
rachel|look said he ’ s ready date invite party wanted see outside work perfect opportunity seduce
ross|well much i ’ d like meet josh warn emily aren ’ t going
ross|right
ross|mean she ’ s going come first say good bye i ’ ve got whole special evening planned
ross|i ’ m sorry party
joey|awwww
other|hello
rachel|surprise
other|surprise
other|one ’ s ever thrown surprise party
rachel|well ross ’ s idea
other|you ’ re sweet
other|i ’ m surprised
ross|really didn ’ t know
chandler|joshua way
rachel|uhh i ’ m trying play hard get
rachel|oh quick he ’ s looking say something funny
chandler|like
joey|funny
chandler|said like
joey|that ’ s thinker
rachel|okay y ’ know y ’ know
rachel|playing hard get thing working
rachel|umm hand hand cherry
rachel|okay
rachel|okay
rachel|hi
other|hi
rachel|care cherry
other|oh thanks
rachel|y ’ know tie one knot using tongue
other|okay
other|right
ross|probably get going soon
other|oh party ’ s getting started
ross|yeah four season drink 15 minute y ’ know plaza dinner
other|plan party time
ross|umm actually american surprise party short
ross|it ’ s usually surprise
ross|oh god i ’ m surprised good bye
other|ross i ’ m great time
other|sister telling used dress like little old lady hold make believe tea party
ross|monica said
phoebe|ooh yeah
phoebe|going put top
joey|little salami
phoebe|ooh yeah
phoebe|umm go top salami
joey|pastrami
phoebe|oooh yeah
phoebe|you ’ re genius
rachel|oh could somebody give hand zipper
joey|yeah
monica|changed
rachel|yeah
rachel|needed lucky dress
monica|lucky mean cleavage
rachel|ohh god
rachel|look he ’ s cute
rachel|wan na go grab kiss
rachel|kiss letting know like
joey|oh
joey|know get take bra
joey|seen footloose
chandler|flashdance
joey|yeah yeah yeah uh plumber girl
chandler|welder
joey|like movie anyway take bra shirt pull sleeve
joey|sexy classy
monica|want kiss umm could use mistletoe
rachel|it ’ s christmas
monica|spin bottle
rachel|he ’ s 11
other|thank much
other|really thoughtful
rachel|you ’ re leaving
ross|yes something get
other|uhh yeah think i ’ m going take
rachel|guy can ’ t leave yet
rachel|stay got whole big thing planned
ross|big thing
rachel|spin bottle work like spin bottle land gunther would kiss gunther
rachel|right
rachel|want go first
other|i ’ ll go
joey|welcome america
monica|two row
monica|you ’ ve got use tongue
rachel|yay
rachel|emily
chandler|odds
chandler|odds
ross|okay that ’ s enough
ross|y ’ know let ’ s let ’ s let someone else play
joey|didn ’ t want play come party
rachel|okay turn
phoebe|oh god
phoebe|baby kicked
rachel|it ’ s okay
