char|line
chandler|see bank statement
chandler|right
monica|know
monica|god
monica|seen saving take hit like since kid came double stuffed oreo
monica|happened money
chandler|sure inclined blame enron
monica|guess internship spending bringing
chandler|maybe quit get job pay
monica|oh finally something love
monica|can not ask give
monica|though nice thing love yknow
monica|finding gold
chandler|know
chandler|know
chandler|think making big deal
chandler|ok
chandler|pay bill little late month maybe next month cut back thing
chandler|maybe start eating joeys refrigerator change
chandler|chef
chandler|make backing soda beer
monica|ok worse case scenario
monica|borrow money parent
chandler|borrowing money
chandler|bings
chandler|one thing father taught
chandler|well always knock going pool house
chandler|thing never borrow money
monica|wow
monica|idea much pride
chandler|right
chandler|man
chandler|going get u situation even mean working twice hard
other|gon na go
other|home couple day need get clothes
phoebe|oh
phoebe|go something fit
other|put tube top joke
phoebe|want stay
other|want stay gone bad much use boxer
phoebe|turn inside ou
other|done
other|back couple hour
phoebe|miss
other|know
other|realised something
other|wan na go home
phoebe|great
phoebe|ok
phoebe|go get tube top
other|mean hate going back apartment
other|partly live known crack den
other|mostly really miss
other|want move together
phoebe|wow mike hannigan
phoebe|sure know make girl say hell yeah
phoebe|yeah
phoebe|let u
phoebe|let u live together
phoebe|oh god really going move together
other|yeah
phoebe|always wanted live guy
phoebe|pick sock
phoebe|put toilet seat
phoebe|sex anymore
phoebe|gon na fun
monica|hey joey
joey|hey
monica|listen
monica|need know ask never get back chandler
joey|lying said thought
joey|chandler best friend would wrong
joey|good
joey|wrong
monica|ok first
monica|would great
monica|talk
monica|need borrow money
joey|aww know monica yknow
joey|erm
joey|lending friend money always mistake
monica|chandler lent money
joey|think would tell mistake
monica|come
monica|need rent
monica|bill
joey|oh
joey|much
monica|two thousand dollar
joey|two thousand dollar
joey|think
joey|soap opera star
monica|yeah
joey|right
rachel|hi guy
other|hey
joey|oo
joey|bag
rachel|oh er
rachel|well know emma started crawling
rachel|realised place unsafe baby
rachel|went store got stuff baby proof apartment
joey|oh
joey|baby proofing
joey|big deal
joey|yknow kid like
joey|whoop
joey|joey fell stair
joey|er
joey|whoop
joey|joey electrocuted
joey|huh
monica|anyway erm going get handyman install stuff
rachel|going
joey|gon na
rachel|yeah
rachel|think woman
joey|oh woman
joey|can not
rachel|monica
rachel|would please tell joey pig
monica|pig
monica|can not
rachel|wha
rachel|come
rachel|found hardware store
joey|hardware store right street
rachel|hardware store right street
phoebe|hey guy
phoebe|ok got great news
other|phoebe moving together
other|congratulation
other|good
other|great
phoebe|know exciting
phoebe|know never lived guy
monica|well know like living girl
monica|steal makeup
monica|unless playing sister would look like
chandler|yeah
chandler|cute
other|gon na go bathroom
phoebe|okay well put toilet seat
other|yes dear
monica|bit guy
phoebe|uh huh
phoebe|playing two
monica|tell
chandler|yes dear
ross|can not believe guy moving together
ross|great
ross|mean
ross|happy guy
monica|hear wedding bell
phoebe|monica slow
phoebe|ok
phoebe|excited living
phoebe|know mean know see someday married mike
phoebe|sure
phoebe|yeah
phoebe|yknow
phoebe|picture walking aisle wedding dress highlight breast obvious yet classy way
phoebe|want house connecticut
phoebe|know
phoebe|near good school mike send sophie mike junior
phoebe|oh god
ross|phoebe idea conventional
phoebe|know
phoebe|guess
phoebe|oh god
phoebe|load volvo want soccer mom
other|ready go
phoebe|yeah
phoebe|bet roomy
monica|mean
monica|groomy
other|talking
phoebe|oh please guy even moved yet u picking china pattern
phoebe|china pattern
rachel|easy
rachel|can not
rachel|oh
rachel|wow
rachel|seriously can not
chandler|hey joe
joey|hey
chandler|listen er
chandler|need ask favor can not tell monica anything
joey|thought secret monica
chandler|would made official party line
chandler|monica little financial trouble
joey|yeah know
chandler|mean know
joey|err
joey|figured
joey|know mean working economy bad
chandler|oh
chandler|right
joey|fastest ever thought
chandler|anyway err
chandler|need borrow money
joey|oh
joey|sure
joey|much
joey|two thousand dollar
chandler|yes
chandler|two thousand dollar exactly
chandler|know
joey|err
joey|well
joey|know much used make know much rent
chandler|oh ok
joey|fire
other|listen
other|really nice
other|write cheque monica two thousand dollar
other|monica borrow money
joey|err
joey|kind
chandler|can not believe
chandler|tell money problem
joey|oh
joey|money problem something
joey|something personal
chandler|would get two thousand dollar would tell
other|excuse
joey|boob job
monica|want get boob job
monica|crazy
joey|well
joey|crazy okay
joey|making smaller would crazy
other|well hey wan na ask monicas little groomy joke
phoebe|oh
phoebe|alright
phoebe|well think reason people laugh becuase play word roomy
other|get joke
other|sophisticated
other|thing wan na say
other|maybe talked
other|u living together expecting proposal right
phoebe|oh
phoebe|moving right
phoebe|see go
other|yeah well thing
other|far ever go
phoebe|mean
other|look
other|phoebe love
other|much
other|never want get married
phoebe|oh
phoebe|wow
other|first marriage know disaster
other|kind lost faith whole idea
phoebe|really bad
other|one point near end deliberately defecated
phoebe|ok well bad
phoebe|think might different someone else
phoebe|perhaps blonde always us toilet
phoebe|except ocean
other|look would marry
other|certain first time got married would last forever
other|totally wrong
other|look phoebe
other|never wan na get married
phoebe|oh
other|sorry
other|ok
other|cause
other|maybe u moving together best idea
phoebe|definitely wan na get married
phoebe|wanted make sure want
phoebe|whew
phoebe|coz know move start changing mind gon na hell pay mister
other|trust never
phoebe|yeah get
rachel|hi
monica|gave decided call someone
rachel|yeah know kidding
rachel|barely use chopstick
other|set
rachel|oh thank much
rachel|oh oh wait
rachel|forgot erm
rachel|game
other|thanks
chandler|hey rach
chandler|perfectly proportioned wife
rachel|look never get joke
monica|thank
chandler|oh
chandler|thank
chandler|thank
chandler|know one thing would change
chandler|one single thing
chandler|definitely
chandler|two
chandler|single thing
monica|ok wierd
monica|want sex something bad
chandler|love way look warm form
monica|ok
monica|know old classic know look nice
monica|still ok
chandler|well yes yes
chandler|look nice mean face look nice
chandler|want compliment body
chandler|mean
chandler|would change
chandler|specifically would want anything get bigger
monica|okay
chandler|mean would want part get bigger would
chandler|answer
rachel|thought dude could get wierder
monica|know think worried getting bigger
rachel|know
rachel|mean brought
monica|oh god
monica|trying get pregnant probably starting freak fact body going change
rachel|really think
monica|heard
monica|bigger
monica|perfect
monica|get bigger
monica|oh god sounded like high school wrestling coach
monica|know
monica|going talk chandler
rachel|yeah
rachel|course body gon na change
rachel|breast gon na get bigger as gon na get bigger gon na lose bladder control
rachel|god
rachel|magical time
phoebe|hi
ross|hey
phoebe|listen wanted ask something marriage
ross|oh great seeking make joke
ross|mean see hanging come home
phoebe|really wanted know feel
phoebe|mike ever wan na get married
ross|never
phoebe|never
ross|wow still going move
phoebe|want want tell marriage really big deal
phoebe|know missing anything
phoebe|marriage stink
ross|yeah marriage
ross|stink
ross|mean wan na see man gain weight woman stop shaving
ross|get married
phoebe|really feel
ross|sorry
ross|look think wan na hear right can not help
ross|love marriage
phoebe|seriously
phoebe|divorce
ross|call name prefer ross divorcer
ross|cooler
ross|look know marriage exactly work
ross|love committed another person
ross|carol good time became lesbian
ross|afterward
ross|sorry
phoebe|ok feel
ross|come
ross|mean living together great
ross|mean guy much fun love mike
phoebe|love mike
ross|yeah see
ross|excited moving together know
ross|big deal
phoebe|yeah guess right
phoebe|yeah thanks
phoebe|helped
phoebe|thanks
ross|divorcer rescue
phoebe|cooler
ross|yeah hurt
joey|rach
joey|rachel
joey|can not anything like
chandler|hey rach
chandler|ah
chandler|perfection
chandler|would change thing
chandler|thing
monica|honey
chandler|yeah
monica|erm
monica|going change
chandler|honey
monica|going get bigger
chandler|honey
chandler|love breast way
rachel|argh
rachel|fascist
monica|well breast going get bigger weather like
monica|know
monica|breast
monica|as going get bigger
chandler|as
rachel|man surprised hand foot get bigger
monica|kind package deal
chandler|god would want
monica|thought something wanted
