char|line
rachel|know thinking letting emma first cookie
joey|first cookie
joey|cooky time
rachel|never given cookie
joey|record also never given frosting
monica|hey rach adoption agency need letter recommendation wondering would write one u
rachel|course honored
chandler|thanks
monica|thank
joey|u u um think oversight
chandler|joey would asked thought would interested
monica|yeah think really much word
joey|whoo weh hey weh hey whoo hey
monica|clearly wrong
joey|got ta lot nice stuff say guy ok
joey|know much wan na baby know would love help get one
monica|know
monica|joey want
joey|thank
joey|alright let see gon na start
joey|dear baby adoption decider people
chandler|excited letter
phoebe|hey
joey|hey
monica|wow
monica|look nice
phoebe|yes
phoebe|today mike one year anniversary
rachel|oh
rachel|anniversary
rachel|first date first kiss first time sex
phoebe|yeah
chandler|must going somewhere fancy celebrate
phoebe|uh uh
phoebe|ehm knicks game
joey|uhm
joey|little overdressed
phoebe|hey know never one year anniversary matter go wearing something fancy pant
phoebe|gon na put finest jewelry gon na sex public rest room
monica|guy
monica|chandler even sex bathroom
chandler|people make number two
other|hey
ross|hey
other|know
other|little time
other|want
ross|oh
ross|ohh
ross|love really grade paper
other|fine fine
other|shower
ross|b b b b b
other|oh ross gave b pottery barn catalogue
ross|well good idea take shirt
ross|damnit
other|rachel
other|open
other|sister
other|talk
ross|hi amy
other|rachel
ross|still sharp tack
other|um
other|charlie rachel sister amy
other|amy charlie
other|hi
other|hi
other|nice meet
other|h hi
ross|ross
ross|grew block
ross|thanksgiving together last year
ross|baby sister
other|n
other|uhm
other|buy falafel yesterday
ross|yes yes
ross|hi rachel
ross|here sister amy
ross|think need pec implant
rachel|amy
rachel|hi
rachel|oh oh hoh
rachel|wow
rachel|remember joey
other|yeah
other|hey sure
other|day life guy
joey|right yeah
other|good
joey|always nice meet fan
other|well huge news
rachel|oh sorry hold
rachel|let check baby
other|wait important
other|ella wait
ross|ehm
ross|name emma
other|change ella much prettier
ross|know
ross|sell middle eastern food cart
other|hey english getting better
ross|oh god
joey|know may hottest girl ever hated
ross|working
joey|oh monica chandler recommendation
joey|want sound smart
joey|know big word anything
ross|use thesaurus
joey|say
ross|watch
ross|ehm
ross|highlight word want change
ross|go tool thesaurus generates
ross|give
ross|give whole list choice
ross|pick word sound smartest
joey|oh god great
joey|smart
joey|brainy bright clever love thing
joey|look lady joey tribbianis got whole package
rachel|god
other|beautiful
rachel|oh know
other|talking bedding
rachel|right
rachel|news amy
other|oh
other|um
other|well
other|getting married
rachel|oh god
other|guy
other|killer apartment
other|fifth
other|elevator open right living room
rachel|like
other|oh
other|ok
other|remember old boyfriend mark
rachel|yeah
other|dad
rachel|huh
rachel|wow got ta
other|old
other|yeah
other|travel lot hardly ever
rachel|sweety got ta tell ya
rachel|sound little bit like like apartment like
other|myron
other|hmm
other|told old
rachel|oh
rachel|sit sit
rachel|oh honey know also almost married somebody didn ’ t love
rachel|remember barry
other|humpf remember
other|used make time went sleep
rachel|sometimes nodding ok
rachel|uhm anyway listen marrying barry best decision ever ever made
rachel|honey deserve true love
rachel|soulmate somewhere
rachel|someone age smart fun care
other|you ’ re right you ’ re right
other|i ’ m gon na
rachel|ok
other|i ’ m gon na marry myron keep looking mr right
rachel|ok let ’ s keep talking
phoebe|excuse anniversary
phoebe|excuse anniversary
phoebe|uhm sir could move nacho
phoebe|they ’ re seat
phoebe|anniversary
phoebe|can ’ t believe whole year
other|know
other|best year
other|best year life
phoebe|never thought could love someone much
other|feel way
phoebe|you ’ re generous kind amazing bed it ’ s anniversary
other|knicks fan please turn attention big screen score board
other|someone special question ask
phoebe|oh lame
phoebe|oh it ’ s tacky impersonal
other|really
phoebe|oh it ’ s worst way propose
other|excuse
joey|hey finished recommendation
joey|think you ’ ll happy
joey|it ’ s longest ever spent computer without looking p0rn
chandler|don ’ t
chandler|uh
chandler|understand
joey|word little sophisticated ya
monica|doesn ’ t make sense
joey|course
joey|it ’ s smart
joey|used saurus
chandler|every word
joey|yep
monica|alright sentence originally
joey|oh ‘ they warm nice people big heart ’
chandler|became ‘ they humid prepossessing homo sapiens full sized aortic pump
