char|line
monica|hey guy
monica|know it ’ s last minute decided halloween party
phoebe|oh good
monica|everybody wear costume
monica|come
monica|it ’ ll fun
ross|well i ’ ll i ’ ll
ross|mean wear costume class day anyway
rachel|please tell you ’ re gon na dress like dinosaur
ross|two year row
joey|look i ’ ll come party i ’ m dressing
joey|way
joey|look halloween stupid
joey|dressing pretending someone you ’ re
chandler|you ’ re actor
monica|ross gon na bring mona
ross|yeah
ross|yeah think
joey|hot girl wedding
ross|yeah
joey|well hey hey need idea costume could bikini model slutty nurse sexy cheerleader huh ooh ooh leatherface texas chainsaw massacre
joey|slutty leatherface
phoebe|wasn ’ t joey hitting wedding
ross|that ’ s right
ross|hitting got
ross|guess better man
ross|please don ’ t take
phoebe|ursula
phoebe|wait
phoebe|err err it ’ s
phoebe|phoebe
other|oh thought mirror
other|okay bye bye
phoebe|wait second
phoebe|what ’ s new
other|umm nothing
other|mean i ’ m getting married next week
other|yeah
other|yeah it ’ s gon na small ceremony
other|family
phoebe|huh
phoebe|okay
phoebe|well i ’ m really happy
other|wait
other|umm want come guess that ’ d okay
phoebe|really
other|sure
other|could sister day
phoebe|yeah
phoebe|okay
phoebe|umm y ’ know friend halloween party tonight old apartment could come
phoebe|maybe could meet guy you ’ re marrying
other|huh
other|well i ’ m supposed working restaurant tonight
other|i ’ m supposed working right care
phoebe|way it ’ s costume party
other|oh
other|okay that ’ s you ’ re
phoebe|thanks
rachel|hi
monica|wait
monica|you ’ re supposed wear costume
rachel|woman spent lot money dress want wear soon won ’ t able fit
monica|oh
rachel|ahh
monica|i ’ m catwoman want borrow dress you ’ re big
rachel|okay
other|trick treat
rachel|oh
rachel|oh
rachel|give candy
rachel|really want kid right
rachel|y ’ know ever since got pregnant strongest maternal instinct
other|trick treat
rachel|minute
rachel|look guy
rachel|wow
rachel|scary witch
other|thank
rachel|funny clown
other|thank
rachel|style right
rachel|y ’ know work ralph lauren whole fall line got like equestrian theme going
rachel|don ’ t suppose saw cover british vogue
other|candy
rachel|yeah
rachel|sure
phoebe|ah catwoman
phoebe|meet
monica|supergirl
phoebe|it ’ s
phoebe|phoebe
chandler|monica
chandler|talk second
chandler|listen appreciate getting costume
rachel|oh
monica|thought he ’ d love
monica|favorite kid book velveteen rabbit
chandler|velveteen rabbit brown white
monica|well either pink bunny bunny
chandler|bunny
chandler|always bunny
joey|hey
monica|didn ’ t dress either
joey|yes
joey|i ’ m chandler
joey|dude happened
joey|okay
joey|i ’ m chandler
chandler|ever done
joey|ever done
other|trick treat
rachel|oh
rachel|well you ’ re prettiest ballerina i ’ ve ever seen
other|thank
rachel|oh wow
rachel|deserves another piece candy
other|thank
rachel|well say earns tutu piece candy
other|love
rachel|ohh oh honey
rachel|take
rachel|monica
rachel|need candy
monica|there ’ s like four kid
rachel|yeah know one said loved gave everything
phoebe|wonder pregnant
ross|hey
rachel|hey
monica|supposed
ross|remember russian satellite sputnik
ross|well i ’ m potato spud
ross|antenna
ross|sputnik becomes spud nik
ross|spudnik
chandler|wow
chandler|don ’ t worst costume anymore
joey|hey right ross came doody
ross|i ’ m doody
monica|space doody
other|aren ’ t gon na give kiss
phoebe|okay
phoebe|right tell hell
other|ursula
phoebe|ursula ’ s fiancée
other|oh god you ’ re sister
phoebe|yeah
other|okay slapped future sister law ’ s as
phoebe|yeah
other|i ’ m idiot
other|uh mother
other|maybe give little slap butt
phoebe|mother killed
other|knew i ’ m sweating
other|look i ’ m really sweating i ’ m saying look i ’ m getting even sweatier
other|think probably go
phoebe|that ’ s okay we ’ ll start
phoebe|okay
phoebe|hi
phoebe|i ’ m phoebe
other|eric
phoebe|looking like
other|‘ cause sweat ’ s getting eye burning
phoebe|okay
other|don ’ t think name
other|it ’ s get nervous start sweating like crazy
phoebe|meant costume
other|oh umm i ’ m solar system
other|yeah student helped make teach second grade
phoebe|love second grade
other|really
phoebe|yeah
phoebe|it ’ s much better first grade don ’ t know what ’ s going definitely better third grade
phoebe|y ’ know politics mind game
phoebe|umm i ’ m masseuse day
other|y ’ know don ’ t stand believe
phoebe|i ’ m fun
phoebe|i ’ m really i ’ m really really excited ursula
other|oh feel lucky she ’ s great
other|think she ’ s beautiful woman i ’ ve ever seen
phoebe|thank
monica|hey joey
joey|yeah
monica|read comic book right
joey|exclusively
monica|think would win fight catwoman supergirl
joey|catwoman hand
monica|yeah
joey|phoebe i ’ d give edge phoebe
monica|really
joey|kiddin ’
joey|phoebe lived street
joey|okay
joey|plus she ’ s got crazy temper
joey|she ’ s standing right behind
monica|you ’ re fine
monica|right well think could take rachel
joey|i ’ m sure
monica|come tough
monica|punch right
monica|hard
joey|relax
joey|taking seriously
joey|doesn ’ t matter
monica|oh really
monica|okay
monica|well would say told y ’ know ross chandler could beat
joey|would say woman please
phoebe|hey
phoebe|ursula ’ s fiancée really sweet
phoebe|he ’ s teacher volunteer work
phoebe|y ’ know normally y ’ know don ’ t like really sweaty guy
phoebe|one
phoebe|could mop
monica|oh god phoebe
monica|you ’ re getting crush sister ’ s fiancée
phoebe|i ’ m
joey|come temper
other|trick treat
rachel|hi
rachel|y ’ know honey we ’ re actually candy right
rachel|someone went get giving money i ’ m
rachel|hey write check
other|okay
rachel|okay what ’ s name
other|lelani mayolanofavich
rachel|okay i ’ m gon na write cash
other|hi
rachel|hey mona
chandler|oh
chandler|hi
other|hi
chandler|joey ’ s gon na thrilled
chandler|hoping you ’ d come slutty nurse
other|umm actually i ’ m nurse
chandler|you ’ d think would embarrass see i ’ m maxed
ross|hey
other|hi
ross|made
other|wait wait
other|you ’ re umm you ’ re potato
ross|well i ’ m spud
