char|line
chandler|wow
chandler|ripped
chandler|ripped real nice
joey|many time tell
joey|ya turn sliiiide
joey|yknow turn slide
chandler|don ’ t turn slide throw
chandler|i ’ m tired get tetanus shot every time get dressed
joey|look we ’ re throwing
joey|built thing hand
chandler|right ‘ bout sell
joey|right
joey|you ’ re gon na tell
chandler|mind stick another cabinet
chandler|seem right
other|hey monica it ’ s chip
monica|yes
ross|who ’ s chip
monica|shhh
other|good runnin ’ bank today ah here ’ s number 555 9323
other|give call
other|later
monica|chip chip matthew
ross|guy took rachel prom
ross|calling
monica|‘ cause ran bank still soo cute
ross|monica you ’ re lucky
ross|he ’ s like popular guy school
monica|know
monica|chip
monica|hi
monica|it ’ s monica
monica|‘ kay
monica|‘ kay
monica|okay
monica|okay good bye
monica|oh god best conversation
ross|leaving
rachel|good
rachel|‘ cause i ’ ve got product report read it ’ s like eight page hope don ’ t fall asleep
ross|write
rachel|wow
rachel|look chip matthew called
rachel|wonder want
ross|well ah actually
rachel|bet sensed ready sex another guy
ross|well umm don ’ t give call
rachel|okay
rachel|sure wan na hear
ross|oh i ’ m sure
rachel|chip
rachel|hi it ’ s rachel
rachel|rachel green
rachel|yeah umm left message
rachel|yes roommate wrote
rachel|monica geller
rachel|ohh
ross|oh that ’ s right
ross|called ask monica
ross|that ’ s got ta embarrassing
phoebe|dumb drunken bitch
phoebe|thank thanks
ross|hey here ’ s question guy get finest oak east mississippi
chandler|uh huh first tell u got prettiest lace land
ross|i ’ m reading ad
joey|look good uh
ross|yeah
chandler|stunning entertainment center
chandler|fine fine italian craftsmanship
phoebe|oh god guy selling entertainment center
rachel|love thing
chandler|want
other|oh
chandler|ahh gepeto 5 000 dollar
chandler|insane
joey|hey ad alone cost 300 buck
chandler|right look i ’ m changing 50 buck best offer
joey|kind profit
joey|call accountant
chandler|nooo
joey|oh
chandler|can ’ t believe don ’ t know living
phoebe|yeah actually don ’ t know
ross|good
rachel|something number
phoebe|oh god
phoebe|shoo
phoebe|kitty
phoebe|shoo
phoebe|come
phoebe|come
phoebe|crazy
phoebe|oh god
phoebe|nothing
phoebe|nothing
joey|what ’ s wrong
phoebe|really strong feeling cat mother
rachel|mean mom met montauk
rachel|cat
phoebe|human lady
phoebe|spirit mom lily one killed
ross|sure she ’ s cat taking grandma ’ s glycoma medicine
phoebe|dr
phoebe|skeptismo
phoebe|i ’ m sure
phoebe|first okay there ’ s feeling
phoebe|okay another fact went guitar case lined orange felt
phoebe|mother ’ s favourite fish orange roughy
phoebe|cat
phoebe|like
phoebe|fish
phoebe|hi mommy
phoebe|oh haven ’ t seen smile 17 year
joey|dude phoebe ’ s mom got huge peni
chandler|let go
monica|hey
rachel|umm gon na tell you ’ re going chip matthew
monica|okay go chip matthew
rachel|nooo
rachel|it ’ s okay
rachel|can ’ t believe would want
monica|little thing prom
rachel|monica
rachel|couldn ’ t find two hour
rachel|sex amy welch
monica|come back high school
monica|could still bother
rachel|mean people would want go chip
monica|look went different high school
rachel|okay doesn ’ t help went high school
monica|went one popular got ride chip ’ s motorcycle wear letterman jacket
monica|went one wore band uniform specially made
rachel|specially made
monica|project one home ec class
rachel|oh god told u mascot
monica|back thought would never ever get chance go chip matthew he ’ s he ’ s called asked
monica|fat girl inside really want go
monica|owe
monica|never let eat
rachel|oh go
monica|oh really
rachel|yeah
rachel|it ’ s possible could leave somewhere go sex another guy
monica|i ’ ll try
ross|guy luck getting rid entertainment center
joey|well couple call last night ah don ’ t think gon na work
chandler|yes joey careful screening process
chandler|apparently everyone qualified wood nail
phoebe|stop
phoebe|stop
phoebe|keep squirming trying get away
phoebe|like alive
ross|pheebs long mom gon na u
phoebe|well i ’ m sure
phoebe|mean guess yknow get used fact there ’ s yknow new mom
phoebe|yknow think she ’ s worried yknow she ’ s gon na she ’ s gon na replaced
phoebe|well that ’ s gon na happen
phoebe|noo
phoebe|okay return call room
monica|can ’ t use phone
phoebe|well i ’ m returning call certain mom b e c h
phoebe|spelled wrong word
ross|guy crazy phoebe ’ s mom remind anyone cat
monica|ross don ’ t start
ross|come can ’ t tell actually believe there ’ s woman inside cat
rachel|believe
ross|don ’ t
rachel|yes
ross|yknow you ’ re gon na suck
rachel|oh sure always right
ross|always okay okay
rachel|jurassic park could happen
other|wow
other|that ’ s ah that ’ s pretty nice
joey|pretty nice
chandler|you ’ ll pardon roommate wanted marry
other|don ’ t 50 buck would willing trade
other|we ’ ve got canoe
chandler|yknow really don ’ t think need canoe
other|got ta take canoe
chandler|right take entertainment center get home throw canoe away
other|we ’ re throwing away
other|built canoe
joey|good
rachel|guy you ’ re never gon na believe found tacked telephone pole
rachel|look kinda familiar
ross|apparently phoebe ’ s mother also go name julio
rachel|guy there ’ s little girl soho looking cat
rachel|mean know mean
joey|yeah eah
joey|200 dollar reward split five way
rachel|tell
ross|yes tell
