char|line
monica|guys understand us kissing important part
joey|yeah right
joey|yserious
phoebe|oh yeah
rachel|everything need know first kiss
monica|absolutely
chandler|yeah think us kissing pretty much like opening act yknow
chandler|mean like stand comedian sit pink floyd comes
ross|yeah like comedian
ross|bought ticket
chandler|problem though concerts matter great show girls always looking comedian yknow
chandler|mean car fighting traffic
chandler|basically trying stay awake
rachel|yeah well word advice bring back comedian
rachel|otherwise next time gonna find sitting home listening album alone
joey|still talking sex
ross|good good mm seem little angry
other|well issues
other|banging women head club sits home trying get mastodon smell carpet
ross|marsha cave people
ross|okay
ross|issues like gee glaciers getting kinda close
ross|see
other|speaking issues ex wife
other|yes
other|carol
other|hi
ross|okay okay yes
ross|uh catch ice age
ross|hi
ross|look great
ross|uh
ross|hate
other|sorry
other|look good
ross|ah well anyone
ross|stands erect
ross|new
ross|still uh
other|lesbian
ross|well
ross|never know
ross|um
ross|family
other|martys still totally paranoid
other|oh uh
ross|carol
other|pregnant
ross|pregnant
chandler|oh think episode threes company kind misunderstanding
phoebe|already seen one
joey|yeah sorry swallowing slowed
monica|whose little ball paper
chandler|oh uh would mine
chandler|see wrote note realised need balled
chandler|wish dead
phoebe|already fluffed pillow
phoebe|monica know already fluffed fine
monica|look sorry guys wanna give ammunition already
chandler|yes know cruel parent flatness childs pillow
phoebe|monica hi
phoebe|um monica scaring
phoebe|mean like like chaotic twirly
phoebe|good way
joey|yeah calm
joey|see ross getting chaotic twirly every time come
monica|far parents concerned ross wrong
monica|ysee prince
monica|apparently big ceremony born
chandler|ew ew ew ew ew ew ew ew
chandler|ugly naked guy got thighmaster
rachel|anybody seen engagement ring
phoebe|yeah beautiful
rachel|oh god oh god oh god oh god oh god oh god
phoebe|look touch
rachel|oh like dreading tomorrow enough give back
rachel|hi barry
rachel|remember
rachel|girl veil stomped heart front entire family
rachel|oh god gonna return ring without ring makes much harder
monica|easy rach find
chandler|oh
chandler|yeah
joey|oh
joey|yeah
joey|alright whendya last
phoebe|doy
phoebe|probably right lost
chandler|get lot doy days
rachel|know morning know kitchen
chandler|dinah
rachel|ohhhhh mad
rachel|oh sorry
monica|gave one job
rachel|oh look straight noodles
chandler|monica know look engagement ring lasagne
monica|cannot
chandler|boys
chandler|going
ross|hi
monica|wow
