char|line
ross|going
rachel|well eye little itchy
joey|uhhh mine
joey|yeah
monica|wow
monica|really red
monica|go see eye doctor
rachel|richard
rachel|gon na go see ex boyfriend
chandler|oh richard
chandler|ever hear richard richard richard
monica|since going think mentioned name twice
chandler|okay richard richard
monica|richard
monica|okay
monica|new guy really good
rachel|well sorry going eye doctor
ross|oh god go
ross|anytime anything come close touching eye anyone el like freak
ross|watch
ross|watch
rachel|ross
rachel|come
rachel|right
rachel|fine okay weird thing eye
rachel|talk please
monica|hey rach remember great song
rachel|monica
rachel|come
ross|hey anybody want get lunch
ross|favor say
rachel|ross
rachel|stop
rachel|come
chandler|much love king
rachel|chandler
rachel|stop
rachel|come
chandler|okay man
joey|yeah got excited
ross|right got ta go
ross|taking ben park
phoebe|ohh give kiss
ross|right bye
monica|bye
phoebe|bye
ross|later
phoebe|sorry got caught middle
phoebe|mean
phoebe|furious
chandler|wow umm calm
phoebe|trying man guy push button
monica|mad
phoebe|look wan na talk
phoebe|okay
monica|well seems
phoebe|wan na list
phoebe|keep talking
phoebe|anyone seem list way
chandler|uh pheebs
chandler|look like
phoebe|uh piece paper say ross
joey|hey
joey|got phone estelle guess
joey|got lead movie
chandler|got lead movie
chandler|amazing
chandler|movie
joey|called shutter speed really cool
joey|yeah umm meet girl subway fall love like day right
joey|disappears find life get like old lady answer door say betsy
joey|right
joey|say betsys dead 10 year
phoebe|ohh oh chilling
joey|best part filming desert outside vega
joey|know mean buddy
chandler|yeah know mean buddy
joey|road trip
joey|yeah rent car
joey|tuesday
phoebe|oh wait grandmother dead
chandler|well uh talk pheebs
phoebe|cab
phoebe|probably using drive la vega
joey|right
joey|thanks pheebs
chandler|whoa whoa whoa going job
joey|oh umm go
chandler|right great road trip baby
chandler|okay
monica|chandler
monica|ask permission
monica|go
chandler|thank
monica|hey rach come
monica|gon na late eye doctor appointment
rachel|right
rachel|let u get
rachel|ugh
rachel|ohhh
rachel|look
rachel|oh mean look mess
rachel|mean probably gon na clean
rachel|yknow
rachel|gon na reschedule
monica|thought mess going bother wrong
monica|right let u go blinky
monica|chandler
