char|line
other|oh
other|feel sooo good
rachel|oh lucky
rachel|coffee live sex show
other|sorry
rachel|oh
rachel|oh sorry
rachel|reading emma
other|cosmo
rachel|yeah yeah
rachel|climax way better skin
other|go shopping today least favourite thing soo bad picking clothes
joey|need someone know fashion tell look good
joey|oh hey rach
rachel|yeah
joey|maybe could take charlie shopping
rachel|oh well
other|sure better thing
joey|kidding
joey|rachel love shop
joey|great taste
joey|yeah one taught wear white labour day always always always put underwear trying clothes
other|time really appreciate help
rachel|ok uh uh
rachel|let u let u shop
joey|ok gon na come back classy clothes
joey|slutty lingerie slutty
phoebe|ok great
phoebe|right bye
phoebe|pain as
phoebe|right
joey|matter pheebs
phoebe|oh
phoebe|mike sister invited party tonight gon na
phoebe|like oh worry
phoebe|asked
phoebe|totally ok seeing
phoebe|go think totally ok seeing
rachel|totally hung
phoebe|exactly
rachel|gon na want eat heart gon na look fabulous
phoebe|even think
phoebe|aaargh sexual politics
rachel|hey pheebs taking charlie shopping come help find something
phoebe|ok thatll great
joey|oh nice
joey|three trying slutty lingerie together
rachel|gon na
joey|would ruin hurtin
chandler|wow
chandler|fortunately pretty face
monica|oh can not believe
monica|uterus inhospitable environment
monica|trying hard good hostess
chandler|oh can not believe sperm low motility let tell growing sure seem hurry get place
other|hi
chandler|hi
monica|hi
other|sorry better news test last week wanted talk option
monica|ok
other|even though chance conceiving natural mean great never know
other|keep sex regular basis
chandler|oh damn
monica|worry tune
other|ok given situation option greatest chance success would surrogacy insemination using sperm donor
monica|ok
other|course feel neither right always adopt
chandler|hint
chandler|love doctor connelly think want child
chandler|wow talking inhospitable environment
rachel|hi
rachel|ok ready go pick phoebe go shopping
other|oh yeah
other|let u
joey|alright good time
rachel|gon na find clothes
ross|hey guy
rachel|hi
ross|guess keynote speaker national paleontology conference
other|umh
other|kurts baley
ross|yeah right
ross|last time met submission deadline abstract well laughing
joey|seeing like paleontologist
joey|fun yeah
other|keynote speaker
other|making decision
ross|professor sherman yeah
ross|meeting today
other|pretty tough guy impress
ross|yeah well
ross|think know dazzle
rachel|oh
rachel|gon na magic trick ya
ross|tsz
chandler|hey guy
ross|wait minute guy
ross|oh wan na ask something
ross|may get speak paleontology convention love guy come hear
chandler|think safely say family issue work stuff sick
ross|barbados
chandler|come first
other|see guy
joey|bye
rachel|bye see ya
chandler|ok
joey|right
joey|go fertility clinic
chandler|much fun last time
chandler|apparently get p0rn giving sperm sample
ross|doctor say
chandler|well
chandler|surrogacy monica dreamt whole life carrying child felt watching surrogate would
chandler|hard
joey|ruling surrogacy
chandler|yeah
joey|learn mean
chandler|aside adoption choice insemination
chandler|talking sperm donor
joey|enough said man
joey|upstairs
chandler|ah ha
ross|feel
chandler|wish easier way u child think one
joey|come ross good guy
