char|line
other|‘ cause every time see face can ’ t help fall grace
other|know
joey|wow
joey|girl good
phoebe|oh ho yeah
phoebe|song rhyming word
phoebe|oo never thought
chandler|like
phoebe|sing play guitar time
chandler|well that ’ s pretty much i ’ m looking people
monica|look
monica|jealous
ross|yeah pheebs come two completely different style
ross|yknow she ’ s
ross|yknow you ’ re
other|beside meeeee eeee ee
phoebe|okay see see everyone else happy she ’ s done
other|okay next song ’ s called phoebe buffay say
other|really loved singing partner shouldn ’ t left way
phoebe|oh one ‘ look hidden meaning ’ song
other|hey phoebe
phoebe|hey leslie how ’ d know i ’ d
other|ran vlad place sell big fish said played lot umm
chandler|right listen go bathroom place big fish come
chandler|i ’ d like know whether that ’ s several big fish one big fish
joey|ah phoebe tell u write jingle
phoebe|actually said abandoned write jingle
joey|ah anything might heard
other|ah yeah umm
other|home never far away
other|home home star stew
other|yeah don ’ t anymore
other|got kinda sick couldn ’ t come anything good fired
phoebe|hmm bummer
other|well yknow umm thinking hoping umm maybe you ’ d want get back together
phoebe|thanks
other|aw come phoebe would think
phoebe|okay
phoebe|thanks
other|okay ah see ya pheebs
joey|wow kinda brutal
phoebe|well okay let lesson right
phoebe|betray become like ice woman y ’ know
phoebe|cold hard unyielding yknow nothing nothing penetrate icy exterior
phoebe|tissue please
monica|yeah sure
other|someone
chandler|part dare devil game play called ‘ wait last moment burst die
chandler|’
chandler|jeez man fall
chandler|hi
chandler|ah ya ya fall high
other|someone lady room couldn ’ t wait
other|left lid ya though
chandler|yknow gunther go ah go ahead i ’ m i ’ m talking ah
chandler|part say name
other|ginger
chandler|ginger
chandler|i ’ m talking ginger
other|don ’ t use bathroom
chandler|nope nope i ’ d ah i ’ d rather talk
chandler|yes
chandler|yes go bathroom
other|someone
phoebe|where ’ s chandler
joey|ah can ’ t make said
joey|whoa oh
other|joey
other|joey tribbiani
other|joey see okay
other|you ’ re hiding behind coat
joey|phew close one
ross|hi
rachel|hi sweetie
ross|hello
other|hi ross
ross|yeah huh
rachel|i ’ ve got bad news
rachel|get quick bite eat come back
ross|come sweetie
ross|you ’ ve work late every night past two week time
other|actually it ’ s kinda fault
other|quit today
ross|work come first
ross|oh hey that ’ s sad though happened
ross|burn
ross|burn ya
rachel|nooo he ’ s leaving better job
ross|oh well that ’ s great guess ah good bye
ross|huh
ross|good bye
other|okay
ross|okay
rachel|well we ’ re gon na miss around
other|yeah
other|see ya saturday
rachel|yeah bet
phoebe|oh
monica|yknow delicacy india
phoebe|yeah leslie calling see get back together
phoebe|that ’ s twentieth time today
phoebe|good luck leslie
monica|wow must hurt pretty bad huh
phoebe|well yeah
phoebe|yknow best friend ever since little mom worked barge together
monica|oh two must cute running around barge
phoebe|never run barge
joey|hey
other|hey
joey|ah chandler around
monica|umm met girl coffee house
joey|oooh
monica|yeah ginger something
joey|nooo
joey|ah sure wasn ’ t something sounded like ginger like ah gingeer
monica|ginger
monica|remember told said ‘ the movie star
monica|’
joey|aww man
joey|that ’ s girl hiding
joey|find he ’ s roommate she ’ s gon na tell
monica|well
joey|oh oh oh can ’ t can ’ t tell it ’ s like awful horrible thing i ’ ve ever done whole life
monica|yknow don ’ t tell u
monica|we ’ ll wait chandler get home it ’ ll fun way
joey|right
joey|okay like four year ago
joey|okay ginger gone time one weekend went dad ’ s cabin
joey|annoying little dog pepper
joey|well night cooked really romantic dinner
monica|gave food poisoning
joey|wish
joey|dinner pepper fell asleep front fire
joey|well woke middle night saw fire dying
joey|picked log threw
joey|least thought log
phoebe|oh god
phoebe|threw pepper fire
joey|wish
joey|see guess another thing probably should ’ ve told ginger kinda ah artificial leg
monica|oh god
monica|joey threw leg fire
joey|ran
chandler|well that ’ s best kiss i ’ ve anyone i ’ ve ever met men ’ s room
other|actually
chandler|op foot puddle foot puddle
other|oh damn hate
chandler|yeah we ’ re gon na get shoe
other|oh don ’ t worry
chandler|really you ’ re gon na freeze
other|i ’ m
chandler|you ’ re got bionic foot
other|day maybe
rachel|funny book
ross|hmmm
ross|oh thinking something funny heard today
ross|umm mark mark saying ‘ i ’ ll see saturday
ross|’
rachel|yeah lecture told last week said didn ’ t mind
ross|oh it ’ s it ’ s lecture ah mind umm
rachel|oh please tell it ’ s i ’ m going mark
ross|oh well
rachel|oh god
rachel|ross
ross|well i ’ m sorry ah look you ’ re working anymore still stuff
rachel|he ’ s friend
ross|okay really need another friend
ross|mean
rachel|okay well stop playing joey chandler play mark
ross|funny
ross|supposed laughing
rachel|don ’ t know thought ‘ see saturday ’ funny
rachel|look honey mark fashion okay like friend share stuff
rachel|guy would never want go lecture
ross|pa haa
ross|would love go
rachel|really
ross|yeah hey clothes even pick
ross|mean know could fashion
ross|monger
rachel|okay
rachel|honey would love go
ross|wear i ’ m nervous
monica|yknow say watched pot never beep
phoebe|it ’ s yknow couple hour hasn ’ t called
phoebe|even care yknow
monica|phoebe don ’ t call
monica|obviously want
phoebe|think know well
monica|well don ’ t ‘ cha wan na
phoebe|yeah
monica|okay well know
phoebe|that ’ s said
monica|well
phoebe|can ’ t
phoebe|can ’ t
phoebe|dumped mean totally trusted one day ‘ okay bye pheebs ’ gone
phoebe|yknow saddest part playing together like fun i ’ ve ever like life
other|best shoe good
other|wear everyday
other|heel hole toe
other|don ’ t care people say
other|foot ’ s best friend pal end
other|i ’ m one hot chicky
other|though late one night much light
phoebe|stepped something icky
other|sticky shoe sticky shoe always make smile
other|sticky shoe sticky shoe next time i ’ ll
other|avoid
other|pillleeeee
other|we ’ re beginning see lot layering sheer fabric colour
other|instance sheer navy blouse pink
ross|i ’ m really glad came
ross|you ’ re pretty
ross|love
rachel|oh
phoebe|smelly cat smelly cat feeding
phoebe|smelly cat smelly cat it ’ s fault
other|wow that ’ s great
phoebe|oh yeah
other|yknow could totally sell
other|it ’ d perfect like umm kitty litter campaign
phoebe|jingle
other|could make ton money
phoebe|okay well money i ’ d millionaire yknow
phoebe|got get jingle head sweetie
other|aw you ’ re right you ’ re right
other|i ’ m sorry
phoebe|that ’ s okay
phoebe|right i ’ m gon na play song that ’ s really really sad
phoebe|it ’ s called magician box mix
other|oversized bracelet oversized earring oversizing accessory general popular
monica|hi
chandler|hey
monica|oh borrow
monica|milk ’ s gone bad
chandler|oh hate
chandler|thing half half stole car
monica|umm date ginger
chandler|great
chandler|great
chandler|she ’ s ah she ’ s great great looking great personality she ’ s greatness
monica|sound like she ’ s got ah whole package
chandler|joey told leg huh
monica|uh huh
chandler|oh god freaked
chandler|okay know shouldn ’ t
chandler|mean like don ’ t want stop seeing every often it ’ s like ‘ hey yknow where ’ s leg
chandler|’ mean i ’ m smallest person world aren ’ t
