char|line
ross|hey everybody
ross|happy thanksgiving
other|shhhh
ross|keeping thanksgiving secret year
chandler|playing game learned work
chandler|name state six minute
ross|like insanely easy
chandler|lot harder sound
chandler|always forget least one case
chandler|fourteen
monica|stupid game playing people technically lose
ross|forgot fourteen state
monica|nobody care dakota
chandler|oh okay time
rachel|right got 48
chandler|oh bad pheebs
phoebe|oh got tired naming state
phoebe|decided list type celery one regular celery
chandler|okay rachel got 48 phoebe lead vegetable joey
joey|say hello new champ chandler dumb state game
ross|wow many got
joey|fifty six
joey|hey
joey|new england state
joey|huh
joey|sport team
chandler|south oregon sport team
chandler|go
rachel|come one extra place setting
monica|invited assistant
rachel|oh right
rachel|sorry
rachel|tag coming girlfriend came town spending thanksgiving
monica|oh
monica|tell
monica|made individual sweet potato stuffed pumpkin
rachel|well going figured know
rachel|food delicious perfect never many pumpkin thing
monica|think would enjoy fake still
phoebe|regular celery
phoebe|oh already
ross|done
ross|time spare
chandler|oooh may new world record
ross|know hate lecture guy kinda disgraceful group well educated adult joey can not name state
ross|ever see map one round colorful thing called globe
ross|hmm
chandler|uh magellan
chandler|got 46 state
ross|impossible
joey|46
joey|wow
joey|well educated mr
joey|forgot ten state
monica|right oven space
monica|gon na turn joeys
monica|please watch
monica|let joey eat food
chandler|one man
chandler|okay ross time
ross|give another minute
chandler|look ross know never know okay
chandler|beauty game
chandler|make want kill
ross|crazy
ross|right uhh bet get 50 dinner
chandler|okay can not dinner
joey|right
joey|look list ross lot
monica|hey guy know oven work
joey|drawer full take menu okay right
monica|ross gon na use okay
ross|pshhshhh
monica|chandler
monica|give hand
chandler|sure joey let ross look map globe apartment
joey|worry chandler globe united state
phoebe|hey guy gon na go take walk
ross|phoebe bag moving
phoebe|oh
rachel|seriously moving
joey|hell
phoebe|knitting
phoebe|yes
phoebe|knit
phoebe|good
monica|ross ’ s apartment nice
monica|come hang often
chandler|know
chandler|maybe smell little weird
chandler|like old pumpkin something
monica|pie
chandler|smell delicious
monica|uh oh
monica|uh oh
monica|left joey alone food
monica|yep
monica|yep knew
monica|feeding stuffing dog
phoebe|hi geller bing residence
phoebe|help
monica|phoebe dog apartment
phoebe|sorry
monica|phoebe dog sitting couch
chandler|tell allergic sue
phoebe|dog
monica|yes
monica|black white shaggy sitting next rachel licking rachel hand
phoebe|oh god
monica|right
phoebe|already
rachel|hi tag
other|uh wanted see offer spend thanksgiving still good
rachel|well sure
rachel|come
rachel|well happened girlfriend
other|kinda broke morning
rachel|oh sorry
other|yeah went back ohio
ross|ohio
ross|thank
chandler|huh
chandler|dog
ross|dog
ross|dog
joey|yeah dog left
monica|phoebe
monica|phoebe open
phoebe|dog
chandler|phoebe hear dog barking
phoebe|coughing
phoebe|oh good
phoebe|listen um dog room
phoebe|well watching friend went town
phoebe|wait
phoebe|hello name clunkers
phoebe|may please stay nice people
monica|oooh wish could stay chandler allergic
chandler|extremely allergic okay
chandler|anywhere near dog 5 minute throat close
phoebe|odd dog living past 3 day
chandler|really
monica|chandler dog long reaction maybe allergic dog
chandler|well still go right
chandler|okay um
chandler|okay
chandler|time
chandler|okay hate dog
phoebe|crazy
ross|mind
joey|told ya
chandler|needy jumpy can not tell thinking scare little bit
ross|right scary
ross|ahh ate treat hand
rachel|wait minute
rachel|like dog
rachel|mean even puppy
chandler|puppy
other|like puppy
chandler|okay new
joey|look chandler told never tell anyone dog thing
joey|like ross likin ’ ice cream
phoebe|like ice cream
ross|cold
chandler|okay dog make little uncomfortable
ross|hurt teeth
chandler|wan na say want guy hate uh think around dog anymore
chandler|okay either dog go go
chandler|oh god
