char|line
chandler|kidding
chandler|joey
chandler|joey
chandler|joey
chandler|joey
chandler|joey
chandler|joey
chandler|joey
chandler|joey
chandler|joey
chandler|joey
joey|joey
joey|joey
joey|joey
joey|joey
joey|joey
chandler|oh
chandler|oh wake
chandler|gunther get another cup coffee please
chandler|uh you ’ re working
other|don ’ t need fill silence
chandler|oh okay thanks
monica|chandler that ’ s like fourth cup coffee
chandler|well drinking lot cup coffee i ’ m exhausted
chandler|joey started snoring
monica|he ’ s different room
monica|he ’ s really loud
joey|oh
chandler|it ’ s something proud okay
chandler|go sleep clinic
joey|look told ya i ’ m going clinic
joey|don ’ t problem you ’ re one problem
joey|go quit baby leave alone clinic
chandler|don ’ t
joey|yeah
joey|quit baby leave alone
joey|you ’ ve first class
monica|y ’ know used go guy really light sleeper whenever started snore would roll
joey|ohhh yeah
monica|would roll would stop snoring
chandler|next time snore i ’ m rolling ya
joey|got ta got ta got ta got ta
ross|hey guy
chandler|hey right
phoebe|hey
phoebe|oh olympics
monica|guy picked date yet
ross|oh yet
phoebe|still can not believe you ’ re engaged
phoebe|‘ cause happening fast ‘ cause you ’ re loser
ross|oh
ross|thanks
ross|uh anyone seen rach
monica|ugh she ’ s upstairs dish
monica|tell ya something
monica|i ’ m time
monica|don ’ t care dish sit sink they ’ re covered i ’ ll get home
ross|yeah oh
ross|hey listen umm emily found wedding dress london
phoebe|already
ross|yeah didn ’ t fit
ross|well luckily there ’ s store one left size i ’ m groom i ’ m supposed see dress
monica|i ’ ll pick
ross|thank
monica|okay
chandler|oh she ’ s got running errand y ’ know picking wedding dress wah pah
ross|what ’ s wah pah
chandler|y ’ know whipped
chandler|wah pah
joey|that ’ s whipped
joey|whipped wh tcssh
chandler|that ’ s
chandler|wah pah
joey|can ’ t anything
rachel|hey mon dish
ross|hey
rachel|oh
rachel|it ’ s
rachel|hi
ross|hey uh minute
rachel|yeah yeah take break anyways
ross|listen uh know haven ’ t really chance talk since uh emily decided get married uh wondering
rachel|oh
ross|know getting married i ’ d feel kinda
ross|y ’ know
rachel|yeah
rachel|yeah
rachel|definitely well definitely took surprise i ’ m okay
ross|yeah
rachel|yeah
ross|right wanted check
rachel|oh that ’ s sweet
ross|you ’ re great
ross|know someday happen
ross|hang
rachel|uhh hang
ross|oh didn ’ t mean uh
rachel|mean maybe didn ’ t hear serious relationship called joshua
ross|oh thought guy like four date didn ’ t realise become anything yet
rachel|oh become yeah
rachel|oh four great date
ross|oh
ross|yeah
rachel|yeah
rachel|oh yeah
rachel|mean connection mean y ’ know emotionally mentally physically
ross|wow that ’ s that ’ s that ’ s incredible
rachel|know isn ’ t
rachel|it ’ s like i ’ m right joshua
ross|uh huh
rachel|right emily
rachel|it ’ s y ’ know it ’ s kinda like
rachel|it ’ s tie
rachel|well got ta get got ta get back dish
ross|got ta get work
rachel|oh yeah
rachel|fine
ross|hey y ’ know y ’ know would make really happy
rachel|oh yeah what ’ s
ross|like four u could y ’ know hang together
ross|uh fact emily ’ s coming town weekend don ’ t say dinner
ross|say sunday night
rachel|would great
ross|yeah right it ’ s date
rachel|hang
rachel|hang
ross|say something
rachel|singing
monica|oh god
monica|ohh
monica|look one
monica|it ’ s beautiful
phoebe|yeah y ’ know gon na end getting divorced
other|may help lady
monica|oh yes umm i ’ m pick dress hold
other|yes what ’ s name please
monica|emily waltham
other|yes
other|right
other|would like try m
other|waltham
monica|okay
phoebe|you ’ re beautiful bride i ’ ve ever seen
monica|aren ’ t
other|m
other|waltham
monica|yes
other|we ’ re closing
monica|right
other|could get ring back
chandler|right buddy time roll
chandler|n n n
chandler|going clinic
chandler|you ’ re going clinic pyjama store
monica|use cup
monica|yes
monica|believe
monica|use plate
monica|yes
monica|believe
monica|oh
monica|thank
monica|ohhh thank much
monica|oh thank coming
monica|uh second
phoebe|let
monica|phoebe
phoebe|yeah
monica|hold one minute
phoebe|let right
monica|alone
phoebe|yes
monica|right
joey|suck
joey|didn ’ t know stay night went stupid sleep clinic
joey|i ’ m tired
chandler|it ’ s 6 00
joey|yeah well
rachel|hi
chandler|hey hear joshua going dinner ross emily think that ’ s think that ’ s really cool
joey|yeah rach think you ’ re handling really well
rachel|handling
rachel|mean handling
rachel|there ’ s nothing handle
rachel|maybe would problem wasn ’ t joshua
rachel|y ’ know they ’ re gon na get married anyway
rachel|come
rachel|rushed thing fast it ’ s ridiculous
rachel|mean they ’ re gon na engaged like
rachel|year
rachel|somewhere along way one gon na realise they ’ ve done they ’ re call whole thing
rachel|i ’ m telling ya you ’ re gon na dancing wedding you ’ re dancing there ’ s
chandler|yeah well don ’ t dance wedding
chandler|wedding great place meet woman dance look like
ross|hey man
chandler|hey
ross|guy four week today
chandler|nothing
rachel|nothing
joey|free
ross|great
ross|emily getting married month
ross|yep
rachel|month
ross|yeah
rachel|mean mean 30 day
ross|yeah
ross|yeah
rachel|well that ’ s great
ross|yeah
ross|yeah emily always wanted get married beautiful place parent got married it ’ s going torn mean know it ’ s crazy everything ‘ til crazy don ’ t know feel right
ross|y ’ know
joey|hey
joey|that ’ s day stop menstruating
joey|isn ’ t mine
other|hey rachel
rachel|hi
other|what ’ s
other|you ’ re voice sounded squeaky phone
rachel|ohh nothing wanted see
rachel|see hug
rachel|see
other|great
rachel|yeah
rachel|sit
other|okay
rachel|i ’ m okay really really happy
rachel|wan na know
rachel|‘ cause really happy u
rachel|think think right track
rachel|y ’ know
rachel|mean think working think clicking
rachel|y ’ know
other|yeah sure sure yeah we ’ re we ’ re we ’ re we ’ re we ’ re clicking
rachel|yeah yeah y ’ know like one little area think need would need work would think we ’ re crazy enough
other|got ta say i ’ m sure agree
rachel|well yeah right y ’ know
rachel|yeah you ’ re right mean fun
rachel|yeah
rachel|mean mean like craaaazy
rachel|y ’ know
rachel|okay right
rachel|gon na gon na sound y ’ know little umm hasty uh go
rachel|umm
rachel|ugh
rachel|got married
rachel|oh know know it ’ s it ’ s it ’ s totally like whoa
rachel|y ’ know mean mean feel right
rachel|don ’ t think
rachel|mean feel right don ’ t think
other|wow
other|uhh rachel uhh you ’ re real special lady divorce isn ’ t final yet we ’ ve four day i ’ m thinking thanks
other|idiot
other|name please
joey|joey tribbiani
other|um hmm stay night preparation sleep study
other|uh sir
chandler|yes
other|alll right we ’ ll call minute
chandler|hey check girl
chandler|really hot
joey|yeah
joey|wow
joey|doin ’
chandler|you ’ re coming entire room
chandler|i ’ m chandler
other|i ’ m marjorie
chandler|hi
other|hi
chandler|mind
other|please
chandler|uh
other|talk sleep
chandler|coincidence listen sleep
joey|don ’ t give number
monica|okay ready
phoebe|yeah
monica|okay
phoebe|got
phoebe|mine
monica|congratulation
phoebe|thank
monica|okay
monica|turn
monica|turn
phoebe|okay
phoebe|okay ready
monica|yeah
phoebe|okay
monica|terrible throw
phoebe|i ’ m gon na right
phoebe|that ’ s real
monica|look
monica|big concern what ’ s real
monica|oh god
monica|we ’ re really sad aren ’ t
phoebe|yeah think
monica|isn ’ t even dress
phoebe|well least didn ’ t rent store called it ’ s late
monica|i ’ m changing
monica|like half hour
monica|okay throw straight time
phoebe|okay
monica|i ’ m getting married next
phoebe|yay
phoebe|hate regular clothes
phoebe|y ’ know
phoebe|look know isn ’ t gon na special day life
monica|yeah
monica|mean kinda fun didn ’ t start feeling silly
phoebe|guess
phoebe|oh god
monica|oh god
phoebe|oh you ’ re cheater
chandler|hello
chandler|little one
monica|hey
phoebe|hey
monica|joey gon na stop snoring
chandler|yep
chandler|beautiful woman agreed go
chandler|joey wanted ask uh picked
phoebe|oh how ’ d happen
chandler|i ’ m cooler
monica|seriously
chandler|well she ’ s she ’ s kinda girl joey unconscious
joey|hey guy
joey|what ’ s happening
monica|oh god
joey|oh gave sleep clinic it ’ s gon na help snore
monica|well asleep right joe
monica|‘ cause don ’ t think wear unless
joey|know don ’ t
joey|taste good
chandler|plus look cool
rachel|well called joshua
phoebe|oh go
rachel|well best convince i ’ m crazy girl dying get married i ’ m going hard time
phoebe|say
rachel|well uh answering machine understanding
rachel|ugh
rachel|feel blue
monica|ohh sweetie
monica|hey bet anything he ’ s gon na call
rachel|yeah maybe don ’ t think even care
rachel|don ’ t think he ’ s one i ’ m sad
rachel|y ’ know know said totally okay ross getting married turn don ’ t think i ’ m handling well
phoebe|yeah maybe
rachel|trying figure
phoebe|luck
rachel|well yeah y ’ know ross
rachel|guess figured somewhere road would
monica|y ’ know
monica|think
ross|hey
monica|hey
ross|got u reservation sunday night okay
ross|ernie ’ s 9 o ’ clock
rachel|yeah well uh better make three
ross|oh see don ’ t know we ’ re gon na hungry three
rachel|three people
rachel|joshua ’ s gon na
ross|happened
rachel|uh well think think broke
ross|noo
rachel|well apparently scare easy
ross|oh rachel i ’ m i ’ m sorry
rachel|it ’ s okay
rachel|sometimes thing don ’ t work way you ’ d thought would
ross|come
rachel|oh hey don ’ t go pick emily
ross|yeah
rachel|yeah
ross|okay
rachel|yeah
rachel|got girl
rachel|ugh
phoebe|hey y ’ know might cheer
rachel|y ’ know got ta tell ya really put better mood
monica|oh wish job could wear time
monica|maybe someday
monica|oh god
monica|he ’ s gon na come borrow candle big date
rachel|oh okay
monica|rachel don ’ t get
monica|can ’ t see u
phoebe|yeah
phoebe|groom can not see bride
rachel|i ’ m gon na marry chandler
rachel|okay guy relax
rachel|doooo
other|got ta go
rachel|oh wait joshua
rachel|joshua
rachel|yeah well oughta
joey|dude
joey|trying sleep
