char|line
ross|hey remember monkey
chandler|yeah
ross|yeah thinking
joey|hey
joey|what ’ s 20 percent tip
joey|something wrong
chandler|twenty percent pretty generous tip joe
joey|y ’ know what ’ s generous
joey|fifty percent
joey|y ’ know what ’ s even generous
chandler|see you ’ re goin ’
ross|what ’ s greed joe
joey|right look i ’ m sorry guy it ’ s got ta get new head shot made
joey|they ’ re really expensive y ’ know
joey|i ’ m like three
joey|well actually two ‘ cause one ‘ em kinda blackened teeth
ross|well isn ’ t something earn little extra money
ross|mean can ’ t can ’ t pick don ’ t know extra shift
phoebe|y ’ know used beg money
phoebe|course help you ’ ve got y ’ know little goin ’
phoebe|wow
phoebe|still
ross|oh wait
ross|wait
ross|don ’ t audition today
ross|yeah
ross|maybe you ’ ll get job
joey|oh ha ha ha
joey|ooh
joey|wait minute used get medical experiment time
chandler|ah finally explanation
joey|used get paid kind medical stuff remember
joey|let ’ s see uh well don ’ t want donate sperm
joey|really prefer home office y ’ know
joey|ooh ooh maybe want like blood spit something huh
other|joey
joey|yeah
other|tell talking friend you ’ re working
joey|uhh
other|guy waiting coffee ten minute
other|he ’ s complained three time
joey|well
ross|hi
phoebe|hey
ross|hey guy
phoebe|ohh
phoebe|went self defense class today
ross|wow
rachel|yeah kicking guy crotch morning really take ya
joey|take
phoebe|kick anybody ’ s as
rachel|yeah
ross|one class
ross|don ’ t think
rachel|wan na see self defend
rachel|go pretend you ’ re sexual predator
rachel|go
rachel|dare ya
ross|well course defend attack know coming that ’ s enough
ross|look studying kara tay long time there ’ s concept really familiar
ross|it ’ s japanese call unagi
rachel|isn ’ t kind sushi
ross|it ’ s concept
phoebe|yeah
phoebe|it ’ s freshwater eel
ross|right maybe mean
rachel|ohh
rachel|would kill salmon skin roll right
ross|y ’ know
ross|fine
ross|get attacked
ross|don ’ t even care
phoebe|come ross
phoebe|we ’ re sorry
phoebe|please tell u
ross|unagi state total awareness
ross|okay
ross|achieving true unagi prepared danger may befall
phoebe|mean case someone trying steal bamboo sleeping mat kettle fish
ross|i ’ m saying it ’ s one thing prepared attack like whole another story prepared attack don ’ t know like surprise
ross|right know one coming doesn ’ t mean unagi
rachel|ooh
rachel|y ’ know
rachel|made reservation could unagi half hour
ross|y ’ know
chandler|hey hey monica
chandler|okay look need help don ’ t know get valentine ’ s day
rachel|well valentine ’ s day like two week ago wouldn ’ t get calendar
chandler|working valentine ’ s day we ’ re celebrating tonight
joey|ohh hey
joey|don ’ t book date one romantic spa
