char|line
rachel|terry know worked long wondering think would possible got 100 advance salary
other|advance
rachel|spend thanksgiving family
rachel|see every year go skiing vail normally father pays ticket sort started whole independence thing know actually took job
other|rachel rachel sweetheart
other|terrible terrible waitress
other|really really awful
rachel|ok hear sayin
rachel|um trying really hard
rachel|think better
rachel|really
rachel|anybody need coffee
rachel|oh look
rachel|excuse sir
rachel|hi come time
rachel|wondering think possibility could give advance tips
other|huh
rachel|ok ok fine
rachel|fine
rachel|hey sorry spill
rachel|98
rachel|50 go
monica|hey
monica|ross know mom dad going puerto rico thanksgiving
monica|yes
monica|blymens invited
ross|wrong
monica|wrong
ross|wrong
monica|talked
ross|calling mom
joey|hey hey
chandler|hey
phoebe|hey
chandler|cry help department
chandler|wearing makeup
joey|yes
joey|today officially joey tribbiani actor slash model
chandler|funny thinking look like joey tribbiani man slash woman
phoebe|modeling
joey|know posters city free clinic
monica|oh wow gonna one healthy healthy healthy guys
phoebe|know asthma guy really cute
chandler|know one gonna
joey|hear lyme disease open
chandler|good luck man
chandler|hope get
joey|thanks
ross|well right
ross|us huh
ross|thanksgiving
monica|ok tell
monica|cook dinner place
monica|make like moms
ross|make mashed potatoes lumps
monica|know actually supposed
monica|work lumps
monica|joey going home right
joey|yeah
monica|assume chandler still boycotting pilgrim holidays
chandler|yes every single one
monica|phoebe gonna grandma
phoebe|yes boyfriend
phoebe|celebrating thanksgiving december lunar
monica|free thursday
phoebe|yeah
phoebe|oh come
monica|yeah
monica|rach thinking gonna make vail
rachel|absolutely
rachel|shoop shoop shoop
rachel|hundred two dollars go
chandler|thought 98
chandler|50
rachel|yeah well
rachel|broke cup
ross|well carols
phoebe|ooh ooh
phoebe|invite
ross|ooh ooh
ross|ex wife probably want bring ooh ooh lesbian life partner
ross|hi uh carol
other|faculty meeting
ross|oh uh came pick skull
ross|well mine
ross|susan come
ross|thanks
ross|yeah carol borrowed class get back museum
other|look like
ross|kinda like big face without skin
other|yes familiar concept
other|look
ross|ok
ross|wow guys sure lot books bein lesbian
other|well know take course
other|otherwise let
ross|hey hey yertle turtle
ross|classic
other|actually reading baby
ross|uh baby born yet
ross|would mean
ross|crazy
other|think hear sounds
ross|serious mean really
ross|really talk
other|yeah time
other|want baby know voice
ross|uh talk
other|yeah yeah time
ross|really
other|um refer bobo sperm guy
ross|look talking think get belly time
ross|believe
phoebe|oh believe
phoebe|think baby totally hear everything
phoebe|show
phoebe|look seem little weird put head inside turkey talk hear everything say
chandler|like say totally behind experiment
chandler|fact much like butter head
monica|hey rach make money
rachel|even close
rachel|forget vail forget seeing family forget shoop shoop shoop
monica|rach heres mail
rachel|thanks put table
monica|heres mail
rachel|thanks put table
monica|would open
rachel|oh god oh guys great
monica|chipped
monica|owe 20 bucks
rachel|thank
rachel|thank much
monica|chandler go got traditional thanksgiving feast got tomato soup grilled cheese fixins family size bag funyuns
rachel|wait wait chandler havin thanksgiving dinner
rachel|holiday
chandler|right nine years old
ross|oh hate story
chandler|finished magnificent thanksgiving dinner
chandler|remember part vividly mouthful pumpkin pie moment parents choose tell getting divorced
rachel|oh god
chandler|yes
chandler|difficult appreciate thanksgiving dinner seen reverse
joey|uh hi
joey|uh used work together
joey|yeah macys
joey|obsession girl right
joey|aramis guy
joey|aramis
joey|aramis
other|yeah right
joey|gotta tell
joey|best business
other|get
joey|serious
joey|amazing
joey|know spritz lay back
other|really
other|know means
joey|ooh smell great tonight
joey|wearing
other|nothing
joey|listen uh wanna go get drink something
other|yeah
other|oh
joey|wrong
other|remembered something
joey|oh
other|um leave
joey|wait wait wait
joey|guess saw
rachel|saw
phoebe|laughing
phoebe|know laughter infectious
joey|set another place thanksgiving
joey|entire family thinks vd
chandler|tonight special blossom
monica|mmm looking good
monica|ok ciders mulling turkeys turking yams yamming
ross|know
ross|without mom kitchen
monica|right
monica|know
monica|get way stop moping
ross|closer
rachel|got tickets
rachel|got tickets
rachel|five hours shoop shoop shoop
chandler|oh must stop shooping
rachel|ok gonna get stuff
joey|chandler come already
chandler|prefer keep safe distance merriment
phoebe|look incoming pumpkin pie
chandler|ok laughed stuffing funny anymore
joey|hey monica got question
joey|see tater tots
monica|question
joey|mom always makes
joey|like tradition
joey|get little piece turkey fork little cranberry sauce tot
joey|bad enough cannot family disease
monica|right fine
monica|tonights potatoes mashed lumps form tots
ross|ok talk unborn child
monica|ah
ross|ok mom never hit
phoebe|ok done
monica|phoebe whip potatoes
monica|ross needs lumps
phoebe|oh sorry oh thought could whipped add peas onions
monica|would
phoebe|well like mom used make know died
monica|ok three kinds potatoes coming
rachel|ok good bye guys
rachel|thanks everything
rachel|oh sorry
rachel|oh sorry
chandler|unbelievable thing happened
chandler|underdog gotten away
joey|balloon
chandler|actual cartoon character
chandler|course balloon
chandler|news
chandler|right reached macys broke free spotted flying washington square park
chandler|goin roof
rachel|cannot gotta go
chandler|come
chandler|80 foot inflatable dog let loose city
chandler|often happen
phoebe|almost never
monica|got keys
monica|got keys
rachel|ok
other|anytime ready
ross|ok ok go
ross|ok talking
ross|mean uh well one way seems offer certain acoustical advantage
other|aim bump
ross|ok ok ok ok goes
ross|know know cannot
ross|uh weird
ross|feel stupid
other|fine
other|susan
ross|hello baby
ross|hello hello
rachel|loved moment first saw giant dog shadow park
phoebe|yeah shoot
phoebe|mean mean
monica|ok right turkey crispy outside juicy inside
monica|standing
rachel|waiting open door
rachel|got keys
rachel|yes
rachel|left said got keys
monica|asked got ke eys
rachel|said got keys
chandler|either keys
monica|oven
rachel|oh gotta get ticket
joey|wait wait copy key
monica|well get get
joey|tone make go faster
monica|joey
joey|one
ross|everyones telling gotta pick major gotta pick major
ross|dare picked paleontology
ross|idea saying let us face fetus
ross|happy gills anymore
other|look talk
other|sing want
ross|oh please
ross|singing stomach ok
other|hi goin
ross|shh
ross|come walkin street get funniest looks everyone meet
ross|hey hey
ross|hey uh feel
ross|always uh
other|first
other|keep singing
other|keep singing
ross|hey hey baby cannot wait meet
ross|come buy bagel go zoo
other|felt
ross|hey hey daddy
ross|one without breasts
joey|nope one
monica|go faster
joey|hey got one keyhole zillion keys
joey|math
monica|guys many keys anyway
chandler|emergency like
rachel|right listen smirky
rachel|stupid balloon would plane watching woman right
monica|swear said keys
rachel|would say keys unless keys obviously keys
phoebe|ooh ok
phoebe|enough keys
phoebe|one say keys
monica|would keys
rachel|aside fact said
rachel|well
monica|everything responsibility
monica|enough making thanksgiving dinner everyone
monica|know everyone wants different kind potatoes making different kinds potatoes
monica|anybody care kind potatoes want
monica|nooooo
monica|long phoebe gets peas onions mario gets tots first thanksgiving burned
chandler|ok monica dogs hear look doors open
chandler|go
monica|well turkeys burnt
monica|potatoes ruined potatoes ruined potatoes ruined
ross|come walkin smell like moms
monica|wanted lumps ross
monica|well go buddy ya got one
rachel|oh god great
rachel|plane gone looks like stuck guys
joey|hey better plans
joey|nobodys first choice
monica|oh really
monica|busting ass make delicious thanksgiving dinner
joey|call delicious
monica|stop stop stop
chandler|feels like thanksgiving
phoebe|ooh
phoebe|ugly naked guys taking turkey oven
phoebe|oh god
phoebe|alone
phoebe|ugly naked guys thanksgiving dinner ugly naked gal
joey|gotta see
joey|right ugly naked guy
monica|ooh ugly naked dancing
phoebe|nice someone
chandler|shall carve
rachel|means
chandler|ok wants light cheese wants dark cheese
ross|even wanna know dark cheese
monica|anybody wanna split
joey|oh
phoebe|ooh guys make wish
monica|make wish
phoebe|come know thanksgiving
phoebe|ooh got bigger half
phoebe|whatd wish
