char|line
rachel|ooh
rachel|look
rachel|look
rachel|look
rachel|look joeys picture
rachel|exciting
chandler|always spot someone never seen one plays
chandler|notice fear sense impending doom
phoebe|exclamation point title scares
phoebe|yknow freud freud
ross|oh shhh shh
ross|magic happen
joey|vell eva veve done excellent vork vould say pwoblem qviiite clear
joey|"want dingle 
what envys schwang 
a thing tinkle 
or play simply let hang"
rachel|god
rachel|feel violated
monica|anybody else feel wanted peel skin body something else
chandler|ross ten clock
ross|feels like two
chandler|ten clock
chandler|beautiful woman eight nine ten clock
ross|oh
ross|hel lo
chandler|amazing
chandler|makes women dream look like short fat bald men
monica|well go
monica|anyone
chandler|oh yeah would opening line
chandler|excuse
chandler|blarrglarrghh
rachel|oh cmon
rachel|person
chandler|oh please could league
chandler|ross back
ross|could never get woman like million years
chandler|thank buddy
phoebe|oh oh yknow always see really beautiful women really nothing guys could one guys
monica|could
chandler|ythink
chandler|oh god cannot believe even considering
chandler|aware tongue
ross|cmon
ross|cmon
chandler|goes
other|yes
chandler|hi
chandler|um
chandler|okay next word
chandler|would
chandler|chandler
chandler|chandler name uh
chandler|hi
other|yes said
chandler|yes yes say say wanted say uh
chandler|would like go sometime thankyou goodnight
other|chandler
joey|whadja think
joey|cmon guys bad
joey|better thing trolls least got see head
chandler|said yes
chandler|said yes
chandler|awful play man
chandler|whoah
chandler|names aurora italian pronounces name chand lrr
chandler|chand lrr
chandler|think like better way
chandler|oh listen usher gave give
joey|estelle leonard talent agency
joey|wow agency left card
joey|maybe wanna sign
phoebe|based play
phoebe|based play
chandler|hey kids
phoebe|line passion
phoebe|line
chandler|well cannot believe almost seven seconds asked date went
monica|oh right right
monica|date chand lrr
chandler|unbelievable
chandler|never met anyone like
chandler|amazing life
chandler|israeli army
other|luckily none bullets hit engine block
other|made border barely
other|talking night long sorry
other|tell one stories
chandler|alright
chandler|got subway right night rode way brooklyn
chandler|hell
chandler|talked til like two
chandler|perfect evening
chandler|less
other|sudden realised yammon
chandler|oh sorry
other|would rick
joey|rick
chandler|rick
other|husband
chandler|oh divorced
chandler|oh sorry widowed
chandler|hopefully
other|still married
chandler|tell think husband would feel sitting
chandler|sliding foot far pant leg count change pocket
other|worry
other|imagine okay really okay ethan
chandler|ethan
chandler|ethan
other|mmmm
other|ethan
other|boyfriend
chandler|explain something uh kind relationship imagine us already husband boyfriend
other|suppose mainly sexual
chandler|hm
monica|oh
monica|sorry work
chandler|work
chandler|seeing thursday
chandler|listen story
monica|listen story
monica|mean twisted
monica|could get involved woman like
chandler|well yknow trouble first way look get good stuff fun talking sex none responsibility
chandler|mean every guys fantasy
phoebe|oh yeah
phoebe|true
phoebe|ross fantasy
ross|course
ross|yeah yeah
monica|guys mind going someone else going someone else
joey|could
monica|good joey
joey|woman need know going people
ross|well yknow monogamy uh tricky concept
ross|mean anthropologically speaking
ross|fine
ross|fine alright never know
monica|kidding
monica|cmon tell us
ross|alright
ross|theory put forth richard leakey
rachel|tah daaah
chandler|greeting way
chandler|like
rachel|look
rachel|cleaned
rachel|windows floors
rachel|even used attachments vacuum except little round one bristles know
ross|oh yeah nobody knows
ross|supposed ask
rachel|well whaddya think
monica|oh
monica|see moved green ottoman
monica|happen
rachel|dunno
rachel|thought looked better
rachel|also extra seat around coffee table
monica|yeah yeah interesting
monica|yknow
monica|fun let us see looked like old spot
monica|alright compare
monica|let us see
monica|well looks good
monica|let us leave
phoebe|cannot believe tried move green ottoman
chandler|thank god try fan magazines
chandler|mean scratch eyes right
monica|guys bad
phoebe|yeah monica
phoebe|remember lived
phoebe|like little yknow ree
phoebe|ree
phoebe|ree
phoebe|ree
monica|unfair
ross|oh cmon
ross|kids raggedy ann doll raggedy
monica|okay responsible organised
monica|hey kook
ross|alright madcap gal
ross|try imagine
ross|phone bill arrives pay right away
ross|kook
ross|instead wait send notice
monica|could
rachel|okay uh let go grocery shopping buy laundry detergent one easy pour spout
monica|would someone
monica|one might wonder
chandler|someones left glass coffee table
chandler|coaster
chandler|cold drink hot day
chandler|little beads condensation inching way closer closer surface wood
monica|stop
monica|oh god
monica|true
ross|monica
ross|mom
phoebe|ree
phoebe|ree
phoebe|ree
phoebe|ree
phoebe|ree
joey|uh huh
joey|uh huh
joey|oh god
joey|okay
joey|okay
joey|agent
joey|agent gotten job new al pacino movie
monica|well part
joey|believe
joey|al pacino
joey|guys reason became actor
joey|order
joey|pfeeeh
joey|order
joey|whole courtrooms order
phoebe|seriously part
joey|thought pull back
ross|cmon seriously joey part
rachel|mah mah mah
joey|butt double
joey|kay
joey|play al pacinos butt
joey|alright
joey|goes shower butt
monica|oh god
joey|cmon guys
joey|real movie al pacinos big
chandler|oh terrific yknow deserve years struggling finally able crack way showbusiness
joey|okay okay fine
joey|make jokes care
joey|big break
ross|right right
