char|line
joey|hey
ross|hi
joey|want french toast
ross|oh i ’ ll
joey|good
joey|egg milk fridge
joey|thanks
monica|oww
chandler|what ’ s matter honey
monica|don ’ t know hand feel weird
monica|guess it ’ s i ’ m engaged
monica|long start getting annoying
phoebe|start
rachel|yeah let ’ s get started wedding plan
monica|okay
chandler|already
rachel|yeah got lot
rachel|got ta think flower caterer music
chandler|oh got thought
rachel|oh wait chandler many cook
ross|take groom show try say right name
monica|okay
chandler|god ’ s name
ross|oh god wedding book
ross|haven ’ t seen since forth grade
monica|baby got everything
monica|take y ’ know location instance
monica|first organized alphabetically geographically square footage
phoebe|smart
phoebe|break
phoebe|break
ross|conclusively prove idea jurassic park first
ross|let ’ s take look
phoebe|hey
phoebe|ross
ross|phoebe oh god
ross|wh wh
phoebe|need talk it ’ s pretty urgent
phoebe|it ’ s monica chandler
ross|oh god
ross|course course
ross|umm would please excuse moment
ross|umm know other ’ s hometown
ross|don ’ t wh what ’ s going
phoebe|well umm much
phoebe|thinking since guy got engaged maybe would nice privacy y ’ know
phoebe|could move couple day
ross|umm okay yeah sure
ross|wh what ’ s wrong monica chandler
phoebe|nothing
ross|phoebe said urgent
phoebe|oh yeah
phoebe|i ’ m going movie start like five minute
ross|realize classroom full student
phoebe|oh i ’ m sorry
phoebe|i ’ m rude
phoebe|anyone want come movie
monica|right haven ’ t cleared budget parent yet tell music
rachel|okay
monica|right umm string quartet procession
rachel|aw
monica|jazz trio cocktail
monica|bay city roller dancing
monica|wait sixth grade wedding
chandler|well couldn ’ t get anyway
chandler|ian doesn ’ t play anymore derrick derrick name shouldn ’ t know
joey|hey mon another pillow
joey|y ’ know something little snugglyer
chandler|napping instead place
joey|well duck
rachel|duck
rachel|hell damn duck
joey|uh well get sick somewhere immediately found properly cleaned
chandler|get look book people actually involved wedding
monica|course look
monica|yeah want opinion
chandler|okay
monica|go
monica|think centerpiece
chandler|centerpiece
monica|yeah
monica|rose lily
chandler|definitely rose
chandler|well think they ’ re little weddingy
chandler|lily clear choice
monica|oh god
monica|it ’ s like one mind
chandler|uh huh
joey|guy
joey|guy
joey|got ta let nap
joey|ugh i ’ m gon na get cranky
rachel|joey perfectly good couch across hall
joey|yes perfectly good one place duck got sick
joey|right i ’ m gon na go
rachel|joey duck
joey|don ’ t know
joey|eat face cream
joey|hey little buddy feeling
joey|hell face cream
joey|that ’ s soft
joey|pillowcase
joey|zelda looked chimney sweep
joey|father vicar vicar
joey|wouldn ’ t home hour
joey|loin burning
joey|threw caution wind reached grabbed whoa
joey|whoa ho ho ho
joey|dirty book
ross|uh phoebe
phoebe|oh ross hi
ross|phoebe
phoebe|i ’ m sorry i ’ m client right
ross|phoebe
phoebe|okay let ’ s talk outside
ross|phoebe can ’ t massage people apartment
phoebe|what ’ s big deal
phoebe|monica chandler ’ s
ross|knew
phoebe|okay well ross really
ross|look home want able come go whenever want
phoebe|okay find someplace else rest appointment
phoebe|don ’ t know big deal
ross|big deal don ’ t want naked greasy stranger apartment want kick back puzzle beer
ross|cold beer
rachel|hey joey ‘ cha
joey|sweepin ’
joey|turn
joey|huh
joey|sweeping chimney
rachel|joey eat face cream
joey|going
joey|vicar won ’ t home hour
rachel|joey learn word
joey|think zelda
rachel|found book
joey|yeah
rachel|joey going bedroom
joey|okay look i ’ m sorry went take nap know shouldn ’ t got p0rn
rachel|hey hey y ’ know
rachel|don ’ t care
rachel|i ’ m ashamed book
rachel|there ’ s nothing wrong woman enjoying little erotica
rachel|it ’ s healthy expression female sexuality way never understand
joey|got p0rn
ross|hello
other|hi uh phoebe
ross|uh she ’ s night
other|ohh great
ross|help something
other|well don ’ t know
other|masseur
ross|yes
other|great
other|dad
other|thank much i ’ ll back pick hour
other|chandler parent must ’ ve thrilled told engaged
chandler|oh yeah probably call
