char|line
phoebe|sitting
chandler|top world
chandler|dock bay
phoebe|ew eww
phoebe|undies
rachel|right
ross|well mine
chandler|well joeys
chandler|got ta joeys
joey|yeah mine
chandler|see
chandler|joeys
chandler|j j j j j joeys
joey|know uhh well joey
joey|yeah disgusting take underwear people home
rachel|well get em
rachel|wrong
chandler|yeah
monica|yeah
rachel|take em
rachel|joey touch
rachel|underwear
joey|chandler
joey|word
joey|tired covering two
joey|got stop
joey|ahh
joey|tighty whitey
joey|8
monica|thank joey thank much
joey|oh hey welcome
joey|okay look hate
joey|guy keep embarrassing
joey|yesterday rachel found razor bathroom know say said mine playing woman play
joey|one thing led another
monica|wow
monica|around ankle yknow tough spot
joey|yeah
joey|right listen can not
chandler|lying hard u
joey|oh oh yeah yeah bet sex make easier
chandler|well yeah actually
monica|try careful okay
monica|want everyone know going really well maybe reason going really well secret
chandler|know sound really weird bad relationship
monica|help u
chandler|help
joey|right
monica|joey
joey|think
monica|hey phoebe
chandler|hi pheebs
rachel|hey pheebs
joey|hey pheebs
rachel|reading
phoebe|umm wethering height
phoebe|taking literature class new school finish first session tomorrow
chandler|know taking class
chandler|cool
phoebe|yeah
phoebe|well really liked lamaze class took
phoebe|yknow time thought go something yknow little intellectual le painful final exam
rachel|honey sound like fun
phoebe|yeah
phoebe|ooh come
phoebe|oh yeah someone sit
rachel|okay
phoebe|yeah
phoebe|okay ooh going time read
rachel|oh read high school
phoebe|going much fun
phoebe|okay shhh finish
ross|hi
joey|wrong buddy
ross|someone work ate sandwich
chandler|well police say
ross|thanksgiving leftover sandwich
ross|can not believe someone ate
chandler|ross sandwich
ross|sandwich
ross|look 30 year old divorced twice got evicted
ross|sandwich good thing going life
ross|someone ate good thing going life
monica|okay look enough stuff one sandwich mean going eat
ross|would incredible
ross|thank much
ross|still can not believe someone ate
ross|mean look left note everything
chandler|knock knock
chandler|ross gellers lunch
chandler|ross gellers lunch
chandler|ross gellers lunch please take
chandler|okay
joey|surprised go home wearing lunch
phoebe|okay look wan na hold onto food
phoebe|got ta scare people
phoebe|learned living street
ross|really
ross|would say pheebs
ross|stuff like uh keep mitt grub
chandler|say ross picture phoebe living street surrounded entire cast annie
phoebe|okay keep away stuff
monica|phoebe bad as
phoebe|someday tell time stabbed cop
monica|phoebe
phoebe|well stabbed first
rachel|sorry late left late
phoebe|okay
rachel|pheebs book
phoebe|thought said read high school
rachel|well yeah remembered started pep rally top pyramid anyway umm book
phoebe|okay umm tragic love story cathy heathcliff umm take place like really creepy more england
phoebe|think represents wildness heathcliffs character
phoebe|totally get symbolism
other|would characterize theme book uh let u see rachel green
rachel|umm well would say tragic love story
other|well sort given yes
other|anyone else
rachel|oh oh oh symbolism
rachel|uh uh wildness more think mirrored wildness heathcliffs character
other|excellent
other|rachel shrewdly observed
phoebe|completely stole answer
rachel|well honey pretty obvious
phoebe|well would know
phoebe|even read
other|think
other|blue shirt
phoebe|think uh question many answer
other|would ya care venture one
phoebe|would care venture one
other|repeating saying
phoebe|repeating saying
other|right let u move
phoebe|okay
phoebe|yeah say read book
rachel|want think stupid
rachel|mean really embarrassing happened
ross|phoebe
phoebe|yeah
ross|phoebe
ross|note amazing
ross|one touch sandwich people work actually afraid
ross|yeah guy called mental
ross|mental geller yeah always wanted cool nickname like
monica|yeah best got high school wet pant geller
ross|water fountain
ross|okay
ross|anyway people writing report uh pushing back deadline meet schedule telling get tough people get anything want
ross|hey tribbiani give coffee
other|god really fun
other|wondering going ask
joey|uh still wondering
other|went
joey|smart
joey|like
other|oh candle
other|blanket
other|video camera
other|oh god
joey|oh wait wait wait
other|can not believe thought going video tape u sex first date
joey|hiya
rachel|joey said umm oh god
rachel|actually gon na
chandler|going
rachel|chandler next room
rachel|sick
joey|joey
joey|mean disgusting
joey|make low budget adult film
joey|guy promised careful
joey|mean come
joey|good joey name dragged mud
monica|sorry
chandler|yeah
joey|well telling everyone
joey|way explain underwear video camera make look like pig
chandler|wait
chandler|got better explanation
chandler|tell make adult film adult film class
joey|yeah like
joey|explain rachel found underwear place
chandler|oh know
joey|well get ready come non gay closet
monica|okay wait please
monica|promise come something
monica|give u little time
joey|right
joey|hey better make look really really good
joey|oh another thing video camera
joey|nice
other|umm ross
other|may word
ross|yeah course donald
other|getting report angry behavior part
other|threatening letter refusal meet deadline apparently people call mental
ross|yeah
other|want speak psychiatrist
ross|oh understand
ross|ugh silly
ross|umm sandwich
other|sandwich
ross|yeah
ross|see sister make amazing turkey sandwich
ross|secret put extra slice gravy soaked bread middle call moist maker
ross|anyway put sandwich fridge
other|oh know
other|sorry
other|believe ate
ross|ate sandwich
other|simple mistake
other|could happen anyone
ross|oh oh really
ross|confuse turkey sandwich moist maker
ross|perhaps seeing note top
other|may joke limerick kind
ross|said sandwich
other|calm
other|come look office still trash
other|well quite large
other|throw away
ross|threw sandwich away
ross|sandwich
ross|sandwich
rachel|hi
phoebe|hi
rachel|umm book
phoebe|read one either
rachel|well gon na accidentally read something else
rachel|vogue
rachel|hey tell jane eyre woman
phoebe|read
rachel|come phoebe
rachel|don ’ t goodie goodie
phoebe|fine
phoebe|okay right jane eyre first think woman
phoebe|cyborg
rachel|cyborg
rachel|like robot
phoebe|yeah book light year ahead time
other|sorry late
other|let u get started
other|everybody think jane eyre
phoebe|umm rachel discussing interesting insight
other|well go ahead rachel
rachel|uh thank phoebe
rachel|umm well struck reading jane eyre uh book ahead time
other|talking feminism think right
rachel|yeah well feminism yes also robot
chandler|hey
monica|hey
monica|okay umm since video camera thing work uh thought would give little preview
chandler|naked picture
monica|know
chandler|ross
ross|hey chandler
ross|monica
monica|ross okay
ross|fine
ross|saw psychiatrist work today
ross|account rage
chandler|may say right control
ross|gave pill
monica|pill
ross|uh huh
ross|well psychiatrist told take leave absence yelled bos started get worked offered tranquilizer
ross|thought good idea took
monica|wait minute making take time work
chandler|okay
ross|know
ross|going weird job definitely care sandwich
rachel|ugh embarrassing
rachel|can not believe let go like
phoebe|sorry
phoebe|funny started comparing jane eyre robocop
rachel|funny
phoebe|well snapped
phoebe|okay
phoebe|taking class seriously
rachel|phoebe come
rachel|big deal
rachel|thought going something could together
rachel|yknow thought would fun
phoebe|well yeah
phoebe|fun good yknow also wanted learn
phoebe|yknow people always talking learned high school never went high school
rachel|ohh
rachel|oh really wanted learn
rachel|yeah yknow pheebs wanted fun
rachel|ohh know go
monica|know
monica|know
monica|know
other|monica asked question
rachel|oh god
rachel|monica
joey|oh
rachel|get away
rachel|sick sick sick sick
ross|going
rachel|joey got secret peephole
chandler|oh
rachel|yes
rachel|naked picture monica
rachel|take naked picture u
rachel|eats chicken look
rachel|look
ross|dude
ross|sister
monica|give
phoebe|right wait
phoebe|wait
phoebe|everybody calm
phoebe|okay
phoebe|let u give friend joey chance explain big pervert
joey|pervert
joey|okay
joey|kinda
chandler|right look
chandler|look
chandler|think explain
joey|thank
chandler|joeys sex addict
monica|okay
monica|good
monica|good
monica|disease
joey|sex addict
monica|yes
monica|way explain stuff
joey|also explain truth
rachel|well truth
ross|yeah going
phoebe|going
joey|slept monica
chandler|well let u
chandler|let u see everybody think
monica|oh
ross|slept sister
joey|uh yes uh london
ross|good rage
rachel|monica true
joey|course true
joey|else would explain weird stuff going
monica|yes true
rachel|okay happened one time come found underwear apartment day
joey|ahh oy
joey|underwear wearing night london
joey|right monica
monica|guess wanted keep souvenir
ross|god monica
chandler|sure joe
chandler|sure sex addict
joey|anyones sex addict monica
joey|yeah
joey|yeah
joey|trying get back sack ever since london
phoebe|gave naked picture
joey|make sense
rachel|video camera
joey|uhh monica
monica|guess set video camera try entice joey
joey|sadly could enticed
ross|unbelievable
ross|mean really kept joeys underwear
ross|would
monica|monica
monica|disgusting
monica|stalk guy keep underpants
joey|well think learned something disgusting
joey|eh
joey|right going get back bucket
joey|eating skin chicken grab
phoebe|really thought making good point
phoebe|mean yknow got cut
other|yeah girl monica
phoebe|know
phoebe|come
monica|right everybody
monica|everybody guess
monica|convinced paul give u test next week
monica|come
monica|test make u better learner
monica|oh yeah
monica|essay question
