char|line
rachel|hell
rachel|hell
rachel|ohhhhhhh
monica|boy really morning person
rachel|back
rachel|get
rachel|get
rachel|get
rachel|god damn
rachel|get get get get get
rachel|noise
joey|it ’ s chick
joey|she ’ s going change
monica|kind change
chandler|well vet seems think that ’ s she ’ s becoming rooster
chandler|we ’ re getting second opinion
phoebe|hey
ross|hey shopping eight morning
rachel|well i ’ ve since six
rachel|thanks somebody ’ s dumb as rooster
phoebe|guy really get rid animal
phoebe|shouldn ’ t living apartment
rachel|yeah
rachel|especially knife cookbook around
phoebe|right
phoebe|i ’ m gon na go fertility doctor um see i ’ m ready frank alice ’ s embryo transferred uterus
ross|know you ’ re ready
phoebe|oh they ’ re gon na umm look see endometrium layer thick
chandler|oh uh check ya
phoebe|okay everyone think thick
phoebe|hi
phoebe|wish luck
monica|oh good luck
joey|good luck
joey|i ’ m still right
monica|sooo true
joey|she ’ s mad know today ’ s laundry day mean she ’ s wearing old lady underpants
chandler|check ya
monica|can ’ t believe think chandler know rachel better know
chandler|well
chandler|eat tic tack even number
joey|yeah what ’ s
chandler|ross believe check rachel ’ s bag find half eaten box cooky
ross|you ’ re good
rachel|i ’ m impressed
rachel|everybody snack shop
monica|yeah
joey|oh yeah
joey|ross many item left bag
ross|five
chandler|okay ten buck say name every item bag
rachel|many guess get
joey|six
ross|challenge extended
monica|deal
ross|challenge excepted
joey|right we ’ ll start apple
ross|we ’ ll starting apple
chandler|stop
chandler|yes
joey|okay
joey|uhh tortilla chip yogurt
chandler|diet soda
ross|yes
ross|yes
ross|yes
chandler|orange juice
rachel|there ’ s orange juice
rachel|win
monica|ha ha
ross|another guess
rachel|okay well one
joey|okay last thing
chandler|oh oh oh oh oh
joey|like another two week
chandler|got
chandler|scotch tape
ross|know would buy scotch tape
chandler|well used there ’ s last night making scary face
monica|aww man
chandler|right
chandler|ten buck
chandler|fork
chandler|cough
chandler|pay piper
chandler|gim me
monica|mean know u better want rematch
rachel|yeah none stupid grocery question real personal question
monica|yeah
monica|winner get hundred buck
joey|serious
monica|scared
joey|right make question
monica|ross
ross|oh sure ross
ross|it ’ s like job child life
rachel|fine
rachel|we ’ ll ask phoebe
