char|line
other|would like coffee baby doll
phoebe|fine thanks
chandler|yeah see can not pull baby doll
monica|think learned sugarlips incident
monica|gon na get tea
chandler|okay
chandler|hiya doin pumpkin
phoebe|nope
monica|look like going really well two huh
other|know really well
other|fact gon na ask phoebe move
monica|oh god
other|think
monica|think great
monica|gon na ask
other|tonight say anything
other|okay
monica|swear promise
monica|promise
monica|oh god excited
monica|can not hide
monica|lose control think like
monica|sorry could resist
monica|right listen let tell get flower
monica|okay
monica|yknow cry die whole funeral
other|see work sweetie
phoebe|okay
phoebe|bye
phoebe|movie see
monica|gary gon na ask move
phoebe|really
monica|told counter
monica|made promise tell could hold longer
phoebe|can not believe
chandler|right fast
chandler|fast
chandler|fast
monica|relax
monica|phoebe
chandler|oh
chandler|good pheebs way go
phoebe|fast
monica|ohhhh
phoebe|like lot think ready
chandler|gon na
phoebe|know
phoebe|handle ask talk
phoebe|afraid commitment
phoebe|talk make scared like
phoebe|make man
chandler|try sure good would yknow
chandler|lot le afraid commitment used
monica|sweet
chandler|still terrified take care
chandler|problem
joey|hey ross uh staten island really island
ross|uh huh call staten island
joey|ohhh
joey|thought like long island
ross|also island
joey|hey time
ross|2 17
joey|wow
joey|realize throwing ball without dropping like hour
ross|serious
joey|yeah
joey|realized half hour ago want say anything want jinx
ross|wow
ross|pretty good
ross|hey
ross|totally forgot lunch
joey|oh think first time ever missed meal
joey|yeah pant little loose
rachel|hey guy
joey|hey
rachel|monica
rachel|right listen umm bought something sure gon na like gon na seem little crazy something wanted since little girl
ross|bought shawn cassidy
rachel|noo
rachel|wish
rachel|okay ready
other|yeah
rachel|okay
rachel|check
joey|hell
rachel|cat
joey|cat
joey|agree joey one
rachel|yes
ross|inside
rachel|excuse
rachel|purebred show quality sphinx cat
ross|much pay
rachel|well little extravagant pretty good deal
ross|yeah
ross|much
rachel|thousand buck
ross|cat
joey|cat
rachel|right listen ball boy
rachel|grandmother one little girl sweetest thing
rachel|mean cute would sit lap purr day long would drag shoestring ground would chase
ross|free cat yknow
ross|reminds might get little political support local animal shelter
ross|pet shop place buy dog cat get much better deal shelter plus probably die week half
ross|want leash go pet shop
ross|want dog leash go shelter save life
ross|back regularly scheduled programming
joey|cat
rachel|ugh
rachel|look guy really excited
rachel|okay
rachel|care think
rachel|gon na go set little litter box mr
rachel|whiskerson
rachel|well gon na call
rachel|fluffy
ross|hey wan na get something eat uh wan na see long throw ball back forth
ross|huh
joey|uhh ball thing
ross|yeah
joey|hey ross would great could go two straight hour without dropping
ross|uhh yeah would
ross|let u
joey|okay
joey|uh oh
joey|pee
joey|rachel bathroom
joey|man think gon na make
ross|know
ross|switch hand okay
chandler|hey lady
other|hey chandler
chandler|gary report crime
other|yeah
chandler|crime spend time together
chandler|well heard thinking asking phoebe move thought maybe talk
chandler|man uh
other|sure
other|okay
chandler|uh crazy
chandler|insane
chandler|live phoebe two gon na yknow live living together
other|yeah considered
other|know would make happy
chandler|mean scared
other|mean happy
chandler|scared
chandler|happy
other|chandler
chandler|trying open eye man
chandler|see lived phoebe always gon na
chandler|gon na get home
chandler|go bed
chandler|wake oh yes
other|know
other|can not wait
chandler|parent happy something
other|listen chandler way see lucky enough find someone really love
other|wan na around much
chandler|wow yknow say sound scary
other|know talking right
chandler|yeah think
chandler|yknow
chandler|move
chandler|move right
chandler|maybe monica
other|soon guy
chandler|yeah right
ross|found remains mesozoic mastodon discovered appeared remains paleozoic amphibian jaw
ross|get
joey|maybe quiet game
monica|hey guy
joey|hi
monica|joey left watch counter last night
monica|right
joey|know
monica|right come late work
ross|know
ross|watch
monica|guy could please stop throwing ball one minute help find
joey|oh know
joey|yeah can not
ross|monica whatever drop ball
joey|yeah dropped
ross|2 hour 27 minute
monica|really
monica|gon na able make work today feel good
monica|yes
monica|wow
monica|uh second thought really better
ross|hey rach
rachel|hey
ross|check
ross|almost 3 hour without droppin
rachel|oh wow
rachel|congratulation quite waste time
monica|rach
rachel|yeah
monica|scratch happened
rachel|well cat
rachel|oh yeah got cat
monica|want cat
joey|oh worry cat
ross|yeah
rachel|guy cat nothing like grandmother cat
rachel|mean sweet cute even dragged little string ground flipped scratched hell
rachel|swear know sound crazy every time cat hiss know saying rachel
ross|sound crazy paying thousand dollar cat
monica|paid thousand dollar cat owe 300
rachel|well gon na let play
chandler|hi
phoebe|hmm talk gary moving thing
chandler|yes think
chandler|great guy yknow
chandler|love lot lucky lady
phoebe|useless
phoebe|freaking commitment one thing
phoebe|one thing
phoebe|can not even right
phoebe|god
chandler|i ’ m sorry
chandler|ask move
phoebe|ohh
phoebe|god
phoebe|ooh
phoebe|get good nothing
other|hey chandler
chandler|hey gar
other|hi sweetie
other|hi talk second
phoebe|yeah
phoebe|okay
other|look pretty today
phoebe|thanks
phoebe|okay
other|here thing
phoebe|yeah
other|yknow really want move relationship forward
phoebe|uh hmm
other|moving forward yknow moving backwards
phoebe|true
phoebe|moving forward staying still
phoebe|staying still good
phoebe|watch
other|phoebe
phoebe|yeah
other|want move
phoebe|sweet
phoebe|think little soon
phoebe|mean much know
other|oh
other|oh oh okay get
phoebe|want u jump something ready
other|uh huh
phoebe|really want mess
phoebe|worried gon na big mistake
other|yeah
phoebe|answer yes
other|really
phoebe|uh huh
phoebe|happy
ross|monica
ross|stop throwing hard
ross|team
chandler|four hour
chandler|guy four hour
joey|right baby
chandler|right let
monica|dropper
joey|oh yeah right
chandler|dropper
ross|really uh uh three person game yknow
chandler|throwing catching
ross|right
chandler|oh
chandler|oh
chandler|hard
joey|whoa whoa guy cat
monica|oh oh good god
rachel|give guy know going thing
ross|baking help huh
monica|take back got
rachel|tried
rachel|take back
chandler|maybe minion anti christ
monica|rach take back
rachel|well said would would give store credit
rachel|mean going get thousand regular cat
monica|look want keep place find
rachel|mon point
rachel|thousand dollar scratched stuck stupid cat look like hand
monica|oh god cat made eye water
monica|throw
monica|vision compromised
monica|oh god
monica|okay
monica|okay
monica|okay
monica|man close
chandler|yeah almost overreacted something
other|hey
other|great news
phoebe|moving together
phoebe|great
phoebe|yay
phoebe|know excited
phoebe|well excited
phoebe|way
phoebe|excited
other|okay see station later
phoebe|okay yeah see later
phoebe|forget moving
other|right
monica|moving
monica|happened
phoebe|could tell
phoebe|got sad
phoebe|maybe right
phoebe|really like lot probably eventually anyway plus think money save stamp
monica|write lot
phoebe|heard people live together split cost stamp
phoebe|oh sorry oven mitt really freaked
other|hey honey
other|okay find apartment
other|anything brooklyn height
phoebe|nothing
other|oh really
phoebe|yeah
other|nothing
phoebe|soon something open move right
phoebe|unless pool need pool
other|phoebe talk second
phoebe|uh huh
other|take seat
other|okay
other|feeling right
phoebe|yeah feel great
phoebe|moving together
other|uh checked paper listing brooklyn height right
other|checked post
phoebe|yeah uh huh nothing
phoebe|get water
other|minute
other|checked today post
phoebe|umm yeah
phoebe|today
other|uh today post uh listing found
other|brooklyn height two bedroom
other|brooklyn height one bedroom
other|brooklyn height brooklyn height brooklyn height
phoebe|rent
phoebe|thought people bragging
other|let tell think might going
other|look table
other|look
other|okay think somebody asked someone move
other|think someone said yes doubt thing moving fast someone
other|sound possible
phoebe|yes
phoebe|yes
phoebe|fine
phoebe|someone
phoebe|want say
phoebe|doubt
phoebe|sorry
other|phoebe
phoebe|yeah
other|phoebe okay feel way
other|mean soon
other|lot thing know figure everything really like
other|thing know get learn someplace name mailbox
phoebe|sweet
other|sweethart none matter soon
other|fine
other|move together
other|want happy
phoebe|living would make happy
other|phoebe say
phoebe|really wan na live
phoebe|wan na move
other|sure
phoebe|yes
phoebe|definitely
phoebe|yes
phoebe|let u live apartment live
other|oh great
phoebe|oh wait one sec
phoebe|one sec
phoebe|hey
phoebe|behind glass
phoebe|looking
phoebe|always wanted say one room never
rachel|show cat
rachel|quality show cat
rachel|show cat
other|oh god
other|wrong baby
rachel|baby
rachel|cat
other|eew
other|creepy looking
rachel|oh
rachel|actually sweet
rachel|sweet
rachel|look
rachel|yeah want
other|hate cat
rachel|well
rachel|okay
rachel|get
rachel|right
rachel|move
other|wow
other|unusual cat
rachel|yes
rachel|thank
rachel|exactly
rachel|want
other|maybe
other|thinking getting cat going go shelter okay
rachel|oh terrific
rachel|thatll 2 000
rachel|okay thousand
other|thought wanted adopt cat
rachel|well gon na actually look investment cat
other|okay yeah wanted cat
rachel|obviously know haggle gon na try take
rachel|okay
rachel|800 call cop robbing blind
rachel|blind
rachel|take cat leave money run away
rachel|run away
rachel|damnit
rachel|cat can not least smile something
rachel|okay anybody hear
rachel|anybody
ross|starving
monica|come guy
monica|suck
monica|closing ten hour
monica|gut check time
joey|know made bos
joey|right
joey|invented game
monica|please
monica|made game
chandler|fun anymore
ross|still hungry
monica|right pizza place eat one hand right
monica|right
monica|let u go
monica|let u go team monica
monica|right work name later
monica|rachel
monica|cat one bowl
rachel|defrosting chicken
rachel|oh uh sold mr
rachel|whiskerson
ross|oh thank god
joey|get money back
rachel|yeah 15 hundred dollar
monica|wow
monica|made profit
other|came red velvet pillow
rachel|oh yeah go
other|thanks rachel
other|forget come visit anytime want
rachel|oh good great
rachel|keep mind
other|hey
other|kind snake something
other|really like waking
phoebe|like waking
phoebe|oh
phoebe|beautiful morning
phoebe|oh stay day
other|would great
phoebe|could breakfast bed
other|wait second
phoebe|okay
phoebe|oh
phoebe|oh
monica|right
monica|come monica
monica|look alive
monica|come look alive
phoebe|oh good
rachel|phoebe
rachel|6 clock morning
rachel|gary
phoebe|oh yeah
chandler|come
chandler|gary great guy
chandler|whatever problem work
phoebe|shot bird
chandler|oh
rachel|phoebe okay
phoebe|yeah
phoebe|yeah alright
joey|oh hey pheebs
phoebe|nah feel like playing
monica|okay
monica|okay
monica|pretend happen
monica|okay
monica|one need know
monica|mean phoebe official ballplayer
monica|mean official ballplayer drop ball
rachel|phoebe honey wan na get breakfast
phoebe|yeah
monica|okay
monica|okay let u race
monica|first one win
monica|ha ha
chandler|guy wan na eat
joey|man great
joey|huh
joey|believe long threw ball around
rachel|yeah amazing lasted long
ross|know
ross|arm killing
rachel|meant dropper
chandler|yknow get reputation dropper
chandler|okay
chandler|anything dropper
