char|line
chandler|rachel tonight uh
joey|yeah
joey|actually first official date
chandler|wow
chandler|tonight may night
chandler|nervous
joey|naa
joey|part actually good
chandler|must like crippled fear self loathing
joey|ok
chandler|confident
joey|well
joey|know exactly gon na
chandler|really
chandler|like routine
joey|see
joey|woman different
joey|appreciate uniqueness
chandler|really
joey|six thing
joey|first look deep eye
joey|kiss
joey|next take hand softly graze thigh
chandler|mean like
joey|like
joey|like
chandler|oh see mean quite nice
joey|foosball
chandler|beer
monica|hey
other|hey
monica|hey sweetie
ross|wow
chandler|hey
chandler|stop staring wife leg
chandler|stop staring sister leg
ross|sorry
ross|get tan
chandler|went one spray tan place
ross|eh got spray tan
monica|chandler get pedicure
ross|like toe separator
ross|still can not believe sprayed
ross|mean look really good
ross|wonder get one
chandler|sure get mini skirt really show
ross|get colour french tip
monica|here card
ross|thanks
ross|hey know place
ross|used x rated video
ross|florist
phoebe|hey
chandler|hey pheebs
monica|hey phoebe
phoebe|oh believe moved back town
monica|know amanda
monica|ah
monica|called
monica|worst
chandler|amanda
monica|girl used live building
monica|moved england picked fake british accent
monica|machine message
monica|monica darling
monica|amanda calling
chandler|trying british accent
monica|chandler get pedicure
chandler|know many expect
phoebe|know amanda said got phone
phoebe|oh sorry catch mo bile
phoebe|wan na get mo bile call mo bile
monica|know always bragging famous people met
phoebe|oh know
phoebe|oh
phoebe|slept billy joel
phoebe|right
monica|oh gon na
monica|wan na see
phoebe|ugh let u cut
phoebe|cut life
phoebe|ignore call dodge till get point
monica|oh guess could try
monica|seems harsh
monica|ever done
chandler|done though
chandler|feel good
other|alright mr
other|geller
other|right way
other|dark wan na
other|one two three
ross|well
ross|like look
other|puerto rican
ross|two think two
other|got face red light
other|red light go spraying start close eye
other|spraying stop count five
other|pat avoid drip mark turn around get back
other|got
ross|spray count pat turn spray count pat
other|wow catch quick
ross|well phd
ross|one mississipi two mississipi three mi
ross|wait
ross|wait
ross|finished counting
ross|sprayed front twice
other|never turned
ross|barely even got three mississippi
other|mississippi
other|said count five
ross|mississippilesly
ross|well bad
other|bad yet keep getting darker next four hour
ross|dark gon na get
other|got sprayed two two
ross|four
other|yeah back zero
other|gon na wan na even
ross|really
other|might wan na get back
ross|ok
ross|wait wait minute light back wall
ross|know gon na start
ross|hello
ross|ah oh ah
ross|ah
ross|thing happened
other|got two two
ross|eight
other|thanks dinner
joey|thought paid
joey|ha guess won ’ t going back
joey|yeah
joey|hey say move onto like couch
rachel|say ‘ cheesy line ’ ok
joey|what ’ s matter
rachel|sorry don ’ t know sorry don ’ t know
other|okay
rachel|ok sorry
rachel|sorry
rachel|know don ’ t know happened must nervous
joey|don ’ t get chandler loved
rachel|ok ok ok
rachel|promise promise promise won ’ t
rachel|really
rachel|promise
rachel|gon na great
joey|ok
joey|uh good
other|don ’ t get
other|let machine pick
phoebe|oh yeah
phoebe|could rachel asking someone could baby sit
monica|could amanda
phoebe|oh you ’ re right
phoebe|kidding rachel
phoebe|babysitting gas
other|hello monica
other|it ’ s amanda calling
other|neighborhood hoping pop flat
monica|yonkers
monica|last name buffo martisis
other|let ’ s see
other|assure get directly ring back mobile
phoebe|ok don ’ t hold thy breath
chandler|hello
chandler|someone line
other|yes looking monica
chandler|hang she ’ s right
chandler|someone phone ya
monica|weren ’ t picking it ’ s amanda
chandler|get pedicure
monica|hi amanda
monica|actually
monica|it ’ s
monica|good time
monica|dinner tomorrow night
monica|ok phoebe see
phoebe|didn ’ t say
monica|well said coming
monica|couldn ’ t say twice
monica|get uncontrollable need please people
phoebe|fine fine
phoebe|would hold well torture
monica|would
other|rach sure wan na
rachel|absolutely
rachel|absolutely
rachel|it ’ s little weird it ’ s it ’ s gon na take getting used
joey|ok
joey|well make easier
rachel|ok let ’ s work top
rachel|work bra joe
joey|ok yeah got
other|okay
joey|thing welded shut
rachel|okay
joey|right turn around got get look thing
rachel|oh
rachel|ow
joey|sorry
rachel|well romantic
joey|sorry
joey|never happened
joey|expert taking bra
joey|one hand
joey|eye closed
joey|one time looked one popped open
joey|blame bra
rachel|it ’ s standard issue bra clasp
joey|blame
joey|yeah
joey|right
joey|threw slapping
rachel|ok well well really sorry joey think maybe level want take bra
joey|nah
joey|another level
chandler|hold
chandler|something different
ross|went tanning place wife suggested
chandler|place
chandler|sun
ross|oh
ross|get worse
chandler|oh god
chandler|duet ebony ivory
monica|could mess
monica|easy
monica|go booth count five turn around
ross|count five
monica|one two three
ross|damnit
rachel|oooh
rachel|oh oh
ross|know
rachel|oh oh
rachel|miss hawaiian tropic
chandler|date joey
rachel|well good
rachel|got back apartment fooling around started put hand leg kept slapping away
chandler|like
rachel|well alright
rachel|freaked
rachel|could even undo bra
monica|wow really
monica|one time looked bra popped open
rachel|know wrong u mean kissed great
rachel|time leading somewhere aware fact joey touching
monica|well guy friend forever
monica|remember first time kissed ross
monica|weird
monica|could stop laughing
monica|got
rachel|ok true
rachel|true
rachel|right right
rachel|gon na power
