char|line
rachel|joey
joey|oh god
joey|that ’ s rachel
monica|joey talk
joey|can ’ t
joey|can ’ t
joey|night it ’ s it ’ s weird okay
joey|don ’ t tell i ’ m
joey|don ’ t eat
rachel|hey
chandler|hey
monica|hey rachel
rachel|joey
chandler|don ’ t see
chandler|see
monica|don ’ t see
monica|hey
monica|maybe he ’ s sugar bowl
monica|joey
monica|nope
rachel|well least make laugh
monica|what ’ s
rachel|well haven ’ t seen since night told y ’ know don ’ t know think he ’ s avoiding
rachel|bagel floor
monica|playing game
rachel|ew chandler naked
rachel|sort like like ring toss kind situation
monica|sure
rachel|right
rachel|well listen see joey tell uh tell miss
monica|okay hear
joey|yeah naked bagel game
joey|dude don ’ t know
joey|that ’ s pretty small hole
monica|honey got ta talk
joey|can ’ t
joey|y ’ know
joey|guy don ’ t know it ’ s like put like get shot
chandler|don ’ t know that ’ s like
chandler|25 thought response love oh crap
monica|hello
monica|rejection
monica|got shot fat camp
monica|boy kid mean they ’ re hungry
joey|right
monica|rachel
monica|mean gon na never going talk
monica|mean know it ’ s weird it ’ s awkward got ta least try
joey|yeah
joey|okay
joey|whoa
joey|almost forgot
chandler|didn ’ t play
phoebe|okay you ’ re done tea i ’ ll look leaf tell fortune
chandler|didn ’ t know read tea leaf
phoebe|oh yeah i ’ ve done year
phoebe|actually stopped accurate
phoebe|y ’ know y ’ know one great joy life it ’ s it ’ s wondrous unpredictability
phoebe|y ’ know
phoebe|also tea tends give trot
monica|okay i ’ m done
monica|read mine
phoebe|okay
phoebe|ooh see ladder
phoebe|mean either promotion violent death
monica|i ’ m head chef
monica|can ’ t get promoted
phoebe|uh hmm
phoebe|uh hmm who ’ s next
rachel|okay i ’ m done
rachel|mine
phoebe|okay
phoebe|umm oh
phoebe|okay see circle
rachel|ah
phoebe|oh
phoebe|either mean you ’ re baby you ’ re gon na make scientific discovery
rachel|well spending lot time lab
chandler|say pheebs
phoebe|umm wow right
phoebe|wow
phoebe|yay
phoebe|ooh i ’ m gon na meet guy
phoebe|really soon
phoebe|he ’ s gon na man dream
phoebe|probably guy dream last night
ross|hey
ross|anyone seen shirt
ross|it ’ s button like like faded salmon
monica|mean pink shirt
ross|faded salmon color
monica|haven ’ t seen pink shirt
ross|great
ross|great
ross|must ’ ve left mona ’ s
ross|knew
chandler|well i ’ m sure get another one ann taylor ’ s
ross|that ’ s favorite shirt
ross|okay
ross|love shirt
rachel|well ask mona give back
ross|don ’ t know
ross|mean guess could
ross|it ’ s didn ’ t really end thing good term
ross|go i ’ d ignoring one thing asked broke jump as die
phoebe|oh wait second guy last couple week i ’ ve guy everywhere go
phoebe|take bus
phoebe|go bookstore dry cleaner maybe he ’ s tea guy
chandler|phoebe see
chandler|totally checked
chandler|cute
chandler|mine picture village people mean
rachel|hi
joey|hey
rachel|hi
joey|hi
monica|tea give phoebe trot
rachel|thought joey would okay hung it ’ s even like know anymore
chandler|know it ’ s tough thing get better
rachel|know
rachel|get worse worse worse point can ’ t even room
chandler|i ’ m great advice interest sarcastic comment
chandler|cheese
monica|honey bruce springsteen cd kat stevens case
chandler|let ’ s say can ’ t find right cd case put nearest one
monica|okay kat stevens cd
chandler|james taylor case
monica|james taylor cd
chandler|honey i ’ m gon na save time 200 cd one right case
monica|okay
monica|need panic
monica|deep breathes everyone
monica|okay umm uh we ’ re gon na spend time put cd right case
chandler|well we ’ re gon na come kind order
chandler|y ’ know alphabetically genre
monica|hmm don ’ t know
monica|really talk
rachel|oh god
rachel|guy problem
rachel|feel terrible
monica|okay i ’ m sorry
monica|joey focusing uncomfortable thing need change subject
monica|next time see try get talking something else
rachel|oh yeah
rachel|make sense
monica|yeah like don ’ t know maybe work problem need advice
