char|line
ross|hey
monica|hey
ross|hey uh mon saw porsche parked front get key
ross|thought i ’ d take bad boy little spin
rachel|wait minute
rachel|let ross drive porsche ask say you ’ re one who ’ s allowed drive
monica|yeah well he ’ s brother
monica|plus drive slow could never hurt
ross|it ’ s car monica
ross|rocket ship
monica|whatever ross
monica|replace bulb brake light you ’ re done
joey|hey
ross|hey
phoebe|hey
joey|saw porsche mon lookin ’ good
joey|get take baby
rachel|let joey drive
phoebe|i ’ ve never driven
phoebe|okay
phoebe|okay
phoebe|okay drive time
monica|nice work everybody
monica|much y ’ know drive don ’ t tell rachel plan
rachel|wow
rachel|can ’ t believe lied
phoebe|okay fix
phoebe|okay monica rachel think talk wedding
monica|great
monica|well rachel reason won ’ t let drive porsche you ’ re terrible driver
monica|wasn ’ t wedding
ross|look rach want go ride porsche i ’ ll glad take quick spin around block
joey|yeah got couple hour
ross|whew
ross|brisk ride
rachel|take top ya
ross|way fly
rachel|come ross give key
rachel|monica know she ’ s talking
rachel|excellent driver
ross|you ’ re fast irresponsible
ross|add bad driver
rachel|well high school added head cheerleader
ross|see look girl gave
ross|huh
ross|must ’ ve seen cruising bad boy
rachel|think she ’ s checking beehive ross
ross|give give brush
rachel|gim me key
ross|way
rachel|well brush
ross|fine
ross|y ’ know
ross|doesn ’ t matter remember correctly comb floor bathroom
rachel|alimony
monica|chandler still haven ’ t gotten rsvp dad
chandler|oh
chandler|right
chandler|umm maybe that ’ s didn ’ t send invitation
monica|chandler
monica|he ’ s father wedding
chandler|don ’ t even know man
chandler|okay
chandler|we ’ re close
chandler|haven ’ t seen year
monica|well gon na find wasn ’ t even asked
chandler|well doesn ’ t know
chandler|it ’ s like run circle
chandler|hang guy star drag show vega
phoebe|ooh think wan na trade circle
chandler|trust don ’ t want either
chandler|okay
chandler|nobody gon na staring bride father groom wearing back le dress
monica|long he ’ s wearing white dress veil don ’ t care
phoebe|okay think need shopping
rachel|ahhh
rachel|ooh nice
rachel|god
ross|think you ’ re
rachel|washing windshield
ross|way letting drive car
ross|don ’ t hand key
rachel|oh
other|put key ignition left side steering wheel
other|anyone know
other|it ’ s tradition left porsche ’ s racing history
other|world ’ s greatest endurance race 24 hour lemans
other|france run 24 hour straight noon saturday dark night finish noon sunday
other|60 lemans unique start driver would actually start race outside car across track
other|start race driver would run across track get car buckle start car drive
other|porsche wanted reduce amount time took
other|since car point ignition switch right side steering wheel required driver use right hand grab seat belt put car gear start
other|driver ’ s left hand nothing
other|porsche order save second 24 hour race moved ignition switch left side steering wheel driver could start car left hand grabbing seat belt right hand
other|that ’ s every porsche car built since ignition left side steering wheel
ross|ah ah ah
ross|start car
ross|okay
ross|okay
ross|give twenty buck get car right
rachel|look ross you ’ re freaked get car
ross|yeah right
rachel|right
ross|okay
ross|okay
ross|okay
rachel|get front
ross|death seat
rachel|oh
other|hey guy
joey|hey
phoebe|hey sweetie
other|ready go
phoebe|yeah
phoebe|sure
phoebe|ooh left purse monica ’ s
phoebe|i ’ ll right back
other|wait minute
phoebe|oh
phoebe|ooh
phoebe|whoa
phoebe|one kept going
joey|phoebe huh
joey|long going
other|month
joey|wow
joey|maybe uh maybe ought get know little better
other|sure i ’ d like
joey|uh what ’ s name
other|jake
joey|joey
joey|hey jake like knicks
other|yeah big fan
joey|there ’ s game tuesday wan na go
other|yeah would great
other|let make sure i ’ m anything tuesday
chandler|what ’ s
monica|it ’ s suitcase
monica|we ’ re going la vega
chandler|serious
chandler|mean like eloping
chandler|stupid wedding stuff
chandler|flower flower flower think money we ’ ll save
chandler|we ’ re eloping
chandler|love flower
chandler|wedding bigger please
monica|we ’ re going la vega see dad
monica|it ’ s time two talked want get know father law
chandler|y ’ know already went
monica|didn ’ t
monica|oh honey know you ’ re marrying don ’ t get win anymore
chandler|look forget okay
chandler|don ’ t want go
chandler|don ’ t want see
chandler|don ’ t wan na
monica|chandler look know dad embarrassed
monica|know
chandler|kid embarrassed parent you ’ d come whole new word went
chandler|high school used come swim meet dressed different hollywood starlet
chandler|y ’ know it ’ s hard enough fourteen
chandler|you ’ re skinny
chandler|you ’ re wearing speedos mom promised would grow
chandler|look stand there ’ s dad cheering dressed carmen miranda
chandler|wearing headdress real fruit later hand friend healthy snack
monica|hey point every one swim meet cheering
monica|okay
monica|that ’ s that ’ s pretty great dad
chandler|sex mr
chandler|garibaldi
monica|who ’ s mr
monica|garibaldi
chandler|matter
monica|chandler you ’ re fourteen anymore
monica|okay
monica|maybe it ’ s time let stuff go
monica|father ’ s wedding you ’ re gon na regret rest life
chandler|yeah okay i ’ m
monica|yes
chandler|really never get win anymore
monica|much ever really win
joey|pheebs
phoebe|hey
joey|listen know uh you ’ re wearing pant lean forward check underwear
phoebe|yeah
joey|well jake saw wearing woman ’ s underwear
phoebe|know
phoebe|mine
joey|oh
joey|wait that ’ s weird
phoebe|it ’ s
phoebe|goofing around dared try
joey|that ’ s weird
phoebe|i ’ m wearing brief right
joey|that ’ s kinda hot
phoebe|think
phoebe|little flap
phoebe|great holding lipstick
joey|yeah wouldn ’ t know
phoebe|y ’ know jake say
phoebe|woman ’ s underwear actually comfortable
phoebe|love way silk feel skin
joey|yeah well next thing know he ’ ll telling high heel good posture
phoebe|nothing wrong jake
phoebe|okay
phoebe|man
phoebe|i ’ m thinking even
joey|oh yeah looked like real lumberjack pink lacys
phoebe|i ’ m saying man completely secure masculinity could walk around woman ’ s underwear
phoebe|don ’ t think could ever
joey|hey
joey|secure masculinity
phoebe|okay whatever
joey|you ’ ve seen huge stack p0rn right
rachel|god
rachel|forgot much love driving
rachel|got get license renewed
ross|don ’ t valid driver ’ s license okay
ross|pull right
rachel|oh ross you ’ re tense
rachel|got ta relax okay
rachel|need relax right
rachel|need relax
ross|okay that ’ s funny
ross|stop horsing around
rachel|horsing around okay
rachel|porsching around
rachel|uh oh
ross|okay stay calm
ross|nothing going happen much trouble
rachel|really
rachel|think
ross|talking
ross|you ’ re going
other|someone taken order yet
monica|uh oh yeah
monica|uh
monica|i ’ m i ’ m sorry i ’ m new
monica|don ’ t
other|hm mmm
chandler|yeah ordered beer
other|you ’ re straight
other|get
