char|line
other|eric aasen
other|ohhh man
chandler|treeger ’ s snaking shower drain
other|name hell
joey|maybe found flip flop
chandler|hey
joey|whoa
joey|p0rn
joey|must ’ ve hit something remote
chandler|pay
joey|didn ’ t even pay cable bill maybe punish u
chandler|maybe shouldn ’ t pay phone bill free phone sex
joey|maybe shouldn ’ t pay gas bill
other|whoa hey lady ’ s kind naked
chandler|yeah joey pressed something remote came
other|yeah happened
other|flipping channel bam
other|like finding money
chandler|like finding money naked people
other|made mistake turning tv never got back
other|i ’ m sad
joey|would turn tv
rachel|right y ’ know come really watch eat
other|oh
chandler|don ’ t know could make go away
joey|yeah one touch remote
joey|one touch tv
chandler|one touch air around tv
joey|imagine protective p0rn bubble okay
monica|well least i ’ m going mute
other|oh
chandler|still p0rn
joey|hey
phoebe|hi
monica|hi
rachel|honey
rachel|that ’ s heavy
phoebe|yeah
rachel|give
rachel|oh god
monica|okay
phoebe|ohh i ’ m getting pregnant lugging around stupid massage table
phoebe|y ’ know find job carrying smaller table
chandler|job don ’ t carry table
phoebe|mean like doctor
joey|pheebs
joey|you ’ re blocking p0rn
joey|look
phoebe|ohh
phoebe|oh
phoebe|oh reminds see ob gyn today
ross|hi
monica|hi
ross|uh emily went airport
monica|oh
monica|didn ’ t take
ross|eh uncle already planned
ross|y ’ know said good bye morning
monica|must feel horrible
monica|hey
monica|guy free p0rn
ross|nah
monica|hey cheer
monica|you ’ re gon na see right
ross|well that ’ s thing don ’ t know
ross|mean whenever brought said fantastic
ross|talk future
ross|let ’ s enjoy
monica|don ’ t don ’ t accent
monica|you ’ ve got see
ross|care much
monica|could get live fantasy
ross|fantasy emily
monica|y ’ know fantasy
monica|meet someone strange land fall madly love spend rest life together
ross|junior high one hung ukrainian kid
monica|yeah plus mom used put sour cream everything
ross|ahh
monica|love
ross|said going two week y ’ know
monica|love
ross|love really
monica|ohhh knew loved
monica|need go airport tell
monica|you ’ re probably gon na catch she ’ s go gate
monica|you ’ re gon na call name say love
monica|she ’ s gon na say love
monica|guy going amazing kiss everyone gate applaud
ross|good kisser
monica|two sneak cockpit thing start heat stewardess come i ’ ve watching much p0rn
rachel|heartbeat
other|that ’ s
phoebe|oh god
rachel|oh wow
rachel|cool
other|talked possibility multiple birth
phoebe|don ’ t take care one get pregnant i ’ ll hold onto card okay
other|i ’ m getting three separate heartbeat
phoebe|three
phoebe|guy worried wouldn ’ t even one
other|doctor wrong time
phoebe|well yeah
rachel|well sure three
other|definitely
phoebe|oh god
phoebe|oh god
phoebe|oh god
phoebe|mean month i ’ m going three full grown baby walkin ’ around inside
phoebe|oh
phoebe|oh
phoebe|it ’ s gon na one log ride come shooting
other|actually giving birth three baby isn ’ t different giving birth one
phoebe|know
other|oh oh phoebe
phoebe|ooh
phoebe|hi
other|hi
other|go doctor
phoebe|oh well okay hey y ’ know you ’ re umm you ’ re walking street see three people row say oh that ’ s nice
other|yes
phoebe|okay yeah well good news you ’ re going three baby
other|three baby
other|finally got band
other|we ’ re gon na big family i ’ ve always wanted big family
phoebe|oh god i ’ m glad guy happy afraid going freaked
other|would freaked
phoebe|maybe ‘ cause it ’ s harder raise added expense
other|oh
other|right
phoebe|back happy
phoebe|back happy
other|it ’ s going fine
other|umm teach home ec uh 30 kid making baby clothes year long
other|y ’ know it ’ ll it ’ ll like little sweatshop
other|yeah i ’ ve thinking ever since said triplet best thing drop college get job
other|frank
phoebe|can ’ t quit college
phoebe|you ’ re college
phoebe|really
other|yeah refrigerator college
other|yeah
other|yeah y ’ know found going baby y ’ know figured y ’ know like y ’ know like career love refrigerator
phoebe|can ’ t give dream
other|it ’ s okay
other|we ’ re we ’ re gon na three kid
other|that ’ s that ’ s different kind dream
other|three kid money
other|boarding call flight 009
ross|emily
other|oh god
ross|see one time took
other|sweet
ross|that ’ s that ’ s that ’ s big candy bar
ross|amazing time
other|final boarding call flight 009
other|well that ’
other|i ’ m allowed one piece carryon anyway
ross|wait uh listen
ross|tell something
ross|umm i ’ ve thinking i ’ m gon na come say
ross|okay
ross|ah think love
other|oh
other|thank
ross|that ’ s problem
rachel|what ’ s song
rachel|head day long
chandler|it ’ s theme good humping
rachel|y ’ know doesn ’ t even like dirty movie
rachel|new boyfriend joshua
joey|yeah right
rachel|told
rachel|prefers leave certain thing imagination
chandler|oh oh yeah also say ah dialogue corny actually found funny sexy
rachel|yes
joey|yeah like p0rn
monica|ya going
rachel|i ’ m going find really think supermodel skinny
rachel|hey pheebs
phoebe|hey
joey|hey
monica|go frank alice
phoebe|well frank quit college super fertile sister three baby
phoebe|need make lot money really fast idea want talk ‘ cause work big company
phoebe|okay insider trading information give
chandler|don ’ t really talk u kind stuff
chandler|get free white though
monica|ohh
monica|said
monica|tell
monica|well say
ross|thank
monica|oh you ’ re totally welcome
monica|what ’ d say
ross|said thank
ross|said love
ross|said thank
chandler|whoa whoa wait minute say love
joey|yeah trying get
joey|play hard get
ross|already life london
joey|go tokyo
chandler|right look forget forget
chandler|told love it ’ s
monica|you ’ re
monica|know
chandler|okay
chandler|good one
monica|going call tell love
monica|reason couldn ’ t feeling strong scared
monica|go home wait call could calling plane
monica|come go
monica|go
ross|okay
ross|okay
ross|doesn ’ t call definitely
ross|wait
ross|wait
ross|unless eventually call y ’ know what ’ s going say she ’ ll call back doesn ’ t
ross|it ’ s
joey|way strong man
rachel|hey
chandler|hi
chandler|listen watch cartoon television
chandler|need p0rn break
chandler|spent last two hour watching
rachel|well don ’ t turn
