char|line
joey|hey
joey|luck
joey|treeger said could cool stuff basement
joey|wait right
chandler|oh i ’ m i ’ m paddling away
joey|huh
chandler|wow
chandler|really
chandler|get rusty crap free
joey|uh huh
joey|bunch bubble wrap
joey|even popped
chandler|could white trash
monica|desperate
rachel|oh
rachel|good thing chandler ’ s always win game
monica|told mom i ’ d cater party
phoebe|come
monica|need money thought it ’ d great way get rid last little schmidgen self respect
ross|come think good thing
ross|don ’ t think mom would ’ ve hired didn ’ t think good
monica|don ’ t stick
monica|can ’ t
rachel|hey
rachel|umm guy juice
joey|pickle
chandler|hey uh rach funny story
chandler|ah bumped joanna street yesterday
rachel|bos joanna
rachel|wow must ’ ve awkward
chandler|well actually uh asked wanted get drink
rachel|ah didn ’ t say ‘ yes ’
other|hello rachel
chandler|well first
rachel|don ’ t understand
rachel|last time went said ‘ big dull dud
rachel|’
chandler|well think judged quickly time able take relationship next level
rachel|well last time almost got fired
rachel|must end must end
chandler|oh come
chandler|it ’ s like everyday occurrence
chandler|mean usually i ’ m pretty much
rachel|chandler
rachel|promise end
chandler|okay promise i ’ ll end
rachel|thank
chandler|hope know i ’ m giving ya she ’ s bos office know mean
joey|yeah eh eah
joey|oh oh sorry knew meant
other|how ’ s hired help
monica|great quiche coming along
other|what ’ s
other|blue nail polish
monica|yeah thought cute
other|ahh that ’ s grandmother ’ s hand looked like found
monica|let ask question
other|hmm
monica|hire
other|oh well richard raved food party course sleeping
other|heard food lesbian wedding nice assume weren ’ t sleeping anybody
other|though least would something
monica|oh god
monica|hear
monica|hired think i ’ m good
phoebe|okay didn ’ t hear
monica|oh yeah didn ’ t hire pity wasn ’ t could pick front friend actually think i ’ m good
phoebe|wow
phoebe|hey it ’ s cool you ’ re lesbian
other|good afternoon decision maker house
joey|uhhhh
other|ah currently set encyclopedia
joey|ah try classified people sell everything
other|actually i ’ m buying
other|i ’ m selling
other|let ask one question
other|friend ever conversation nod along even though you ’ re really sure they ’ re talking
ross|i ’ m telling it ’ s totally unconstituional
other|oh yeah totally agree
monica|think deserves nobel prize
chandler|like algonquin kid table
other|excuse i ’ m sorry haven ’ t said anything two half minute interested
joey|yeah well yeah
joey|yeah oh yeah
joey|come
phoebe|that ’ s weird
phoebe|nail
monica|oh know never wear fake one
monica|mom wouldn ’ t give grief biting
phoebe|oh meant it ’ s weird nine
monica|oh god
monica|wait minute put oh god
monica|it ’ s quiche
monica|oh god
phoebe|okay don ’ t panic
phoebe|i ’ m gon na go store i ’ m gon na get another set nail one ’ s gon na know you ’ re gon na look great
phoebe|oh
phoebe|oh it ’ s ‘ cause they ’ re gon na eat that ’ s problem
other|honey don ’ t bite nail
monica|okay ah please don ’ t freak
monica|umm ah there ’ s blue fingernail one quiche cup there ’ s way know one
phoebe|whoever find win prize
other|i ’ m freaking
monica|laughing
other|it ’ s nothing it ’ s father owes five dollar
monica|bet i ’ d lose nail
other|oh don ’ t silly
other|bet i ’ d need
monica|frozen lasagna
other|um hmm
monica|bet i ’ d screw
monica|stuff hiring good
other|true
other|case pulled monica
monica|promised dr
monica|weinburg you ’ d never use phrase
other|oh honey come sense humour you ’ ve never able laugh
monica|that ’ s right
monica|mom doesn ’ t faith
monica|oh that ’ s hilarious
monica|ha ha ha ha ha
phoebe|don ’ t get
other|faith
monica|lasagna
other|ding
phoebe|op ruined quiche ready
chandler|doesn ’ t feel like we ’ re breaking
other|i ’ m sad
chandler|okay
other|yes
other|uh can ’ t wait tomorrow
other|right
other|unbelievable
chandler|thanks
other|bos
other|go
chandler|okay
chandler|i ’ m getting dressed
chandler|walk outside naked people throw garbage
other|wait
other|wan na show something
other|little gag gift somebody gave
other|put hand together
chandler|ah ha you ’ re bos
chandler|yeah
chandler|ooh saucy
other|i ’ ll back ten minute
chandler|you ’ re gon na leave like
other|knowing you ’ re waiting think it ’ s kinda exciting
chandler|okay
chandler|don ’ t come back soon there ’ s pretty much nothing
other|oh
other|hi
other|brought back macaroon
other|oh great
other|i ’ ll keep butt nose
rachel|that ’ s weird locked door
other|y ’ know
other|she ’ s got christmas bonus list
other|saw working morning
rachel|okay swear won ’ t tell mark left gave key joanna ’ s office
rachel|wan na see list
other|yeah
chandler|hi
chandler|hello joanna ’ s office
other|i ’ m really sorry may little longer
chandler|little
other|couple hour feel awful
chandler|look isn ’ t funny
chandler|get back right
other|can ’ t
other|i ’ m bos ’ s car
other|uh oh tunnel
chandler|rachel could see moment
chandler|okay here ’ s situation
chandler|key cuff back door
chandler|could doll grab scoot unlock
chandler|totally different subject lovely pantsuit
rachel|promised would break
chandler|break
chandler|took really really well
rachel|fact jeopardising career never entered mind
chandler|enter mind
chandler|something happened made shoot right
rachel|yknow chandler got cuff get
chandler|can ’ t get right
chandler|must confused amazing chandler
chandler|come unlock could gone hour i ’ m cold
rachel|oh chandler
rachel|right
rachel|never see joanna
chandler|never
rachel|never come office
chandler|fine
rachel|give back walkman
chandler|never borrowed walkman
rachel|well lost
rachel|buy one
chandler|got
chandler|go
chandler|come
chandler|great
chandler|ahhh
rachel|hurt
chandler|always see guy get handcuff taken
chandler|hello sweet pant
rachel|wait minute
rachel|gon na tell joanna
rachel|see you ’ re gone she ’ s gon na know let i ’ m gon na get fired
chandler|i ’ ll make something
chandler|i ’ m good lying actually borrow walkman
rachel|there ’ s nothing make she ’ s gon na know key office i ’ ve got get locked back way
chandler|oh ho ho don ’ t think
chandler|well much better
other|here ’ s somebody interesting joey
other|know van gogh
joey|cut ear
joey|i ’ m
other|painted
joey|wow
joey|that ’ s pretty nice
joey|thought cut ear ‘ cause sucked
joey|else got
other|let ’ s see ahhh pope live
joey|wood
joey|wait wait that ’ s joke answer
other|actually vatican city
other|ahh know vulcanised rubber
joey|spock ’ s birth control
other|need book
phoebe|hey
monica|hi
phoebe|used room
phoebe|wow
phoebe|must ’ ve really good shape kid
monica|ohh i ’ m idiot
monica|can ’ t believe actually thought could change
phoebe|well care mom think
phoebe|pulled monica
monica|oh good i ’ m glad that ’ s catching
phoebe|bad thing
phoebe|change mean
phoebe|yknow
phoebe|go prove mother wrong
phoebe|finish job hired we ’ ll call pulling monica
phoebe|okay umm kid get straight a ’ s parent would say yeah pulled monica
phoebe|yknow
phoebe|fireman save baby go yeah know pulled monica
phoebe|someone hit homerun announcer say yeah one ’ s outta
phoebe|though thing don ’ t change
monica|right i ’ ll go
monica|i ’ m gon na serve lasagna
monica|i ’ m gon na serve something make
phoebe|wow
phoebe|breast really strong
rachel|chandler
rachel|chandler please get locked back way sooo gon na lose job she ’ s private office
rachel|know
chandler|hey look you ’ re trouble either way
chandler|okay
chandler|come back see locked instead chair she ’ s gon na know
chandler|might well let go
rachel|clean bathroom month
chandler|still wouldn ’ t clean
chandler|want freedom
rachel|foot rub month
chandler|freedom
rachel|i ’ ll take photo put photo album
chandler|freedom
chandler|want freedom
chandler|won ’ t
chandler|sophie help
chandler|help
rachel|sophie sit
rachel|god would calm
chandler|i ’ m gon na say last time
chandler|would please
joey|wow
joey|there ’ s lot didn ’ t know vomit
joey|minute
other|say joey
other|get whole set encyclopedia twelve hundred dollar work 50 buck book
joey|twelve hundred dollar
joey|think 1200
joey|i ’ m home middle day got patio furniture living room
joey|guess there ’ s thing don ’ t get book learnin ’
other|well ah swing
joey|zero zero month long long time
other|don ’ t anything
joey|wan na see got
joey|okay
joey|i ’ ve got baby tootsie roll movie stub key kleenex rock army man
joey|hey
other|okay get picture
other|uh thanks time
joey|50
joey|huh must chandler ’ s pant
other|50 buck get one book
other|b
other|c
joey|oh think i ’ m gon na stick v wan na see bad boy turn
rachel|ah buy wrap christmas gift
rachel|ah oh
rachel|i ’ ll squeeze fresh orange juice every morning
chandler|extra pulp
rachel|yeah
rachel|d ’ oh
rachel|i ’ ve got
chandler|don ’ t
rachel|got
rachel|there ’ s gon na rumour there ’ s way stop
rachel|sophie know monica phoebe know
