char|line
phoebe|hey
chandler|hey
chandler|wow true say pregnant belly look like drum
phoebe|ha ha
phoebe|it ’ s i ’ m pregnant guitar doesn ’ t fit anymore
phoebe|thought ‘ til i ’ m i ’ m gon na play song drum
phoebe|sound really cool
chandler|right
phoebe|listen
phoebe|listen
phoebe|smelly cat smelly cat feeding
joey|wow pheebs
joey|sound great
phoebe|know
phoebe|know i ’ ve playing like hour
other|phoebe
other|phoebe
other|hi
other|hi
phoebe|hey
other|umm actually came ask big favour
phoebe|oh well don ’ t tell want keep stuff uterus
other|okay see wan na name girl baby leslie frank want name one boy baby frank jr
other|jr
chandler|wouldn ’ t frank iii
other|don ’ t get started
other|anyway umm since three baby umm got put name would truly honoured named boy baby
phoebe|wow
phoebe|that ’ s great
phoebe|oh
phoebe|oh
phoebe|cougar
other|think
other|left bra drying shower rod don ’ t think son think it ’ s horribly traumatised
ross|hey mommy wife daddy bra
other|ohh it ’ s time go
ross|oh see clock ’ s little fast uh 17 minute
ross|huh 17 minute
ross|twice
other|well that ’ s ambitious
ross|hey uh ignore
other|that ’ s carol son
ross|uhh believe he ’ s older he ’ ll understand
other|ross
ross|i ’ ll right
ross|hello
ross|hello
ross|hey
ross|uhh emily carol susan
other|hey it ’ s nice finally meet
other|ohh y ’ know susan ’ s gon na shooting commercial london next week
other|oh yeah i ’ m excited i ’ ve never
other|oh well i ’ ll show around
other|would great
other|also uh hoping catch show make suggestion
other|oh there ’ s tonne terrific stuff i ’ ll go
other|ahh
ross|look two bonding making u late airport
other|right
other|oh he ’ s fine
other|he ’ s fine
other|it ’ s u getting along difficult doesn ’ t like
ross|oh come
ross|that ’ s that ’ s true
phoebe|hi
joey|hey
chandler|hey
chandler|baby name yet
phoebe|ugh
phoebe|hard
phoebe|went whole book found nothing
phoebe|want name that ’ s really like y ’ know strong confident y ’ know
phoebe|like like exxon
chandler|well certainly worked valdez kid
joey|ooh ooh pheebs want strong name
joey|hulk
phoebe|i ’ m i ’ m sure hulk like idea name starting
joey|oh want good name go joey
joey|joey ’ s pal
joey|joey ’ s buddy
joey|everybody
joey|well they ’ re hanging joey
chandler|hey y ’ know you ’ re gon na you ’ re gon na name joey name chandler
chandler|oh come
chandler|chandler ’ s funny sophisticated he ’ s loveable get know
