char|line
chandler|pheebs help pick engagement ring monica
chandler|can ’ t figure
chandler|it ’ s hard
chandler|get tiffany cut princess cut ah ah
chandler|paper cut
phoebe|told anyone else
chandler|don ’ t want tell anybody else don ’ t want monica find
phoebe|told
chandler|well it ’ s trust you ’ re one best friend walked looking ring brochure
phoebe|yeah well knocking pay
phoebe|wish hadn ’ t toilet
joey|hey
chandler|hey
phoebe|hey
phoebe|chandler wan na go coffeehouse
chandler|oh right
phoebe|yeah coffeehouse
ross|oh perfect gon na see wanted go
chandler|oh well don ’ t got pl place
ross|rude
joey|oh i ’ m sorry
joey|wan na bite
phoebe|thing going paul
rachel|good
rachel|although y ’ know he ’ s private guy
rachel|y ’ know wish could get open little bit share feeling
phoebe|that ’ s easy
phoebe|think jar pickle won ’ t open
rachel|saying run hot water bang head table
phoebe|that ’ s want get truth someone
other|hi honey
rachel|hi
phoebe|watch
rachel|okay
phoebe|hi paul
other|hi phoebe
phoebe|thing going
other|can ’ t complain
other|come
rachel|okay
other|hey
ross|hi
other|ross
ross|great see
other|good see
other|good
other|bye
ross|okay
ross|take care
ross|hey pheebs deal chandler blowing u
phoebe|yeah
phoebe|weird huh
ross|phoebe why ’ d
phoebe|didn ’ t
phoebe|chandler
phoebe|he ’ s he ’ s mad
phoebe|please think know
ross|can ’ t think anything
phoebe|come ross you ’ re paleontologist dig little deeper
ross|wait minute joey didn ’ t invite knicks game couple week ago
phoebe|think that ’ s something he ’ d mad
ross|guess could
phoebe|well think that ’ s
ross|well he ’ s angry really shouldn ’ t cover
ross|wish would tell truth
phoebe|oh that ’ s want really run head hot water bang head table
other|honey made reservation china garden okay
rachel|yeah that ’ s great
rachel|first wait talk talk
rachel|tell day
other|fine
rachel|okay
rachel|hey thinking
rachel|thinking right
other|i ’ m thinking looking really fine dress
rachel|yeah that ’ s great paul y ’ know wan na know wow really great
rachel|wan na know behind strong silent exterior
rachel|y ’ know say still water run deep wan na swim
other|talking sex
rachel|paul don ’ t know anything
rachel|y ’ know like like childhood
rachel|tell childhood
other|normal
rachel|okay well puberty
rachel|come that ’ s always painful time
rachel|y ’ know friend invite slumber party stick hand warm water you ’ re sleeping pee sleeping bag
other|nope
other|never happened
rachel|well you ’ re lucky never met bitch sharon majesky
rachel|anyway umm rest life y ’ know
rachel|regret
other|nope
rachel|right paul i ’ m asking lot
rachel|okay
rachel|give something
rachel|anything
other|okay
rachel|okay
other|okay
rachel|right
other|six year old
rachel|hm mmm
other|wanted big wheel
other|instead parent got little plastic chicken hop around
other|embarrassing kid made fun
other|pretty tough year
rachel|that ’ s that ’ s great
rachel|see
rachel|already feel like know little better
rachel|thank
rachel|okay come
rachel|go eat
rachel|let ’ s go
other|horrible
other|called chicken boy
rachel|oh
other|fifth grade got fight
other|well wasn ’ t really fight
other|richard darinvel bit nose feel
other|still little scare right see
rachel|yeah
rachel|yeah see scare
rachel|listen paul think really great y ’ know shared feeling
rachel|it ’ s really it ’ s beautiful umm say go share food
other|oh couldn ’ t eat
rachel|wait
rachel|talking
rachel|love kung pao chicken
other|chicken
other|chicken boy
rachel|god i ’ m sorry
rachel|i ’ m sorry
rachel|didn ’ t mean
rachel|wouldn ’ t
chandler|nothin
chandler|nine millionth ring store we ’ ve can ’ t find perfect ring
chandler|ugly ring
chandler|ugly ring
chandler|ugly ring
chandler|it ’ s beautiful selection
phoebe|okay maybe don ’ t get ring
phoebe|maybe maybe something different
phoebe|y ’ know
phoebe|maybe get engagement bracelet y ’ know
phoebe|engagement tiara
phoebe|ooh
phoebe|engagement revolutionary war musket
phoebe|pick one display corner
chandler|y ’ know i ’ m glad picked help
phoebe|huh
phoebe|imagine getting one knee handing gorgeous piece weaponry
chandler|yeah i ’ m gon na stick ring
chandler|oh one ’ s nice
chandler|like one
chandler|sir
chandler|uh kind sir
chandler|see one
phoebe|wait minute reason brought
phoebe|okay
phoebe|know haggle
phoebe|let handle
other|help
chandler|uh uh yes
chandler|would like see ring please
phoebe|whatever
other|ring 1920s it ’ s one half carat diamond sapphire either side
chandler|sir ask umm could hold ring ask marry
other|okay
other|marry
chandler|oh god that ’ s that ’ s ring
chandler|much
phoebe|chandler handle
phoebe|much
other|8 600
phoebe|give 10
other|interested ring
chandler|yes
chandler|yes pay 8 000
other|okay let go eight
phoebe|stand firm 10
other|would like pay
chandler|uh credit card
chandler|oh
chandler|left credit card joey
chandler|okay i ’ ll go get
chandler|guard ring
phoebe|okay
phoebe|listen i ’ m sorry
phoebe|anything 10
other|uh yes two rather beautiful 5 bill
phoebe|i ’ ll give 1
ross|hey remember chandler phoebe blew u yesterday
ross|remember
ross|eating pizza
joey|yeah
ross|okay
ross|well apparently chandler ’ s angry u getting ticket knicks game couple week ago
joey|oh we ’ re supposed get ticket
joey|guy always mooching u
ross|yeah
ross|anyway still think try patch thing y ’ know
ross|like uh maybe could get get ticket another knicks game invite
joey|oh wow that ’ s great idea
joey|still credit card
other|go
ross|oh
joey|hey hey hey ho ho got one
joey|go
joey|y ’ know got ta tell ya sometimes don ’ t get chandler
joey|y ’ know stuff time without don ’ t get upset
ross|time
joey|time
rachel|oh god
rachel|oh god
monica|still cry
rachel|like little girl
rachel|know
rachel|know
rachel|know
rachel|fault wanted open
rachel|god didn ’ t know gon na unleash weepy clingy moist monster
monica|y ’ know know two surefire way shut man
monica|one sex
rachel|what ’ s one
monica|don ’ t know i ’ ve never use one
monica|i ’ m saying y ’ know we ’ re sex he ’ s gon na talking
rachel|oh that ’ s right
rachel|you ’ re talker
rachel|anyway uh great idea
rachel|umm got ta go store told would buy tissue
monica|oh
rachel|don ’ t
phoebe|okay umm i ’ d also like try tiara
phoebe|oh yeah
phoebe|okay
phoebe|think much
other|tad
phoebe|okay
phoebe|take tiara back let hold musket
phoebe|something ’ s missing
phoebe|it ’ s okay oh let see ring friend picked
other|where ’ s 1920s princess cut ring
other|sold gentleman
phoebe|oh god
phoebe|help
phoebe|let
other|rachel
chandler|ya paul
other|okay
other|chandler dad ever hug
chandler|hug
other|it ’ s dad never
other|miss dad
chandler|well see dad vega kissing dad
other|hey chandler
chandler|yeah
other|would
other|would hug
chandler|i ’ m little busy paul
other|that ’ s exactly dad used say
chandler|okay quick one
chandler|come hug
chandler|oh hey
chandler|go
chandler|okay
other|five second
chandler|okay
joey|hey
other|joey
joey|whoa whoa hey hey
joey|hi paul
chandler|credit card
joey|yes it ’ s pocket
joey|back pocket
joey|back pocket
chandler|thank god
joey|oh hey listen got u ticket knicks game tonight
chandler|oh can ’ t go
joey|come
joey|it ’ ll fun
joey|ross paul probably
phoebe|chandler found perfect ring
chandler|oh that ’ s uh that ’ s pretty nice i ’ m gon na go one picked first
phoebe|oh god chandler one picked gone
phoebe|it ’ s
phoebe|guy bought
phoebe|i ’ m sorry
phoebe|tired stop put jail
chandler|put jail
phoebe|little jail door
chandler|phoebe asked guard ring
phoebe|know i ’ m sorry
phoebe|y ’ know ring better
phoebe|monica never even saw ring
chandler|yeah proposed ring got goose bump
phoebe|maybe guy
chandler|ring
ross|hey
ross|uh excited ticket
joey|blew u
joey|know
ross|can ’ t believe
ross|tell something
ross|i ’ m little mad
joey|tell something
ross|y ’ know
ross|didn ’ t want talk u angry well maybe don ’ t talk
joey|ooooh
joey|freeze
ross|that ’ s right
joey|like
ross|eh
ross|we ’ ll show
joey|it ’ s gon na joey ross best friend
joey|okay
joey|we ’ re gon na new joey chandler
rachel|hi
rachel|i ’ m back
other|hey
other|much tell ya i ’ ve written
rachel|ah that ’ s great
rachel|actually that ’ s that ’ s great
rachel|that ’ s really great
rachel|y ’ know got ta tell ya writing mean writing get uh get kinda hot
other|wait
other|wait
other|listen
other|listen
other|y ’ know wanted age
rachel|lover
other|surfer
rachel|oh yeah surfer
other|wanted one wave y ’ know
rachel|okay hold real quick hold second let uh get little comfortable
rachel|wait wait second isn ’ t revealing
other|ever happened little dude
other|full dream
rachel|don ’ t care little dude
rachel|can ’ t
rachel|can not listen anymore
rachel|y ’ know person would want listen mental health professional
rachel|it ’ s get paid 100 hour
rachel|know much money could ’ ve made listening
rachel|2 000
rachel|know figured
rachel|talking
other|can ’ t believe you ’ re trying stifle
other|14 hour ago figured exactly mother trying
rachel|oh i ’ m sorry
rachel|don ’ t mean didn ’ t mean stifle
rachel|little overwhelming
other|oh rachel i ’ m sorry
other|didn ’ t mean overwhelm
other|it ’ s gate open hard close ‘ em
other|closed
other|believe
rachel|i ’ m glad i ’ m glad shared
rachel|i ’ m glad you ’ re done
rachel|say umm
other|would really like
other|good
phoebe|hey
chandler|can ’ t believe let talk buying stupid gumball machine looking ring
phoebe|it ’ s stupid gumball machine looking ring
phoebe|it ’ s beautiful ring
chandler|it ’ s
chandler|looked ring could see monica ’ s face gave y ’ know
chandler|could see saying yes
chandler|look ring see ring
chandler|unless look really closely see eye
chandler|look important thing i ’ m gon na life
chandler|wan na make sure it ’ s perfect
phoebe|okay
phoebe|may way get ring back
phoebe|‘ cause heard guy tell jeweler going propose
phoebe|maybe get trade ring something
chandler|can ’ t
phoebe|well certainly can ’ t give stupid gumball ring
chandler|okay hasn ’ t proposed yet ring finger
phoebe|wow
phoebe|you ’ re good
phoebe|solve crime
chandler|yeah
chandler|okay go go go get
phoebe|oh okay
phoebe|excuse sir
phoebe|could come please
phoebe|phone call
phoebe|office
other|know office
phoebe|john
other|oh john
other|great
chandler|hi
chandler|hi
chandler|okay slight mix jewelry store ring you ’ re propose supposed held
chandler|i ’ m gon na need back
chandler|exchange i ’ m willing trade beautiful expensive ring
chandler|ew
phoebe|wow
phoebe|would trade
other|beautiful i ’ m gon na use one
other|you ’ ll excuse
chandler|fiancee heart set ring
chandler|don ’ t want break heart
phoebe|yeah want break dying woman ’ s heart
other|you ’ re dying
chandler|yeah she ’ s dying cough apparently
phoebe|yes dying wish ring
phoebe|see i ’ m buried ring spirit going wander nether world eternity
chandler|okay that ’ s enough honey
other|don ’ t know
other|let see ring
chandler|great
chandler|okay
other|right
chandler|thank
chandler|thank
chandler|thank
chandler|marry wonderful man
chandler|hey
chandler|i ’ m marrying dead woman
chandler|guy
chandler|i ’ ve got something important tell ya
chandler|guy
chandler|guy
chandler|i ’ m gon na ask monica marry
joey|think got ta end freeze
ross|wait minute real
chandler|yeah check ring
joey|oh god
ross|two really serious
chandler|yep pretty much
ross|you ’ re gon na get married
ross|mean we ’ re gon na brother law
joey|we ’ re gon na friend
chandler|heyyyy
joey|oh it ’ s water bridge forget
chandler|okay
chandler|gon na wait ‘ til uh official y ’ know
chandler|got excited tell guy you ’ re best friend
joey|think i ’ m gon na cry
rachel|ugh
rachel|cry
rachel|please
rachel|dumped one cry baby i ’ ll dump
chandler|i ’ m gon na ask monica marry
rachel|oh god
rachel|oh god
rachel|oh chandler
rachel|guy gon na happy
chandler|know
joey|where ’ s tissue
chandler|check ring
rachel|nice
rachel|one half carat easy
phoebe|hi
ross|hey hey pheebs
ross|chandler ’ s gon na ask monica marry
phoebe|oh know helped pick ring
ross|told told u
chandler|well walked looking ring brochure
chandler|understand right
chandler|guy
chandler|guy
