char|line
other|episode using italic signify portion contained prom video
joey|hey
chandler|hey
chandler|hold second
chandler|huh
joey|nice nice
joey|hey got somethin
joey|hand chandler envelope
joey|eight hundred twelve buck
chandler|well know big leon told ya even thousand want whole night
joey|well makin money payin back head shot electric bill many slice pizza can not even count
joey|love ya man
chandler|well thanks man
chandler|get pony
joey|hey little extra somethin uh ya know always bein
chandler|wow know say
chandler|wow know say
joey|heh dya say
chandler|know
chandler|bracelet
joey|engraved check
chandler|best bud
chandler|thanks best bud
joey|put
chandler|oh
chandler|think something nice saved special occasion
joey|oh beauty part go everything
joey|put good go
joey|ohhh man wearin bracelet
joey|idea thisll sex life
chandler|well probably slow first get used extra weight back track
other|well look good
monica|great
other|want call reference last job
monica|oh bottom see manager chandler bing
other|alright let see good person paper
other|make salad
monica|salad
monica|really could something little complicated like
other|salad fine
monica|got
other|want tell
monica|alright well tearing lettuce
other|uh huh
other|dirty
monica|oh oh worry gon na wash
other|like dirty
monica|call
other|uh going next
monica|well thought would cut tomato
other|uh firm
monica|theyr alright
other|sure gone bad
other|sure bad
monica|really ok
other|gon na slice real nice
monica|actually gon na jullienne
other|aaaahhhhhhh
monica|outa
ross|ello
ross|rachel right take message
ross|alright spell casey like bat sunshine band
ross|ok bye bye
ross|hey uh casey
phoebe|oh guy met movie
ross|oh really
ross|uh want
chandler|well guessing want little dance
chandler|ya know make little love
chandler|well pretty much get tonight
ross|know get get mean wh wh two month ago rachel like close
ross|right takin message guy meet movie
ross|mean casey takin message ya know rachel together get kind message service
phoebe|hang gon na happen
ross|wha ok know
phoebe|lobster
chandler|oh goin somewhere
phoebe|cmon guy
phoebe|known fact lobster fall love mate life
phoebe|know actually see old lobster couple walkin around tank ya know holding claw like
chandler|hey feelin better
monica|yeah think fifth shower actually got interview
phoebe|possibility
monica|oh yeah well possibility make rent
ross|monica want lend money
monica|could pay back right away feel guilty tense every time saw
ross|oh ok
ross|well uhh borrow mom dad
ross|feel guilty tense around already
ross|might well make money
chandler|ya know man got point
phoebe|sparkly thing
chandler|thing uhh
chandler|yeah little flashy
ross|flashy goodfella
monica|man man sharp
monica|must cost quite debloons
monica|hi
other|hi
other|hi darling
other|old stuff
other|well sweetie surprise
other|turning room gym
monica|wow surprise
monica|one little question uh ross room
other|gosh talked brother many science trophy plaque merit badge well want disturb
monica|oh god forbid
other|oh hi rachel
rachel|hi
other|oh sorry hear parent splitting dear
rachel|oh well know separated know never know see
other|well can not say u surprised
other|parent unhappy ever since known
other|especially incident hawaii
rachel|incident
other|uhh naa must thinking someone else uh maybe
other|folding
other|go fold dear
other|fold
other|fold
phoebe|want refill
chandler|alright thanks
phoebe|ok
phoebe|ooh ok got ta give second wan na get right
phoebe|dude 11 clock totally hot babe checkin
phoebe|really good think ready pen1s
chandler|know thinking dave thomas founder wendys
other|gail
chandler|chandler
other|really somewhere nice meeting
chandler|oh excellent
chandler|know coulda gotten vcr coulda gotten set golf club get woman repeller eyesore liberace house crap
phoebe|bad
chandler|oh yeah easy say walk around sporting reject mr
chandler|collection
phoebe|chandler chandler
chandler|pity fool put jewelry
chandler|pity fool
chandler|hi
chandler|hey man doin uhh impression
chandler|marcel marceau
chandler|actually good
ross|would look guy mean long talking
ross|like back buddy waitress geisha
phoebe|think ok
ross|look look see pushing away budge
ross|alright gon na something
ross|excuse rachel
ross|ross geller
ross|wha god add said pretty wow
rachel|doin
ross|oh oh god wrong day
ross|believe uh well hey guess work something tell grandkids
other|sure
other|uh got ta go
other|take care
ross|ok see ya later nice meeting
ross|welcome
ross|saving
rachel|saving saving saving pleasant conversation interesting man saving
ross|oh see sitting uh
rachel|ok ross listen save
ross|uh uh well umm lobster
rachel|ok know like blind date guy
ross|uh lobster
ross|see um lobster uhh tank old uhh get uhh walk around holding claw
ross|tank ya know holding
ross|uhh phoebs wan na help whole lobster thing
phoebe|claw
ross|rach
ross|ok forget forget lobster ok
ross|let u talk u
rachel|ross u ok
rachel|listen
rachel|fell get clobbered
rachel|fall somehow get clobbered
rachel|tired clobbered ya know worth
ross|well
rachel|ross
rachel|never gon na happen ok
rachel|accept
ross|e except except
rachel|acc cept
ross|oh
chandler|hey man look best bud
chandler|ya doin
chandler|wow really gettin good marcel marceau thing
chandler|hey whaddya say uh play ball huh whaddya say
chandler|ok bad
joey|hated bracelet much chandler said
chandler|well fact wore bracelet even though hated say something friendship much mean
joey|well fact insulted bracelet made fun
chandler|ok well part wank
chandler|hoping would focus
chandler|hey cmon man said sorry like hundred time promise never take
chandler|wrist
chandler|want stay mad know uh stay
joey|know
chandler|knee holding couch cushion symbol sorrow regret much like biblical time
chandler|though may haveth anger
other|know steffi graf quite tush
other|saying right
ross|hey guy
other|hi darling
