char|line
chandler|okay
chandler|gon na get married
monica|sure wan na
ross|well hello mr
ross|ross
rachel|well hello mr
rachel|rachel
rachel|wait
rachel|okay
monica|whoa
chandler|oh god
joey|come pheebs
joey|hurry
joey|hurry
joey|hurry
joey|hurry
phoebe|okay
phoebe|okay
phoebe|okay
chandler|oh god
chandler|everybody getting married
other|n running chapel
phoebe|hey
phoebe|don ’ t give hey
chandler|hey
joey|hey
monica|guy
joey|ross rachel left u message saying getting married
joey|isn ’ t guy
chandler|yes
chandler|well yes
monica|else would
joey|well
joey|happened
joey|miss
chandler|actually missed
phoebe|well maybe wouldn ’ t run chapel
monica|insane
phoebe|what ’ s big deal y ’ know
phoebe|it ’ s like it ’ s real marriage
phoebe|yeah get married vega you ’ re married vega
monica|talking
monica|get married vega you ’ re married everywhere
phoebe|really
monica|yeah
phoebe|oh god
phoebe|eh
phoebe|well
other|case haven ’ t heard courteney cox got married david arquette hiatus changed name courteney cox arquette
other|david busy boy season marry everyone else well
other|they ’ re listed jennifer aniston arquette lisa kudrow arquette interesting twist matt leblanc arquette matthew perry arquette david schwimmer arquette even creator show david crane arquette marta kauffman arquette
other|wonder new sleeping arrangement
rachel|ohhh
ross|bed together
rachel|don ’ t know
rachel|clothes
ross|yeah
rachel|really
ross|didn ’ t sex uh
ross|mean don ’ t remember much last night blur
rachel|oh
rachel|remember laughing
rachel|laughed lot
ross|didn ’ t sex
rachel|ohh mean really drunk
rachel|i ’ m glad didn ’ t anything stupid
ross|tell
joey|mornin ’ pheebs
joey|well movie officially canceled
phoebe|oh joey i ’ m sorry
phoebe|want breakfast
joey|nah i ’ m depressed eat
joey|i ’ ll probably eat like 5 minute
joey|guess i ’ ll fly home guy time ’ s flight
phoebe|cab
joey|don ’ t need anymore
phoebe|joey
phoebe|borrowed cab drive back
joey|don ’ t want drive way back get lonely
joey|oh ooh
joey|come
phoebe|don ’ t know it ’ s long trip
joey|it ’ ll great
joey|could talk play game
joey|huh
joey|could chance like renew friendship
phoebe|asking frenaissance
joey|sure
phoebe|right
phoebe|although don ’ t think need one never stopped loving
chandler|hi
joey|hey
monica|hey
chandler|anyone talked dr
chandler|mr
chandler|geller yet
phoebe|um hmm yeah
phoebe|left message minute
joey|waitress
joey|i ’ m starving
chandler|it ’ s buffet man
joey|oh here ’ s win money back
chandler|listen got ta talk
joey|sure
joey|what ’ s
chandler|monica almost got married last night
joey|oh god
