char|line
rachel|kitchen stuff mine
monica|bottle opener
monica|it ’ s magnet
rachel|look
ross|weird
ross|y ’ know
ross|you ’ re moving one thing don ’ t
ross|it ’ s like uh way complete kitchen
ross|complete kitchen matey
phoebe|ross know you ’ re thinking
phoebe|she ’ s gon na move maybe she ’ ll fall love find you ’ re already married she ’ ll happy
phoebe|y ’ know
phoebe|you ’ re you ’ re sad
ross|oh god
ross|see
ross|love rachel
ross|course
ross|add
ross|mean you ’ re obsessed
ross|it ’ s always ross gon na rachel
ross|ross moving rachel
ross|gon na confess secret marriage rachel
ross|want
ross|uh oh saved bell
ross|hello
monica|hey rach aren ’ t candlestick mine
rachel|bought
monica|ohh
monica|yeah forgot
rachel|yeah
monica|you ’ re liar
ross|that ’ s great
ross|i ’ ll monday
ross|thank
ross|okay
ross|umm head paleontology department n uh uh u
monica|wow
monica|uh uh say
ross|well remember paper published last year sediment flow rate huh
ross|loved
rachel|well wouldn ’ t
ross|know
ross|anyway asked guest lecturer
ross|mean it ’ s temporary uh like could lead full time job
ross|great would look great mailbox huh
ross|professor geller
phoebe|yeah professor mr
rachel|mr
phoebe|oh
phoebe|yeah y ’ know ross still married
phoebe|kidding
rachel|ohh
rachel|oh god
phoebe|saved as
chandler|hey
phoebe|hi
monica|hey
chandler|oh what ’ s matter
phoebe|well know psychic see
chandler|yeah
phoebe|well told i ’ m gon na die week i ’ m kinda bummed
phoebe|yeah know guy don ’ t know lot psychic reading one pretty much worse one get
monica|phoebe that ’ s crazy
joey|can ’ t believe would say
rachel|yeah honey don ’ t believe
phoebe|don ’ t said y ’ know i ’ d triplet
phoebe|also said one would black
chandler|curiosity tell you ’ re gon na go
phoebe|‘ cause didn ’ t tell gon na die end session gon na waste whole another hour
phoebe|mean i ’ ve got week left y ’ know
phoebe|i ’ ve really got ta start living
phoebe|lean back start reading
ross|hey everyone
chandler|oh hi
ross|hey uh well today ’ s first lecture kinda wanted try guy mind
ross|three primary theory concerning sediment flow rate
ross|theory subcategorized two distinct
phoebe|oh
phoebe|what ’ s gon na kill
ross|subcategories
ross|first subcategories
joey|uh ross
joey|uh naked chick piece paper
joey|well i ’ ve never seen guy stare hard piece paper didn ’ t naked chick
ross|ohh
ross|okay
ross|okay
ross|three primary theory concerning sediment flow rate
ross|theory subcategorized
chandler|don ’ t open joke
ross|open joke
ross|it ’ s university comedy club
chandler|wait minute hold phone
chandler|you ’ re talking chuckle university
ross|okay
rachel|ross hey know might make le boring
ross|thank
rachel|uh visual aide
joey|oh ooh ooh
joey|y ’ know what ’ s good visual aide
ross|please don ’ t say naked chick
ross|don ’ t even know bother talk guy
ross|y ’ know
ross|i ’ m gon na naked chick
chandler|that ’ s way ‘ til 19
chandler|hey
