char|line
monica|come
monica|waiting
rachel|hi
rachel|wan na ahhh
rachel|oh god
rachel|oh god
monica|okay sorry
monica|sorry
monica|um taking nap
rachel|since take nap position
rachel|oh god monica tell waiting guy
rachel|please tell waiting guy
monica|yes
monica|yes
monica|guy
monica|work
monica|seeing guy work
monica|ha
rachel|cute waiter guy restaurant one look like non threatening ray liotta
monica|uh huh one
rachel|yknow give second hair
rachel|gon na grab jacket
rachel|get back want every little detail
rachel|maybe
monica|okay umm okay umm joey ross
rachel|guy movie
joey|well
joey|ross talking loud phone threw u
ross|talk loud movie loud
joey|talking london
monica|get touch emily
joey|well yet
joey|calling everyone side family hoping someone help get touch
ross|care said girl name prissy old twit
joey|ross
joey|way suck family
chandler|ha ha ha enh enh
chandler|glad guy
chandler|office finally got wrinkle free fax paper
joey|hey
chandler|oh vomit tux
chandler|vomit tux
joey|worry dry cleaned
monica|vomit tux
monica|vomited yknow joe
joey|well telethon thing tv agent got job co host
monica|oh great
joey|little uh good deed pb little tv exposure kind math joey like
phoebe|ugh pb
monica|wrong pb
phoebe|ugh right
joey|don ’ t like pb pheebs
phoebe|okay right mom killed really bad place yknow personally
phoebe|thought make feel better wrote sesame street nice little kid
phoebe|one ever wrote back
chandler|well yknow lot muppets thumb
phoebe|got lousy key chain
phoebe|time living box
phoebe|key
joey|sorry pheebs yknow wanted good deed
joey|like like baby
phoebe|good deed wanted get tv
phoebe|totally selfish
joey|whoa
joey|whoa
joey|whoa
joey|baby brother
joey|talk selfish
phoebe|talking
joey|well yeah really nice thing made feel really good right
phoebe|yeah
joey|made feel good make selfish
joey|look unselfish good deed sorry
phoebe|yes
phoebe|totally good deed selfless
joey|well may ask one example
phoebe|yeah yknow may
joey|people selfish
phoebe|calling selfish
joey|calling people
joey|yeah well sorry burst bubble pheebs selfless good deed exist
joey|okay
joey|deal santa clause right
phoebe|gon na find selfless good dead
phoebe|gon na beat evil genius
ross|hello
other|hello ross
ross|emily
ross|emily
ross|oh god
ross|oh god emily
ross|emily everyone
ross|shush shush shhst
ross|hi
other|ross ringing say stop harassing relative
other|good bye
ross|wait
ross|look wait
ross|okay hang gon na keep calling
ross|gon na gon na call everyone england take get talk
other|really
ross|look wife
ross|married
ross|yknow
ross|love
ross|really miss
other|miss
other|well least think
ross|talking
phoebe|hey joey said deal santa clause meant
joey|exist
phoebe|right
rachel|chandler heard monicas secret boyfriend
chandler|uhh yeah
chandler|uh uh uh might mentioned
rachel|mon gon na meet new secret waiter man
monica|ohh really shy
monica|don ’ t think meeting everyone yet
chandler|yeah think meeting everyone yet
rachel|don ’ t care
rachel|wan na meet guy best sex ever
chandler|really
chandler|heard
chandler|said
monica|might said
monica|funny
chandler|happy
chandler|lucky dog
ross|hi
monica|hey
ross|well emilys willing work relationship
chandler|yes
monica|great
ross|london
ross|want move london
monica|live
monica|know
rachel|gon na
ross|bet talk carol susan convince move london ben
monica|yeah sure ex wife happy move another country patch thing new wife
ross|could happen
joey|ya doin
joey|welcome
joey|good see ya
other|phone
joey|great
joey|uh really expecting lot call
other|answer take pledge
joey|host
other|gary collins host
other|answering phone
joey|seem understand
joey|see dr
joey|drake remoray
other|well here phone doctor
phoebe|can not believe can not find selfless good deed
phoebe|yknow old guy life next
phoebe|well snuck raked leaf front stoop
phoebe|caught force fed cider cooky
phoebe|felt wonderful
phoebe|old jackass
rachel|maybe joeys right
rachel|maybe good deed selfish
phoebe|find selfless good deed
phoebe|gave birth three child let raised world joey right
chandler|hey monica
chandler|ask cooking question
monica|sure
chandler|cooking stove mean new secret boyfriend better bed richard
rachel|chandler
monica|well yknow think gon na respect privacy new secret boyfriend
chandler|mean guy learned best ever going like
ross|right emily much love sorry can not move london without ben
other|understand would difficult
ross|yeah would please consider moving
ross|mean gon na move anyway can not
other|know
ross|oh oh okay know even though complete idiot til mean mean come
ross|come work
other|right
ross|right say right
other|idiot
ross|oh emily great
ross|gon na great
ross|gon na like like like two idiot love
other|ross one thing really scare still
ross|yes tell
other|well understand humiliating altar front entire family friend
ross|know
ross|sorry
other|decided forgive seeing airport catching plane
ross|sorry
other|mean can not can not room
other|drive mad thinking room
ross|emily nothing rachel
ross|okay
ross|love
other|right
other|come new york try make work
ross|oh great
other|long see rachel anymore
ross|asked emily would come new york said yes
chandler|yes
phoebe|ooh ohh
monica|great
ross|promise never see rachel
monica|can not tell
ross|told think
ross|mean hell supposed make kind decision
ross|actually asking
chandler|well can not see rachel anymore one best friend
monica|yeah
monica|can not exactly see emily mean wife
phoebe|yeah
chandler|true
phoebe|yeah known rachel since high school can not cut life
chandler|true
monica|can not
ross|thanks help problem solved
monica|hello
joey|hey mon
monica|oh hey joey
monica|watching day gon na tv
joey|see kind mix agent office still tv good exposure
monica|tv
joey|oh uh okay
chandler|hey
joey|hello new york
other|maybe like wan na whole duck
other|care yknow
other|got leg
chandler|many time told guy never watch cooking channel
monica|hi chandler
chandler|hey
monica|uh listen need broiling pan joey borrowed day
chandler|oh
chandler|uh yeah used duck throwing caterpillar
monica|william sonoma fall catalog page 27
chandler|expect 4 6 week
chandler|umm hey umm joeys gon na telethon rest day whole place
monica|yeah
chandler|well thought maybe wan na book time best ever
monica|yknow champ
monica|think pas
chandler|point
joey|pb telethon
phoebe|hey joey wanted let know found selfless good deed
phoebe|went park let bee sting
joey|good gon na anybody
phoebe|well help bee look tough front bee friend
phoebe|bee happy definitely
joey|yknow bee probably died stung ya
phoebe|aw dammit
other|back 30 second people
joey|hey excuse would mind switching
other|hey way shot man
joey|come man
joey|day
other|yeah taking pledge eh
other|3 2
other|welcome back fall telethon
other|enjoying performance circ du sole like see kind programming simple
other|call pledge time tell operator one volunteer kind programming like
ross|okay
ross|can not make decision
ross|difficult gon na leave entirely god fate
monica|magic eight ball
monica|can not serious can not make decision toy
phoebe|ooh toy
ross|well know else
ross|mean either keep wife lose one best friend keep friend get divorced second time 30
ross|anyone better suggestion let u hear
ross|got nothing
ross|right shy suggestion
ross|okay
ross|go
ross|magic 8 ball never see rachel
ross|ask later
ross|later good enough
ross|ask later
ross|hell
ross|broken
ross|broken
monica|right let see
monica|chandler sex tonight
monica|count
monica|seems like work
joey|pb telethon
phoebe|hi joey
joey|hey pheebs
phoebe|would like make pledge
phoebe|would like donate 200
joey|200
joey|sure pheebs
joey|mean sesame street ya
phoebe|oh still mad also bring happiness lot kid mom kill supporting good thing happy
phoebe|selfless good deed
joey|little good donating money
phoebe|suck
phoebe|saving buy hamster
joey|hamster
joey|thing like 10 buck
phoebe|yeah one eye
other|look like surpassed last year pledge total
other|thank viewer
other|pledge taken one volunteer oh boy
other|may say one sharpest dressed volunteer mr
other|joseph tribbiani
phoebe|oh look look joeys tv
phoebe|great
phoebe|pledge got joey tv
phoebe|oh make feel oh
chandler|look maybe got carried away
chandler|something got ta know
chandler|best made best
monica|keep talking
chandler|mean nothing
chandler|call girl ask
chandler|would take long
chandler|together oh god
monica|really
chandler|oh aw god
chandler|understand never want sleep would wrong
chandler|good
chandler|owe sex
monica|well owe
monica|oh joey gon na home
chandler|well kinda hoping could without
chandler|oh leave glove
monica|cleaned bathroom
chandler|yeah lose glove
monica|yeah
chandler|right let u show done
monica|okay
monica|ow
chandler|yknow part
monica|know
rachel|hi
rachel|ready
rachel|gon na late
rachel|stella
rachel|remember
rachel|gettin grove back like 20 minute
ross|yeah uh totally forgot
ross|mind take rain check
ross|waiting call emily
rachel|sure
rachel|guess
rachel|hey hear go london
rachel|yay
ross|easy still lot relationship stuff
rachel|like
ross|stuff
ross|yknow kinda emily want
rachel|well talk maybe help
ross|can not help
ross|mean kinda without help
rachel|well know
rachel|saying need somebody talk hi
ross|thanks
rachel|ross
rachel|look whatever relationship stuff emily want give
rachel|come bottom line love
rachel|fix whatever want fixed
rachel|mean gon na try
rachel|gon na hate
rachel|oh come answer
rachel|driving crazy
ross|hello
ross|hi sweetie
ross|good
ross|look umm yes thinking thing wanted
ross|come new york
monica|never done
chandler|nope
