char|line
other|previously friend
monica|erica okay
other|yeah know maybe ate much
other|keep getting stomach ache
other|come go like every minute
monica|oh god
chandler|relax
chandler|get antacid
monica|stomach ache
monica|labor
chandler|oh god
rachel|think say goodbye mean much everybody else wrong
rachel|mean
ross|rach
ross|hey
rachel|shh
rachel|go back sleep
rachel|go home
ross|oh
ross|amazing
rachel|really
rachel|learned new move
ross|yeah well guy work gave sex dummy joke
rachel|ah
ross|laughing
rachel|know
monica|breathe breathe breathe
monica|good
chandler|next time say breathe
monica|last time said like dracula scared
monica|get anything
monica|want ice chip
other|okay
monica|alright right back
chandler|going
monica|use bathroom
chandler|can not leave alone
chandler|exactly kind social situation comfortable
monica|kind social situation comfortable
chandler|never spent time know alone together
monica|fine
monica|nah back two minute
chandler|okay
chandler|ah
chandler|plan summer
other|know
other|maybe church camp
chandler|hah
chandler|may wan na mention
chandler|ever wonder worse know going labor getting kicked nut
chandler|well interesting
chandler|know one ever know one experience
chandler|one life great unanswerable question
chandler|mean know
chandler|maybe something even painful thing
chandler|like
phoebe|morning
joey|hey
joey|house warming present monica chandler
phoebe|baby chick duck
joey|uh huh
joey|named chick jr
joey|duck jr
phoebe|see coming
joey|yeah figure love new house know
joey|big backyard
joey|get old go special farm chandler took chick duck
phoebe|yes
joey|yeah
joey|shame people can not visit
phoebe|rule though
phoebe|guess
phoebe|almost uncle
joey|yeah erica went labor last night
joey|monica chandler hospital right
ross|oh god
phoebe|yeah definite feeling gon na girl
ross|phoebe sure ben gon na girl
phoebe|seen throw ball
ross|rachel
joey|uh think still asleep
joey|hey hey go guy last night
joey|seemed pretty pissed
ross|uh yknow worked thing
phoebe|smile
phoebe|something happen two
ross|hey one kiss tell also one sex shut
ross|totally
joey|oh god
joey|rachel
ross|know pretty great
joey|mean
joey|guy getting back together
ross|oh
ross|know
ross|really get talk
phoebe|wan na get back together
ross|know
ross|incredible
ross|mean felt right
ross|holding mean never wanted let go
ross|know
ross|yeah
ross|wan na together
phoebe|yay
ross|shhh
phoebe|yay
joey|still going paris
ross|wow thought
ross|hope
phoebe|oh like best day ever
phoebe|ever
phoebe|guy might get back together monica chandler getting baby chick duck world
phoebe|oh feel like musical
phoebe|daa raa
phoebe|sun come bright beaming
phoebe|moon come
rachel|morning
phoebe|guess never know end
joey|okay
ross|hey
rachel|hey
ross|hey
ross|sleep
rachel|good
ross|good
joey|bet
ross|uh
ross|would guy mind giving u minute
joey|sure yeah
joey|keep eye chick duck
rachel|chick duck
rachel|die
phoebe|dive
phoebe|yeah dove head first fun farm
ross|morning
rachel|last night wonderful
ross|really
rachel|woke today biggest smile face
ross|know
ross|know like one thing think never gon na happen everything want
rachel|uh huh
rachel|know
rachel|perfect way say goodbye
monica|little bit honey
other|help
other|hurt
chandler|really bad
other|uh huh
other|think time kick nut see worse
other|baby head crowning
monica|oh
monica|oh god
monica|beautiful top head ever seen
monica|chandler see
chandler|okay
monica|chandler wan na miss
monica|birth child
monica|miracle life
chandler|alright
chandler|wow one disgusting miracle
other|start pushing
other|go
other|come shoulder
monica|boy
chandler|wow
other|okay
other|fine
monica|oh
chandler|baby
chandler|beautiful little baby
chandler|stuff gon na pretend see
other|would like cut umbilical cord
chandler|well spongy
monica|oh hey handsome
monica|oh gon na love much woman ever gon na good enough
monica|oh lucky
chandler|know
chandler|eye
chandler|mean know possible
other|get cleaned bit
chandler|okay
monica|oh god beautiful
monica|thank much
other|really happy guy
chandler|feel
other|tired
other|well much time relax
other|one along minute
monica|sorry along
other|next baby along minute
monica|ordered one
other|know twin right
chandler|oh yeah
chandler|face two people know
other|can not believe know twin
other|never happened
chandler|well gosh
chandler|make feel special good
monica|wait know twin
other|yeah paperwork got clinic ohio
monica|anybody tell
other|think
other|although mention something two heartbeat
other|thought mine baby
other|kept saying heartbeat really strong thought well good baby
monica|unbelievable
other|twin actually run family
chandler|interesting
chandler|see second
monica|mean
chandler|twin
chandler|twin
monica|chandler panicking
chandler|uh huh
chandler|join
chandler|okay say keep one like option one
monica|can not split
chandler|could give half medallion year later find reunited
chandler|mean great day everybody
monica|okay person adopts one horrible
chandler|adopted king
monica|yeah hear king looking adopt
chandler|monica ready two baby
monica|matter
monica|waited long
monica|care two baby
monica|care three baby
monica|care entire cast eight enough come
monica|taking home child
chandler|okay
chandler|shhh
chandler|okay
monica|okay
chandler|okay
other|look like ready
other|come erica start pushing
other|ow
other|come
chandler|girl
other|yeah
chandler|well one
chandler|enough
ross|said perfect way say goodbye
joey|oh god
joey|say
ross|nothing
ross|say
phoebe|ross got tell feel
ross|way
joey|can not give
joey|dinosaur would
joey|dude trying speak language
phoebe|ross rachel know wan na get back together
phoebe|might feel differently
phoebe|might even go
ross|really think
phoebe|telling
phoebe|oh okay
phoebe|part musical really good convincing song
phoebe|bam bam take answer
phoebe|bam bam let love fly away
phoebe|bam bam bam bam
rachel|hi
phoebe|can not girl finish song around
joey|hey
rachel|hi
rachel|dropped emma mom
ross|okay
joey|oh taking tonight
rachel|decided would go ahead set first mom would bring emma paris sunday
phoebe|wow eight hour flight one year old
phoebe|good luck mom
rachel|kidding
rachel|eight hour mother talking atkins
rachel|good luck emma
ross|alright know
ross|right
ross|least tell feel
joey|ross wait
joey|could get muffin
other|rachel
rachel|yeah
other|know leaving tonight tell
other|love
other|know change plan thought know
rachel|gunther
rachel|oh
rachel|love
rachel|probably way
rachel|café coffee see man hair brighter sun think
rachel|aw
rachel|oh
rachel|bye guy
ross|oh god
phoebe|unbelievable
joey|hey know might help
ross|getting muffin
monica|think recognize
