char|line
joey|alright peeking
joey|peeking peeking peeking
chandler|alright alright better wearing clothes open eye
joey|alright open eye
chandler|sweet mother good pure
joey|huh
joey|day life picked option
chandler|congratulation
joey|know
chandler|finally watch green acre way meant seen
joey|uh huh
chandler|uh one mine
joey|whichever one want man
joey|whichever one want
joey|one
chandler|ohh yes
joey|ohh yeah stuff
chandler|dare
joey|dare
other|aaahhhh
other|aaaahhhhhh
phoebe|can not believe two cow made ultimate sacrifice guy could watch tv foot
chandler|well chair shaped cow
chandler|never would survived wild
ross|screen amazing mean dick van dyke practically life size
monica|rose marie really belongs smaller screen
rachel|hi guy
rachel|hey
ross|hey
other|woah hey yo
rachel|uh day
ross|oh know pretty much usual uh sun shining bird chirping
rachel|really
rachel|mine
phoebe|hey cool mine
ross|yeah yeah yeah
ross|got get museum
ross|um see tonight
rachel|ok
ross|bye guy
monica|tonight
other|hey yo
monica|tonight
rachel|first official date
rachel|first date
monica|uh hello
rachel|hi
monica|tonight supposed waitress catering thing word trigger anything
rachel|god oh god monica forgot
rachel|first date
monica|yes mom got job
phoebe|ok waitress waitress
rachel|oh thank thank thank thank
rachel|see phoebe phoebe
monica|really phoebs
monica|know actual waitress
monica|can not like bear cub thing
phoebe|waitress
phoebe|ok watch
phoebe|um gim me two number one 86 bacon one adam eve raft rickem la la la la la la la la la la
phoebe|james bond
monica|sorry late
other|ah ok come
other|um sorry monica geller coming
other|told
monica|dr
monica|burke
other|monica
other|god used
other|mean must lost like
other|look great
monica|thank
monica|friend phoebe
monica|gon na helping tonight
other|hi phoebe nice meet
other|ya
monica|great great
other|oh well obviously know barbara split otherwise would done head tilt
monica|head tilt
other|yeah since divorce anybody asks always sympathetic head tilt
other|ya doin
other|ok
monica|sorry
other|fine believe
other|always answer ok head bob
other|ok
other|sure
other|yeah fine
other|hey listen got set music
other|got new cd changer course divorce left 4 cd change
monica|oh bad
other|survive
chandler|uh two large extra cheese
chandler|listen ring buzzer 19 ring 20 geller green let ok
chandler|buzz door tip
chandler|ok thanks
chandler|pizza way
chandler|told would get
joey|pee
chandler|cancel soda
monica|got get back party
other|dull opthamologists
monica|opthamologist
other|parent wanted wanted sherrif
phoebe|funny
phoebe|cadillac cataract get get stay
other|see
monica|alright tell
monica|come get 5 minute sort um kabob emergency
other|ok
other|better
other|oh god go
other|hey wan na see em go nut
other|watch
other|need glass
phoebe|smitten
phoebe|oh much smitten kitten
phoebe|ask
monica|dr
monica|burke
monica|think
monica|mean like grown
phoebe|two totally
monica|phoebe friend parent
monica|like 20 year older
phoebe|ok never gon na see
monica|never
monica|mean gon na see tomorrow eye appointment
phoebe|like get eye checked
monica|well yeah know uh 27 dangerous eye age
rachel|cmon saying bad movie saying know little
rachel|hard follow
ross|told going sub title
rachel|know want wear glass first date
rachel|monica
ross|would really help kissing shout sister name
rachel|honey checking
ross|oh
rachel|monica
ross|mon
rachel|monica
ross|mon
rachel|sorry
rachel|oh god sorry moved hand butt like woah ross hand butt
rachel|sorry
ross|funny
rachel|well honey sorry guess nervous
rachel|mean ya know u
rachel|mean crossing line sort big thing
ross|know big know uh ha ha big
rachel|ok
ross|ok hand near butt
rachel|know know know know
rachel|thinking last time sorry
rachel|sorry sorry
rachel|ok ok look woah promise good gon na laugh anymore
rachel|ok put hand back
ross|see can not uh feeling self conscious
rachel|one cheek
ross|nuh uh moment gone
rachel|alright put hand back
ross|romantic
rachel|cmon touch
rachel|oh come squeeze
rachel|rub
rachel|oh come would grab as
joey|wow look
joey|car fire yet somehow expensive paint job protected miracle wax
chandler|got cheeto face man
joey|hi
other|hey
joey|doin
joey|supposed rachel
ross|14 hour ago
chandler|go
ross|oh
ross|listen ever uh know foolin around girl uh started laughin
chandler|yeah uh 1982 flock seagull haircut tickling chin
joey|laughed
ross|yeah
ross|know wanting since like ninth grade typing ya know
ross|want perfect right
ross|laser beam cutting paint
chandler|miracle wax
joey|certainly miracle
rachel|hi guy
other|hey
ross|hey
rachel|hi
rachel|listen um thinkin
chandler|listen guy uh speak harder u hear lower voice
rachel|ok listen sorry last night really want make
ross|ya know need make u
rachel|well thinking maybe um romantic dinner um candle wine uh maybe going back place um dessert
ross|humm sound perfect
chandler|could get u couple beer
other|going look eye
monica|really
other|yeah job
other|alright look
other|look open eye look
other|right look light
other|look
other|ok
other|eye look good
other|good eye
monica|good feel good head
other|great see ya
monica|ok um
monica|goodbye
other|drop
other|drop
other|free
monica|thanks
monica|guess better going
other|oh ok yeah
other|see ya later
monica|thanks
phoebe|got get lazy boy chair
other|hey woah hey woah
phoebe|know go outside three dimensional people
joey|inside good outside bad
phoebe|guy pathetic oh oh xanadu
phoebe|oh
chandler|one u
rachel|hi guy
ross|hey
other|hey
ross|well wanted stop uh say goodnight
other|goodnight
ross|look even turn head
rachel|alright guy takin shirt
joey|naa lyin
monica|stop sending food apartment
ross|well whyre dressed
phoebe|one date tonight
ross|date
monica|one
ross|cmon name
monica|nothing
ross|come tell
monica|alright excited ok got ta promise get big brothery judgmental
ross|oh promise
monica|richard burke
ross|richard burke
ross|doc doctor burke
ross|date doctor burke
ross|bother
ross|love man like uh brother dad
monica|well information happens one brightest sophisticated sexiest men ever
ross|doctor burke sexy
other|oh god absolutely
ross|museum oh
rachel|ya know dr
rachel|burke kissed
rachel|um 7 crashed bike right front house stop cry kissed right
phoebe|oh lucky
rachel|know
ross|woah woah woah australopithicus supposed display
ross|n homo habilus erect australopithicus never fully erect
chandler|well maybe nervous
ross|oh look can not believe
ross|look homo habilus even learned use tool yet got wi clay pot
ross|give microwave
ross|sorry sorry taking long ya know longer expected dinner
rachel|ok fine
ross|karl
monica|wow michelle
other|yep
monica|seen since high school graduation
monica|oh god night got dru
monica|motional
other|ya know another baby
monica|thought one
other|henry almost two talking everyting
other|know day told liked better grandpa
other|fairness grandpa drunk still
monica|oh grandpa
other|yeah
other|nut
monica|know maybe
monica|mean dating man pool peed
other|need know
other|guess 21 year lot
other|mean hell whole person drink older
monica|yeah
monica|maybe
other|yeah yeah maybe
monica|wow really suck
other|yeah sure
monica|well really decide anything right
other|rush anything
other|pizza delivery
monica|oh gon na kill guy
ross|rach
rachel|oh
ross|done
rachel|yeah well know uh sorentinos
ross|wha ok sorry let u uh find someplace else
rachel|know late everythings gon na closed
rachel|another night
ross|cmon
rachel|ok dead right
ross|shh
ross|want cran apple cran grape
rachel|grape
ross|ok sit
ross|ok
rachel|oh god
ross|sorry
rachel|ah looking
ross|well uh see little cluster star next big one
ross|ursa major
rachel|really
ross|idea could
ross|listen sorry work tonight
rachel|oh ok
rachel|worth wait mean tonight
ross|laughing
rachel|time funny
rachel|ah oh god
rachel|oh honey oh ok
ross|oh rolled juice box
rachel|oh thank god
ross|hi
rachel|hi
rachel|can not believe waking next
ross|know pretty unbelievaaaaah
ross|alone
joey|fire alarm
chandler|yeah
chandler|oh warm yet still time
joey|cool
