char|line
ross|ok
ross|here diaper bag uh mr
ross|winky uh
ross|oh
ross|hi
other|everything go
ross|oh great
ross|great
ross|projectile uh throwing incident started
other|well got ta go
ross|ok
other|oh right
other|um got news
other|u
ross|oh
other|uh susan
other|u
ross|ok
other|uh getting married
ross|pronounce wife wife married
other|anyway like come totally understand want
ross|would want come
ross|fun first wedding
other|look thought
ross|mean hey happy
ross|would say could revel joy
ross|revelling baby believe
other|finger caught chair
ross|mmm hmmm
other|want u go
ross|uh huh
ross|cool
ross|actually gon na television
joey|really hit last night
joey|gon na day life
joey|started thinkin u day life
monica|yes
monica|carol susans caterer mountain bike accident weekend full body cast
other|yes
monica|want really cool seeing never catered really need money problem
ross|would matter
monica|oh great
monica|thank
joey|really going
ross|really going
ross|get
ross|already live together need get married
monica|love wan na celebrate love people close
ross|wan na call reason
chandler|bitterest man living room bitterest man living room
chandler|hi neighbor
monica|ross thought
ross|look nothing ok
ross|ex wife
ross|marrying guy none expect
joey|hey marrying guy like worst lesbian ever
rachel|miss
rachel|miss
joey|right guy shoot
chandler|whoa pretty
joey|yeah really nice
joey|taught work camera smell fart acting
rachel|sorry
joey|like got many line learn fast sometimes need minute remember next one
joey|thinkin take big pause look intense know like
chandler|oh ok
joey|scene scene
joey|mr
joey|wallace dr
joey|drake ramoray sister neurosurgeon
other|gon na right
joey|afraid situation much worse expected
joey|sister suffering
joey|subcranial hematoma
joey|perhaps discus coffee
chandler|nice
rachel|great
ross|excellent
chandler|minute thought actually tryin smell something
ross|good
joey|right right
joey|damnit braverman right chart
chandler|great
chandler|right got ta get work got big dinosaur bone inspect
chandler|oh yeah
ross|oh hello
phoebe|oh thanks
phoebe|could uh
ross|everything ok
phoebe|um huh uh
phoebe|one client died massage table today
ross|oh god
chandler|little relaxed want get
phoebe|yeah um 82 year old
phoebe|name um mr
phoebe|adelman
monica|oh honey
phoebe|yeah strange
phoebe|mean probably woke today thought ok breakfast take little walk massage
phoebe|little know god thinking ok
phoebe|oh weirdest thing ok cleansing aura died spirit left body think went far
rachel|mean
phoebe|think went
monica|god hard
monica|can not decide lamb duck
chandler|well course lamb scarier
chandler|otherwise movie would called silence duck
rachel|ok ordered
ross|oh believe half drunk cappuccino lipstick rim
chandler|yes cigarette butt decaf
rachel|oh god
joey|can not believe uptight mom comin
rachel|know first time want think marry barry life total crap know
phoebe|talk crap
phoebe|try listening stella niedman tell story rod steiger hundredth time
joey|uh pheebs long think ladyll u
phoebe|know
phoebe|mean obviously kind unfinished business
phoebe|sit
rachel|mom
other|sweetie
other|work
other|oh wonderful
other|living room
other|restaurant
other|tell
other|guess fun
rachel|pretty much
other|monica
other|look gorgeous
other|last time saw eat eaten
rachel|joey phoebe chandler remember ross
other|oh hello ross
ross|hi mr
ross|green
other|think daughter apron big job
rachel|oh mom
other|pour coffee one would anything drink
chandler|believe sometimes happens
other|exciting
other|know never worked
other|went straight father house sorority house husband house
other|proud
rachel|really
other|yes
phoebe|know remind
phoebe|evelyn dermer
phoebe|course got lousy face lift
phoebe|look like soupy sale
joey|pheebs evelyn dermer
phoebe|know
phoebe|soupy sale
other|oh god unattractive nude man playing cello
rachel|yeah well glad playing smaller instrument
other|life sweetie
rachel|know
rachel|mom realize daddy upset marry barry get big house suburb security everything much better know
other|love barry
other|never seen happy
other|look think oh want
other|well
rachel|well mean
other|uh considering leaving father
monica|right
monica|tell cute
monica|lesbian wedding chicken breast
rachel|oh god
rachel|think gon na sick
monica|like putting little nipple
ross|idea getting along
rachel|none
joey|fight lot
rachel|even talk
rachel|god supposed know problem
phoebe|day divorce option
joey|hey look
rachel|can not believe happening
rachel|mean little everybodys parent getting divorced
rachel|figured grownup would worry
monica|chance look flattering
monica|mean want like
rachel|well know could copied haircut
chandler|know funny parent got divorced sent shrink told kid tendency blame
chandler|case actually kinda true
chandler|damn
chandler|mail order grandfather come yet
other|phoebe
phoebe|yes hi mr
phoebe|adelman
phoebe|thanks meeting
