char|line
other|here little ben nodding
other|awww look aunt monicas little boy
other|oh look got ross haircut
other|oh let see
other|oh god sweetest thing
other|must want kiss
ross|would nice
other|pardon
other|nothing little extra air mouth
other|pffft
other|pffffffft
joey|hey chan help
joey|promise pay back
other|oh yeah right ok
other|inlcuding waffle last week owe
other|17 jillion dollar
joey|really
joey|pay back time
other|money coming
joey|well
joey|helping nyu med school
joey|research
ross|kind research
joey|oh yknow
joey|science
ross|science
ross|yeah think heard
joey|fertility study
other|oh joey please tell donating time
joey|alright come guy big deal
joey|really
joey|mean go every day
joey|make contribution project
joey|hey hey end two week get seven hundred dollar
ross|hey
other|wow ooh gon na making money hand fist
other|ok got cole slaw got bun
other|got ground flesh formerly cute cow turkey ew
other|men
joey|make fire
joey|cook meat
other|put fire peeing get invited back
other|ewww
other|oh joey melanie called said gon na late
joey|oh ok
other|thing going two
other|becoming special someone
joey|know uh
joey|pretty great
other|yeah
other|think little science project
joey|think gon na tell girl like also seeing cup
other|man got point
joey|well tough thing really want sex
other|crazy bitch
joey|yeah well still got week left go program according rule want get money allowed conduct
joey|ersonal experiment know mean
other|joey
other|always know mean
other|hey
other|hey
ross|hey
other|long think barbecue gon na last
ross|going china
other|jeez say one thing
other|going china
ross|yeah museum
ross|someone found bone want bone want u bone going try persuade give u bo whole big bone thing
ross|anyway gon na gone like uh
ross|like week uh wan na reach can not
ross|here itinerary
ross|um
ross|here picture
other|oh let see
ross|could take carol every show ben forget
other|yeah
other|hi ben
other|father
other|head
other|aaaaaahhhh
other|alright barbecue gon na fun
ross|hey rachel
ross|um wanted wish happy birthday left
other|oh drink carl
ross|oh
ross|hey carl
other|know guy met coffeehouse
other|oh well see guy met
ross|coffeehouse right
other|know
other|sorry
ross|ok gon na go say goodbye guy
other|oh hey yknow
other|tell bone story
ross|hi
joey|hey
other|hey
ross|go china
joey|country
ross|big pile dish mom breakfront
ross|guy know carl
other|uh let u see
other|alvin
other|simon
other|theodore
ross|well rachel drink tonight
joey|oh
joey|never shown interest
other|forget
joey|right man
joey|please
joey|move
joey|go china
joey|eat chinese food
other|course call food
ross|yeah
ross|guess
ross|know
ross|alright
ross|give ok
joey|listen buddy looking
ross|know
joey|want happy
joey|may couple beer
joey|love man
other|still first
other|think nice
other|anyway friend started whole fruit basket business
other|call three basketeer
joey|like three musketeer fruit
other|ooooh
other|ok everybody like burger
other|oh
other|present first
other|food later
other|hey hold tiger
other|going
other|holding
joey|well good
joey|definitely think tonight night gon na
joey|complete transaction know
joey|heh heh
other|uh ever thought
joey|mean
other|yknow
joey|following
other|think
other|ok guessing
other|well thank melanie
other|ok one right
other|ok
other|ah light
other|rattle
other|travel scrabble
other|oooohhh thank
other|one joey
other|feel like book
other|think book
other|feel like book
other|book
other|oh dr
other|seuss
joey|book got tough time
other|little child inside man
other|yes doctor say remove die
other|oh ross
other|oh
other|oh god
other|remembered
other|remembered
other|like month ago
other|walking antique store saw pin window told like one grandmother little girl
other|oh
other|can not believe remembered
other|well sure play plane
other|oh pretty
other|must cost fortune
other|can not believe
other|come ross
other|remember back college fell love carol bought ridiculously expensive crystal duck
other|say
other|ahem
other|um
other|crystal duck
other|um
other|love part
other|f hah
other|flennin
other|oh
other|god
other|oh
joey|good keep rubbing head
joey|thatll turn back time
other|mean unbelievable
other|know
other|really really huge
other|small
other|tiny
other|petite
other|wee
other|nuh uh
other|think life ever gon na ever
other|ok mute button woman
other|think great
other|mean ross
other|idea
other|none
other|mean first night city mentioned something asking nothing ever happened
other|w well else say
other|mean like want go
joey|well given desperately love probably would mind getting cup coffee something
other|ross
other|time
other|well got talk
other|h china
joey|country
other|wait
other|flight leave another forty five minute
other|time difference
other|airport
other|yes
other|never gon na make
other|rachel gon na say
other|know
other|well maybe go
joey|right cause gon na like break heart kind thing wait
other|yeah good news tell
other|know
other|maybe know see
other|look alright help
other|noooo
other|look know can not wait week see
other|mean big
other|yknow got ta talk
other|got ta
other|ok see later
other|rachel love
other|deal first
other|alright
ross|ni chou chi
other|ross
other|excuse pardon excuse
other|hi
other|hi
other|may see boarding pas
other|oh one
other|need talk friend
other|oh oooh
other|sorry
other|allowed jetway unless boarding pas
other|know went
other|right got blue jacket
other|j
other|federal regulation
other|ok alright ok um
other|could please uh
other|give message
other|please
other|important
other|alright
other|message
other|uh
other|know
other|sir
other|sir
other|excuse sir
other|uh
other|message
other|rachel
other|said loved present see get back
other|toby
other|oh god sake know talking
other|rachel
other|give deep freeze
other|mmmmmm
other|oh joey joey joey
other|think blacked minute
joey|heh heh
joey|nothin
other|well got ta find something fun
joey|uhhh
joey|yknow
joey|forget
joey|let u uh
joey|let u give another turn
joey|sure
other|boy somebody gon na get big fruit basket tomorrow
other|oooh got ta tell
other|nothing like thought would
joey|mean
other|know guess pegged one guy whore always
other|giver
other|like generous man ever met
other|mean
other|practically woman
other|uh uh rach uh
other|wan na save wrapping paper mean little bit torn
other|gon na go ross throw
other|know
other|know
other|thought way thought way back
other|uh oh guy yknow ross
other|yknow mean
other|mean ross
other|sure
other|know mean initial gut feeling
other|thinking
other|oh thinking really great
other|oh god
other|oh
other|oh like friend law
other|yknow best part
other|best part already know everything
other|mean like starting fifteenth date
other|yeah yknow
other|would like starting fifteenth date
other|another good point
other|mean mean fifteenth date yknow already relationshippy place
other|yknow
other|committed
other|huh
other|well mean happens work
other|working
other|know
other|sometimes
other|cute enough
other|make enough money
other|maybe someone else
other|wha
other|someone else
other|noone else
other|hell dumping brother
other|hey big
joey|shhhh
other|spender
joey|still asleep
other|go
joey|oh amazing
joey|know always think great bed
other|fact even ask question show little know
joey|well like last night could thing usually make great
joey|stuff
joey|response got
joey|man oh man like ticker tape parade
other|yes know happens room close parade route
joey|amazing
joey|uh uh
