char|line
chandler|hey
phoebe|hey
phoebe|check
phoebe|unbelievable
phoebe|joey holding breath almost four minute
joey|dude
joey|yo trying kill
rachel|pheebs wan na ask something
phoebe|uh huh
rachel|well since i ’ m movin ’ you ’ re beautiful
phoebe|oh
rachel|move
phoebe|well would great denise
monica|who ’ s denise
phoebe|roommate
rachel|roommate
phoebe|yes denise
phoebe|denise
joey|hey secrecy phoebe
joey|huh
joey|denise cute
chandler|pheebs don ’ t understand
chandler|roommate none u know anything
phoebe|maybe never listen anything say
phoebe|talk time
phoebe|denise
joey|hey rach listen thinkin ’ uh i ’ m gon na extra room place
rachel|oh that ’ s true
joey|yeah don ’ t move
joey|it ’ ll great
joey|could stay late watch movie know naked thursday ’ s right
rachel|yeah yeah think i ’ m gon na find place
chandler|hey hey
chandler|thought naked thursday ’ s thing man
phoebe|hey
ross|hey
phoebe|rachel say told still married
ross|oh
ross|umm took really well
phoebe|didn ’ t tell
phoebe|course you ’ re love
ross|love
ross|upset move eh didn ’ t tell still married would get upset
ross|comforted friend
phoebe|mean comforted
ross|it ’ s nothing gave hug
phoebe|ah ha
phoebe|classic sign love hug
ross|it ’ s also sign friendship
phoebe|yeah case lovey loverson
ross|hug
phoebe|okay tell smell hair
ross|smell hair
phoebe|ninety percent woman ’ s pheromone come top head
phoebe|that ’ s that ’ s woman shorter
phoebe|men fall love hug
phoebe|oh come ross you ’ re scientist
ross|hugging friend
ross|it ’ s fault hair got face she ’ s got lot smell uh coconutty
ross|oh doesn ’ t mean feeling rachel
ross|maybe mean feeling coconut
phoebe|okay whatever say
phoebe|careful right
phoebe|rachel ’ s place
ross|place referring love place place
phoebe|okay didn ’ t understand y ’ know maybe that ’ s ‘ cause speaking secret language love
joey|hey
joey|dude guy called
joey|don ’ t know
joey|thanks taking message
joey|jeez
monica|okay listen y ’ know move rachel ’ s room gon na empty wan na talk want
chandler|sure
monica|okay thinking beautiful guest room right
monica|mahogany sleigh bed bedside table flower time
monica|could roll top desk comment card people could say much loved staying
monica|okay whatever really haven ’ t thought much
chandler|well like idea
chandler|obviously
chandler|thinking maybe maybe maybe could game room y ’ know
chandler|mean buy old arcade game like uh like space invader asteroid 200 real one
chandler|big big one
chandler|okay mean gee chandler interesting idea
chandler|let ’ s discus reject completely
