char|line
phoebe|hey
rachel|hi
ross|pheebs wrong
phoebe|oh exhausted dragging around
phoebe|huge engagement ring
rachel|god
joey|hey
rachel|congratulation
rachel|wow
ross|get one knee speech prepared cry
ross|yeah big surprise like proposal
phoebe|well really sweet like romantic thing ever
joey|well hey
joey|well
joey|here phoebe found greatest guy world
joey|phoebe
joey|wan na say mike
joey|phoebe mike
phoebe|thank
phoebe|oh something
rachel|mmh mmh
phoebe|yes little black book
phoebe|got number guy dated
rachel|oh pheebs baby nice know think ok
rachel|give one single girlfriend
phoebe|would last one
rachel|give book
rachel|pablo diaz brady smith huh guy van
phoebe|oh first love
rachel|oh
monica|red x next bob greenmores name mean
phoebe|dead
phoebe|oh ok old yeah
phoebe|lived full life first wave omaha beach
chandler|hey sorry given guy black book got married
chandler|although much book
chandler|napkin
chandler|janices phone number
rachel|phoebe jethro tull band
phoebe|oh yes
chandler|hey honey
joey|hi sweetie
chandler|monica
chandler|oh tell
chandler|agency bidding big account got
chandler|first national commercial
joey|cool
chandler|yeah wan na brag lot idea mine
chandler|hell
chandler|idea mine
joey|great
joey|hey cast
chandler|oh
chandler|know really think right part
joey|mean
joey|anything chameleon
joey|huh
joey|old
joey|tired
joey|hey hot cold
joey|huh
joey|come
joey|can not
chandler|first
chandler|bravo
chandler|uh really think right
chandler|part call stuffy college professor
joey|hello professor
joey|busy thinking important thing
joey|professing
joey|like use
joey|oh product
chandler|software facilitates inter business networking e solution
joey|cold
ross|hey
other|hey
ross|guess finalist huge research grant
ross|give hint looking right
other|ah well unless creepy guy hand kilt gon na say congratulation
ross|oh excited mean apparently beat hundred applicant included five guy went graduate school
ross|keeping score anything
ross|five
other|wow great
other|tell grant
ross|well ok 25 thousand dollar
ross|get finally able complete field research
ross|article paleontology review
ross|yeah
ross|thatll first time name without people raising serious question work
other|wait
other|talking dewar grant
ross|yeah
other|benjamin hobart administering grant
ross|ex boyfriend
other|yeah
ross|ex boyfriend gon na determine new boyfriend get grant
ross|wow new boyfriend screwed
other|ended great term
other|mean anything think could help
other|know
other|go dinner together introduce
ross|well think would help
other|yes absolutely
other|call
ross|ok anything
ross|know butter
ross|anything really like
other|mmh
other|pretty serious latex fetish
ross|see dinner go
phoebe|hey
monica|hey wan na go see movie
phoebe|well told spend day clearing stuff mike could move
monica|oh right
phoebe|yeah
monica|oh well
monica|might well help cleaning organizing
monica|happen label maker
phoebe|oh hard get rid stuff
phoebe|chandler make compromise first moved together
monica|uh chandler
monica|want give
phoebe|bunch stuff
phoebe|worst one
phoebe|want get rid gladys
monica|gladys
monica|oh
monica|tragic loss
phoebe|yeah
phoebe|really hate give
phoebe|oh know
phoebe|oh take
monica|well
monica|know
phoebe|like
monica|well course
monica|like
monica|take minute
monica|know think giving easy honey
monica|think need fight
phoebe|really
phoebe|think
monica|absolutely
monica|yes say sorry mike can not live without mean much
phoebe|ok fight
phoebe|ok
phoebe|oh wait oh realized
phoebe|mean get
monica|damn think
chandler|hey guy
rachel|hi
joey|oh
joey|word casting yet
chandler|joe told right part
joey|mean
joey|rach seem like professor buy kind e crap
rachel|sorry sound like something never gon na interested
other|look cmon please
other|like asking crazy favour
other|living
other|professional actor
other|oh man two hour late work
other|look here copy reel
other|got commercial
chandler|joe
joey|watch like pas boss
chandler|fine
joey|thank
chandler|work joe
joey|damn
other|gon na
joey|pas bos
chandler|right part
chandler|suggest boss gon na think idiot
chandler|something learn
rachel|tell joey watched tape liked boss
rachel|way good guy bad guy
chandler|good
chandler|liked
chandler|joey god sake go work
ross|can not believe meet benjamin hobart
ross|always thought one people invite fantasy dinner party
ross|think chance bring christie brinkley c3po
other|sorry look like
other|charlie
other|god look absolutely stunning
ross|well
ross|good hair day
other|good see
ross|ok
other|sorry
other|ross geller
other|benjamin hobart
ross|honor meet
ross|can not tell long admirer work mean nobel prize whoooo
ross|mean tell one reason got field
other|oh well likewise
other|actually likewise
other|never heard morning nice nice
other|shall
other|thank
other|can not believe chose restaurant
other|remember night
other|oh god completely forgot
other|oh god
other|can not believe let u back place
ross|know funny image know two restaurant
ross|tzz zzz mmm
other|ross tell benji proposal go lady room
other|tell
ross|ok well would like dig painted desert
ross|see still several area fully excavated
other|break charlie
ross|say break charlie
other|well yes
other|yes say say
ross|kind inappropriate think
other|sorry
other|seen long
other|feeling rushing back
other|starting realize much missed gon na need break
ross|serious
other|say yes serious say joking
other|joking
phoebe|hi
phoebe|sorry late
