char|line
other|30 01 2003
other|gary halvorson
chandler|hey
ross|yeah
ross|yeah
ross|ok
ross|sure
ross|look
ross|talk happened last night
chandler|sure
chandler|give second get huffy weird like
chandler|believe ever
ross|ok
ross|really know talking
ross|ok
ross|last night party saw rachel kissing jerk office balcony
chandler|balcony
chandler|seriously
chandler|funny told monica put light balcony
chandler|said
ross|right came talk
ross|hum
ross|saw rachel kissing guy balcony
chandler|gon na
chandler|talk
ross|mean want move fine
chandler|know fine sound true someone yell spit
ross|serious
ross|mean want date people
ross|fine
ross|care
ross|least could told
ross|know
chandler|good
chandler|moving
chandler|idea moving
ross|know
ross|mean plenty opportunity
ross|woman coffee house smiled
chandler|dude rub face crazy single life
ross|well
ross|anthropologist school totally came inter departmental
chandler|get married
joey|hey
joey|let ask guy something
joey|new headshot taken tomorrow right photographer said think
phoebe|well depends
phoebe|far along sex change process
monica|totally disagree
monica|think fine guy something like
monica|actor
monica|need
joey|ok
joey|stop guy
joey|stop staring
joey|freaking
phoebe|knuckle kinda hairy
joey|oh man
joey|get done
phoebe|wow
phoebe|talking high maintenance
joey|hey hey
joey|dye hair
phoebe|woman
joey|arghhh
joey|double standard
phoebe|oh forget coming mike piano bar tonight
monica|get sing
phoebe|everybody sings
phoebe|much fun
phoebe|last time adorable old man got forgot word flipped
monica|good singing
phoebe|oh
phoebe|matter
phoebe|scared
phoebe|afraid better singer
phoebe|afraid gon na beat singing
monica|working
monica|wow
monica|must growing
phoebe|ok fine
phoebe|please come support mike
phoebe|sing
monica|sing sit pas judgment others
phoebe|drinking
rachel|hi guy
rachel|listen really need help
rachel|think something really stupid
phoebe|well yes rachel got something beautiful
rachel|kissed gavin last night
phoebe|oh god
monica|kissed
rachel|yeah
rachel|party balcony
monica|wait wait wait
monica|home whole time
monica|missed
phoebe|end party probably ironing wrapping paper
monica|oh yeah
monica|end kissing
rachel|know alone really nice oh gave scarf
monica|thought hated
rachel|know honey thin line love hate turn line
rachel|scarf
monica|thinking starting something guy
rachel|know
rachel|complicated
rachel|work guy know baby ross
monica|sound like need think want talk gavin definitely talk ross
rachel|could call sick deal
phoebe|wow
phoebe|five month maternity leave back four day kiss co worker call sick lucky
other|hi
joey|hey
joey|eyebrow appointment
other|name
joey|chandler bing
other|ok
other|good
other|seat right mr
other|bing sonia right
joey|ok thanks
other|take care
joey|thanks
joey|get lot guy
other|oh absolutely
joey|oh good
other|looking meet somebody
joey|right let u
other|get wax minute
other|first want tweeze stray ok
other|may sting little bit
joey|please extremely high threshold
joey|holly mother god
joey|face
joey|face
joey|right
joey|right
chandler|hey eligible man ny
