char|line
rachel|listen y ’ know sir
rachel|last time don ’ t care computer say take bag mashuga nut mini bar watch dr
rachel|little
joey|hey
phoebe|oh
phoebe|joey uh room last night
joey|told name movie would appear bill
chandler|hi
chandler|we ’ re checking bridal suite
monica|that ’ s right
monica|i ’ m longer bride
monica|i ’ ll never bride
monica|i ’ m someone ’ s wife
chandler|i ’ m happiest guy world
chandler|oh honey come don ’ t upset
chandler|still much look forward
monica|oh yeah right
chandler|got honeymoon
monica|that ’ s ‘ til thursday
chandler|wedding picture
monica|won ’ t ready week
chandler|disposable camera table
monica|that ’ s true
monica|knew married reason
chandler|i ’ ll tell go get developed go home
monica|okay
chandler|take picture
joey|nothing
joey|something
chandler|okay ross camera checked yet
rachel|joking
rachel|check ‘ til noon good eleven minute left
chandler|oh
monica|ross never checked room minute
rachel|yeah one time dating uh got late checkout got excited best sex ever
rachel|y ’ know screamed radisson end
chandler|okay well i ’ m gon na get ross get camera get developed
chandler|32 joe
chandler|you ’ re 32
other|here ’ s copy bill
monica|oh thanks
monica|champagne strawberry oh god
monica|can ’ t believe chandler ordered p0rn wedding night
joey|yeah that ’ s sad
joey|mashuga nut
ross|hi
chandler|hey
chandler|soap
chandler|shampoo
chandler|really taking stuff
ross|it ’ s built price room
chandler|yeah don ’ t need
ross|thread
chandler|score
chandler|disposable camera
ross|disposable camera
chandler|camera
chandler|remember last night told take
ross|didn ’ t
chandler|yes
chandler|remember
chandler|right cut cake went said
ross|oh oh yeah came asked could favor uncle murray came handed check
ross|said call check
ross|yugoslavian
ross|yeah
chandler|don ’ t camera
ross|sorry man
chandler|they ’ re gone
chandler|monica ’ s gon na freak
ross|well i ’ m sure they ’ re still somewhere hotel
ross|i ’ ll i ’ ll help look
chandler|great
ross|three minute
phoebe|hey
monica|hey
phoebe|gon na open present without chandler
monica|they ’ re callin ’
monica|mean little guy even crawled lap
monica|oh come chandler wouldn ’ t mind opened one present
monica|think
phoebe|little mirror look see old woman
monica|tiny salt shaker
phoebe|ohhh
phoebe|god
phoebe|tiny salt
monica|oh wow
monica|okay
monica|well fun
phoebe|oh yeah
monica|good
monica|okay i ’ m gon na wait chandler open rest
phoebe|okay
monica|whew
monica|although y ’ know part salt pepper set
monica|mean guess y ’ know may count half present
monica|think
phoebe|well guess it ’ s okay open one it ’ s part set
phoebe|y ’ know it ’ s probably one
monica|one
rachel|hi
monica|hey feelin ’
monica|morning sickness
rachel|shh shh shh
