char|line
other|01 08 97 written seth kurkland transcribed liann holt phoebe little brother married
other|know
phoebe|guy tell eloping
other|well happened courthouse lunch
phoebe|wait wait
phoebe|courthouse
other|lunch
other|yeah sudden like lunch let u get married right
phoebe|wow year half ago even know brother
phoebe|sister
phoebe|okay
phoebe|okay
phoebe|stop
other|oh
phoebe|ooh going get gift
phoebe|anything need
other|uh yeah
other|trying get pregnant uh pretty much ever since got engaged
other|thought get jump thing
other|know one getting younger
other|thing uh able know uh conceive know
other|tried everything seen bunch doctor
other|yeah say say chance baby take sperm egg put together dish put another girl
other|wondering could girl could put
phoebe|really nice gift
phoebe|thinking like gravy boat
joey|check
joey|check
joey|guess job got
chandler|know donald trump want blue blazer black
chandler|blue blazer back
chandler|want back
rachel|well said black
rachel|would want blue blazer black
chandler|well know meant
monica|messed
monica|stupid
chandler|job get joe
joey|oh tour guide museum
joey|yeah ross got
rachel|dinosaur expert something
joey|really
joey|give information
joey|like memorizing script
joey|left tyrannsoarus rex carnivore jurassic period
other|nice right yeah
ross|uh actually joey cretaceous period
joey|yeah pronounce jurassic
phoebe|hey
phoebe|guess
phoebe|frank jr
phoebe|alice got married
phoebe|going baby
phoebe|yeah
phoebe|want grow uterus
ross|oh god
monica|serious
phoebe|yeah
joey|really thinking sex brother
phoebe|eww
phoebe|want surrogate
phoebe|egg sperm
phoebe|oven
phoebe|totally bun
joey|oh
monica|tell
phoebe|well said think first
phoebe|think
phoebe|going giving someone greatest gift possibly give
chandler|going carry child get sony play station
rachel|honey really incredible thing thing think
monica|yeah mean pregnant
monica|mean pregnant
phoebe|know
ross|pheebs talking putting body awful lot
ross|mean morning sickness uh labour
ross|somebody else
phoebe|yeah point
ross|stuff mentioned
rachel|wow know could ever
rachel|know always figured first time baby would someone love baby would like keeper
phoebe|know guy lot supportive wanted make denim furniture
joey|pheebs listen decide supportive like crazy
monica|want think
rachel|talk someone baby
rachel|like mom
phoebe|mom never gave birth
phoebe|oh birth mom
other|mmmm love tushie
other|take work
chandler|oh yeah sure
chandler|mine anyway
chandler|came pant
other|oh
rachel|jealous
rachel|guy really right
chandler|yes
chandler|right
monica|beginning know sex talking sex talking
chandler|yeah got love talking
monica|sex
chandler|oh sex yet
chandler|okay big deal know
chandler|special want love grow move next level
rachel|chandler nice
ross|yeah nice
ross|lying
ross|way reason
rachel|mature enough understand something like
chandler|right totally lying
chandler|well kathys last girlfriend joey
ross|afraid able fill shoe
chandler|afraid able make love well
ross|yeah going metaphor
chandler|yes saying actual word
monica|big deal joeys lot girlfriend
monica|mean good bed
chandler|share wall
chandler|either great bed liked agree lot
monica|sweetie going different
monica|sex going great guy love
chandler|yeah
rachel|yeah
ross|go chandler
other|yeah
chandler|right right sleep girlfriend
chandler|guy
joey|okay mastadon semi late jurassic period
other|mastadon pliocene epoch
joey|shhhh
joey|museum
joey|talking
joey|okay right uh
joey|large foot
joey|okay moving right along
joey|come
other|open come
phoebe|hi
other|hi
phoebe|sorry late
other|oh okay
other|gave time uh finish glazing nipple
phoebe|wow really go company
other|working pottery
phoebe|oh oh
phoebe|oh know
phoebe|pot
other|yeah
other|mostly nude
other|combine two passion pottery erotica
phoebe|oh ooh
phoebe|erotery
other|hey
other|okay
other|well thanks coming see
other|thought would good idea talk baby stuff person
phoebe|okay
other|really think good idea phoebe
other|well giving baby
other|uh know anything say make understand pain giving baby um
phoebe|oh understand
phoebe|hurt puppy
other|puppy
phoebe|oh get puppy
other|well yeah
other|three day
other|well know realize right start getting parenty everything um er
other|phoebe would please look puppy important
phoebe|okay
other|mean know talking
other|gave two baby
other|wish someone given baby could told terrible give baby
other|think would something would regret every day rest life
other|however hard give puppy would like million time harder give child
phoebe|mom really given puppy first
phoebe|right okay
joey|oh uh would mind sitting
joey|saving seat friend ross
other|mean dr
other|geller
joey|doctor
joey|know nickname
other|oh sit
other|people white coat sit people blue blazer sit
joey|well uh come
other|way
joey|crazy
other|maybe crazy perfect world world without lab coat blazer
other|perfect world
other|museum
other|see scientist glass
other|used play together time grade school
other|hmph
joey|think everybodys pretending hear
joey|look know jacket separate table ross one best friend
joey|save seat telling sit
joey|ross ross man
joey|saved seat
ross|okay cool
ross|catch later
other|oops saved
other|gift shop
ross|hey
ross|listen really really sorry happened today cafeteria
joey|big deal know
joey|got ta right
ross|scientist tour guide never sit together
joey|whatever
ross|like everywhere joey
ross|okay mon back
ross|work waiter eat waiter chef eat chef right
monica|eat alley everybody hate
joey|look ross really big deal
joey|know wear white coat wear blue blazer mean can not friend work
joey|understand
joey|play audience talk right
joey|know cool
joey|see tomorrow
rachel|yeah audience talk u wave
chandler|hey
chandler|phoebe singing karl malden
phoebe|oh know
phoebe|think time puppy go
phoebe|come let u go balcony
phoebe|uh street
phoebe|come let u go street
phoebe|oh listen go balcony get back
chandler|yes yes sex
monica|uh oh bad
chandler|fine know agree strongly agreed joey
chandler|like uh oh see point
chandler|right
