char|line
phoebe|oh
phoebe|hey rach
rachel|hi
rachel|hey happy valentine ’ s day
phoebe|oh
joey|hey uh how ’ s going living ross ’
rachel|it ’ s good
rachel|except make u watch discovery channel day long
rachel|know something really boring happened someone really ugly middle age
rachel|oh thank
rachel|i ’ ll see guy later
phoebe|okay
joey|bye
joey|there ’ s one lucky go cup coffee
phoebe|honey wish would get
phoebe|hate seeing like
phoebe|anything
phoebe|want look top
joey|thanks
joey|maybe later
phoebe|oh gunther get scone
other|want anything
joey|know want
joey|want lot thing
joey|want woman love valentine ’ s day
joey|want love back
joey|want one moment relief gut wrenching pain knowing that ’ s never going happen
other|red bagel
joey|oh okay
phoebe|mona feel rachel living together
ross|oh i ’ m actually way tell right
ross|yeah she ’ s away week visiting parent she ’ ll cool
ross|mean she ’ s supportive
ross|even got baby tiny shirt say ‘ fossil friend
ross|’
phoebe|ugh
phoebe|come mona don ’ t kiss as
ross|uh i ’ m going take
phoebe|right
phoebe|oh
phoebe|shoot
phoebe|oh shoot
phoebe|uh rachel wanted see tape
phoebe|it ’ s video friend giving birth
phoebe|could bring back apartment
ross|right
ross|‘ candy cookie
ross|’
phoebe|yeah
phoebe|candy ’ s mother cookie ’ s daughter
phoebe|father ’ s also cookie
phoebe|friend people
monica|phoebe c ’ mere
monica|want show something bathroom
phoebe|oh monica grow
ross|hey what ’ s behind back
monica|nothing
monica|something want get phoebe ’ s opinion valentine ’ s day
ross|don ’ t want opinion
monica|really
ross|come i ’ m older brother ask
monica|right big brother
monica|think would make little sister look hotter best friend would want
ross|red one
phoebe|hey
phoebe|look know you ’ ve really depressed lately brought someone cheer
phoebe|right outside door real live furry playmate
joey|i ’ m sleeping friend jane
phoebe|hee
joey|hey
joey|dog
joey|hi
joey|got admit look lot like jane
phoebe|happiest dog world
phoebe|borrowed friend wendy
phoebe|keep cheer
phoebe|cheer
joey|thanks much pheebs
joey|going much fun yes
joey|oh
joey|kind fun
chandler|happy valentine ’ s
monica|okay
monica|i ’ ll right
monica|i ’ m slipping something little le comfortable little slutty
chandler|‘ candy cookie ’
chandler|‘ candy cookie
chandler|’ monica got p0rn
chandler|girl girl p0rn
chandler|really must love
other|yeah relax
chandler|love st
chandler|valentine
chandler|woah woah that ’ s pretty
other|push
other|ow
other|ow
other|ooh
other|hurt
chandler|worst p0rn ever
chandler|worst p0rn ever
other|ohhh
other|make stop
chandler|trying
joey|get ball ready
joey|get ball get ball
joey|well you ’ re cute you ’ re smart
joey|throw
rachel|hi
joey|hi
rachel|accidentally packed stuff
joey|oh that ’ s uh that ’ s phoebe ’ s friend ’ s dog
joey|don ’ t know real name call mozzarella
rachel|oh well cute
rachel|wish could play i ’ ve got go work
rachel|hope stop talking like marketing meeting yes
rachel|yes
rachel|bye bye joey
rachel|oh seriously can ’ t stop
joey|c ’ mere
joey|hey
joey|c ’ mere
joey|that ’ s rachel
joey|she ’ s one used live
