char|line
joey|morning
rachel|hi
rachel|oh date last night
joey|pretty good
rachel|oh good
rachel|ahhh
rachel|god sorry
joey|okay really good
joey|anyway got ta go i ’ m late work
rachel|you ’ re gon na leave person
joey|yeah hey don ’ t worry she ’ s terrific girl
joey|hey listen could favor
joey|come could mention i ’ m looking serious relationship that ’ d great
rachel|kidding
joey|casually slip y ’ know lay groundwork
joey|tell uh i ’ m loner
joey|outlaw
joey|tell doesn ’ t want get mixed like
rachel|y ’ know
rachel|that ’ s lot remember can ’ t tell you ’ re pig
joey|hey i ’ m gon na call later
joey|honest
joey|oh come chandler used
joey|he ’ d even make girl pancake
joey|plus he ’ d make extra leave ‘ em
rachel|well forget i ’ m telling girl anything
rachel|responsibility
joey|fine
joey|where ’ d land pancake
other|hi
rachel|hi
other|sorry couldn ’ t get lock work door
rachel|yeah joey kinda disabled moved
other|must rachel i ’ m erin
rachel|hi
other|hi
other|don ’ t mean sound like high school say anything
rachel|would like pancake
chandler|come
ross|okay okay take guess
chandler|hot chick
ross|okay okay typing name library computer earlier y ’ know y ’ know fun typed mine guess came
ross|doctoral dissertation
ross|it ’ s
ross|yeah it ’ s right it ’ s right
ross|biggest library university
chandler|wow that ’ s actually pretty cool
ross|oh umm there ’ s also book woman named wendy bagina
chandler|sound like two people really enjoying dewey decimal system
other|i ’ m sorry
other|sorry
chandler|didn ’ t bring
monica|sent chicken back
other|say it ’ s dry want come back explain exactly want
monica|well fine
monica|want meet chicken expert
monica|send colonel
other|oh gawd
monica|lucky b st rd
monica|janice
other|m
other|hot shot chef big fancy restaurant best chicken ever
monica|i ’ m fine
other|ohh
other|finger
other|i ’ m blind
monica|oh uh
other|who ’ s lucky guy
chandler|oh gawd
chandler|sorry sweetie okay
chandler|didn ’ t tell getting married
monica|well saw ring
chandler|freak
monica|well shocked told people
chandler|right
monica|well actually boyfriend y ’ know named clark
monica|uh also kinda invited wedding
monica|clark
chandler|said right
monica|huh
chandler|said right
monica|well cornered
monica|asked wedding town
monica|mean supposed
chandler|lie
chandler|hard
chandler|check ’ s mail
chandler|oh baby cute
chandler|can ’ t wait read book ross
monica|come
monica|come wedding
monica|mean won ’ t bad
chandler|think she ’ s gon na sit quietly
chandler|don ’ t think she ’ s gon na want make toast
chandler|don ’ t think she ’ s gon na want grab microphone sing part time lover
monica|oh god she ’ s gon na like chicken night either
chandler|y ’ know
chandler|it ’ s gon na okay
chandler|y ’ know
chandler|she ’ s probably gon na even want come
monica|really
chandler|lie
chandler|see easy
monica|would ’ ve lied
chandler|yes
monica|would really easy
chandler|yes
monica|good saturday night we ’ re going dinner clark
joey|hey
joey|what ’ s
other|hey
joey|hey hey who ’ s friend
joey|hey
other|hey joey
joey|erin
joey|still
rachel|yeah ended spending day together great time
joey|wouldn ’ t ya
joey|erin great
joey|there ’ s guy
other|ohh listen
other|i ’ ve got get going
other|today great thanks
rachel|know
phoebe|okay
other|bye joey
other|last night fun
joey|yeah
joey|i ’ ll uh i ’ ll call ya
rachel|oh i ’ ll call ya
other|i ’ ll call
phoebe|call
joey|okay good see
other|bye
joey|bye bye
rachel|bye
joey|system kinda broke huh
rachel|oh joey i ’ m sorry couldn ’ t tell thing wanted tell
rachel|y ’ know got talking
phoebe|want marry
phoebe|amazing
phoebe|idea
joey|idea
joey|think brought
rachel|cupid
phoebe|joey she ’ s cool
phoebe|speaks four language
joey|man know guy want
rachel|look joey come she ’ s perfect
rachel|mean she ’ s sweet like baseball two beer lunch
joey|beer
joey|look guy she ’ s nice girl
joey|okay
joey|good time don ’ t see going anywhere
phoebe|yeah always say
rachel|yeah maybe gave girl chance would go somewhere
joey|look i ’ m sorry guy don ’ t think
phoebe|whatever
rachel|fine
joey|hey don ’ t start judging
joey|huh
joey|you ’ re one who ’ s love assistant
joey|huh
joey|you ’ re one affair guy keep pigeon roof
rachel|phoebe
phoebe|secret affair
ross|people front book
rachel|i ’ m sorry
ross|doctoral dissertation library school went see student makin ’ baby right middle paleontology section
rachel|oh god
rachel|get see anything good
ross|let ask something school like uh place campus student went uh fool around
rachel|yeah
rachel|corner library dusty book nobody ever read yes
ross|great
ross|people kept showing think it ’ s like uh thing
joey|hold second fifth floor back wall
ross|oh cryin ’ loud
joey|right go catch movie
rachel|well what ’ s rush
joey|like see preview
joey|candy
phoebe|oh
phoebe|hey
rachel|well look who ’ s
other|hey
joey|hey
other|joey
joey|erin
other|hey rachel
rachel|hi
rachel|well take see movie
rachel|oh
other|what ’ s wrong
rachel|oh phoebe forgot party go
phoebe|oh
joey|party
other|birthday party
joey|who ’ s birthday party
other|alison ’ s birthday party
joey|oh old alison
other|32
rachel|wait minute
rachel|don ’ t guy something
joey|yeah look worked
ross|excuse
ross|hi i ’ m professor
ross|know paleontology section fifth floor stack 437
other|well yes
other|give five minute find someone cover shift
ross|speak someone charge please
other|help
ross|hi wondering possible increase security paleontology section
ross|see wrote book instead reading people well rolling around front
other|aware problem referring
other|far increasing security i ’ m afraid library understaffed
other|can ’ t help
ross|well fine
ross|fine
ross|i ’ m person appreciation sanctity written word i ’ ll go defend
ross|don ’ t follow
joey|hey
phoebe|hey
rachel|go erin
joey|oh unbelievable
joey|best time
phoebe|yay
phoebe|oh you ’ re you ’ re mad u anymore
joey|guy totally right
joey|much better first time went
joey|y ’ know
joey|awkward really nervous
phoebe|didn ’ t sleep together
joey|yeah really calm
joey|much common
joey|love sandwich sport although met fan much issue ever kid well that ’ s
rachel|oh god
rachel|listen talkin ’ kid
rachel|oh joey
rachel|oh please don ’ t get married
joey|okay
other|oh
other|oh can not believe clark stood
monica|might still show
other|oh stupid
other|it ’ s three hour
other|go happier thing okay
other|umm don ’ t tell lovely wedding
chandler|well actually uh something wanted tell wedding
chandler|um it ’ s going small ceremony
chandler|uh tiny
chandler|we ’ re even sure we ’ re
monica|it ’ s actually going family
other|oh wait two think family
other|oh ask something honest want sing careless whisper lady red
joey|say
joey|mets closer
other|benitez
joey|game 1 series
other|shut
joey|shut
joey|love arguing
joey|i ’ ll right back
other|okay
rachel|how ’ s goin ’ joey
other|uh okay
rachel|okay
rachel|wait okay tell tell like please
rachel|mean tell like
other|look he ’ s really great guy know really want work don ’ t see future
rachel|said liked
rachel|mean happened
rachel|ya change mind
other|kinda
phoebe|change back
other|i ’ m sorry it ’ s there ’ s real spark
phoebe|spark
phoebe|didn ’ t sleep together
other|yeah
rachel|ugh tramp
phoebe|joey idea
other|really don ’ t think
other|y ’ know
other|maybe guy could help clue
other|y ’ know tell i ’ m i ’ m interested serious relationship something
phoebe|yeah mean like you ’ re kind loner
other|yeah
other|would great
phoebe|yeah maybe you ’ re real
other|i ’ m sorry
phoebe|oh well guess italian isn ’ t one four language speak
joey|hey
joey|wan na go
other|yeah let ’ s go
joey|okay
joey|see guy later
other|bye guy
rachel|yeah see ya
joey|hey thank much
rachel|wow
rachel|well guess cupid brought
phoebe|regular old flying dwarf
ross|yes
ross|yes
ross|help
other|yeah looking around
ross|oh oh you ’ re you ’ re fellow scholar
ross|exactly looking hmm
ross|perhaps perhaps dr
ross|chester stock ’ s musing smiledon californicus
other|uhh
ross|ah ah get
ross|uh meeting someone
ross|brush marion ’ s view evolution
other|uh actually find marion ’ s view far progressionist
ross|find marion ’ s view far progressionist
other|i ’ m sorry
ross|i ’ m professor uh ross geller
other|ross geller know name
other|it ’ s uh wait
other|write
ross|yes
ross|you ’ re person checked book
other|y ’ know look nothing like would ’ ve thought
other|you ’ re you ’ re young
ross|well uh skipped forth grade
ross|sorry
joey|hey
phoebe|hey
rachel|hi
phoebe|date
joey|oh great
joey|mean walked around village
joey|went ice cream place split milkshake 70 30 still guess i ’ m thinking taking upstate one bed breakfast
phoebe|oh really
phoebe|said want go away
joey|it ’ s surprise it ’ s gon na tricky though said gon na pretty busy work
other|oh yeah
rachel|jo joey look honey need talk okay
rachel|umm kinda got feeling today uh she ’ s lookin ’ serious relationship
joey|gettin ’
rachel|well told
rachel|said she ’ s kind loner
joey|oh
joey|oh
rachel|joey
joey|hey rach it ’ s cool okay
joey|y ’ know i ’ m loner
joey|right
phoebe|hey joey y ’ know
phoebe|way good
rachel|yeah honey promise next time say good bye tell ‘ em you ’ re looking relationship
joey|don ’ t next time make sure really like
rachel|well
rachel|joey
joey|yeah
rachel|want pancake
joey|finally
monica|gon na
chandler|say go careless whisper
other|chandler
chandler|see u yet
chandler|see u
monica|janice umm
other|well umm thought going go back apartment felt couldn ’ t really alone tonight
other|wondering could maybe stay really feel need family
monica|kid gon na call aunt janice aren ’ t
other|please it ’ s otherwise really don ’ t know might
chandler|aren ’ t tinsy bit curious
other|tissue
monica|yeah bathroom
other|okay
monica|we ’ ll we ’ ll let stay
chandler|let stay stay forever
monica|kinda like barcalounger
chandler|you ’ re thinking right
monica|never stop thinking
other|hey guy umm either one want get take bath
chandler|janice i ’ m sorry umm can ’ t stay tonight
chandler|honestly
chandler|apartment hotbed electromagnetic activity
chandler|monica immunized sadly
other|okay i ’ m going need comforter hypoallergenic one otherwise get nasal
other|cat
other|‘ cause it ’ s already happening
other|hear
monica|oh god
monica|oh god
monica|go
monica|chandler still feeling
chandler|say
monica|that ’ s right
monica|that ’ s right
monica|can ’ t stay tonight
monica|probably shouldn ’ t come wedding
chandler|feeling strong feeling
monica|mean realize feeling may never completely go away
other|oh gawd understand
other|sorry i ’ ll go
other|good bye monica wish lifetime happiness
other|chandler call go pooper
ross|don ’ t sweat i ’ ve got section covered
ross|yeah fact i ’ ve got little baby shine people ’ s eye okay see later
chandler|wanted show monica book
