char|line
joey|hey
chandler|hi name ’ s chandler
chandler|moved next door wondering would interested battling post apoplectic world control galaxy last remaining energy source
joey|sure neighbor come
chandler|janine around
joey|uh she ’ s dance class
chandler|check room
joey|yeah hey look don ’ t go stuff
joey|get really mad
chandler|oh god
chandler|th it ’ s like guy never lived
chandler|look you ’ ve got careful
chandler|girl thing dangerous
chandler|it ’ s spreading already
chandler|yeah pretty pink pillow couch
chandler|tiny little box that ’ s small put anything
chandler|ok good
chandler|guy
chandler|ok
chandler|guy place
chandler|let go you ’ re going sitting around finger soaking stuff
joey|right you ’ re right
joey|i ’ ll talk
chandler|yes talk
chandler|man
joey|i ’ m man
chandler|defend
joey|hmm
monica|chandler come
monica|hem new dust ruffle
chandler|right sweetums
chandler|totally different situation
monica|hey guy
chandler|hey breakfast hillary
monica|okay
monica|she ’ s still kind depressed broke boyfriend
chandler|ohh yeah
ross|well hillary hot assistant chef hillary
monica|yeah
ross|one always stare come
monica|one looked got way
ross|still could tell
ross|well don ’ t set u
rachel|ohh setting ross someone
rachel|wedding dress
phoebe|hey
rachel|hey
phoebe|rachel
rachel|yeah
phoebe|i ’ m uhh making flyer trying get new massage client
phoebe|come bloomingdale ’ s use copy machine
rachel|well sure might think it ’ s kinda weird considering don ’ t work anymore
phoebe|oh god
phoebe|happened
rachel|got job ralph lauren
phoebe|well that ’ s great
phoebe|congratulation
rachel|yeah
rachel|year ago
phoebe|you ’ ve lasted whole year
phoebe|good
rachel|pheebs still use copy machine actually work
rachel|come lunch bos doesn ’ t see
rachel|cause kim freak already doesn ’ t like much
chandler|that ’ s weird
chandler|don ’ t think bos like either
monica|don ’ t think mine like either
ross|maybe it ’ s universal thing
joey|maybe it ’ s you ’ re hanging around 11 30 wednesday
chandler|yeah let ’ s head work
monica|go
phoebe|thank
rachel|sure
phoebe|believe
phoebe|copy room making copy ralph lauren came
rachel|oh god
rachel|talk
phoebe|yeah little
phoebe|seems really nice
phoebe|good kisser
rachel|kissed
phoebe|totally
rachel|phoebe serious
phoebe|yeah
phoebe|introduced next thing know we ’ re making
phoebe|know
rachel|phoebe mean know he ’ s married
rachel|phoebe
phoebe|supposed
phoebe|ask every guy make he ’ s married
phoebe|yeah
other|hey joey
joey|hey
joey|uh talk second
joey|uh kid picture
joey|uh know kid
joey|like relative something
other|thought cute
joey|yeah that ’ s afraid
joey|okay uhh look janine really want feel home new stuff
joey|it ’ s girly
other|ohh
other|like
joey|like
joey|picture cute baby don ’ t know
joey|can ’ t
other|joey it ’ s anne geddes
other|she ’ s famous artist
joey|look don ’ t know baby
joey|don ’ t know she ’ s famous artist
joey|know don ’ t want jerk you ’ re changing much around
other|well i ’ m sorry
other|thought i ’ d try make place little nicer
joey|yeah it ’ s much stuff
joey|know like got candle foofy schmoofer thing got picture watering
other|well thought
joey|i ’ m sure it ’ s famous watering okay
joey|come really hot stick bathroom
other|it ’ s curling iron
joey|ohh well that ’ s ok
joey|okay towel instance
joey|come bathroom towel floor keep
joey|it ’ s hook
joey|smell different
other|it ’ s clean
joey|yeah well feel different
other|it ’ s dry
joey|alright make peace clean dry towel also chip bought
other|it ’ s potpourri
other|you ’ re supposed smell
joey|well that ’ s like summer bowl
rachel|oh kim hi
other|uhh huh
rachel|know handed marketing report never got hear thought
other|didn ’ t read
rachel|ahh
rachel|wow spring line it ’ s really going great year huh
other|yeah
rachel|hear ralph lauren fooled around someone copy room
other|tell everything
ross|hey guy
other|hey
ross|what ’ s
chandler|know oh god
monica|happened teeth
ross|whitened
chandler|really
ross|yeah
ross|think
monica|well think shouldn ’ t look directly
ross|come seriously
monica|ross they ’ re really really really white
chandler|yeah wrong old human teeth
ross|ahh leave gel little longer said
monica|much longer
ross|day
monica|ross know tonight date hillary
ross|know
ross|that ’ s
ross|come really bad
chandler|you ’ ll fine
chandler|hillary ’ s bind right
monica|tonight
chandler|yeah
ross|oh hey hey rach notice anything
ross|ahh
rachel|yeah
rachel|teeth
rachel|yes saw outside
rachel|guy never going believe
rachel|phoebe made ralph lauren
monica|oh god
rachel|yeah know
rachel|ran office made
rachel|craziest thing bos like told said best gossip she ’ d heard year
chandler|proud friend today
monica|god rachel can ’ t believe phoebe made ralph lauren
monica|ohh i ’ m jealous
chandler|hi i ’ m chandler
chandler|live boy
monica|chandler please come
monica|look
chandler|oh woman one tasty dish
phoebe|hey
phoebe|ohh who ’ s silver fox
rachel|make buddy
rachel|don ’ t recognize
rachel|oh wait
rachel|ohh phoebe love
rachel|kiss please
phoebe|that ’ s ralph lauren
phoebe|sound like though
phoebe|yeah ralph doesn ’ t look anything like guy
phoebe|he ’ s he ’ s young he ’ s got long hair beard hacky sack
rachel|oh god phoebe that ’ s ralph lauren
rachel|that ’ s kenny copy guy
rachel|oh
rachel|go
rachel|oh
rachel|told bos someone made ralph lauren
rachel|find lied going hate even
rachel|phoebe
phoebe|would copy guy say ralph lauren
rachel|get make
phoebe|ohhh
monica|okay maybe make teeth look le white
monica|nope
monica|okay color don ’ t work blue yellow green red black white orange purple
ross|don ’ t know i ’ m going
ross|date start like hour
monica|hey ross maybe skin lighter
monica|teeth wouldn ’ t look bright
ross|oh great
ross|need get new skin
ross|thank
monica|i ’ m saying put little bit makeup
ross|whoa
ross|whoa
ross|whoa
ross|we ’ re 13 anymore
monica|ross thing left shot working
ross|won ’ t notice makeup
monica|please
monica|half guy makeup
monica|right half people
monica|mean try see
ross|putting makeup
phoebe|hello
phoebe|oh good
phoebe|ross could put flyer
phoebe|oh
phoebe|demon
phoebe|demon
monica|drawer smell nice didn ’ t waste pantyhose
chandler|yes god forbid throw old underwear
chandler|know
chandler|i ’ m going go joey ’ s
monica|wait we ’ re supposed organize wrapping paper drawer
chandler|yes feel like i ’ ve really gotten touch feminine side enough today
chandler|know
chandler|fact think we ’ re two sachet away becoming lesbian couple
monica|know
monica|kind girlie day
monica|you ’ re right i ’ m sorry
chandler|nah nah it ’ s okay
chandler|feel like need guy place
chandler|know kind like man thing
monica|yeah
monica|go joey ’ s
monica|go joey ’ s drink beer hammer drywall
chandler|know guy hang don ’ t drink beer hammer drywall
monica|girl hang don ’ t pillow fight underwear
monica|i ’ m sorry
monica|don ’ t know said
joey|hey chandler
joey|come
joey|we ’ re knitting pot holder
chandler|thanks josephine
chandler|hey ross wondering oh god
chandler|men
rachel|ohh hi kim
other|hi rachel
rachel|yeah remember thing told happened yesterday
rachel|well didn ’ t happen
other|didn ’ t cancel fabric order taiwan
rachel|okay two thing didn ’ t happen
rachel|remember told someone made ralph lauren copy room
rachel|well turn that ’ s true
other|that ’ s true
other|oh that ’ s interesting
other|checked one keycard used access copy machine yesterday lunch keycard belonged rachel
rachel|oh
rachel|oh god think made
other|listen
other|think sleeping ralph going get job
other|sadly mistaken
rachel|don ’ t want job
rachel|don ’ t
rachel|ohh mistake
rachel|make
rachel|nobody made
rachel|use keycard yesterday
rachel|don ’ t even know use keycard
other|hi ralph
other|hi kim
other|yeah nothing happen
other|could cut sexual tension knife
other|could except become chef
ross|mmm hmm
other|someday soon hope open restaurant
ross|mmm
other|know you ’ re really great listener
other|guy go talk talk
ross|mm hmm
other|it ’ s like shut mouth know
ross|hmm hmm
other|i ’ ve probably talking much
other|don ’ t talk little bit
ross|mmm unmm
other|come
other|want know
ross|hmm hmm hmm
ross|okay
ross|uh long island
ross|came city college
ross|um um 5 year old son spare time like read spy novel
ross|let ’ s talk
ross|hmm
joey|what ’ s really neat
joey|sear stem flower first frying pan arrangement look fresh much longer
monica|oh god joey great tip
chandler|monica could excuse u second
chandler|need talk girl flower
monica|okay
monica|oh joey come later i ’ m going teach make bird feeder pine cone peanut butter
joey|ohh love bird
chandler|matter
chandler|you ’ re arranging flower
chandler|got dead flower
chandler|got picture picture baby dressed like flower
chandler|joey
joey|hey
joey|hey look still joey okay
joey|flower they ’ re know they ’ re nice look
joey|happens picture famous artist
joey|famous baby
chandler|you ’ re turning woman
joey|i ’ m
joey|would say
joey|that ’ s mean
chandler|i ’ ve upset
chandler|say
joey|it ’ s said
joey|it ’ s way said
joey|oh god i ’ m woman
rachel|think made get job
phoebe|didn ’ t tell truth
rachel|doesn ’ t think anyone would stupid enough confuse kenny copy guy ralph lauren
phoebe|well hey kenny real brain behind whole company
phoebe|know
phoebe|kenny hired ralph lauren guy pretty front man
phoebe|huh ever think
rachel|kenny today weren ’ t
phoebe|second
rachel|ohh phoebe going
phoebe|well thing
phoebe|sleep ralph lauren
rachel|i ’ m going sleep ralph lauren
rachel|mean could wouldn ’ t
phoebe|ohh sleep kenny
rachel|wouldn ’ t help
phoebe|ohh yes would
other|i ’ ve really good time tonight
ross|mmm
other|know rarely connect someone much first date
ross|hmm hmm hmm
ross|neither
ross|i ’ ve really good time know
other|going eat bread
ross|ohh like smell
ross|mmmm
other|make laugh
ross|hmm hmm
other|would like move couch
ross|mmm hmm
other|maybe i ’ ll turn light little
ross|way
other|okay
ross|wow cool poster
ross|say groovy poster
ross|ahh
other|teeth
ross|ohh see huh
other|yes
other|they ’ re insanely white
other|what ’ s matter
ross|what ’ s matter
ross|you ’ ve got black light
ross|it ’ s 1999
rachel|kim hi
other|hi rachel
other|ohh i ’ ve meaning ask
other|seen new ralph lauren sheet
other|ohh thinking
other|course
rachel|okay
rachel|okay
rachel|look
rachel|i ’ m sorry lied
rachel|right
rachel|ralph item anymore
other|oh really
rachel|yeah dumped
rachel|said rachel can ’ t
rachel|even though beautiful woman
rachel|can ’ t
rachel|i ’ m married i ’ m sorry
rachel|don ’ t know said never get promoted
rachel|especially kim integral cog ralph lauren machine
other|expect believe
other|hi ralph
other|hi kim
other|oh god
other|gave coldest look ever seen
other|it ’ s like hate
other|true
rachel|course it ’ s true hurt bad
other|ohh honey come
other|ohh ok
other|we ’ ve
rachel|ralph
other|kenny copyboy
