char|line
phoebe|hi
other|hi
phoebe|hi yeah hi
phoebe|umm phoebe buffay baby coming
other|okay
other|started contraction
phoebe|yet
phoebe|umm heard really hurt hurt
other|well
phoebe|oh god
ross|right
other|father
phoebe|oh none father
phoebe|father brother
other|okay
rachel|gon na miss watching freak people like
joey|okay uh pheebs quick
joey|look
joey|baby look someday anything want say
joey|yknow start
phoebe|oh okay umm hi kid
phoebe|um aunt phoebe
phoebe|can not wait see
phoebe|please hurt
ross|hey took guy long
ross|cab left
monica|well go back forget jacket
chandler|right
rachel|wearing jacket
monica|oh man
phoebe|okay umm somebody call frank alice
phoebe|mom want know joey
joey|got ta get shot
rachel|hi pheebs
rachel|okay spoke nurse reason doctor late uh coming
ross|apparently fell shower hit head
phoebe|oh god stupid
ross|look pheebs pheebs gon na okay
phoebe|easy say see three kid coming v g1n
rachel|honey listen yknow
rachel|nurse said doctor wonderful
ross|yeah head department
phoebe|right ooh
phoebe|oh dead god save
phoebe|first contraction
chandler|oh
phoebe|ooh bad
chandler|okay
joey|oh
joey|miracle life begin aaiiyyyeeee
chandler|hey
chandler|okay
joey|ooh something hurt
phoebe|ooh sympathy pain
phoebe|ohh sweet
joey|know cared much
ross|hello
other|hi
other|phoebe dr
other|harad going delivering baby
other|want know gon na good hand
other|long time
other|back minute internal meantime relax everything look great
other|also love fonzie
chandler|say love fonzie
monica|sounded like
chandler|right
other|hey
other|hey
other|late
other|late
other|nobody came yet right
phoebe|started yet
phoebe|alice
other|uh delaware
other|way though get gon na coach
other|worry told la mazada stuff
chandler|yeah get baby end month give 2 financing
other|yeah
rachel|monica
rachel|gon na proud
rachel|got u date two unbelievably cute nurse
joey|oh
rachel|male nurse
joey|head
rachel|anyway want take u saturday night
rachel|say
monica|umm
monica|umm
monica|umm
monica|think
rachel|talking
rachel|one telling get ross move
rachel|moving moving
rachel|come give one good reason wan na go
monica|umm give something would good reason tell true
monica|harder sound
rachel|okay coming also told still get go cafeteria jell
joey|yep
joey|always room jell
rachel|joey make dirty
joey|oh easy
joey|yeah anything
joey|watch uh grandma chicken salad
joey|ross
joey|get shot
joey|hey baby
joey|headline day born
joey|okay girl baby turn away boy baby check huh
joey|naked woman looked like month born
joey|right let u dive right good stuff
phoebe|oh okay another one
phoebe|one hurt either ooh yes
phoebe|ow
phoebe|ow
phoebe|ow
phoebe|ow
phoebe|ooh
phoebe|oh kinda hoping
ross|hey monica rachel anyway
joey|oh couple nurse asked
joey|maybe
chandler|really
chandler|male nurse
joey|yeah bummed
chandler|going date
joey|think saturday
phoebe|umm sympathy pain
phoebe|thought really sweet first think trying steal thunder
other|okay
phoebe|hey
other|let u see got
other|ohh yknow fonzie dated triplet
chandler|fonzie person keep referring uh another doctor
other|oh
other|fonzie nickname arthur fonzerelli
other|fonz
chandler|right
other|weird
phoebe|weird
phoebe|want guy telling yknow dilatedamundo
ross|fair doesn ’ t seem impersonating fonzie
phoebe|defending
phoebe|get another doctor
phoebe|one crazy fonzie
chandler|oh hey hey hey
monica|umm listen something think know
chandler|oh dating nurse
chandler|yeah joey already told fine
chandler|mean yknow nothing goofin around
monica|umm actually tell going get hey goofing around uh maybe go
chandler|fine
chandler|maybe
joey|hey guy
joey|look found giiiiiiift shop
joey|get
joey|get
joey|get
ross|okay phoebe dr
ross|oberman
ross|strong feeling fonzie happy day gang
phoebe|hi
phoebe|going grade
other|umm actually first year resident get lot see graduated early
phoebe|uh huh
phoebe|ross maybe specified needing grown doctor
other|oh fully qualified
phoebe|shh
phoebe|doogie shh
phoebe|anybody understand gon na baby soon
phoebe|huh
phoebe|go
phoebe|go little boy go
other|oh cool
other|made cry
other|mr
other|tribbiani afraid got kidney stone
joey|umm well else could
other|kidney stone
other|kidney stone
other|right getting
other|oh yknow baby lucky
other|honor born fonzs half birthday
phoebe|happy birthday
other|clarify fonzie
rachel|honey yknow got ta tell think terrific thing baby frank alice
phoebe|know
rachel|yeah
phoebe|tell little secret
rachel|yeah
phoebe|want keep one
rachel|ohh gon na news
rachel|okay phoebe honey got ta kidding
rachel|mean know can not keep one baby
phoebe|maybe know
rachel|yes
rachel|yes
rachel|yes
rachel|know
rachel|frank alice gon na want keep child
phoebe|maybe
phoebe|yknow
phoebe|seriously three baby handful maybe yknow looking chance unload one
phoebe|listen hate miss opportunity ask
phoebe|yknow
rachel|phoebe
rachel|insane
phoebe|oh ask
phoebe|can not ask
phoebe|idea inappropriate would
phoebe|saying talk frank
phoebe|okay
phoebe|yknow feel
rachel|forget
rachel|gon na ask frank give one kid
phoebe|right
phoebe|tell
monica|feeling little better sweetie
joey|well maybe little
joey|wish seen throw
ross|hey
ross|heard
other|kidney stone
other|ordinarily mr
other|tribbiani try break stone shock wave close bladder
other|mean either wait pas else go urethra
joey|whoa whoa
joey|nothing going
joey|okay
joey|option urethra
joey|crazy
phoebe|ask
rachel|chance alone yet
phoebe|well kinda clock
other|oh fonzie
rachel|yknow always liked
rachel|mork
phoebe|undo
phoebe|undo
phoebe|undo
other|fonzie met mork
other|mork froze fonzie
rachel|yeah umm yes fonzie already cool hurt right
other|yeah right
monica|hey
phoebe|hi
phoebe|okay doctor say minute
other|hey yknow alice gon na soon could like favor like like hold
phoebe|sorry frank kinda middle last favor asked
other|hey
rachel|hi
other|rachel
rachel|monica dan one guy gon na going saturday
rachel|uh dan monica
other|nice meet
monica|hello dan
monica|really looking forward saturday night
monica|really really
chandler|dan nurse doctor huh
chandler|kinda girlie
monica|chandler
other|nah okay
other|put medical school
chandler|oh
other|feel girlie gulf war
chandler|sure
chandler|listen thanks u way
monica|wait til saturday free tomorrow
other|sure
other|get somebody cover shift
monica|oh great
chandler|hey bout
chandler|saturday night
chandler|right
chandler|good
phoebe|oo big one
phoebe|eww
phoebe|arghhhh
joey|ohh get thing
ross|breathe
ross|breathe
ross|breathe throw pain
joey|want drug ross want drug
joey|argh
ross|argh
joey|argh
ross|argh
other|yeah love
other|okay bye
other|hi
rachel|hi
other|alices mom said left five hour ago
rachel|oh honey don ’ t worry
rachel|gon na make time
other|yeah
rachel|yeah
rachel|frank three baby
rachel|whew seems like lot huh
rachel|yeah fair enough
other|okay ten centimeter
other|time start baby
other|right want father please
monica|bye dan
other|uh bye monica
chandler|bye momus moo
other|right need clamp sterile towel channel 31
phoebe|oh god
other|oh good one
other|fonzie play bongo
other|right ready
other|time start pushing
