char|line
ross|hey what ’ s going
chandler|hey
ross|found note door come monica ’ s quick bring champagne three musketeer bar
joey|yeah i ’ ll take
ross|what ’ s
chandler|monica engaged
ross|oh god
ross|congratulation
chandler|thanks
monica|i ’ m engaged
monica|i ’ m engaged
joey|yeah she ’ s twenty minute i ’ m surprised didn ’ t hear way
ross|oh thought kid yelling i ’ m gay
ross|i ’ m gay
ross|bring
phoebe|oh let stay
phoebe|it ’ s sweet
monica|i ’ m getting married
monica|i ’ m gon na bride
monica|shut i ’ m engaged
monica|ohh big talk
monica|huh don ’ t come say
monica|huh buddy
monica|yeah fiancée kick as
monica|come apartment 20
monica|apartment 20
chandler|okay get
chandler|bolt door
chandler|i ’ ll closet
monica|okay
monica|wait wait wait
monica|shhh
monica|okay umm wan na say love guy much thank special night
monica|special night
monica|mean wouldn ’ t night weren ’ t celebrate u damnit
chandler|it ’ s okay want night
chandler|monica
monica|awww come wait stop
monica|okay monica
chandler|monica
phoebe|decided band wedding
phoebe|y ’ know i ’ m kinda musical
rachel|yeah pheebs honey got engaged couple hour ago
rachel|doubt she ’ s even time
phoebe|well speaking chiming remember time burned apartment
rachel|yeah you ’ re
monica|y ’ know
monica|get dressed go champagne plaza
joey|can ’ t stay long got ta get early commercial audition tomorrow got ta look good
joey|i ’ m supposed playing 19 year old
chandler|said get early mean 1986
joey|guy don ’ t think look 19
phoebe|oh 19
phoebe|thought said 90
monica|okay everybody let ’ s go
monica|let ’ s go
rachel|okay
chandler|okay
joey|hey uh rest candy bar around
phoebe|oh honey ate
joey|afraid
monica|y ’ know shoe would look great ring
monica|diamond shoe
monica|you ’ re getting dressed
chandler|know mean
monica|yeah don ’ t think time
chandler|there ’ s gon na wedding
chandler|you ’ re gon na bride
chandler|two hundred people going looking clean white dress
monica|let ’ s
monica|chandler
monica|happens lot guy
monica|probably tired lot champagne don ’ t worry
chandler|i ’ m worried i ’ m uh i ’ m fascinated
chandler|y ’ know it ’ s like uh biology
chandler|funny high school uh failed biology tonight biology failed
phoebe|check
phoebe|okay play guest coming
phoebe|okay
